actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-02T20:41:15.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-02T20:41:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-02T20:42:01.1Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2025-03-02T20:42:01Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Clingan: Tip to E. Mobley,"[1630596, 1628386, 1642270]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-03-02T20:42:09.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,9.543363994743759,97.54901960784314,1610612739,0,0,2025-03-02T20:42:17Z,70000,False,-238.0,37.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-03-02T20:42:12.9Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,0,0,2025-03-02T20:42:17Z,80000,False,,,0,,T. Camara REBOUND (Off:0 Def:1),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M23.00S,2025-03-02T20:42:27.7Z,1,REGULAR,2pt,Jump Shot,[],1631101,81.2910643889619,69.85294117647058,1610612757,0,2,2025-03-02T20:42:34Z,90000,False,99.0,123.0,1,right,S. Sharpe 15' driving floating Jump Shot (2 PTS),[1631101],1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,15.84,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M09.00S,2025-03-02T20:42:41.4Z,1,REGULAR,2pt,Jump Shot,[],1629636,6.1268068331143235,80.14705882352942,1610612739,0,2,2025-03-02T20:43:18Z,100000,False,-151.0,5.0,1,left,MISS D. Garland 15' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,15.08,Missed,,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2025-03-02T20:42:43.4Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,2,2025-03-02T20:43:18Z,110000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M05.00S,2025-03-02T20:42:45.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,32.40801576872536,47.30392156862745,1610612739,0,2,2025-03-02T20:42:53Z,120000,False,13.0,252.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2025-03-02T20:42:51.3Z,1,REGULAR,rebound,offensive,[],1629622,,,1610612739,0,2,2025-03-02T20:42:53Z,130000,False,,,0,,M. Strus REBOUND (Off:1 Def:0),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M58.00S,2025-03-02T20:42:52.6Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612739,0,2,2025-03-02T20:42:57Z,140000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1642270]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Clingan,1642270.0,,,,,,,,,,
