actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-01T23:10:35.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-01T23:10:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-01T23:10:37.9Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-12-01T23:10:37Z,40000,False,,,0,,Jump Ball J. Allen vs. K. Porziņģis: Tip to E. Mobley,"[1630596, 1628386, 204001]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-12-01T23:10:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,94.82588699080158,53.18627450980392,1610612739,0,0,2024-12-01T23:12:57Z,70000,False,16.0,-4.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2024-12-01T23:10:50.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2024-12-01T23:12:57Z,80000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-12-01T23:10:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.783837056504599,50.98039215686274,1610612738,0,0,2024-12-01T23:13:17Z,90000,False,-5.0,11.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2024-12-01T23:11:01.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2024-12-01T23:13:17Z,100000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M28.00S,2024-12-01T23:11:06.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629636,75.50919842312747,35.53921568627451,1610612739,0,0,2024-12-01T23:11:15Z,110000,False,-72.0,178.0,1,right,MISS D. Garland 19' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,19.18,Missed,,,,,,,,,,,,,,,,,,
12,PT11M27.00S,2024-12-01T23:11:07.2Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,0,2024-12-01T23:13:44Z,120000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M26.00S,2024-12-01T23:11:14.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,2,0,2024-12-01T23:14:06Z,130000,False,0.0,0.0,1,right,J. Allen tip DUNK (2 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M09.00S,2024-12-01T23:11:27.4Z,1,REGULAR,2pt,Jump Shot,[],204001,4.5499342969776615,79.65686274509804,1610612738,2,0,2024-12-01T23:14:34Z,140000,False,-148.0,-10.0,1,left,MISS K. Porziņģis 14' fadeaway Shot,[204001],1610612738.0,BOS,fadeaway,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,14.86,Missed,,,,,,,,,,,,,,,,,,
