actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M39.00S,2024-11-16T00:56:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.046649145860711,49.754901960784316,1610612739,32,19,2024-11-16T00:56:45Z,890000,False,1.0,14.0,1,left,J. Allen Layup (11 PTS) (I. Okoro 2 AST),"[1628386, 1630171]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.38,Made,11.0,,,,,I. Okoro,1630171.0,2.0,,,,,,,,,,
91,PT04M21.00S,2024-11-16T00:56:24.7Z,1,REGULAR,2pt,Jump Shot,[],202696,93.24901445466492,25.49019607843137,1610612741,32,21,2024-11-16T00:56:30Z,910000,False,-123.0,11.0,1,right,N. Vučević 12' turnaround fadeaway Jump Shot (11 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,12.3,Made,11.0,,,,,,,,,,,,,,,,,
92,PT04M12.00S,2024-11-16T00:56:34.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,23.209592641261498,11.519607843137255,1610612739,35,21,2024-11-16T00:57:16Z,920000,False,192.0,166.0,1,left,D. Garland 25' 3PT pullup (10 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,25.39,Made,10.0,,,,,,,,,,,,,,,,,
93,PT03M59.00S,2024-11-16T00:56:45.8Z,1,REGULAR,3pt,Jump Shot,[],202696,72.88107752956637,17.401960784313726,1610612741,35,21,2024-11-16T00:56:50Z,930000,False,-163.0,202.0,1,right,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
94,PT03M56.00S,2024-11-16T00:56:48.8Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,35,21,2024-11-16T00:56:50Z,940000,False,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT03M51.00S,2024-11-16T00:56:53.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,22.552562417871222,11.27450980392157,1610612739,38,21,2024-11-16T00:56:58Z,950000,False,194.0,159.0,1,left,C. LeVert 25' 3PT running (3 PTS) (D. Garland 6 AST),"[1627747, 1629636]",1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,25.08,Made,3.0,,,,,D. Garland,1629636.0,6.0,,,,,,,,,,
97,PT03M38.00S,2024-11-16T00:57:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630172,70.38436268068331,14.950980392156863,1610612741,38,24,2024-11-16T00:57:47Z,970000,False,-175.0,226.0,1,right,P. Williams 28' 3PT pullup (4 PTS) (N. Vučević 1 AST),"[1630172, 202696]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,28.59,Made,4.0,,,,,N. Vučević,202696.0,1.0,,,,,,,,,,
99,PT03M27.00S,2024-11-16T00:57:18.5Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,38,24,2024-11-16T00:57:25Z,990000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630245]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,,
100,PT03M27.00S,2024-11-16T00:57:18.5Z,1,REGULAR,steal,,[],1630245,,,1610612741,38,24,2024-11-16T01:01:04Z,1000000,False,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
101,PT03M21.00S,2024-11-16T00:57:24.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630581,93.24901445466492,50.73529411764706,1610612741,38,26,2024-11-16T00:59:18Z,1010000,False,4.0,11.0,1,right,J. Giddey running DUNK (2 PTS) (Z. LaVine 2 AST),"[1630581, 203897]",1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,,,,,Z. LaVine,203897.0,2.0,,,,,,,,,,
103,PT02M57.00S,2024-11-16T00:57:48.2Z,1,REGULAR,3pt,Jump Shot,[],1629636,37.27003942181341,43.872549019607845,1610612739,41,26,2024-11-16T00:57:53Z,1030000,False,31.0,298.0,1,left,D. Garland 29' 3PT step back (13 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,29.94,Made,13.0,,,,,,,,,,,,,,,,,
104,PT02M42.00S,2024-11-16T00:58:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.51182654402102,51.71568627450981,1610612741,41,26,2024-11-16T00:59:44Z,1040000,False,9.0,8.0,1,right,MISS Z. LaVine driving Layup - blocked,"[203897, 1628386]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.21,Missed,,,,,,,,,Allen,1628386.0,,,,,,,,
105,PT02M42.00S,2024-11-16T00:58:03.8Z,1,REGULAR,block,,[],1628386,,,1610612741,41,26,2024-11-16T00:58:06Z,1050000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT02M40.00S,2024-11-16T00:58:05.8Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,41,26,2024-11-16T00:59:44Z,1060000,False,,,0,,P. Williams REBOUND (Off:1 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,
107,PT02M38.00S,2024-11-16T00:58:08.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,77.08607095926413,10.784313725490197,1610612741,41,29,2024-11-16T01:00:00Z,1070000,False,-196.0,163.0,1,right,P. Williams 25' 3PT  (7 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.49,Made,7.0,,,,,,,,,,,,,,,,,
108,PT02M26.00S,2024-11-16T00:58:22.6Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,41,29,2024-11-16T00:58:29Z,1080000,False,,,0,,D. Garland lost ball out-of-bounds TURNOVER (2 TO),[1629636],1610612739.0,CLE,lost ball,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,2534.0,,,,
109,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612741,41,29,2024-11-16T00:58:45Z,1090000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,out,[],1628386,,,1610612741,41,29,2024-11-16T00:58:45Z,1100000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,41,29,2024-11-16T00:58:45Z,1110000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,out,[],203897,,,1610612741,41,29,2024-11-16T00:58:45Z,1120000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,out,[],202696,,,1610612741,41,29,2024-11-16T00:58:45Z,1130000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,41,29,2024-11-16T00:58:45Z,1140000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,in,[],1627777,,,1610612741,41,29,2024-11-16T00:58:45Z,1150000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,in,[],1629660,,,1610612741,41,29,2024-11-16T00:58:45Z,1160000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,in,[],1628378,,,1610612741,41,29,2024-11-16T00:58:45Z,1170000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,41,29,2024-11-16T00:58:45Z,1180000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,41,29,2024-11-16T00:58:45Z,1190000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M26.00S,2024-11-16T00:58:25.5Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,41,29,2024-11-16T00:58:45Z,1200000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M07.00S,2024-11-16T00:59:04.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,73.01248357424441,83.57843137254902,1610612741,41,29,2024-11-16T00:59:09Z,1210000,False,168.0,201.0,1,right,MISS J. Giddey 26' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
122,PT02M05.00S,2024-11-16T00:59:06.4Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,41,29,2024-11-16T01:38:55Z,1220000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,,
123,PT02M03.00S,2024-11-16T00:59:12.1Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612739,41,29,2024-11-16T01:38:59Z,1230000,False,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 1630581]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Giddey,1630581.0,,,,,
124,PT02M03.00S,2024-11-16T00:59:12.1Z,1,REGULAR,steal,,[],1630581,,,1610612741,41,29,2024-11-16T00:59:14Z,1240000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2024-11-16T00:59:16.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630581,94.1688567674113,53.18627450980392,1610612741,41,29,2024-11-16T01:01:52Z,1250000,False,16.0,2.0,1,right,MISS J. Giddey running finger roll Layup,[1630581],1610612741.0,CHI,running finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
126,PT01M55.00S,2024-11-16T00:59:17.7Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,41,29,2024-11-16T01:01:52Z,1260000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT01M51.00S,2024-11-16T00:59:21.4Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,41,29,2024-11-16T00:59:25Z,1270000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1629632]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,White,1629632.0,,,,,
128,PT01M51.00S,2024-11-16T00:59:21.4Z,1,REGULAR,steal,,[],1629632,,,1610612741,41,29,2024-11-16T00:59:23Z,1280000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
129,PT01M45.00S,2024-11-16T00:59:27.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641763,92.46057818659659,2.2058823529411766,1610612741,41,29,2024-11-16T01:02:25Z,1290000,False,-239.0,18.0,1,right,MISS J. Phillips running 3PT,[1641763],1610612741.0,CHI,running,,,Phillips,J. Phillips,,,,,Left Corner 3,24+ Left,23.97,Missed,,,,,,,,,,,,,,,,,,
130,PT01M43.00S,2024-11-16T00:59:29.1Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612739,41,29,2024-11-16T01:03:59Z,1300000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Left Corner 3,24+ Left,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,
131,PT01M43.00S,2024-11-16T00:59:38.4Z,1,REGULAR,foul,personal,[],1630245,,,1610612739,41,29,2024-11-16T01:04:03Z,1310000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1629660]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Jerome,1629660.0
133,PT01M43.00S,2024-11-16T00:59:49.8Z,1,REGULAR,substitution,out,[],1630245,,,1610612739,41,29,2024-11-16T00:59:52Z,1330000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M43.00S,2024-11-16T00:59:49.8Z,1,REGULAR,substitution,in,[],1631207,,,1610612739,41,29,2024-11-16T00:59:52Z,1340000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M25.00S,2024-11-16T01:00:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,5.469776609724048,50.73529411764706,1610612739,43,29,2024-11-16T01:03:17Z,1350000,False,-4.0,-1.0,1,left,T. Jerome driving Layup (2 PTS) (C. LeVert 1 AST),"[1629660, 1627747]",1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,0.39,Made,2.0,,,,,C. LeVert,1627747.0,1.0,,,,,,,,,,
137,PT01M06.00S,2024-11-16T01:00:32.7Z,1,REGULAR,3pt,Jump Shot,[],1630581,77.7431011826544,9.803921568627452,1610612741,43,32,2024-11-16T01:00:36Z,1370000,False,-201.0,157.0,1,right,J. Giddey 25' 3PT  (5 PTS) (J. Phillips 1 AST),"[1630581, 1641763]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.49,Made,5.0,,,,,J. Phillips,1641763.0,1.0,,,,,,,,,,
139,PT00M44.30S,2024-11-16T01:00:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629660,19.92444152431012,8.088235294117647,1610612739,46,32,2024-11-16T01:05:44Z,1390000,False,210.0,135.0,1,left,T. Jerome 24' 3PT step back (5 PTS) (D. Mitchell 1 AST),"[1629660, 1628378]",1610612739.0,CLE,step back,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,24.92,Made,5.0,,,,,D. Mitchell,1628378.0,1.0,,,,,,,,,,
140,PT00M32.80S,2024-11-16T01:01:13.9Z,1,REGULAR,turnover,traveling,[],1631207,,,1610612741,46,32,2024-11-16T01:01:19Z,1400000,False,,,0,,D. Terry traveling TURNOVER (1 TO),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,,201245.0,,,,
141,PT00M18.70S,2024-11-16T01:01:49.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612739,46,32,2024-11-16T01:01:54Z,1410000,False,,,0,,J. Giddey personal FOUL (2 PF) (Mitchell 2 FT),"[1630581, 1628378]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Mitchell,1628378.0
143,PT00M18.70S,2024-11-16T01:02:19.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628378,,,1610612739,47,32,2024-11-16T01:02:19Z,1430000,False,,,0,,D. Mitchell Free Throw 1 of 2 (11 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
144,PT00M18.70S,2024-11-16T01:02:20.4Z,1,REGULAR,substitution,out,[],1629660,,,1610612739,47,32,2024-11-16T01:02:30Z,1440000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M18.70S,2024-11-16T01:02:20.4Z,1,REGULAR,substitution,out,[],1627777,,,1610612739,47,32,2024-11-16T01:02:30Z,1450000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M18.70S,2024-11-16T01:02:20.4Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,47,32,2024-11-16T01:02:30Z,1460000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M18.70S,2024-11-16T01:02:20.4Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,47,32,2024-11-16T01:02:30Z,1470000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M18.70S,2024-11-16T01:02:19.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628378,,,1610612739,47,32,2024-11-16T01:02:51Z,1480000,False,,,0,,MISS D. Mitchell Free Throw 2 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT00M16.50S,2024-11-16T01:02:21.9Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,47,32,2024-11-16T01:02:51Z,1490000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT00M07.80S,2024-11-16T01:03:01.3Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612741,47,32,2024-11-16T01:03:09Z,1500000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (White 2 FT),"[1630171, 1629632]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201245.0,1.0,0.0,White,1629632.0
152,PT00M07.80S,2024-11-16T01:03:23.1Z,1,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,47,33,2024-11-16T01:03:23Z,1520000,False,,,0,,C. White Free Throw 1 of 2 (7 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
153,PT00M07.80S,2024-11-16T01:03:24.3Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,47,33,2024-11-16T01:03:39Z,1530000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M07.80S,2024-11-16T01:03:24.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,47,33,2024-11-16T01:03:39Z,1540000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M07.80S,2024-11-16T01:03:24.3Z,1,REGULAR,substitution,out,[],1630188,,,1610612741,47,33,2024-11-16T01:03:39Z,1550000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M07.80S,2024-11-16T01:03:24.3Z,1,REGULAR,substitution,in,[],1629636,,,1610612741,47,33,2024-11-16T01:03:39Z,1560000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M07.80S,2024-11-16T01:03:24.3Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,47,33,2024-11-16T01:03:39Z,1570000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M07.80S,2024-11-16T01:03:24.3Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,47,33,2024-11-16T01:03:39Z,1580000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M07.80S,2024-11-16T01:03:49.1Z,1,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,47,34,2024-11-16T01:03:49Z,1590000,False,,,0,,C. White Free Throw 2 of 2 (8 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
161,PT00M00.40S,2024-11-16T01:04:25.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612739,47,34,2024-11-16T01:04:31Z,1610000,False,,,0,,C. White shooting personal FOUL (2 PF) (Garland 2 FT),"[1629632, 1629636]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201245.0,2.0,0.0,Garland,1629636.0
163,PT00M00.40S,2024-11-16T01:04:32.3Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,48,34,2024-11-16T01:04:32Z,1630000,False,,,0,,D. Garland Free Throw 1 of 2 (14 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
164,PT00M00.40S,2024-11-16T01:04:46.9Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,49,34,2024-11-16T01:04:46Z,1640000,False,,,0,,D. Garland Free Throw 2 of 2 (15 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2024-11-16T01:04:50.5Z,1,REGULAR,period,end,[],0,,,1610612741,49,34,2024-11-16T01:04:50Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,out,['startperiod'],1628386,,,1610612741,49,34,2024-11-16T01:07:16Z,1660000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,out,['startperiod'],1629636,,,1610612741,49,34,2024-11-16T01:07:16Z,1670000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,out,['startperiod'],1630245,,,1610612741,49,34,2024-11-16T01:07:16Z,1680000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,49,34,2024-11-16T01:07:16Z,1690000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,in,['startperiod'],1629660,,,1610612741,49,34,2024-11-16T01:07:16Z,1700000,False,,,0,,SUB in: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,in,['startperiod'],202684,,,1610612741,49,34,2024-11-16T01:07:16Z,1710000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612741,49,34,2024-11-16T01:07:16Z,1720000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-11-16T01:04:59.1Z,2,REGULAR,substitution,in,['startperiod'],1630188,,,1610612741,49,34,2024-11-16T01:07:16Z,1730000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-11-16T01:07:30.7Z,2,REGULAR,period,start,[],0,,,1610612741,49,34,2024-11-16T01:07:30Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
