actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-10-25T23:43:24.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-25T23:43:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-10-25T23:43:27.9Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-10-25T23:43:27Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Duren: Tip to E. Mobley,"[1630596, 1628386, 1631105]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-10-25T23:43:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,87.72996057818659,56.372549019607845,1610612739,0,0,2024-10-25T23:43:57Z,70000,False,32.0,63.0,1,right,MISS E. Mobley 7' Layup - blocked,"[1630596, 202699]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,Harris,202699.0,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-10-25T23:43:44.1Z,1,REGULAR,block,,[],202699,,,1610612739,0,0,2024-10-25T23:43:46Z,80000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2024-10-25T23:43:49.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2024-10-25T23:43:57Z,90000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M32.00S,2024-10-25T23:43:52.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630595,13.354139290407357,16.911764705882355,1610612765,0,2,2024-10-25T23:44:53Z,100000,False,165.0,73.0,1,left,C. Cunningham 18' running Jump Shot (2 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,18.08,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M15.00S,2024-10-25T23:44:08.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,95.48291721419186,3.1862745098039214,1610612739,3,2,2024-10-25T23:44:14Z,110000,False,-234.0,-10.0,1,right,D. Garland 3PT  (3 PTS) (D. Mitchell 1 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,23.43,Made,,,,,,,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,
13,PT10M57.00S,2024-10-25T23:44:31.3Z,1,REGULAR,foul,personal,[],1629731,,,1610612765,3,2,2024-10-25T23:44:40Z,130000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1630595]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2530.0,1.0,0.0,Cunningham,1630595.0,,,
15,PT10M46.00S,2024-10-25T23:44:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,16.90210249671485,59.068627450980394,1610612765,3,4,2024-10-25T23:45:04Z,150000,False,-45.0,106.0,1,left,C. Cunningham 11' fadeaway Jump Shot (4 PTS),[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,11.56,Made,,,,,,,4.0,,,,,,,,,,,
16,PT10M31.00S,2024-10-25T23:45:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629636,68.41327201051249,70.09803921568627,1610612739,3,4,2024-10-25T23:46:10Z,160000,False,100.0,244.0,1,right,MISS D. Garland 26' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,26.43,Missed,,,,,,,,,,,,,,,,,,
