actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-25T00:42:01.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-25T00:42:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-11-25T00:42:05.1Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-11-25T00:42:05Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Poeltl: Tip to E. Mobley,"[1630596, 1628386, 1627751]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-11-25T00:42:26.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,23.73521681997372,50.49019607843137,1610612739,0,0,2024-11-25T00:42:30Z,70000,False,-2.0,171.0,1,left,MISS D. Mitchell 17' step back Shot,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,17.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-11-25T00:42:27.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2024-11-25T00:42:48Z,80000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2024-11-25T00:42:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.72996057818659,54.65686274509803,1610612761,0,2,2024-11-25T00:42:49Z,90000,False,23.0,63.0,1,right,R. Barrett 6' driving floating Jump Shot (2 PTS),[1629628],1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M00.00S,2024-11-25T00:43:00.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,28.728646517739815,77.45098039215686,1610612739,3,2,2024-11-25T00:43:04Z,100000,False,-137.0,218.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (E. Mobley 1 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.72,Made,,,,,3.0,E. Mobley,1630596.0,1.0,,,,,,,,,,
12,PT10M39.00S,2024-11-25T00:43:21.4Z,1,REGULAR,2pt,Jump Shot,[],1630567,74.58935611038108,58.57843137254902,1610612761,3,2,2024-11-25T00:43:25Z,120000,False,43.0,186.0,1,right,MISS S. Barnes 19' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,19.13,Missed,,,,,,,,,,,,,,,,,,
13,PT10M36.00S,2024-11-25T00:43:24.4Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,3,2,2024-11-25T00:43:25Z,130000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M29.00S,2024-11-25T00:43:31.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628386,5.995400788436268,50.245098039215684,1610612739,5,2,2024-11-25T00:44:00Z,140000,False,-1.0,4.0,1,left,J. Allen running DUNK (2 PTS) (I. Okoro 1 AST),"[1628386, 1630171]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,2.0,I. Okoro,1630171.0,1.0,,,,,,,,,,
16,PT10M22.00S,2024-11-25T00:43:39.0Z,1,REGULAR,3pt,Jump Shot,[],1641711,69.46452036793693,72.54901960784314,1610612761,5,2,2024-11-25T00:44:19Z,160000,False,113.0,235.0,1,right,MISS G. Dick 26' pullup 3PT,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
17,PT10M20.00S,2024-11-25T00:43:41.0Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,5,2,2024-11-25T00:44:39Z,170000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M16.00S,2024-11-25T00:43:44.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,69.85873850197109,26.47058823529412,1610612761,5,2,2024-11-25T00:43:47Z,180000,False,-118.0,231.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
19,PT10M14.00S,2024-11-25T00:43:46.4Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,2,2024-11-25T00:43:47Z,190000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
