actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-27T23:10:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-27T23:10:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-27T23:10:59.8Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2025-03-27T23:10:59Z,40000,False,,,0,,Jump Ball B. Biyombo vs. J. Allen: Tip to S. Castle,"[1642264, 202687, 1628386]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Biyombo,202687.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-27T23:11:12.1Z,1,REGULAR,2pt,Jump Shot,[],101108,83.65637319316689,24.509803921568626,1610612759,0,2,2025-03-27T23:12:16Z,70000,False,-127.0,101.0,1,right,C. Paul 16' Jump Shot (2 PTS) (S. Castle 1 AST),"[101108, 1642264]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left Center,16.27,Made,2.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-03-27T23:11:29.8Z,1,REGULAR,2pt,Jump Shot,[],1628378,13.091327201051248,25.0,1610612739,0,2,2025-03-27T23:13:15Z,90000,False,125.0,71.0,1,left,MISS D. Mitchell 14' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,14.36,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-03-27T23:11:29.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,2,2025-03-27T23:17:11Z,100000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
36,PT11M25.00S,2025-03-27T23:11:34.8Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,0,2,2025-03-27T23:16:54Z,105000,False,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 203084]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Barnes,203084.0,,,,,,,
37,PT11M25.00S,2025-03-27T23:11:34.8Z,1,REGULAR,steal,,[],203084,,,1610612759,0,2,2025-03-27T23:16:54Z,107500,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M18.00S,2025-03-27T23:11:39.9Z,1,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,0,2,2025-03-28T00:18:50Z,110000,False,,,0,,S. Castle bad pass out-of-bounds TURNOVER (1 TO),[1642264],1610612759.0,SAS,bad pass,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,201638.0,,,,,,
13,PT11M03.00S,2025-03-27T23:12:18.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,22.815374507227332,11.76470588235294,1610612739,0,2,2025-03-27T23:12:29Z,130000,False,191.0,162.0,1,left,MISS D. Mitchell 25' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2025-03-27T23:12:22.5Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,0,2,2025-03-27T23:12:22Z,140000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M53.00S,2025-03-27T23:12:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,91.14651773981603,53.67647058823529,1610612759,0,2,2025-03-27T23:12:35Z,150000,False,18.0,31.0,1,right,MISS S. Castle driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,3.58,Missed,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2025-03-27T23:12:29.8Z,1,REGULAR,rebound,offensive,[],202687,,,1610612759,0,2,2025-03-27T23:19:43Z,160000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
