actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId,blockPlayerName,blockPersonId
17,PT10M57.00S,2024-12-22T01:11:50.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,2,3,2024-12-22T01:12:00Z,170000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Drummond,A. Drummond,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M49.00S,2024-12-22T01:11:59.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,28.465834428383708,78.18627450980392,1610612755,2,6,2024-12-22T01:12:07Z,180000,False,-141.0,215.0,1,left,T. Maxey 25' 3PT pullup (6 PTS),[1630178],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,25.71,Made,Maxey,T. Maxey,,,,,6.0,,,,,,,,,,,,,,
19,PT10M28.00S,2024-12-22T01:12:20.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,89.30683311432325,56.86274509803921,1610612739,2,6,2024-12-22T01:12:26Z,190000,False,34.0,48.0,1,right,MISS E. Mobley Hook,[1630596],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2024-12-22T01:12:22.3Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,2,6,2024-12-22T01:12:26Z,200000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Drummond,A. Drummond,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
21,PT10M17.00S,2024-12-22T01:12:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.652431011826544,50.0,1610612755,2,6,2024-12-22T01:12:35Z,210000,False,0.0,10.0,1,left,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,1.0,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
22,PT10M15.00S,2024-12-22T01:12:32.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,6,2024-12-22T01:12:35Z,220000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Mobley,E. Mobley,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
23,PT10M10.00S,2024-12-22T01:12:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.06636005256242,51.71568627450981,1610612739,2,6,2024-12-22T01:12:49Z,230000,False,9.0,22.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,2.37,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
24,PT10M07.00S,2024-12-22T01:12:41.6Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,2,6,2024-12-22T01:12:49Z,240000,False,,,0,,A. Drummond REBOUND (Off:0 Def:3),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Drummond,A. Drummond,23.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
25,PT09M51.00S,2024-12-22T01:12:57.7Z,1,REGULAR,2pt,Jump Shot,[],202331,25.57490144546649,41.911764705882355,1610612755,2,6,2024-12-22T01:13:05Z,250000,False,40.0,188.0,1,left,MISS P. George 19' step back Shot,[202331],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Center,19.22,Missed,George,P. George,,,,,,,,,,,,,,,,,,,
26,PT09M47.00S,2024-12-22T01:13:01.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,6,2024-12-22T01:13:05Z,260000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,Wade,D. Wade,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M36.00S,2024-12-22T01:13:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,94.95729303547962,49.26470588235294,1610612739,2,6,2024-12-22T01:13:18Z,270000,False,-4.0,-5.0,1,right,MISS J. Allen cutting Layup,[1628386],1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,0.63,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
28,PT09M34.00S,2024-12-22T01:13:14.2Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,2,6,2024-12-22T01:13:18Z,280000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,Martin,K. Martin,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT09M29.00S,2024-12-22T01:13:19.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,6.389618922470433,50.98039215686274,1610612755,2,8,2024-12-22T01:17:12Z,290000,False,-5.0,8.0,1,left,T. Maxey running Layup (8 PTS),[1630178],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,0.9,Made,Maxey,T. Maxey,,,,,8.0,,,,,,,,,,,,,,
30,PT09M28.00S,2024-12-22T01:13:27.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,2,8,2024-12-22T01:13:27Z,300000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M15.00S,2024-12-22T01:16:30.5Z,1,REGULAR,turnover,bad pass,[],1628386,,,1610612739,2,8,2024-12-22T01:16:35Z,310000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 202331]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Left,,,Allen,J. Allen,,,,,,1.0,George,202331.0,,,,,,,,,,,
32,PT09M15.00S,2024-12-22T01:16:30.5Z,1,REGULAR,steal,,[],202331,,,1610612755,2,8,2024-12-22T01:16:33Z,320000,False,,,0,,P. George STEAL (1 STL),[202331],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,George,P. George,,,,,,,,,,,,,,,,,,,
33,PT09M00.00S,2024-12-22T01:16:45.3Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,2,8,2024-12-22T01:16:49Z,330000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1629731]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Maxey,T. Maxey,,,,,,1.0,Wade,1629731.0,,,,,,,,,,,
34,PT09M00.00S,2024-12-22T01:16:45.3Z,1,REGULAR,steal,,[],1629731,,,1610612739,2,8,2024-12-22T01:16:47Z,340000,False,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2024-12-22T01:16:52.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628378,93.11760840998686,95.83333333333334,1610612739,2,8,2024-12-22T01:17:01Z,350000,False,229.0,12.0,1,right,MISS D. Mitchell running 3PT,[1628378],1610612739.0,CLE,running,,,,,,Right Corner 3,24+ Right,22.95,Missed,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
36,PT08M50.00S,2024-12-22T01:16:55.9Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,2,8,2024-12-22T01:17:01Z,360000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,Oubre Jr.,K. Oubre Jr.,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
37,PT08M46.00S,2024-12-22T01:16:59.8Z,1,REGULAR,turnover,bad pass,[],1626162,,,1610612755,2,8,2024-12-22T01:17:05Z,370000,False,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1629636]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,Oubre Jr.,K. Oubre Jr.,,,,,,1.0,Garland,1629636.0,,,,,,,,,,,
38,PT08M46.00S,2024-12-22T01:16:59.8Z,1,REGULAR,steal,,[],1629636,,,1610612739,2,8,2024-12-22T01:17:02Z,380000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
39,PT08M40.00S,2024-12-22T01:17:08.3Z,1,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,2,8,2024-12-22T01:17:17Z,390000,False,,,0,,D. Garland step out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,step,,,,,,Mid-Range,16-24 Right,,,Garland,D. Garland,,,,,,1.0,,,202026.0,,,,,,,,,,
40,PT08M24.00S,2024-12-22T01:17:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630231,19.004599211563733,94.36274509803921,1610612755,2,8,2024-12-22T01:17:48Z,400000,False,-222.0,126.0,1,left,MISS K. Martin 25' 3PT,[1630231],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,25.51,Missed,Martin,K. Martin,,,,,,,,,,,,,,,,,,,
41,PT08M18.00S,2024-12-22T01:17:46.8Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,2,8,2024-12-22T01:17:46Z,410000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,Oubre Jr.,K. Oubre Jr.,40.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
42,PT08M18.00S,2024-12-22T01:17:46.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626162,5.590000152587891,50.0,1610612755,2,8,2024-12-22T01:19:39Z,420000,False,0.0,0.0,1,left,MISS K. Oubre Jr. tip DUNK,[1626162],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2024-12-22T01:17:47.8Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,8,2024-12-22T01:19:39Z,430000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Wade,D. Wade,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
44,PT08M11.00S,2024-12-22T01:17:54.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,94.43166885676742,2.941176470588235,1610612739,5,8,2024-12-22T01:18:00Z,440000,False,-235.0,0.0,1,right,D. Mitchell 3PT  (3 PTS) (E. Mobley 1 AST),"[1628378, 1630596]",1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.53,Made,Mitchell,D. Mitchell,,,,,3.0,,,,,E. Mobley,1630596.0,1.0,,,,,,,
46,PT07M46.00S,2024-12-22T01:18:18.9Z,1,REGULAR,2pt,Jump Shot,[],202331,22.421156373193167,40.931372549019606,1610612755,5,10,2024-12-22T01:18:27Z,460000,False,45.0,158.0,1,left,P. George 16' Jump Shot (2 PTS),[202331],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,16.47,Made,George,P. George,,,,,2.0,,,,,,,,,,,,,,
47,PT07M39.00S,2024-12-22T01:18:29.1Z,1,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,5,10,2024-12-22T01:18:40Z,470000,False,,,0,,D. Mitchell lost ball out-of-bounds TURNOVER (2 TO),[1628378],1610612739.0,CLE,lost ball,,,,,,Mid-Range,16-24 Left,,,Mitchell,D. Mitchell,,,,,,2.0,,,202026.0,,,,,,,,,,
48,PT07M23.00S,2024-12-22T01:18:47.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,14.931011826544022,64.95098039215686,1610612755,5,12,2024-12-22T01:18:56Z,480000,False,-75.0,88.0,1,left,P. George 11' pullup Jump Shot (4 PTS) (T. Maxey 1 AST),"[202331, 1630178]",1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Left,11.54,Made,George,P. George,,,,,4.0,,,,,T. Maxey,1630178.0,1.0,,,,,,,
50,PT07M03.00S,2024-12-22T01:19:07.9Z,1,REGULAR,turnover,lost ball,[],1629636,,,1610612739,5,12,2024-12-22T01:19:12Z,500000,False,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 1626162]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,,Garland,D. Garland,,,,,,2.0,Oubre Jr.,1626162.0,,,,,,,,,,,
51,PT07M03.00S,2024-12-22T01:19:07.9Z,1,REGULAR,steal,,[],1626162,,,1610612755,5,12,2024-12-22T01:26:16Z,510000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,
52,PT06M52.00S,2024-12-22T01:19:17.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,29.6484888304862,73.2843137254902,1610612755,5,12,2024-12-22T01:19:26Z,520000,False,-116.0,226.0,1,left,MISS K. Oubre Jr. 25' running pullup 3PT,[1626162],1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Left Center,25.44,Missed,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,
53,PT06M49.00S,2024-12-22T01:19:20.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,12,2024-12-22T01:19:20Z,530000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Allen,J. Allen,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
54,PT06M39.00S,2024-12-22T01:19:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,89.70105124835742,55.63725490196079,1610612739,5,12,2024-12-22T01:24:31Z,540000,False,28.0,44.0,1,right,MISS J. Allen floating Shot,[1628386],1610612739.0,CLE,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
55,PT06M37.00S,2024-12-22T01:19:33.6Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,5,12,2024-12-22T01:19:36Z,550000,False,,,0,,K. Martin REBOUND (Off:0 Def:2),[1630231],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Martin,K. Martin,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
56,PT06M29.00S,2024-12-22T01:19:41.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,6.652431011826544,96.32352941176471,1610612755,5,15,2024-12-22T01:19:46Z,560000,False,-232.0,10.0,1,left,K. Oubre Jr. 3PT  (3 PTS) (T. Maxey 2 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,23.18,Made,Oubre Jr.,K. Oubre Jr.,,,,,3.0,,,,,T. Maxey,1630178.0,2.0,,,,,,,
58,PT06M20.00S,2024-12-22T01:19:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,92.9862023653088,52.94117647058824,1610612739,7,15,2024-12-22T01:19:57Z,580000,False,15.0,13.0,1,right,D. Mitchell driving floating Jump Shot (5 PTS),[1628378],1610612739.0,CLE,driving floating,,,,,,Restricted Area,0-8 Center,1.99,Made,Mitchell,D. Mitchell,,,,,5.0,,,,,,,,,,,,,,
59,PT06M00.00S,2024-12-22T01:20:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,13.87976346911958,45.34313725490196,1610612755,7,15,2024-12-22T01:26:24Z,590000,False,23.0,78.0,1,left,MISS T. Maxey 8' driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
60,PT05M59.00S,2024-12-22T01:20:11.2Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612755,7,15,2024-12-22T01:26:24Z,600000,False,,,0,,K. Martin REBOUND (Off:1 Def:2),[1630231],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Martin,K. Martin,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
61,PT05M54.00S,2024-12-22T01:20:16.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630231,11.514454664914586,47.05882352941176,1610612755,7,17,2024-12-22T01:27:06Z,610000,False,15.0,56.0,1,left,K. Martin floating Jump Shot (2 PTS),[1630231],1610612755.0,PHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,Martin,K. Martin,,,,,2.0,,,,,,,,,,,,,,
62,PT05M52.00S,2024-12-22T01:20:23.5Z,1,REGULAR,foul,personal,[],1630231,,,1610612739,7,17,2024-12-22T01:20:33Z,620000,False,,,0,,K. Martin personal FOUL (1 PF),"[1630231, 1628378]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Martin,K. Martin,,,,,,,,,1146.0,,,,1.0,0.0,Mitchell,1628378.0,,,
64,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,7,17,2024-12-22T01:20:48Z,640000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,
65,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,7,17,2024-12-22T01:20:48Z,650000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
66,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,7,17,2024-12-22T01:20:48Z,660000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,
67,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,out,[],1630231,,,1610612739,7,17,2024-12-22T01:20:48Z,670000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,
68,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,out,[],202331,,,1610612739,7,17,2024-12-22T01:20:48Z,680000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,,
69,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,7,17,2024-12-22T01:20:48Z,690000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,
70,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,7,17,2024-12-22T01:20:48Z,700000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,,,,,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,
71,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612739,7,17,2024-12-22T01:20:48Z,710000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,
72,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,in,[],1627824,,,1610612739,7,17,2024-12-22T01:20:48Z,720000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,
73,PT05M52.00S,2024-12-22T01:20:30.9Z,1,REGULAR,substitution,in,[],1628997,,,1610612739,7,17,2024-12-22T01:20:48Z,730000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2024-12-22T01:20:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,68.15045992115637,60.29411764705882,1610612739,10,17,2024-12-22T01:28:07Z,740000,False,51.0,247.0,1,right,D. Garland 25' 3PT pullup (5 PTS),[1629636],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Center,25.22,Made,Garland,D. Garland,,,,,5.0,,,,,,,,,,,,,,
75,PT05M25.00S,2024-12-22T01:21:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,7.178055190538765,46.81372549019608,1610612755,10,17,2024-12-22T01:21:18Z,750000,False,16.0,15.0,1,left,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,,,,Restricted Area,0-8 Center,2.19,Missed,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
76,PT05M23.00S,2024-12-22T01:21:14.2Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,10,17,2024-12-22T01:21:18Z,760000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Garland,D. Garland,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
77,PT05M20.00S,2024-12-22T01:21:18.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628386,93.77463863337714,50.98039215686274,1610612739,12,17,2024-12-22T01:21:26Z,770000,False,5.0,6.0,1,right,J. Allen running DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,0.77,Made,Allen,J. Allen,,,,,2.0,,,,,D. Garland,1629636.0,1.0,,,,,,,
