actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-11T00:11:19.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-11T00:11:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-11T00:11:21.2Z,1,REGULAR,jumpball,recovered,[],1629631,,,1610612739,0,0,2025-02-11T00:11:21Z,40000,False,,,0,,Jump Ball J. Allen vs. R. Gobert: Tip to D. Hunter,"[1629631, 1628386, 203497]",1610612739.0,CLE,startperiod,D. Hunter,1629631.0,Hunter,D. Hunter,Allen,1628386.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-02-11T00:11:57.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,96.23850197109067,99.26470588235294,1610612739,0,0,2025-02-11T00:12:10Z,80000,False,246.0,-17.0,1,right,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,24.69,Missed,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2025-02-11T00:11:59.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,0,0,2025-02-11T00:12:19Z,90000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Right Corner 3,24+ Right,,,8.0,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2025-02-11T00:12:25.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,27.90735873850197,16.42156862745098,1610612750,0,0,2025-02-11T00:12:30Z,110000,False,168.0,210.0,1,left,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2025-02-11T00:12:29.0Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612750,0,0,2025-02-11T00:12:30Z,120000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M12.00S,2025-02-11T00:12:32.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,21.862680683311424,84.80392156862746,1610612750,0,0,2025-02-11T00:12:48Z,130000,False,-174.0,153.0,1,left,MISS A. Edwards 23' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,23.17,Missed,,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2025-02-11T00:12:35.3Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,0,0,2025-02-11T00:12:35Z,140000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT11M06.00S,2025-02-11T00:12:38.6Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,0,0,2025-02-11T00:12:43Z,150000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 1628378]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,,,,
16,PT11M06.00S,2025-02-11T00:12:38.6Z,1,REGULAR,steal,,[],1628378,,,1610612739,0,0,2025-02-11T00:14:09Z,160000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
20,PT10M48.00S,2025-02-11T00:13:00.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,80.02628120893561,34.8843443627451,1610612739,0,0,2025-02-11T00:20:15Z,200000,False,-76.0,135.0,1,right,MISS D. Hunter 15' pullup Shot,[1629631],1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,15.5,Missed,,,,,,,,,,,,,,,,,,
