actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT05M38.00S,2024-11-21T00:54:24.0Z,1,REGULAR,freethrow,1 of 2,[],1629660,,,1610612739,15,12,2024-11-21T00:54:24Z,840000,False,,,0,,T. Jerome Free Throw 1 of 2 (1 PTS),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
86,PT05M38.00S,2024-11-21T00:54:24.6Z,1,REGULAR,substitution,out,[],1642281,,,1610612739,15,12,2024-11-21T00:54:34Z,850000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M38.00S,2024-11-21T00:54:24.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612739,15,12,2024-11-21T00:54:34Z,860000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M38.00S,2024-11-21T00:54:24.6Z,1,REGULAR,substitution,in,[],1631247,,,1610612739,15,12,2024-11-21T00:54:34Z,870000,False,,,0,,SUB in: L. Travers,[1631247],1610612739.0,CLE,,,,Travers,L. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M38.00S,2024-11-21T00:54:24.6Z,1,REGULAR,substitution,in,[],1631288,,,1610612739,15,12,2024-11-21T00:54:34Z,880000,False,,,0,,SUB in: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M38.00S,2024-11-21T00:54:41.1Z,1,REGULAR,freethrow,2 of 2,[],1629660,,,1610612739,16,12,2024-11-21T00:54:41Z,890000,False,,,0,,T. Jerome Free Throw 2 of 2 (2 PTS),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
91,PT05M30.00S,2024-11-21T00:54:56.1Z,1,REGULAR,3pt,Jump Shot,[],1630526,73.53810775295663,84.06862745098039,1610612740,16,12,2024-11-21T00:55:50Z,900000,False,170.0,196.0,1,right,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
92,PT05M28.00S,2024-11-21T00:54:58.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,16,12,2024-11-21T00:55:50Z,910000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,91.0,3.0,2.0,1.0,,,,,,,,,,,,,,
93,PT05M15.00S,2024-11-21T00:55:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,7.046649145860711,50.0,1610612739,18,12,2024-11-21T00:55:18Z,920000,False,0.0,14.0,1,left,T. Jerome driving Layup (4 PTS),[1629660],1610612739.0,CLE,driving,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,4.0,,,,,,,,,,,,,
94,PT05M01.00S,2024-11-21T00:55:22.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642274,91.27792378449409,62.00980392156863,1610612740,18,14,2024-11-21T00:55:28Z,930000,False,60.0,29.0,1,right,Y. Missi 6' driving Hook (8 PTS),[1642274],1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,,,,,8.0,,,,,,,,,,,,,
95,PT04M49.00S,2024-11-21T00:55:34.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631247,6.258212877792378,49.01960784313725,1610612739,20,14,2024-11-21T00:55:41Z,940000,False,5.0,6.0,1,left,L. Travers cutting DUNK (2 PTS) (J. Allen 1 AST),"[1631247, 1628386]",1610612739.0,CLE,cutting,,,Travers,L. Travers,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,2.0,,,,,J. Allen,1628386.0,1.0,,,,,,
97,PT04M29.00S,2024-11-21T00:55:53.8Z,1,REGULAR,2pt,Jump Shot,[],1630527,74.45795006570303,64.2156862745098,1610612740,20,14,2024-11-21T00:56:01Z,960000,False,71.0,188.0,1,right,MISS B. Boston Jr. 20' step back Shot,[1630527],1610612740.0,NOP,step back,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,16-24 Right Center,20.06,Missed,,,,,,,,,,,,,,,,,,
98,PT04M25.00S,2024-11-21T00:55:57.8Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612739,20,14,2024-11-21T00:56:01Z,970000,False,,,0,,T. Jerome REBOUND (Off:1 Def:1),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Right Center,,,97.0,2.0,1.0,1.0,,,,,,,,,,,,,,
100,PT04M18.00S,2024-11-21T00:56:14.6Z,1,REGULAR,turnover,lost ball,[],1641854,,,1610612739,20,14,2024-11-21T00:57:01Z,990000,False,,,0,,C. Porter Jr. lost ball TURNOVER (1 TO),"[1641854, 1631288]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Cain,1631288.0,,,,,,,,,
101,PT04M18.00S,2024-11-21T00:56:14.6Z,1,REGULAR,steal,,[],1631288,,,1610612740,20,14,2024-11-21T00:56:16Z,1000000,False,,,0,,J. Cain STEAL (1 STL),[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2024-11-21T00:56:17.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641810,93.38042049934296,4.411764705882353,1610612740,20,14,2024-11-21T01:44:51Z,1010000,False,-228.0,10.0,1,right,MISS A. Reeves running 3PT,[1641810],1610612740.0,NOP,running,,,Reeves,A. Reeves,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2024-11-21T00:56:20.6Z,1,REGULAR,rebound,offensive,[],1642274,,,1610612740,20,14,2024-11-21T00:58:27Z,1020000,False,,,0,,Y. Missi REBOUND (Off:1 Def:3),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,102.0,4.0,3.0,1.0,,,,,,,,,,,,,,
104,PT04M05.00S,2024-11-21T00:56:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642274,94.69448094612353,54.65686274509803,1610612740,20,14,2024-11-21T00:59:17Z,1030000,False,23.0,-3.0,1,right,MISS Y. Missi putback Layup - blocked,"[1642274, 1641854]",1610612740.0,NOP,putback,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,Porter Jr.,1641854.0
108,PT04M05.00S,2024-11-21T00:56:21.9Z,1,REGULAR,block,,[],1641854,,,1610612740,20,14,2024-11-21T00:59:17Z,1035000,False,,,0,,C. Porter Jr. BLOCK (1 BLK),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT04M05.00S,2024-11-21T00:56:21.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,20,14,2024-11-21T01:00:09Z,1040000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,104.0,4.0,3.0,1.0,,,,,,,,,,,,,,
106,PT03M55.00S,2024-11-21T00:56:30.3Z,1,REGULAR,3pt,Jump Shot,[],1629660,7.835085413929041,97.30392156862744,1610612739,23,14,2024-11-21T00:59:45Z,1050000,False,-237.0,21.0,1,left,T. Jerome 3PT  (7 PTS) (G. Niang 1 AST),"[1629660, 1627777]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Left Corner 3,24+ Left,23.74,Made,,,,,7.0,,,,,G. Niang,1627777.0,1.0,,,,,,
107,PT03M55.00S,2024-11-21T00:57:01.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,23,14,2024-11-21T00:57:01Z,1060000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M55.00S,2024-11-21T00:59:00.8Z,1,REGULAR,substitution,out,[],1642274,,,1610612740,23,14,2024-11-21T00:59:19Z,1070000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M55.00S,2024-11-21T00:59:00.8Z,1,REGULAR,substitution,in,[],1641998,,,1610612740,23,14,2024-11-21T00:59:19Z,1080000,False,,,0,,SUB in: T. Jemison III,[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2024-11-21T00:59:36.1Z,1,REGULAR,3pt,Jump Shot,[],1631288,93.38042049934296,3.9215686274509802,1610612740,23,14,2024-11-21T00:59:52Z,1090000,False,-230.0,10.0,1,right,MISS J. Cain 3PT,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2024-11-21T00:59:36.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,23,14,2024-11-21T00:59:52Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Left Corner 3,24+ Left,,,111.0,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2024-11-21T00:59:43.8Z,1,REGULAR,foul,personal,[],1627777,,,1610612740,23,14,2024-11-21T01:00:02Z,1110000,False,,,0,,G. Niang loose ball personal FOUL (1 PF),"[1627777, 1630526]",1610612739.0,CLE,loose ball,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203593.0,,,,,,,1.0,0.0,Robinson-Earl,1630526.0,,
116,PT03M28.00S,2024-11-21T01:00:14.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629660,,,1610612740,23,14,2024-11-21T01:00:19Z,1130000,False,,,0,,T. Jerome personal FOUL (1 PF) (Reeves 2 FT),"[1629660, 1641810]",1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,,,1628480.0,,,,,,,1.0,0.0,Reeves,1641810.0,,
118,PT03M28.00S,2024-11-21T01:00:41.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641810,,,1610612740,23,15,2024-11-21T01:00:41Z,1150000,False,,,0,,A. Reeves Free Throw 1 of 2 (1 PTS),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
119,PT03M28.00S,2024-11-21T01:00:54.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641810,,,1610612740,23,16,2024-11-21T01:00:54Z,1160000,False,,,0,,A. Reeves Free Throw 2 of 2 (2 PTS),[1641810],1610612740.0,NOP,,,,Reeves,A. Reeves,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
120,PT03M07.00S,2024-11-21T01:01:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,8.623521681997373,41.911764705882355,1610612739,23,16,2024-11-21T01:01:23Z,1170000,False,40.0,29.0,1,left,MISS G. Niang driving floating Shot,[1627777],1610612739.0,CLE,driving floating,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,,,,,,,
121,PT03M06.00S,2024-11-21T01:01:18.5Z,1,REGULAR,rebound,defensive,[],1641998,,,1610612740,23,16,2024-11-21T01:01:37Z,1180000,False,,,0,,T. Jemison III REBOUND (Off:0 Def:1),[1641998],1610612740.0,NOP,,,,Jemison III,T. Jemison III,,,,,In The Paint (Non-RA),0-8 Center,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT02M45.00S,2024-11-21T01:01:39.0Z,1,REGULAR,2pt,Jump Shot,[],1630527,79.45137976346912,47.549019607843135,1610612740,23,18,2024-11-21T01:01:44Z,1190000,False,-12.0,141.0,1,right,B. Boston Jr. 14' pullup Jump Shot (2 PTS),[1630527],1610612740.0,NOP,pullup,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,8-16 Center,14.12,Made,,,,,2.0,,,,,,,,,,,,,
123,PT02M35.00S,2024-11-21T01:01:51.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.521024967148489,50.49019607843137,1610612739,25,18,2024-11-21T01:02:51Z,1200000,False,-2.0,9.0,1,left,J. Allen cutting DUNK (4 PTS) (C. Porter Jr. 1 AST),"[1628386, 1641854]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.91,Made,,,,,4.0,,,,,C. Porter Jr.,1641854.0,1.0,,,,,,
125,PT02M35.00S,2024-11-21T01:01:57.0Z,1,REGULAR,foul,personal,['1freethrow'],1631288,,,1610612739,25,18,2024-11-21T01:02:31Z,1220000,False,,,0,,J. Cain shooting personal FOUL (1 PF) (Allen 1 FT),"[1631288, 1628386]",1610612740.0,NOP,shooting,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,,,,,,,1.0,0.0,Allen,1628386.0,,
127,PT02M35.00S,2024-11-21T01:02:09.6Z,1,REGULAR,substitution,out,[],1629660,,,1610612739,25,18,2024-11-21T01:02:30Z,1240000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M35.00S,2024-11-21T01:02:09.6Z,1,REGULAR,substitution,out,[],1630527,,,1610612739,25,18,2024-11-21T01:02:30Z,1250000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M35.00S,2024-11-21T01:02:09.6Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,25,18,2024-11-21T01:02:30Z,1260000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M35.00S,2024-11-21T01:02:09.6Z,1,REGULAR,substitution,in,[],203901,,,1610612739,25,18,2024-11-21T01:02:30Z,1270000,False,,,0,,SUB in: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M35.00S,2024-11-21T01:02:32.6Z,1,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,26,18,2024-11-21T01:02:32Z,1280000,False,,,0,,J. Allen Free Throw 1 of 1 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
132,PT02M18.00S,2024-11-21T01:02:44.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630526,94.43166885676742,52.69607843137255,1610612740,26,18,2024-11-21T01:04:35Z,1290000,False,13.0,0.0,1,right,MISS J. Robinson-Earl driving DUNK - blocked,"[1630526, 1628386]",1610612740.0,NOP,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,Allen,1628386.0
138,PT02M18.00S,2024-11-21T01:02:44.4Z,1,REGULAR,block,,[],1628386,,,1610612740,26,18,2024-11-21T01:03:42Z,1295000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2024-11-21T01:02:45.4Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,26,18,2024-11-21T01:04:35Z,1300000,False,,,0,,C. Porter Jr. REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT02M05.00S,2024-11-21T01:02:57.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,25.18068331143233,83.82352941176471,1610612739,26,18,2024-11-21T01:05:01Z,1310000,False,-169.0,184.0,1,left,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
135,PT02M03.00S,2024-11-21T01:02:59.4Z,1,REGULAR,rebound,defensive,[],203901,,,1610612740,26,18,2024-11-21T01:05:01Z,1320000,False,,,0,,E. Payton REBOUND (Off:1 Def:1),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Above the Break 3,24+ Left Center,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,
136,PT01M53.00S,2024-11-21T01:03:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,88.64980289093299,39.705882352941174,1610612740,26,20,2024-11-21T01:03:13Z,1330000,False,-51.0,54.0,1,right,E. Payton 7' driving floating Jump Shot (2 PTS),[203901],1610612740.0,NOP,driving floating,,,Payton,E. Payton,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,,,,,2.0,,,,,,,,,,,,,
137,PT01M53.00S,2024-11-21T01:03:11.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,26,20,2024-11-21T01:03:11Z,1340000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M53.00S,2024-11-21T01:04:08.8Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,26,20,2024-11-21T01:04:37Z,1350000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M53.00S,2024-11-21T01:04:08.8Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,26,20,2024-11-21T01:04:37Z,1360000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2024-11-21T01:04:51.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,30.436925098554536,66.91176470588235,1610612739,29,20,2024-11-21T01:05:03Z,1370000,False,-85.0,234.0,1,left,E. Mobley 24' 3PT  (5 PTS) (C. Porter Jr. 2 AST),"[1630596, 1641854]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,24.84,Made,,,,,5.0,,,,,C. Porter Jr.,1641854.0,2.0,,,,,,
143,PT01M14.00S,2024-11-21T01:05:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641810,93.9060446780552,50.73529411764706,1610612740,29,22,2024-11-21T01:05:37Z,1390000,False,4.0,5.0,1,right,A. Reeves reverse Layup (4 PTS) (E. Payton 2 AST),"[1641810, 203901]",1610612740.0,NOP,reverse,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,4.0,,,,,E. Payton,203901.0,2.0,,,,,,
145,PT00M52.30S,2024-11-21T01:05:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631247,6.1268068331143235,52.450980392156865,1610612739,29,22,2024-11-21T01:06:09Z,1410000,False,-12.0,5.0,1,left,MISS L. Travers driving reverse Layup,[1631247],1610612739.0,CLE,driving reverse,,,Travers,L. Travers,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
146,PT00M50.40S,2024-11-21T01:05:39.4Z,1,REGULAR,rebound,defensive,[],203901,,,1610612740,29,22,2024-11-21T01:06:25Z,1420000,False,,,0,,E. Payton REBOUND (Off:1 Def:2),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,145.0,3.0,2.0,1.0,,,,,,,,,,,,,,
147,PT00M47.30S,2024-11-21T01:05:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641810,93.38042049934296,49.01960784313725,1610612740,29,24,2024-11-21T01:05:49Z,1430000,False,-5.0,10.0,1,right,A. Reeves running Layup (6 PTS) (E. Payton 3 AST),"[1641810, 203901]",1610612740.0,NOP,running,,,Reeves,A. Reeves,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,6.0,,,,,E. Payton,203901.0,3.0,,,,,,
149,PT00M34.80S,2024-11-21T01:05:59.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,25.04927726675427,75.49019607843137,1610612739,29,24,2024-11-21T01:06:04Z,1450000,False,-127.0,183.0,1,left,MISS D. Mitchell 22' step back Shot,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,22.3,Missed,,,,,,,,,,,,,,,,,,
150,PT00M32.50S,2024-11-21T01:06:01.7Z,1,REGULAR,rebound,defensive,[],203901,,,1610612740,29,24,2024-11-21T01:06:01Z,1460000,False,,,0,,E. Payton REBOUND (Off:1 Def:3),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Mid-Range,16-24 Left Center,,,149.0,4.0,3.0,1.0,,,,,,,,,,,,,,
151,PT00M16.60S,2024-11-21T01:06:17.7Z,1,REGULAR,turnover,bad pass,[],203901,,,1610612740,29,24,2024-11-21T01:06:22Z,1470000,False,,,0,,E. Payton bad pass TURNOVER (3 TO),"[203901, 1627777]",1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,,,,,,,3.0,Niang,1627777.0,,,,,,,,,
152,PT00M16.60S,2024-11-21T01:06:17.7Z,1,REGULAR,steal,,[],1627777,,,1610612739,29,24,2024-11-21T01:06:20Z,1480000,False,,,0,,G. Niang STEAL (1 STL),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M03.50S,2024-11-21T01:06:30.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,6.1268068331143235,52.94117647058824,1610612739,29,24,2024-11-21T01:06:34Z,1490000,False,-15.0,5.0,1,left,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
154,PT00M01.50S,2024-11-21T01:06:32.8Z,1,REGULAR,rebound,defensive,[],203901,,,1610612740,29,24,2024-11-21T01:06:32Z,1500000,False,,,0,,E. Payton REBOUND (Off:1 Def:4),[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,,,153.0,5.0,4.0,1.0,,,,,,,,,,,,,,
155,PT00M00.00S,2024-11-21T01:06:37.3Z,1,REGULAR,3pt,Jump Shot,[],203901,59.8718791064389,67.64705882352942,1610612740,29,24,2024-11-21T01:08:00Z,1510000,False,88.0,325.0,1,right,MISS E. Payton 33' pullup 3PT,[203901],1610612740.0,NOP,pullup,,,Payton,E. Payton,,,,,Above the Break 3,24+ Center,33.65,Missed,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2024-11-21T01:06:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,29,24,2024-11-21T01:06:47Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,155.0,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2024-11-21T01:06:40.1Z,1,REGULAR,period,end,[],0,,,1610612740,29,24,2024-11-21T01:06:40Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-11-21T01:07:33.3Z,2,REGULAR,substitution,out,['startperiod'],1631247,,,1610612740,29,24,2024-11-21T01:09:09Z,1540000,False,,,0,,SUB out: L. Travers,[1631247],1610612739.0,CLE,,,,Travers,L. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-21T01:07:33.3Z,2,REGULAR,substitution,out,['startperiod'],1630526,,,1610612740,29,24,2024-11-21T01:09:09Z,1550000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-11-21T01:07:33.3Z,2,REGULAR,substitution,in,['startperiod'],1642281,,,1610612740,29,24,2024-11-21T01:09:09Z,1560000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-11-21T01:07:33.3Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612740,29,24,2024-11-21T01:09:09Z,1570000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-11-21T01:09:12.6Z,2,REGULAR,period,start,[],0,,,1610612740,29,24,2024-11-21T01:09:12Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2024-11-21T01:09:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641998,92.85479632063075,52.20588235294118,1610612740,29,24,2024-11-21T01:10:50Z,1590000,False,11.0,15.0,1,right,MISS T. Jemison III cutting Layup,[1641998],1610612740.0,NOP,cutting,,,Jemison III,T. Jemison III,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
164,PT11M47.00S,2024-11-21T01:09:26.7Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612739,29,24,2024-11-21T01:13:31Z,1600000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT11M37.00S,2024-11-21T01:09:37.0Z,2,REGULAR,3pt,Jump Shot,[],1627777,30.962549277266753,31.127450980392158,1610612739,29,24,2024-11-21T01:11:48Z,1610000,False,94.0,239.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
