actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-04T00:10:49.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-04T00:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-04T00:10:53.2Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2025-12-04T00:10:53Z,40000,False,,,0,,Jump Ball D. Clingan vs. E. Mobley: Tip to D. Avdija,"[1630166, 1642270, 1630596]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Clingan,1642270.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2025-12-04T00:11:13.5Z,1,REGULAR,2pt,Jump Shot,[],203924,24.78646517739816,42.15686274509804,1610612757,0,0,2025-12-04T00:11:19Z,70000,False,39.0,180.0,1,left,MISS J. Grant 18' pullup Shot,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Center,18.47,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2025-12-04T00:11:15.2Z,1,REGULAR,rebound,offensive,[],1642270,,,1610612757,0,0,2025-12-04T00:11:15Z,80000,False,,,0,,D. Clingan REBOUND (Off:1 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Mid-Range,16-24 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-12-04T00:11:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642270,7.178055190538765,52.94117647058824,1610612757,0,0,2025-12-04T00:11:23Z,90000,False,-15.0,15.0,1,left,MISS D. Clingan putback Layup,[1642270],1610612757.0,POR,putback,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2025-12-04T00:11:18.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2025-12-04T00:11:18Z,100000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M26.00S,2025-12-04T00:11:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,94.1688567674113,51.470588235294116,1610612739,2,0,2025-12-04T00:11:36Z,110000,False,7.0,2.0,1,right,D. Mitchell running Layup (2 PTS),[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M08.00S,2025-12-04T00:11:42.7Z,1,REGULAR,foul,personal,['2freethrow'],1642281,,,1610612757,2,0,2025-12-04T00:11:52Z,120000,False,,,0,,J. Tyson shooting personal FOUL (1 PF) (Clingan 2 FT),"[1642281, 1642270]",1610612739.0,CLE,shooting,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2534.0,1.0,0.0,Clingan,1642270.0,,,,,,,,
14,PT11M08.00S,2025-12-04T00:12:04.5Z,1,REGULAR,freethrow,1 of 2,[],1642270,,,1610612757,2,1,2025-12-04T00:12:04Z,140000,False,,,0,,D. Clingan Free Throw 1 of 2 (1 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M08.00S,2025-12-04T00:12:04.5Z,1,REGULAR,freethrow,2 of 2,[],1642270,,,1610612757,2,1,2025-12-04T00:12:19Z,150000,False,,,0,,MISS D. Clingan Free Throw 2 of 2,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M05.00S,2025-12-04T00:12:07.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,2,1,2025-12-04T00:12:19Z,160000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M51.00S,2025-12-04T00:12:33.2Z,1,REGULAR,2pt,Jump Shot,[],1629631,78.53153745072274,48.77450980392157,1610612739,4,1,2025-12-04T00:13:16Z,170000,False,-6.0,149.0,1,right,D. Hunter 14' Jump Shot (2 PTS) (J. Tyson 1 AST),"[1629631, 1642281]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Center,14.94,Made,,,,,2.0,,,,,,J. Tyson,1642281.0,1.0,,,,,
19,PT10M37.00S,2025-12-04T00:12:47.5Z,1,REGULAR,2pt,Jump Shot,[],203924,9.017739816031538,68.87254901960785,1610612757,4,3,2025-12-04T00:12:51Z,190000,False,-94.0,32.0,1,left,J. Grant 9' driving floating Jump Shot (2 PTS) (D. Clingan 1 AST),"[203924, 1642270]",1610612757.0,POR,driving floating,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,9.98,Made,,,,,2.0,,,,,,D. Clingan,1642270.0,1.0,,,,,
21,PT10M26.00S,2025-12-04T00:12:58.3Z,1,REGULAR,3pt,Jump Shot,[],1630596,71.56701708278581,21.813725490196077,1610612739,7,3,2025-12-04T00:13:02Z,210000,False,-141.0,215.0,1,right,E. Mobley 25' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,25.69,Made,,,,,3.0,,,,,,D. Mitchell,1628378.0,1.0,,,,,
23,PT10M15.00S,2025-12-04T00:13:08.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,31.882391590013142,54.41176470588235,1610612757,7,3,2025-12-04T00:13:13Z,230000,False,-22.0,247.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,24.82,Missed,,,,,,,,,,,,,,,,,,
24,PT10M12.00S,2025-12-04T00:13:11.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,7,3,2025-12-04T00:13:13Z,240000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT10M04.00S,2025-12-04T00:13:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,79.58278580814718,93.13725490196079,1610612739,10,3,2025-12-04T00:13:25Z,250000,False,216.0,139.0,1,right,D. Mitchell 25' 3PT step back (5 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,5.0,,,,,,,,,,,,,
31,PT09M59.00S,2025-12-04T00:13:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612757,10,3,2025-12-04T00:13:56Z,310000,False,,,0,,D. Garland shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629636, 1630166]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
33,PT09M59.00S,2025-12-04T00:13:58.8Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,10,4,2025-12-04T00:14:05Z,330000,False,,,0,,D. Avdija Free Throw 1 of 2 (1 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
34,PT09M59.00S,2025-12-04T00:14:02.0Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,10,5,2025-12-04T00:14:05Z,340000,False,,,0,,D. Avdija Free Throw 2 of 2 (2 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
35,PT09M44.00S,2025-12-04T00:14:18.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.03745072273325,50.73529411764706,1610612739,12,5,2025-12-04T00:14:23Z,350000,False,4.0,4.0,1,right,E. Mobley DUNK (5 PTS) (D. Mitchell 2 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,5.0,,,,,,D. Mitchell,1628378.0,2.0,,,,,
