actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT11M01.00S,2026-03-15T19:42:05.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,81.68528252299606,94.6078431372549,1610612739,2,0,2026-03-15T19:44:41Z,170000,False,223.0,120.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.31,Missed,,,,,,,,,,
18,PT10M58.00S,2026-03-15T19:42:08.5Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,2,0,2026-03-15T19:42:09Z,180000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,
19,PT10M50.00S,2026-03-15T19:42:15.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,11.645860709592641,54.166666666666664,1610612742,2,2,2026-03-15T19:45:13Z,190000,False,-21.0,57.0,1,left,P. Washington 6' Hook (2 PTS) (N. Marshall 1 AST),"[1629023, 1630230]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.07,Made,,,,,2.0,N. Marshall,1630230.0,1.0,,
21,PT10M38.00S,2026-03-15T19:42:28.9Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612739,2,2,2026-03-15T19:42:34Z,210000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1629023]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,1.0,Washington,1629023.0,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2026-03-15T19:42:28.9Z,1,REGULAR,steal,,[],1629023,,,1610612742,2,2,2026-03-15T19:42:30Z,220000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
23,PT10M35.00S,2026-03-15T19:42:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642843,5.732588699080158,50.49019607843137,1610612742,2,4,2026-03-15T19:42:41Z,230000,False,-2.0,1.0,1,left,C. Flagg running Layup (2 PTS) (M. Christie 1 AST),"[1642843, 1631108]",1610612742.0,DAL,running,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,0.29,Made,,,,,2.0,M. Christie,1631108.0,1.0,,
25,PT10M35.00S,2026-03-15T19:42:37.9Z,1,REGULAR,foul,personal,['1freethrow'],1631165,,,1610612742,2,4,2026-03-15T19:42:49Z,250000,False,,,0,,K. Ellis shooting personal FOUL (2 PF) (Flagg 1 FT),"[1631165, 1642843]",1610612739.0,CLE,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,204059.0,2.0,0.0,Flagg,1642843.0,,,,,,,,,,,,
27,PT10M35.00S,2026-03-15T19:43:04.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642843,,,1610612742,2,4,2026-03-15T19:43:06Z,270000,False,,,0,,MISS C. Flagg Free Throw 1 of 1,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
28,PT10M33.00S,2026-03-15T19:43:06.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,2,4,2026-03-15T19:43:06Z,280000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,
29,PT10M25.00S,2026-03-15T19:43:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629731,94.95729303547962,3.1862745098039214,1610612739,5,4,2026-03-15T19:43:22Z,290000,False,-234.0,-5.0,1,right,D. Wade 3PT  (3 PTS) (K. Ellis 1 AST),"[1629731, 1631165]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,,,23.42,Made,,,,,3.0,K. Ellis,1631165.0,1.0,,
31,PT10M10.00S,2026-03-15T19:43:27.4Z,1,REGULAR,3pt,Jump Shot,[],1631108,19.793035479632064,6.127450980392156,1610612742,5,7,2026-03-15T19:48:02Z,310000,False,219.0,134.0,1,left,M. Christie 25' 3PT pullup (3 PTS) (P. Washington 1 AST),"[1631108, 1629023]",1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.69,Made,,,,,3.0,P. Washington,1629023.0,1.0,,
33,PT09M59.00S,2026-03-15T19:43:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,94.30026281208936,51.9607843137255,1610612739,7,7,2026-03-15T19:43:42Z,330000,False,10.0,1.0,1,right,D. Wade cutting Layup (5 PTS) (J. Harden 1 AST),"[1629731, 201935]",1610612739.0,CLE,cutting,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,0.99,Made,,,,,5.0,J. Harden,201935.0,1.0,,
35,PT09M52.00S,2026-03-15T19:43:46.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,32.14520367936925,42.8921568627451,1610612742,7,7,2026-03-15T19:44:13Z,350000,False,36.0,250.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,25.22,Missed,,,,,,,,,,
36,PT09M48.00S,2026-03-15T19:43:50.0Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612742,7,7,2026-03-15T19:43:50Z,360000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,,,35.0,1.0,0.0,1.0,,,,,,
37,PT09M47.00S,2026-03-15T19:43:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,6.783837056504599,48.03921568627451,1610612742,7,9,2026-03-15T19:48:24Z,370000,False,10.0,11.0,1,left,N. Marshall putback Layup (2 PTS),[1630230],1610612742.0,DAL,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,1.5,Made,,,,,2.0,,,,,
38,PT09M34.00S,2026-03-15T19:44:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630596,92.9862023653088,2.450980392156863,1610612739,7,9,2026-03-15T19:44:17Z,380000,False,-238.0,13.0,1,right,MISS E. Mobley 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,,,,,,,,,23.81,Missed,,,,,,,,,,
39,PT09M34.00S,2026-03-15T19:44:04.5Z,1,REGULAR,rebound,defensive,[],1642948,,,1610612742,7,9,2026-03-15T19:44:17Z,390000,False,,,0,,R. Nembhard REBOUND (Off:0 Def:1),[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,
40,PT09M21.00S,2026-03-15T19:44:17.1Z,1,REGULAR,2pt,Jump Shot,[],1629023,21.632720105124836,48.529411764705884,1610612742,7,9,2026-03-15T19:49:13Z,400000,False,7.0,151.0,1,left,MISS P. Washington 15' floating Shot,[1629023],1610612742.0,DAL,floating,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,,,,,15.1,Missed,,,,,,,,,,
41,PT09M18.00S,2026-03-15T19:44:20.1Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,7,9,2026-03-15T19:49:13Z,410000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Center,,,,,,,,,,,40.0,1.0,0.0,1.0,,,,,,
42,PT09M18.00S,2026-03-15T19:44:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629023,6.521024967148489,50.49019607843137,1610612742,7,11,2026-03-15T19:49:40Z,420000,False,-2.0,9.0,1,left,P. Washington putback Layup (4 PTS),[1629023],1610612742.0,DAL,putback,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,0.91,Made,,,,,4.0,,,,,
43,PT09M18.00S,2026-03-15T19:44:25.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,7,11,2026-03-15T19:44:25Z,430000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M10.00S,2026-03-15T19:47:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,92.06636005256242,51.225490196078425,1610612739,7,11,2026-03-15T19:47:48Z,440000,False,6.0,22.0,1,right,MISS E. Mobley driving floating bank Shot,[1630596],1610612739.0,CLE,driving floating bank,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,2.29,Missed,,,,,,,,,,
45,PT09M08.00S,2026-03-15T19:47:36.7Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,7,11,2026-03-15T19:47:48Z,450000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,
46,PT09M08.00S,2026-03-15T19:47:42.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629731,94.40999984741211,50.0,1610612739,9,11,2026-03-15T19:47:54Z,460000,False,0.0,0.0,1,right,D. Wade tip DUNK (7 PTS),[1629731],1610612739.0,CLE,tip,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Made,,,,,7.0,,,,,
47,PT08M48.00S,2026-03-15T19:47:56.4Z,1,REGULAR,3pt,Jump Shot,[],1642948,5.124835742444152,2.9641544117647056,1610612742,9,11,2026-03-15T19:48:05Z,470000,False,235.0,-4.0,1,left,MISS R. Nembhard 3PT,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Right Corner 3,24+ Right,,,,,,,,,23.52,Missed,,,,,,,,,,
48,PT08M45.00S,2026-03-15T19:47:59.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,9,11,2026-03-15T19:48:05Z,480000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,
49,PT08M40.00S,2026-03-15T19:48:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.43166885676742,50.73529411764706,1610612739,11,11,2026-03-15T19:48:12Z,490000,False,4.0,0.0,1,right,J. Harden driving Layup (2 PTS),[201935],1610612739.0,CLE,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,0.37,Made,,,,,2.0,,,,,
50,PT08M40.00S,2026-03-15T19:48:09.0Z,1,REGULAR,foul,personal,['1freethrow'],1642843,,,1610612739,11,11,2026-03-15T19:48:16Z,500000,False,,,0,,C. Flagg shooting personal FOUL (2 PF) (Harden 1 FT),"[1642843, 201935]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,204059.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,
52,PT08M40.00S,2026-03-15T19:48:34.2Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612739,11,11,2026-03-15T19:48:36Z,520000,False,,,0,,MISS J. Harden Free Throw 1 of 1,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
53,PT08M38.00S,2026-03-15T19:48:36.2Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,11,11,2026-03-15T19:48:36Z,530000,False,,,0,,C. Flagg REBOUND (Off:0 Def:2),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,
54,PT08M25.00S,2026-03-15T19:48:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,5.995400788436268,47.05882352941176,1610612742,11,13,2026-03-15T19:48:51Z,540000,False,15.0,4.0,1,left,N. Marshall cutting Layup (4 PTS) (C. Flagg 1 AST),"[1630230, 1642843]",1610612742.0,DAL,cutting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,1.52,Made,,,,,4.0,C. Flagg,1642843.0,1.0,,
56,PT08M14.00S,2026-03-15T19:48:58.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,77.61169513797634,89.70588235294117,1610612739,14,13,2026-03-15T19:49:02Z,560000,False,199.0,158.0,1,right,D. Mitchell 25' 3PT step back (5 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.37,Made,,,,,5.0,,,,,
57,PT08M01.00S,2026-03-15T19:49:12.4Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612742,14,13,2026-03-15T19:49:16Z,570000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1628378]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,1.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,
58,PT08M01.00S,2026-03-15T19:49:12.4Z,1,REGULAR,steal,,[],1628378,,,1610612739,14,13,2026-03-15T19:49:14Z,580000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M48.00S,2026-03-15T19:49:24.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630596,70.51576872536137,75.49019607843137,1610612739,14,13,2026-03-15T19:49:27Z,590000,False,127.0,225.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.84,Missed,,,,,,,,,,
60,PT07M46.00S,2026-03-15T19:49:26.7Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,14,13,2026-03-15T19:49:27Z,600000,False,,,0,,C. Flagg REBOUND (Off:0 Def:3),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,59.0,3.0,3.0,0.0,,,,,,
61,PT07M35.00S,2026-03-15T19:49:38.0Z,1,REGULAR,2pt,Jump Shot,[],1642948,19.530223390275953,26.715686274509803,1610612742,14,15,2026-03-15T19:49:45Z,610000,False,116.0,131.0,1,left,R. Nembhard 17' pullup Jump Shot (2 PTS) (C. Flagg 2 AST),"[1642948, 1642843]",1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,17.53,Made,,,,,2.0,C. Flagg,1642843.0,2.0,,
63,PT07M08.00S,2026-03-15T19:50:05.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629731,87.86136662286465,57.35294117647059,1610612739,16,15,2026-03-15T19:54:57Z,630000,False,37.0,62.0,1,right,D. Wade 7' driving Hook (9 PTS),[1629731],1610612739.0,CLE,driving,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.18,Made,,,,,9.0,,,,,
64,PT06M54.00S,2026-03-15T19:50:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.783837056504599,50.245098039215684,1610612742,16,17,2026-03-15T19:50:28Z,640000,False,-1.0,11.0,1,left,P. Washington Layup (6 PTS) (N. Marshall 2 AST),"[1629023, 1630230]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,1.14,Made,,,,,6.0,N. Marshall,1630230.0,2.0,,
66,PT06M45.00S,2026-03-15T19:50:30.8Z,1,REGULAR,turnover,traveling,[],1630596,,,1610612739,16,17,2026-03-15T19:50:36Z,660000,False,,,0,,E. Mobley traveling TURNOVER (2 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Left,2.0,,,204059.0,,,,,,,,,,,,,,,,
67,PT06M45.00S,2026-03-15T19:50:33.7Z,1,REGULAR,substitution,out,[],1628378,,,1610612742,16,17,2026-03-15T19:51:02Z,670000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M45.00S,2026-03-15T19:50:33.7Z,1,REGULAR,substitution,out,[],1642843,,,1610612742,16,17,2026-03-15T19:51:02Z,680000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M45.00S,2026-03-15T19:50:33.7Z,1,REGULAR,substitution,in,[],203471,,,1610612742,16,17,2026-03-15T19:51:02Z,690000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M45.00S,2026-03-15T19:50:33.7Z,1,REGULAR,substitution,in,[],1628963,,,1610612742,16,17,2026-03-15T19:51:02Z,700000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M27.00S,2026-03-15T19:51:23.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,9.017739816031538,4.166666666666666,1610612742,16,20,2026-03-15T19:51:32Z,710000,False,229.0,32.0,1,left,P. Washington 3PT  (9 PTS) (N. Marshall 3 AST),"[1629023, 1630230]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,,,,23.15,Made,,,,,9.0,N. Marshall,1630230.0,3.0,,
73,PT06M10.00S,2026-03-15T19:51:41.6Z,1,REGULAR,3pt,Jump Shot,[],1629731,88.78120893561103,4.411764705882353,1610612739,16,20,2026-03-15T19:51:45Z,730000,False,-228.0,53.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,,,23.4,Missed,,,,,,,,,,
74,PT06M08.00S,2026-03-15T19:51:43.6Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612742,16,20,2026-03-15T19:51:45Z,740000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,
75,PT05M56.00S,2026-03-15T19:51:55.0Z,1,REGULAR,3pt,Jump Shot,[],1630230,4.599211563731932,3.699448529411765,1610612742,16,23,2026-03-15T19:52:05Z,750000,False,232.0,-9.0,1,left,N. Marshall 3PT  (7 PTS) (M. Christie 2 AST),"[1630230, 1631108]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,,,,,23.17,Made,,,,,7.0,M. Christie,1631108.0,2.0,,
77,PT05M43.00S,2026-03-15T19:52:08.0Z,1,REGULAR,3pt,Jump Shot,[],1631165,85.10183968462549,3.9215686274509802,1610612739,16,23,2026-03-15T19:52:11Z,770000,False,-230.0,88.0,1,right,MISS K. Ellis 24' 3PT,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,,,,,24.65,Missed,,,,,,,,,,
78,PT05M40.00S,2026-03-15T19:52:11.0Z,1,REGULAR,rebound,defensive,[],1642948,,,1610612742,16,23,2026-03-15T19:52:11Z,780000,False,,,0,,R. Nembhard REBOUND (Off:0 Def:2),[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,
79,PT05M27.00S,2026-03-15T19:52:24.2Z,1,REGULAR,3pt,Jump Shot,[],1628963,22.946780551905388,88.48039215686273,1610612742,16,26,2026-03-15T19:52:31Z,790000,False,-192.0,163.0,1,left,M. Bagley III 25' 3PT  (3 PTS) (N. Marshall 4 AST),"[1628963, 1630230]",1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.23,Made,,,,,3.0,N. Marshall,1630230.0,4.0,,
81,PT05M11.00S,2026-03-15T19:52:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,85.3646517739816,45.588235294117645,1610612739,16,26,2026-03-15T19:56:41Z,810000,False,-22.0,85.0,1,right,MISS E. Mobley 8' floating Shot,[1630596],1610612739.0,CLE,floating,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,8.79,Missed,,,,,,,,,,
82,PT05M10.00S,2026-03-15T19:52:41.0Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612742,16,26,2026-03-15T19:52:44Z,820000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,
83,PT04M55.00S,2026-03-15T19:52:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,11.514454664914586,35.53921568627451,1610612742,16,26,2026-03-15T19:53:37Z,830000,False,72.0,56.0,1,left,MISS P. Washington 9' driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,9.13,Missed,,,,,,,,,,
84,PT04M54.00S,2026-03-15T19:52:57.8Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,16,26,2026-03-15T19:55:53Z,840000,False,,,0,,P. Washington REBOUND (Off:2 Def:0),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,83.0,2.0,0.0,2.0,,,,,,
