actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
91,PT05M44.00S,2025-11-09T01:25:14.4Z,1,REGULAR,substitution,out,[],1642281,,,1610612739,15,15,2025-11-09T01:27:52Z,910000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M44.00S,2025-11-09T01:25:14.4Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,15,15,2025-11-09T01:27:52Z,920000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M33.00S,2025-11-09T01:28:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.652431011826544,50.73529411764706,1610612739,17,15,2025-11-09T01:28:28Z,930000,False,-4.0,10.0,1,left,E. Mobley driving Layup (6 PTS) (L. Ball 1 AST),"[1630596, 1628366]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.07,Made,6.0,L. Ball,1628366.0,1.0,,,,,,,,,,,,,,
95,PT05M33.00S,2025-11-09T01:28:23.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630171,,,1610612739,17,15,2025-11-09T01:28:30Z,950000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Mobley 1 FT),"[1630171, 1630596]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,,2.0,0.0,Mobley,1630596.0,,
97,PT05M33.00S,2025-11-09T01:28:39.1Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,18,15,2025-11-09T01:28:39Z,970000,False,,,0,,E. Mobley Free Throw 1 of 1 (7 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
98,PT05M15.00S,2025-11-09T01:28:59.3Z,1,REGULAR,foul,personal,[],1629731,,,1610612741,18,15,2025-11-09T01:29:06Z,980000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1630171]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left,,,,,,,1628159.0,,,,,,,,1.0,0.0,Okoro,1630171.0,,
100,PT05M13.00S,2025-11-09T01:29:07.2Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,18,15,2025-11-09T01:29:12Z,1000000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M13.00S,2025-11-09T01:29:07.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,18,15,2025-11-09T01:29:12Z,1010000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M58.00S,2025-11-09T01:29:35.8Z,1,REGULAR,3pt,Jump Shot,[],1630172,68.15045992115637,77.69607843137256,1610612741,18,15,2025-11-09T01:29:41Z,1020000,False,138.0,247.0,1,right,MISS P. Williams 28' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,28.31,Missed,,,,,,,,,,,,,,,,,,
103,PT04M56.00S,2025-11-09T01:29:39.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,18,15,2025-11-09T01:29:39Z,1030000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,
104,PT04M47.00S,2025-11-09T01:29:47.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.601182654402102,49.754901960784316,1610612739,20,15,2025-11-09T01:29:56Z,1040000,False,1.0,0.0,1,left,E. Mobley DUNK (9 PTS) (S. Merrill 1 AST),"[1630596, 1630241]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.12,Made,9.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,,,,
106,PT04M35.00S,2025-11-09T01:30:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,93.11760840998686,53.92156862745098,1610612741,20,15,2025-11-09T01:30:07Z,1060000,False,20.0,12.0,1,right,MISS J. Giddey driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
107,PT04M33.00S,2025-11-09T01:30:02.0Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612739,20,15,2025-11-09T01:30:07Z,1070000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT04M22.00S,2025-11-09T01:30:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,5.206964520367937,50.0,1610612739,22,15,2025-11-09T01:30:20Z,1080000,False,0.0,-4.0,1,left,E. Mobley driving Layup (11 PTS) (L. Ball 2 AST),"[1630596, 1628366]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.36,Made,11.0,L. Ball,1628366.0,2.0,,,,,,,,,,,,,,
110,PT04M22.00S,2025-11-09T01:30:19.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628989,,,1610612739,22,15,2025-11-09T01:30:48Z,1100000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Mobley 1 FT),"[1628989, 1630596]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,1662.0,,,,,,,,1.0,0.0,Mobley,1630596.0,,
112,PT04M22.00S,2025-11-09T01:30:32.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612739,22,15,2025-11-09T01:30:48Z,1120000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M22.00S,2025-11-09T01:30:32.4Z,1,REGULAR,substitution,out,[],202696,,,1610612739,22,15,2025-11-09T01:30:48Z,1130000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M22.00S,2025-11-09T01:30:32.4Z,1,REGULAR,substitution,out,[],1630172,,,1610612739,22,15,2025-11-09T01:30:48Z,1140000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M22.00S,2025-11-09T01:30:32.4Z,1,REGULAR,substitution,in,[],1630188,,,1610612739,22,15,2025-11-09T01:30:48Z,1150000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M22.00S,2025-11-09T01:30:32.4Z,1,REGULAR,substitution,in,[],1641824,,,1610612739,22,15,2025-11-09T01:30:48Z,1160000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M22.00S,2025-11-09T01:30:32.4Z,1,REGULAR,substitution,in,[],1630200,,,1610612739,22,15,2025-11-09T01:30:48Z,1170000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M22.00S,2025-11-09T01:30:54.9Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,22,15,2025-11-09T01:30:57Z,1180000,False,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
119,PT04M18.00S,2025-11-09T01:30:58.9Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,22,15,2025-11-09T01:30:57Z,1190000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,
120,PT04M07.00S,2025-11-09T01:31:10.2Z,1,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612741,22,15,2025-11-09T01:31:19Z,1200000,False,,,0,,K. Huerter bad pass out-of-bounds TURNOVER (1 TO),[1628989],1610612741.0,CHI,bad pass,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,1662.0,1.0,,,,,,,,,,,,
121,PT04M07.00S,2025-11-09T01:31:14.7Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,22,15,2025-11-09T01:31:24Z,1210000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M07.00S,2025-11-09T01:31:14.7Z,1,REGULAR,substitution,out,[],1629631,,,1610612739,22,15,2025-11-09T01:31:24Z,1220000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M07.00S,2025-11-09T01:31:14.7Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,22,15,2025-11-09T01:31:24Z,1230000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M07.00S,2025-11-09T01:31:14.7Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,22,15,2025-11-09T01:31:24Z,1240000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M55.00S,2025-11-09T01:31:40.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,9.543363994743759,2.696078431372549,1610612739,22,15,2025-11-09T01:31:47Z,1250000,False,237.0,37.0,1,left,MISS S. Merrill 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
126,PT03M52.00S,2025-11-09T01:31:44.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,22,15,2025-11-09T01:31:44Z,1260000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,125.0,2.0,1.0,1.0,,,,,,
127,PT03M47.00S,2025-11-09T01:31:49.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,6.389618922470433,50.49019607843137,1610612739,24,15,2025-11-09T01:32:06Z,1270000,False,-2.0,8.0,1,left,J. Allen cutting finger roll Layup (3 PTS) (S. Merrill 2 AST),"[1628386, 1630241]",1610612739.0,CLE,cutting finger roll,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.8,Made,3.0,S. Merrill,1630241.0,2.0,,,,,,,,,,,,,,
129,PT03M29.00S,2025-11-09T01:32:13.8Z,1,REGULAR,foul,personal,[],1628366,,,1610612741,24,15,2025-11-09T01:32:20Z,1290000,False,,,0,,L. Ball personal FOUL (1 PF),"[1628366, 1630200]",1610612739.0,CLE,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,,,,1.0,0.0,Jones,1630200.0,,
131,PT03M26.00S,2025-11-09T01:32:32.9Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,24,15,2025-11-09T01:32:37Z,1310000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1628386]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Allen,1628386.0,,,,,,,,,,
132,PT03M26.00S,2025-11-09T01:32:32.9Z,1,REGULAR,steal,,[],1628386,,,1610612739,24,15,2025-11-09T01:32:35Z,1320000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
133,PT03M16.00S,2025-11-09T01:32:42.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,6.521024967148489,97.79411764705883,1610612739,24,15,2025-11-09T01:32:46Z,1330000,False,-239.0,9.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
134,PT03M14.00S,2025-11-09T01:32:44.8Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,24,15,2025-11-09T01:32:46Z,1340000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT03M07.00S,2025-11-09T01:32:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,92.85479632063075,3.1862745098039214,1610612741,24,18,2025-11-09T01:32:56Z,1350000,False,-234.0,15.0,1,right,J. Smith 3PT  (3 PTS) (T. Jones 1 AST),"[1630188, 1630200]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,23.46,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
137,PT02M58.00S,2025-11-09T01:33:01.1Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,24,18,2025-11-09T01:33:06Z,1370000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1628989]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Huerter,1628989.0,,,,,,,,,,
138,PT02M58.00S,2025-11-09T01:33:01.1Z,1,REGULAR,steal,,[],1628989,,,1610612741,24,18,2025-11-09T01:33:03Z,1380000,False,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
139,PT02M54.00S,2025-11-09T01:33:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,94.30026281208936,49.754901960784316,1610612741,24,20,2025-11-09T01:33:13Z,1390000,False,-1.0,1.0,1,right,T. Jones running Layup (2 PTS) (K. Huerter 2 AST),"[1630200, 1628989]",1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.16,Made,2.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,,,
141,PT02M43.00S,2025-11-09T01:33:15.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,9.017739816031538,27.696078431372552,1610612739,26,20,2025-11-09T01:33:22Z,1410000,False,112.0,32.0,1,left,D. Mitchell 11' driving floating Jump Shot (2 PTS),[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,11.61,Made,2.0,,,,,,,,,,,,,,,,,
142,PT02M34.00S,2025-11-09T01:33:24.3Z,1,REGULAR,turnover,lost ball,[],1641824,,,1610612741,26,20,2025-11-09T01:33:33Z,1420000,False,,,0,,M. Buzelis lost ball TURNOVER (2 TO),"[1641824, 1628378]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,Mitchell,1628378.0,,,,,,,,,,
143,PT02M34.00S,2025-11-09T01:33:24.3Z,1,REGULAR,steal,,[],1628378,,,1610612739,26,20,2025-11-09T01:33:26Z,1430000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
144,PT02M31.00S,2025-11-09T01:33:28.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,8.886333771353483,50.49019607843137,1610612739,28,20,2025-11-09T01:33:40Z,1440000,False,-2.0,31.0,1,left,J. Allen running alley-oop DUNK (5 PTS) (S. Merrill 3 AST),"[1628386, 1630241]",1610612739.0,CLE,running alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.11,Made,5.0,S. Merrill,1630241.0,3.0,,,,,,,,,,,,,,
146,PT02M31.00S,2025-11-09T01:33:35.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,28,20,2025-11-09T01:33:35Z,1460000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M16.00S,2025-11-09T01:35:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,92.59198423127464,45.09803921568628,1610612741,28,20,2025-11-09T01:35:25Z,1470000,False,-25.0,17.0,1,right,MISS M. Buzelis driving Layup - blocked,"[1641824, 1628386]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,Allen,1628386.0
148,PT02M16.00S,2025-11-09T01:35:18.3Z,1,REGULAR,block,,[],1628386,,,1610612741,28,20,2025-11-09T01:35:21Z,1480000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT02M16.00S,2025-11-09T01:35:18.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,28,20,2025-11-09T01:38:51Z,1490000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,147.0,,,,,,,,,
157,PT01M59.00S,2025-11-09T01:39:04.8Z,1,REGULAR,3pt,Jump Shot,[],1629731,4.944152431011826,96.81372549019608,1610612739,28,20,2025-11-09T01:39:10Z,1540000,False,-234.0,-6.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
158,PT01M56.00S,2025-11-09T01:39:07.8Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612741,28,20,2025-11-09T01:39:10Z,1550000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,
159,PT01M55.00S,2025-11-09T01:39:10.8Z,1,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,28,20,2025-11-09T01:39:19Z,1560000,False,,,0,,M. Buzelis lost ball out-of-bounds TURNOVER (3 TO),[1641824],1610612741.0,CHI,lost ball,,,Buzelis,M. Buzelis,,,,,Mid-Range,8-16 Right,,,,,,,1628159.0,3.0,,,,,,,,,,,,
160,PT01M44.00S,2025-11-09T01:39:25.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,13.61695137976347,54.166666666666664,1610612739,28,20,2025-11-09T01:39:34Z,1570000,False,-21.0,75.0,1,left,MISS D. Mitchell 7' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
161,PT01M42.00S,2025-11-09T01:39:27.8Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,28,20,2025-11-09T01:39:34Z,1580000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,
162,PT01M30.00S,2025-11-09T01:39:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,94.03745072273325,50.245098039215684,1610612741,28,22,2025-11-09T01:40:00Z,1590000,False,1.0,4.0,1,right,K. Huerter driving Layup (2 PTS) (J. Smith 1 AST),"[1628989, 1630188]",1610612741.0,CHI,driving,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,J. Smith,1630188.0,1.0,,,,,,,,,,,,,,
164,PT01M30.00S,2025-11-09T01:39:44.9Z,1,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612741,28,22,2025-11-09T01:40:01Z,1610000,False,,,0,,J. Allen shooting personal FOUL (1 PF) (Huerter 1 FT),"[1628386, 1628989]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1662.0,,,,,,,,1.0,0.0,Huerter,1628989.0,,
166,PT01M30.00S,2025-11-09T01:40:04.7Z,1,REGULAR,freethrow,1 of 1,[],1628989,,,1610612741,28,23,2025-11-09T01:40:04Z,1630000,False,,,0,,K. Huerter Free Throw 1 of 1 (3 PTS),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
167,PT01M13.00S,2025-11-09T01:40:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,6.1268068331143235,50.73529411764706,1610612739,30,23,2025-11-09T01:40:28Z,1640000,False,-4.0,5.0,1,left,L. Ball Layup (2 PTS) (J. Allen 1 AST),"[1628366, 1628386]",1610612739.0,CLE,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,J. Allen,1628386.0,1.0,,,,,,,,,,,,,,
169,PT01M05.00S,2025-11-09T01:40:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.77463863337714,50.73529411764706,1610612741,30,25,2025-11-09T01:40:36Z,1660000,False,4.0,6.0,1,right,A. Dosunmu driving Layup (2 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.7,Made,2.0,,,,,,,,,,,,,,,,,
170,PT00M54.80S,2025-11-09T01:40:43.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,31.750985545335087,60.5392156862745,1610612739,30,25,2025-11-09T01:40:47Z,1670000,False,-53.0,246.0,1,left,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
171,PT00M52.80S,2025-11-09T01:40:45.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,30,25,2025-11-09T01:40:45Z,1680000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,
172,PT00M48.70S,2025-11-09T01:40:52.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630241,,,1610612741,30,25,2025-11-09T01:41:49Z,1690000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1630241, 1630245]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,
174,PT00M48.70S,2025-11-09T01:41:19.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630245,,,1610612741,30,26,2025-11-09T01:41:44Z,1710000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (3 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
175,PT00M48.70S,2025-11-09T01:41:19.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630245,,,1610612741,30,27,2025-11-09T01:41:44Z,1720000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (4 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
176,PT00M34.50S,2025-11-09T01:41:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,16.113666228646515,37.254901960784316,1610612739,32,27,2025-11-09T01:42:07Z,1730000,False,64.0,99.0,1,left,J. Allen 11' floating Jump Shot (7 PTS) (S. Merrill 4 AST),"[1628386, 1630241]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,11.77,Made,7.0,S. Merrill,1630241.0,4.0,,,,,,,,,,,,,,
178,PT00M19.70S,2025-11-09T01:42:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,94.30026281208936,50.245098039215684,1610612741,32,29,2025-11-09T01:42:14Z,1750000,False,1.0,1.0,1,right,M. Buzelis driving Layup (2 PTS),[1641824],1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.16,Made,2.0,,,,,,,,,,,,,,,,,
179,PT00M00.00S,2025-11-09T01:42:32.0Z,1,REGULAR,3pt,Jump Shot,[],1630241,20.05584756898817,5.392156862745098,1610612739,32,29,2025-11-09T01:42:37Z,1760000,False,223.0,136.0,1,left,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
180,PT00M00.00S,2025-11-09T01:42:34.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,32,29,2025-11-09T01:42:34Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,179.0,,,,,,,,,
181,PT00M00.00S,2025-11-09T01:42:38.3Z,1,REGULAR,period,end,[],0,,,1610612739,32,29,2025-11-09T01:42:38Z,1780000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-11-09T01:43:32.8Z,2,REGULAR,substitution,out,['startperiod'],1628366,,,1610612739,32,29,2025-11-09T01:45:13Z,1790000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-11-09T01:43:32.8Z,2,REGULAR,substitution,out,['startperiod'],1630241,,,1610612739,32,29,2025-11-09T01:45:13Z,1800000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
