actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-14T00:12:53.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-14T00:12:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-11-14T00:12:58.5Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2025-11-14T00:12:58Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Allen: Tip to I. Quickley,"[1630193, 1627751, 1628386]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Poeltl,1627751.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-11-14T00:13:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,83.13074901445466,56.372549019607845,1610612761,0,0,2025-11-14T00:13:12Z,70000,False,32.0,106.0,1,right,MISS J. Poeltl 11' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,11.08,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-11-14T00:13:07.4Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,0,0,2025-11-14T00:13:12Z,80000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M39.00S,2025-11-14T00:13:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.09789750328515,49.50980392156863,1610612739,0,0,2025-11-14T00:13:22Z,90000,False,2.0,24.0,1,left,MISS J. Allen driving Layup - blocked,"[1628386, 1630567]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,Barnes,1630567.0,,,,,,,,,,,,
10,PT11M39.00S,2025-11-14T00:13:14.2Z,1,REGULAR,block,,[],1630567,,,1610612739,0,0,2025-11-14T00:13:16Z,100000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M39.00S,2025-11-14T00:13:14.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,0,0,2025-11-14T00:13:22Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M33.00S,2025-11-14T00:13:40.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628386,15.850854139290407,51.470588235294116,1610612739,2,0,2025-11-14T00:13:45Z,130000,False,-7.0,96.0,1,left,J. Allen 9' floating Jump Shot (2 PTS) (D. Hunter 1 AST),"[1628386, 1629631]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,9.68,Made,,,,,,,2.0,D. Hunter,1629631.0,1.0,,,,,,,,
15,PT11M21.00S,2025-11-14T00:13:51.9Z,1,REGULAR,3pt,Jump Shot,[],1627742,71.69842312746385,18.38235294117647,1610612761,2,0,2025-11-14T00:13:58Z,150000,False,-158.0,214.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
16,PT11M17.00S,2025-11-14T00:13:55.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,2,0,2025-11-14T00:13:58Z,160000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
