actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-08T17:10:37.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-08T17:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-08T17:10:39.9Z,1,REGULAR,jumpball,recovered,[],1629731,,,1610612739,0,0,2026-03-08T17:10:39Z,40000,False,,,0,,Jump Ball E. Mobley vs. N. Queta: Tip to D. Wade,"[1629731, 1630596, 1629674]",1610612739.0,CLE,startperiod,D. Wade,1629731.0,Wade,D. Wade,Mobley,1630596.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-08T17:10:51.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.77463863337714,51.71568627450981,1610612739,2,0,2026-03-08T17:10:56Z,70000,False,9.0,6.0,1,right,E. Mobley cutting DUNK (2 PTS) (S. Merrill 1 AST),"[1630596, 1630241]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2026-03-08T17:11:18.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,22.552562417871222,51.470588235294116,1610612738,2,0,2026-03-08T17:11:35Z,90000,False,-7.0,159.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.97,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2026-03-08T17:11:21.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,2,0,2026-03-08T17:11:22Z,100000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2026-03-08T17:11:25.9Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612739,2,0,2026-03-08T17:11:37Z,110000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1628369, 1628378]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628480.0,1.0,0.0,Mitchell,1628378.0,,,,,
13,PT11M13.00S,2026-03-08T17:11:53.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628378,,,1610612739,3,0,2026-03-08T17:11:53Z,130000,False,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2026-03-08T17:12:10.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628378,,,1610612739,4,0,2026-03-08T17:12:10Z,140000,False,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M55.00S,2026-03-08T17:12:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,30.962549277266753,65.44117647058823,1610612738,4,0,2026-03-08T17:12:33Z,150000,False,-77.0,239.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.07,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2026-03-08T17:12:30.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,4,0,2026-03-08T17:12:33Z,160000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
17,PT10M44.00S,2026-03-08T17:12:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,5.995400788436268,61.76470588235294,1610612738,4,0,2026-03-08T17:12:43Z,170000,False,-59.0,4.0,1,left,MISS N. Queta alley-oop Layup,[1629674],1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2026-03-08T17:12:40.5Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,4,0,2026-03-08T17:12:40Z,180000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M34.00S,2026-03-08T17:12:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,85.10183968462549,3.6764705882352944,1610612739,7,0,2026-03-08T17:12:52Z,190000,False,-232.0,88.0,1,right,E. Mobley 24' 3PT  (5 PTS) (S. Merrill 2 AST),"[1630596, 1630241]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Left Corner 3,24+ Left,24.76,Made,5.0,S. Merrill,1630241.0,2.0,,,,,,,,,,,,,,
21,PT10M17.00S,2026-03-08T17:13:08.8Z,1,REGULAR,foul,personal,[],1628378,,,1610612738,7,0,2026-03-08T17:13:22Z,210000,False,,,0,,D. Mitchell personal FOUL (1 PF),"[1628378, 1629674]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1628480.0,1.0,0.0,Queta,1629674.0,,,,,
23,PT10M07.00S,2026-03-08T17:13:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,26.49474375821288,80.63725490196079,1610612738,7,3,2026-03-08T17:13:39Z,230000,False,-153.0,197.0,1,left,S. Hauser 24' 3PT  (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,24.92,Made,3.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
25,PT09M55.00S,2026-03-08T17:13:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,94.82588699080158,51.470588235294116,1610612739,9,3,2026-03-08T17:14:34Z,250000,False,7.0,-4.0,1,right,D. Wade driving reverse Layup (2 PTS) (S. Merrill 3 AST),"[1629731, 1630241]",1610612739.0,CLE,driving reverse,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,0.84,Made,2.0,S. Merrill,1630241.0,3.0,,,,,,,,,,,,,,
27,PT09M30.00S,2026-03-08T17:14:13.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,23.078186596583443,65.68627450980392,1610612738,9,3,2026-03-08T17:14:16Z,270000,False,-78.0,164.0,1,left,MISS J. Brown 18' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,18.21,Missed,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2026-03-08T17:14:15.3Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,9,3,2026-03-08T17:14:16Z,280000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Left Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M21.00S,2026-03-08T17:14:22.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,73.27529566360053,17.15686274509804,1610612739,9,3,2026-03-08T17:15:43Z,290000,False,-164.0,199.0,1,right,MISS D. Mitchell 25' running pullup 3PT,[1628378],1610612739.0,CLE,running pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
30,PT09M20.00S,2026-03-08T17:14:23.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,9,3,2026-03-08T17:14:26Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,29.0,,,,,,,,,,,,,
32,PT09M05.00S,2026-03-08T17:14:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630573,29.77989487516426,24.754901960784316,1610612738,9,3,2026-03-08T17:14:49Z,320000,False,126.0,227.0,1,left,MISS S. Hauser 26' 3PT - blocked,"[1630573, 1630596]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,Mobley,1630596.0,,,
