actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
27,PT09M50.00S,2025-11-23T23:14:54.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627826,79.58278580814718,54.90196078431373,1610612746,3,7,2025-11-23T23:15:02Z,270000,False,25.0,139.0,1,right,MISS I. Zubac 14' floating Shot,[1627826],1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,14.15,Missed,,,,,,,,,,,,,,,,,,
28,PT09M42.00S,2025-11-23T23:15:01.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,3,7,2025-11-23T23:15:01Z,280000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
29,PT09M42.00S,2025-11-23T23:15:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,82.60512483574244,51.9607843137255,1610612746,3,7,2025-11-23T23:15:47Z,290000,False,10.0,111.0,1,right,MISS I. Zubac 11' putback Layup,[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,11.14,Missed,,,,,,,,,,,,,,,,,,
30,PT09M40.00S,2025-11-23T23:15:04.2Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,3,7,2025-11-23T23:15:04Z,300000,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M37.00S,2025-11-23T23:15:06.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,7.178055190538765,4.901960784313726,1610612739,6,7,2025-11-23T23:16:06Z,310000,False,225.0,15.0,1,left,D. Hunter 3PT  (3 PTS) (D. Garland 2 AST),"[1629631, 1629636]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,22.6,Made,,,,,3.0,,,,,,D. Garland,1629636.0,2.0,,,,,
33,PT09M22.00S,2025-11-23T23:15:21.9Z,1,REGULAR,3pt,Jump Shot,[],201935,67.7562417871222,28.676470588235293,1610612746,6,7,2025-11-23T23:16:31Z,330000,False,-107.0,251.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
34,PT09M20.00S,2025-11-23T23:15:23.9Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,6,7,2025-11-23T23:15:26Z,340000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M13.00S,2025-11-23T23:15:30.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629631,8.623521681997373,52.69607843137255,1610612739,6,7,2025-11-23T23:16:52Z,350000,False,-13.0,29.0,1,left,MISS D. Hunter driving floating Shot - blocked,"[1629631, 1628381]",1610612739.0,CLE,driving floating,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,Collins,1628381.0,,
36,PT09M13.00S,2025-11-23T23:15:30.9Z,1,REGULAR,block,,[],1628381,,,1610612739,6,7,2025-11-23T23:15:33Z,360000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M10.00S,2025-11-23T23:15:33.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612746,6,7,2025-11-23T23:15:35Z,370000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT09M06.00S,2025-11-23T23:15:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,93.11760840998686,48.529411764705884,1610612746,6,9,2025-11-23T23:15:43Z,380000,False,-7.0,12.0,1,right,J. Harden running Layup (5 PTS) (K. Dunn 1 AST),"[201935, 1627739]",1610612746.0,LAC,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,5.0,,,,,,K. Dunn,1627739.0,1.0,,,,,
40,PT08M57.00S,2025-11-23T23:15:46.4Z,1,REGULAR,2pt,Jump Shot,[],1628378,2.8416557161629434,15.196078431372548,1610612739,8,9,2025-11-23T23:15:54Z,400000,False,174.0,-26.0,1,left,D. Mitchell 17' fadeaway Jump Shot (5 PTS),[1628378],1610612739.0,CLE,fadeaway,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,17.59,Made,,,,,5.0,,,,,,,,,,,,,
41,PT08M39.00S,2025-11-23T23:16:04.3Z,1,REGULAR,3pt,Jump Shot,[],1642920,90.48948751642575,2.696078431372549,1610612746,8,9,2025-11-23T23:16:08Z,410000,False,-237.0,37.0,1,right,MISS K. Sanders 3PT,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Left Corner 3,24+ Left,23.94,Missed,,,,,,,,,,,,,,,,,,
42,PT08M36.00S,2025-11-23T23:16:07.3Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,8,9,2025-11-23T23:16:08Z,420000,False,,,0,,J. Tyson REBOUND (Off:0 Def:2),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M29.00S,2025-11-23T23:16:15.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,24.78646517739816,86.51960784313727,1610612739,8,9,2025-11-23T23:16:20Z,430000,False,-183.0,180.0,1,left,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
44,PT08M25.00S,2025-11-23T23:16:19.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,9,2025-11-23T23:16:20Z,440000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,43.0,2.0,1.0,1.0,,,,,,,,,,,,,,
45,PT08M19.00S,2025-11-23T23:16:25.5Z,1,REGULAR,2pt,Jump Shot,[],1628381,92.32917214191852,67.40196078431373,1610612746,8,11,2025-11-23T23:16:30Z,450000,False,87.0,20.0,1,right,J. Collins 8' turnaround Jump Shot (2 PTS) (J. Harden 2 AST),"[1628381, 201935]",1610612746.0,LAC,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,8.92,Made,,,,,2.0,,,,,,J. Harden,201935.0,2.0,,,,,
47,PT07M53.00S,2025-11-23T23:16:52.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,45.41721419185282,46.568627450980394,1610612739,8,11,2025-11-23T23:17:22Z,470000,False,17.0,374.0,1,left,MISS D. Mitchell 37' driving floating 3PT,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,37.48,Missed,,,,,,,,,,,,,,,,,,
48,PT07M52.00S,2025-11-23T23:16:53.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,8,11,2025-11-23T23:17:22Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,47.0,,,,,,,,,,,,,,,,,
49,PT07M52.00S,2025-11-23T23:16:57.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,8,11,2025-11-23T23:17:07Z,490000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,1627534.0,,,,,,,,,,,,
50,PT07M52.00S,2025-11-23T23:17:02.9Z,1,REGULAR,substitution,out,[],1642920,,,1610612746,8,11,2025-11-23T23:17:06Z,500000,False,,,0,,SUB out: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M52.00S,2025-11-23T23:17:02.9Z,1,REGULAR,substitution,in,[],202695,,,1610612746,8,11,2025-11-23T23:17:06Z,510000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2025-11-23T23:17:31.1Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,8,11,2025-11-23T23:17:35Z,520000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1629631]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,,,Hunter,1629631.0
53,PT07M37.00S,2025-11-23T23:17:31.1Z,1,REGULAR,steal,,[],1629631,,,1610612739,8,11,2025-11-23T23:17:33Z,530000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
54,PT07M33.00S,2025-11-23T23:17:35.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629631,24.392247043363994,14.460784313725492,1610612739,8,11,2025-11-23T23:17:42Z,540000,False,178.0,177.0,1,left,MISS D. Hunter 25' running pullup 3PT,[1629631],1610612739.0,CLE,running pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
55,PT07M30.00S,2025-11-23T23:17:38.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,8,11,2025-11-23T23:17:42Z,550000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M27.00S,2025-11-23T23:17:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627739,92.85479632063075,51.9607843137255,1610612746,8,13,2025-11-23T23:17:47Z,560000,False,10.0,15.0,1,right,K. Dunn running Layup (2 PTS) (J. Harden 3 AST),"[1627739, 201935]",1610612746.0,LAC,running,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,1.77,Made,,,,,2.0,,,,,,J. Harden,201935.0,3.0,,,,,
58,PT07M15.00S,2025-11-23T23:17:52.7Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,8,13,2025-11-23T23:17:56Z,580000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1627739]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,,,Dunn,1627739.0
59,PT07M15.00S,2025-11-23T23:17:52.7Z,1,REGULAR,steal,,[],1627739,,,1610612746,8,13,2025-11-23T23:17:54Z,590000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
60,PT07M15.00S,2025-11-23T23:17:55.8Z,1,REGULAR,foul,personal,[],1642281,,,1610612746,8,13,2025-11-23T23:18:04Z,600000,False,,,0,,J. Tyson personal FOUL (2 PF),"[1642281, 1627739]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,,,,,1627534.0,2.0,0.0,Dunn,1627739.0,,,,,,,,
62,PT07M15.00S,2025-11-23T23:18:04.8Z,1,REGULAR,substitution,out,[],1630596,,,1610612746,8,13,2025-11-23T23:18:20Z,620000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M15.00S,2025-11-23T23:18:04.8Z,1,REGULAR,substitution,out,[],1628378,,,1610612746,8,13,2025-11-23T23:18:20Z,630000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M15.00S,2025-11-23T23:18:04.8Z,1,REGULAR,substitution,in,[],1642878,,,1610612746,8,13,2025-11-23T23:18:20Z,640000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M15.00S,2025-11-23T23:18:04.8Z,1,REGULAR,substitution,in,[],1629731,,,1610612746,8,13,2025-11-23T23:18:20Z,650000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M05.00S,2025-11-23T23:18:30.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,75.77201051248358,63.48039215686274,1610612746,8,15,2025-11-23T23:18:59Z,660000,False,67.0,175.0,1,right,K. Leonard 18' pullup Jump Shot (4 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,18.77,Made,,,,,4.0,,,,,,,,,,,,,
67,PT06M50.00S,2025-11-23T23:18:45.8Z,1,REGULAR,2pt,Jump Shot,[],1629731,20.71287779237845,23.284313725490197,1610612739,10,15,2025-11-23T23:18:51Z,670000,False,134.0,142.0,1,left,D. Wade 19' Jump Shot (2 PTS) (D. Garland 3 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,19.51,Made,,,,,2.0,,,,,,D. Garland,1629636.0,3.0,,,,,
69,PT06M33.00S,2025-11-23T23:19:04.4Z,1,REGULAR,turnover,out-of-bounds,[],202695,,,1610612746,10,15,2025-11-23T23:19:10Z,690000,False,,,0,,K. Leonard bad pass out-of-bounds TURNOVER (1 TO),[202695],1610612746.0,LAC,bad pass,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,,,,1627534.0,,,,,,,,1.0,,,,
70,PT06M33.00S,2025-11-23T23:19:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,10,15,2025-11-23T23:19:12Z,700000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2025-11-23T23:22:20.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642281,6.521024967148489,97.79411764705883,1610612739,10,15,2025-11-23T23:22:52Z,710000,False,-239.0,9.0,1,left,MISS J. Tyson step back 3PT,[1642281],1610612739.0,CLE,step back,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
72,PT06M10.00S,2025-11-23T23:22:23.9Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,10,15,2025-11-23T23:22:28Z,720000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M56.00S,2025-11-23T23:22:43.6Z,1,REGULAR,foul,technical,['1freethrow'],1642878,,,1610612746,10,15,2025-11-23T23:23:32Z,730000,False,,,0,,T. Proctor defensive-3-second technical FOUL (1 Tech),[1642878],1610612739.0,CLE,defensive-3-second,,,Proctor,T. Proctor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,0.0,1.0,,,,,,,,,,
74,PT05M56.00S,2025-11-23T23:23:15.8Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,10,16,2025-11-23T23:23:15Z,740000,False,,,0,,J. Harden technical Free Throw 1 of 1 (6 PTS),[201935],1610612746.0,LAC,technical,,,Harden,J. Harden,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
75,PT05M56.00S,2025-11-23T23:23:25.5Z,1,REGULAR,substitution,out,[],1629631,,,1610612746,10,16,2025-11-23T23:23:28Z,750000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2025-11-23T23:23:25.5Z,1,REGULAR,substitution,in,[],1641772,,,1610612746,10,16,2025-11-23T23:23:28Z,760000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2025-11-23T23:23:34.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,92.06636005256242,48.529411764705884,1610612746,10,16,2025-11-23T23:23:41Z,770000,False,-7.0,22.0,1,right,MISS J. Collins cutting DUNK,[1628381],1610612746.0,LAC,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
78,PT05M42.00S,2025-11-23T23:23:40.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,10,16,2025-11-23T23:23:40Z,780000,False,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,77.0,3.0,1.0,2.0,,,,,,,,,,,,,,
79,PT05M42.00S,2025-11-23T23:23:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,10,18,2025-11-23T23:23:40Z,790000,False,0.0,0.0,1,right,I. Zubac tip Layup (4 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
80,PT05M38.00S,2025-11-23T23:23:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641772,6.652431011826544,52.20588235294118,1610612739,12,18,2025-11-23T23:23:52Z,800000,False,-11.0,10.0,1,left,N. Tomlin cutting Layup (2 PTS) (D. Garland 4 AST),"[1641772, 1629636]",1610612739.0,CLE,cutting,,,Tomlin,N. Tomlin,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,2.0,,,,,,D. Garland,1629636.0,4.0,,,,,
82,PT05M26.00S,2025-11-23T23:24:00.2Z,1,REGULAR,foul,personal,[],1642281,,,1610612746,12,18,2025-11-23T23:24:10Z,820000,False,,,0,,J. Tyson personal FOUL (3 PF),"[1642281, 1627826]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1662.0,3.0,0.0,Zubac,1627826.0,,,,,,,,
84,PT05M26.00S,2025-11-23T23:24:14.3Z,1,REGULAR,substitution,out,[],1642281,,,1610612746,12,18,2025-11-23T23:24:19Z,840000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M26.00S,2025-11-23T23:24:14.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612746,12,18,2025-11-23T23:24:19Z,850000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2025-11-23T23:24:36.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,90.88370565045992,39.21568627450981,1610612746,12,20,2025-11-23T23:24:44Z,860000,False,-54.0,33.0,1,right,J. Harden 6' driving floating bank Jump Shot (8 PTS),[201935],1610612746.0,LAC,driving floating bank,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,,,,8.0,,,,,,,,,,,,,
