actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
175,PT11M26.00S,2026-01-03T01:12:37.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,28,24,2026-01-03T01:12:58Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,174.0,,,,,,,,,,,,,,,,,
176,PT11M26.00S,2026-01-03T01:12:45.9Z,2,REGULAR,foul,personal,[],1628378,,,1610612743,28,24,2026-01-03T01:12:50Z,1740000,False,,,0,,D. Mitchell loose ball personal FOUL (2 PF),"[1628378, 1630192]",1610612739.0,CLE,loose ball,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,2.0,0.0,Nnaji,1630192.0,,,,,,,,
178,PT11M18.00S,2026-01-03T01:13:05.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631212,82.21090670170827,51.71568627450981,1610612743,28,26,2026-01-03T01:13:10Z,1760000,False,9.0,115.0,1,right,P. Watson 11' turnaround Jump Shot (2 PTS),[1631212],1610612743.0,DEN,turnaround,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,11.5,Made,,2.0,,,,,,,,,,,,,,,,
179,PT11M02.00S,2026-01-03T01:13:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,15.850854139290407,46.568627450980394,1610612739,28,26,2026-01-03T01:13:26Z,1770000,False,17.0,96.0,1,left,MISS C. Porter Jr. 9' driving floating Shot,[1641854],1610612739.0,CLE,driving floating,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.8,Missed,,,,,,,,,,,,,,,,,,
180,PT11M01.00S,2026-01-03T01:13:23.1Z,2,REGULAR,rebound,offensive,[],1641854,,,1610612739,28,26,2026-01-03T01:13:23Z,1780000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,179.0,,,,,,,,,,,,2.0,1.0,1.0,,,
181,PT10M56.00S,2026-01-03T01:13:28.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628378,13.748357424441524,35.294117647058826,1610612739,30,26,2026-01-03T01:13:33Z,1790000,False,74.0,77.0,1,left,D. Mitchell 10' floating Jump Shot (5 PTS),[1628378],1610612739.0,CLE,floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Right,10.62,Made,,5.0,,,,,,,,,,,,,,,,
183,PT10M39.00S,2026-01-03T01:13:45.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,92.46057818659659,52.20588235294118,1610612743,30,26,2026-01-03T01:13:52Z,1810000,False,11.0,18.0,1,right,MISS P. Watson driving DUNK - blocked,"[1631212, 1628386]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,Allen,1628386.0,,,,,,
184,PT10M39.00S,2026-01-03T01:13:45.4Z,2,REGULAR,block,,[],1628386,,,1610612743,30,26,2026-01-03T01:13:48Z,1820000,False,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT10M35.00S,2026-01-03T01:13:49.4Z,2,REGULAR,rebound,defensive,[],1641854,,,1610612739,30,26,2026-01-03T01:13:52Z,1830000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:2),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,,,183.0,,,,,,,,,,,,3.0,2.0,1.0,,,
186,PT10M33.00S,2026-01-03T01:13:50.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628378,6.521024967148489,50.0,1610612739,32,26,2026-01-03T01:13:57Z,1840000,False,0.0,9.0,1,left,D. Mitchell running DUNK (7 PTS) (C. Porter Jr. 2 AST),"[1628378, 1641854]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.88,Made,,7.0,C. Porter Jr.,1641854.0,2.0,,,,,,,,,,,,,
188,PT10M04.00S,2026-01-03T01:14:20.4Z,2,REGULAR,2pt,Jump Shot,[],1628971,87.59855453350855,68.62745098039215,1610612743,32,26,2026-01-03T01:14:25Z,1860000,False,93.0,64.0,1,right,MISS B. Brown 11' pullup Shot,[1628971],1610612743.0,DEN,pullup,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,11.3,Missed,,,,,,,,,,,,,,,,,,
189,PT10M04.00S,2026-01-03T01:14:20.4Z,2,REGULAR,rebound,defensive,[],1641772,,,1610612739,32,26,2026-01-03T01:14:25Z,1870000,False,,,0,,N. Tomlin REBOUND (Off:1 Def:3),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,Mid-Range,8-16 Right,,,188.0,,,,,,,,,,,,4.0,3.0,1.0,,,
190,PT09M51.00S,2026-01-03T01:14:33.2Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,32,26,2026-01-03T01:14:36Z,1880000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1628971]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0
191,PT09M51.00S,2026-01-03T01:14:33.2Z,2,REGULAR,steal,,[],1628971,,,1610612743,32,26,2026-01-03T01:14:35Z,1890000,False,,,0,,B. Brown STEAL (3 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
192,PT09M39.00S,2026-01-03T01:14:44.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203501,79.97700394218134,92.8921568627451,1610612743,32,26,2026-01-03T01:14:48Z,1900000,False,214.0,136.0,1,right,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
193,PT09M36.00S,2026-01-03T01:14:47.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,32,26,2026-01-03T01:14:48Z,1910000,False,,,0,,J. Allen REBOUND (Off:0 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,192.0,,,,,,,,,,,,6.0,6.0,0.0,,,
194,PT09M26.00S,2026-01-03T01:14:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,4.944152431011826,48.03921568627451,1610612739,34,26,2026-01-03T01:15:03Z,1920000,False,10.0,-6.0,1,left,D. Mitchell driving Layup (9 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.15,Made,,9.0,,,,,,,,,,,,,,,,
195,PT09M04.00S,2026-01-03T01:15:20.5Z,2,REGULAR,2pt,Jump Shot,[],1631212,78.66294349540078,60.29411764705882,1610612743,34,28,2026-01-03T01:21:05Z,1930000,False,51.0,148.0,1,right,P. Watson 15' pullup Jump Shot (4 PTS),[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Mid-Range,8-16 Center,15.68,Made,,4.0,,,,,,,,,,,,,,,,
196,PT08M49.00S,2026-01-03T01:15:34.3Z,2,REGULAR,3pt,Jump Shot,[],1628366,7.835085413929041,97.05882352941177,1610612739,37,28,2026-01-03T01:22:02Z,1940000,False,-235.0,21.0,1,left,L. Ball 3PT pullup (3 PTS) (J. Allen 2 AST),"[1628366, 1628386]",1610612739.0,CLE,pullup,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,23.62,Made,,3.0,J. Allen,1628386.0,2.0,,,,,,,,,,,,,
198,PT08M49.00S,2026-01-03T01:15:46.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,37,28,2026-01-03T01:15:46Z,1960000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M49.00S,2026-01-03T01:15:49.4Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,37,28,2026-01-03T01:18:59Z,1970000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M49.00S,2026-01-03T01:15:49.4Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,37,28,2026-01-03T01:18:59Z,1980000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M49.00S,2026-01-03T01:15:49.4Z,2,REGULAR,substitution,in,[],1642461,,,1610612743,37,28,2026-01-03T01:18:59Z,1990000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M49.00S,2026-01-03T01:15:49.4Z,2,REGULAR,substitution,in,[],1641747,,,1610612743,37,28,2026-01-03T01:18:59Z,2000000,False,,,0,,SUB in: D. Holmes II,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M37.00S,2026-01-03T01:19:48.9Z,2,REGULAR,2pt,Jump Shot,[],203501,79.188567674113,40.19607843137255,1610612743,37,30,2026-01-03T01:19:55Z,2010000,False,-49.0,143.0,1,right,T. Hardaway Jr. 15' driving floating Jump Shot (2 PTS) (B. Brown 3 AST),"[203501, 1628971]",1610612743.0,DEN,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Center,15.13,Made,,2.0,B. Brown,1628971.0,3.0,,,,,,,,,,,,,
205,PT08M24.00S,2026-01-03T01:20:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,6.652431011826544,65.19607843137256,1610612739,37,30,2026-01-03T01:20:06Z,2030000,False,-76.0,10.0,1,left,MISS C. Porter Jr. 7' driving floating bank Shot,[1641854],1610612739.0,CLE,driving floating bank,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
206,PT08M22.00S,2026-01-03T01:20:04.5Z,2,REGULAR,rebound,defensive,[],1641747,,,1610612743,37,30,2026-01-03T01:51:36Z,2040000,False,,,0,,D. Holmes II REBOUND (Off:0 Def:1),[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,In The Paint (Non-RA),0-8 Center,,,205.0,,,,,,,,,,,,1.0,1.0,0.0,,,
207,PT08M18.00S,2026-01-03T01:20:08.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,92.59198423127464,51.225490196078425,1610612743,37,30,2026-01-03T01:20:19Z,2050000,False,6.0,17.0,1,right,MISS B. Brown running finger roll Layup,[1628971],1610612743.0,DEN,running finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
208,PT08M15.00S,2026-01-03T01:20:10.9Z,2,REGULAR,rebound,offensive,[],1642461,,,1610612743,37,30,2026-01-03T01:20:10Z,2060000,False,,,0,,S. Jones REBOUND (Off:1 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,207.0,,,,,,,,,,,,2.0,1.0,1.0,,,
209,PT08M09.00S,2026-01-03T01:20:17.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,86.28449408672799,43.38235294117647,1610612743,37,32,2026-01-03T01:20:22Z,2070000,False,-33.0,76.0,1,right,P. Watson 8' driving Layup (6 PTS) (T. Hardaway Jr. 1 AST),"[1631212, 203501]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,8.33,Made,,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,
211,PT07M57.00S,2026-01-03T01:20:31.8Z,2,REGULAR,foul,personal,[],203501,,,1610612739,37,32,2026-01-03T01:20:38Z,2090000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1641854]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Porter Jr.,1641854.0,,,,,,,,
213,PT07M57.00S,2026-01-03T01:20:40.2Z,2,REGULAR,substitution,out,[],1641854,,,1610612739,37,32,2026-01-03T01:20:49Z,2110000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M57.00S,2026-01-03T01:20:40.2Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,37,32,2026-01-03T01:20:49Z,2120000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M57.00S,2026-01-03T01:20:40.2Z,2,REGULAR,substitution,in,[],1642878,,,1610612739,37,32,2026-01-03T01:20:49Z,2130000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M57.00S,2026-01-03T01:20:40.2Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,37,32,2026-01-03T01:20:49Z,2140000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M43.00S,2026-01-03T01:21:07.9Z,2,REGULAR,3pt,Jump Shot,[],1629636,32.933639947437584,48.529411764705884,1610612739,40,32,2026-01-03T01:21:12Z,2150000,False,7.0,257.0,1,left,D. Garland 25' 3PT step back (5 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.72,Made,,5.0,,,,,,,,,,,,,,,,
218,PT07M21.00S,2026-01-03T01:21:29.8Z,2,REGULAR,3pt,Jump Shot,[],203501,73.27529566360053,84.31372549019608,1610612743,40,35,2026-01-03T01:21:48Z,2160000,False,172.0,199.0,1,right,T. Hardaway Jr. 26' 3PT  (5 PTS) (D. Holmes II 2 AST),"[203501, 1641747]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.25,Made,,5.0,D. Holmes II,1641747.0,2.0,,,,,,,,,,,,,
221,PT06M58.00S,2026-01-03T01:21:52.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,11.251642575558476,37.00980392156863,1610612739,42,35,2026-01-03T01:21:58Z,2190000,False,65.0,53.0,1,left,J. Allen 8' turnaround bank Hook (6 PTS) (L. Ball 1 AST),"[1628386, 1628366]",1610612739.0,CLE,turnaround bank,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,8.41,Made,,6.0,L. Ball,1628366.0,1.0,,,,,,,,,,,,,
223,PT06M41.00S,2026-01-03T01:22:10.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,87.86136662286465,58.333333333333336,1610612743,42,35,2026-01-03T01:26:23Z,2210000,False,42.0,62.0,1,right,MISS P. Watson 7' floating Shot,[1631212],1610612743.0,DEN,floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
224,PT06M41.00S,2026-01-03T01:22:12.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,42,35,2026-01-03T01:22:12Z,2220000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,223.0,,,,,,,,,,,,,,,,,
226,PT06M41.00S,2026-01-03T01:22:15.4Z,2,REGULAR,substitution,out,[],1628386,,,1610612743,42,35,2026-01-03T01:22:24Z,2240000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M41.00S,2026-01-03T01:22:15.4Z,2,REGULAR,substitution,out,[],1641772,,,1610612743,42,35,2026-01-03T01:22:24Z,2250000,False,,,0,,SUB out: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M41.00S,2026-01-03T01:22:15.4Z,2,REGULAR,substitution,in,[],1630596,,,1610612743,42,35,2026-01-03T01:22:24Z,2260000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M41.00S,2026-01-03T01:22:15.4Z,2,REGULAR,substitution,in,[],1629631,,,1610612743,42,35,2026-01-03T01:22:24Z,2270000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M32.00S,2026-01-03T01:22:41.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203501,86.5473061760841,68.87254901960785,1610612743,42,35,2026-01-03T01:22:49Z,2280000,False,94.0,74.0,1,right,MISS T. Hardaway Jr. 11' driving floating Shot - blocked,"[203501, 1630596]",1610612743.0,DEN,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,11.99,Missed,,,,,,,,,,,Mobley,1630596.0,,,,,,
231,PT06M32.00S,2026-01-03T01:22:41.9Z,2,REGULAR,block,,[],1630596,,,1610612743,42,35,2026-01-03T01:22:45Z,2290000,False,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
232,PT06M29.00S,2026-01-03T01:22:44.9Z,2,REGULAR,rebound,offensive,[],203501,,,1610612743,42,35,2026-01-03T01:22:49Z,2300000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:1),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,230.0,,,,,,,,,,,,2.0,1.0,1.0,,,
233,PT06M29.00S,2026-01-03T01:22:48.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641747,72.61826544021025,82.59803921568627,1610612743,42,35,2026-01-03T01:22:55Z,2310000,False,163.0,205.0,1,right,MISS D. Holmes II 26' 3PT,[1641747],1610612743.0,DEN,,,,Holmes II,D. Holmes II,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
234,PT06M29.00S,2026-01-03T01:22:48.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,42,35,2026-01-03T01:22:55Z,2320000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,233.0,,,,,,,,,,,,,,,,,
236,PT06M29.00S,2026-01-03T01:22:55.7Z,2,REGULAR,substitution,out,[],203501,,,1610612739,42,35,2026-01-03T01:23:02Z,2340000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M29.00S,2026-01-03T01:22:55.7Z,2,REGULAR,substitution,in,[],1627750,,,1610612739,42,35,2026-01-03T01:23:02Z,2350000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M14.00S,2026-01-03T01:23:16.4Z,2,REGULAR,3pt,Jump Shot,[],1629636,26.10052562417871,4.6568627450980395,1610612739,42,35,2026-01-03T01:23:20Z,2360000,False,227.0,193.0,1,left,MISS D. Garland 29' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,29.76,Missed,,,,,,,,,,,,,,,,,,
239,PT06M10.00S,2026-01-03T01:23:20.4Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,42,35,2026-01-03T01:23:20Z,2370000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,238.0,,,,,,,,,,,,2.0,2.0,0.0,,,
240,PT06M03.00S,2026-01-03T01:23:28.6Z,2,REGULAR,3pt,Jump Shot,[],1631212,71.96123521681997,81.61764705882352,1610612743,42,38,2026-01-03T01:28:08Z,2380000,False,158.0,211.0,1,right,P. Watson 26' 3PT pullup (9 PTS),[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,26.37,Made,,9.0,,,,,,,,,,,,,,,,
241,PT05M56.00S,2026-01-03T01:23:34.7Z,2,REGULAR,3pt,Jump Shot,[],1629631,25.706307490144546,81.37254901960785,1610612739,42,38,2026-01-03T01:29:30Z,2390000,False,-157.0,189.0,1,left,MISS D. Hunter 24' pullup 3PT,[1629631],1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
242,PT05M53.00S,2026-01-03T01:23:37.7Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,42,38,2026-01-03T01:23:38Z,2400000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,241.0,,,,,,,,,,,,1.0,1.0,0.0,,,
243,PT05M39.00S,2026-01-03T01:23:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,90.75229960578186,53.92156862745098,1610612743,42,38,2026-01-03T01:23:57Z,2410000,False,20.0,34.0,1,right,MISS J. Murray driving Layup - blocked,"[1627750, 1628366]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,Ball,1628366.0,,,,,,
244,PT05M39.00S,2026-01-03T01:23:51.4Z,2,REGULAR,block,,[],1628366,,,1610612743,42,38,2026-01-03T01:23:53Z,2420000,False,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT05M36.00S,2026-01-03T01:23:54.4Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612739,42,38,2026-01-03T01:23:57Z,2430000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,243.0,,,,,,,,,,,,1.0,1.0,0.0,,,
246,PT05M20.00S,2026-01-03T01:24:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,10.775295663600525,41.93857230392157,1610612739,44,38,2026-01-03T01:24:16Z,2440000,False,40.0,49.0,1,left,D. Hunter 6' Jump Shot (4 PTS) (D. Garland 2 AST),"[1629631, 1629636]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,4.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,
248,PT04M54.00S,2026-01-03T01:24:37.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642461,83.52496714848883,54.41176470588235,1610612743,44,40,2026-01-03T01:24:40Z,2460000,False,22.0,102.0,1,right,S. Jones 10' pullup Jump Shot (5 PTS) (J. Murray 2 AST),"[1642461, 1627750]",1610612743.0,DEN,pullup,,,Jones,S. Jones,,,,,In The Paint (Non-RA),8-16 Center,10.48,Made,,5.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,
250,PT04M37.00S,2026-01-03T01:24:53.0Z,2,REGULAR,3pt,Jump Shot,[],1628366,4.28712220762155,96.07843137254902,1610612739,47,40,2026-01-03T01:24:57Z,2480000,False,-230.0,-12.0,1,left,L. Ball 3PT  (6 PTS) (D. Hunter 3 AST),"[1628366, 1629631]",1610612739.0,CLE,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,23.07,Made,,6.0,D. Hunter,1629631.0,3.0,,,,,,,,,,,,,
252,PT04M18.00S,2026-01-03T01:25:12.0Z,2,REGULAR,3pt,Jump Shot,[],1627750,69.20170827858082,70.09803921568627,1610612743,47,43,2026-01-03T01:25:17Z,2500000,False,100.0,237.0,1,right,J. Murray 25' 3PT step back (19 PTS) (D. Holmes II 3 AST),"[1627750, 1641747]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.74,Made,,19.0,D. Holmes II,1641747.0,3.0,,,,,,,,,,,,,
254,PT04M04.00S,2026-01-03T01:25:26.2Z,2,REGULAR,2pt,Jump Shot,[],1629631,24.129434954007884,60.049019607843135,1610612739,49,43,2026-01-03T01:25:30Z,2520000,False,-50.0,174.0,1,left,D. Hunter 18' pullup Jump Shot (6 PTS) (E. Mobley 2 AST),"[1629631, 1630596]",1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,18.14,Made,,6.0,E. Mobley,1630596.0,2.0,,,,,,,,,,,,,
256,PT03M57.00S,2026-01-03T01:25:38.0Z,2,REGULAR,foul,personal,[],1629631,,,1610612743,49,43,2026-01-03T01:25:44Z,2540000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1641747]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,2.0,0.0,Holmes II,1641747.0,,,,,,,,
258,PT03M57.00S,2026-01-03T01:25:45.1Z,2,REGULAR,substitution,out,[],1628366,,,1610612743,49,43,2026-01-03T01:25:57Z,2560000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M57.00S,2026-01-03T01:25:45.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,49,43,2026-01-03T01:25:57Z,2570000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M57.00S,2026-01-03T01:25:45.1Z,2,REGULAR,substitution,in,[],1642281,,,1610612743,49,43,2026-01-03T01:25:57Z,2580000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
