actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-24T00:40:35.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-24T00:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-24T00:40:39.0Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2025-12-24T00:40:39Z,40000,False,,,0,,Jump Ball J. Allen vs. D. Queen: Tip to D. Garland,"[1629636, 1628386, 1642852]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-12-24T00:40:52.1Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,0,0,2025-12-24T00:40:56Z,70000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630530]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,8-16 Left,1.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-12-24T00:40:52.1Z,1,REGULAR,steal,,[],1630530,,,1610612740,0,0,2025-12-24T00:40:54Z,80000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2025-12-24T00:40:59.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630530,32.40801576872536,57.107843137254896,1610612740,0,3,2025-12-24T00:41:17Z,90000,False,-36.0,252.0,1,left,T. Murphy III 25' 3PT running (3 PTS) (S. Bey 1 AST),"[1630530, 1630180]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,25.46,Made,3.0,S. Bey,1630180.0,1.0,,,,,,,,,,,
11,PT11M21.00S,2025-12-24T00:41:13.5Z,1,REGULAR,3pt,Jump Shot,[],1630241,78.13731931668858,12.009803921568627,1610612739,3,3,2025-12-24T00:41:18Z,110000,False,-190.0,153.0,1,right,S. Merrill 24' 3PT  (3 PTS) (J. Allen 1 AST),"[1630241, 1628386]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,24.39,Made,3.0,J. Allen,1628386.0,1.0,,,,,,,,,,,
13,PT10M55.00S,2025-12-24T00:41:40.3Z,1,REGULAR,2pt,Jump Shot,[],1630180,6.783837056504599,68.62745098039215,1610612740,3,3,2025-12-24T00:41:44Z,130000,False,-93.0,11.0,1,left,MISS S. Bey 9' fadeaway Shot,[1630180],1610612740.0,NOP,fadeaway,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,,,,9.38,Missed,,,,,,,,,,,,,,,
14,PT10M52.00S,2025-12-24T00:41:43.3Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,3,3,2025-12-24T00:41:44Z,140000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Left,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M42.00S,2025-12-24T00:41:53.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,80.50262812089356,95.09803921568627,1610612739,3,3,2025-12-24T00:41:58Z,150000,False,225.0,131.0,1,right,MISS D. Garland 26' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,,,,26.07,Missed,,,,,,,,,,,,,,,
16,PT10M38.00S,2025-12-24T00:41:57.8Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612740,3,3,2025-12-24T00:41:58Z,160000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612740.0,NOP,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M24.00S,2025-12-24T00:42:11.4Z,1,REGULAR,2pt,Jump Shot,[],1642852,16.507884362680684,28.921568627450984,1610612740,3,3,2025-12-24T00:42:33Z,170000,False,105.0,103.0,1,left,MISS D. Queen 14' driving floating Shot,[1642852],1610612740.0,NOP,driving floating,,,Queen,D. Queen,,,,,Mid-Range,8-16 Right,,,,14.72,Missed,,,,,,,,,,,,,,,
18,PT10M21.00S,2025-12-24T00:42:14.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,3,3,2025-12-24T00:42:27Z,180000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Right,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,
19,PT10M08.00S,2025-12-24T00:42:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629731,86.5473061760841,94.85294117647058,1610612739,6,3,2025-12-24T00:42:31Z,190000,False,224.0,74.0,1,right,D. Wade 3PT  (3 PTS) (D. Garland 1 AST),"[1629731, 1629636]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,23.62,Made,3.0,D. Garland,1629636.0,1.0,,,,,,,,,,,
21,PT09M49.00S,2025-12-24T00:42:46.4Z,1,REGULAR,2pt,Jump Shot,[],1642847,18.74178712220762,20.588235294117645,1610612740,6,3,2025-12-24T00:42:50Z,210000,False,147.0,124.0,1,left,MISS J. Fears 19' step back Shot,[1642847],1610612740.0,NOP,step back,,,Fears,J. Fears,,,,,Mid-Range,16-24 Right Center,,,,19.22,Missed,,,,,,,,,,,,,,,
22,PT09M47.00S,2025-12-24T00:42:48.4Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,6,3,2025-12-24T00:42:50Z,220000,False,,,0,,S. Merrill REBOUND (Off:0 Def:2),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,
23,PT09M40.00S,2025-12-24T00:42:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,78.13731931668858,89.95098039215686,1610612739,6,3,2025-12-24T00:43:24Z,230000,False,200.0,153.0,1,right,MISS S. Merrill 25' running pullup 3PT,[1630241],1610612739.0,CLE,running pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,,,,25.17,Missed,,,,,,,,,,,,,,,
24,PT09M39.00S,2025-12-24T00:42:55.1Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,6,3,2025-12-24T00:42:57Z,240000,False,,,0,,D. Queen REBOUND (Off:0 Def:1),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,
25,PT09M22.00S,2025-12-24T00:43:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,10.463206307490145,38.23529411764706,1610612740,6,5,2025-12-24T00:44:08Z,250000,False,59.0,46.0,1,left,S. Bey 7' driving floating Jump Shot (2 PTS),[1630180],1610612740.0,NOP,driving floating,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,7.46,Made,2.0,,,,,,,,,,,,,,
26,PT09M12.00S,2025-12-24T00:43:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,93.38042049934296,52.450980392156865,1610612739,8,5,2025-12-24T00:43:27Z,260000,False,12.0,10.0,1,right,D. Mitchell driving floating bank Jump Shot (2 PTS),[1628378],1610612739.0,CLE,driving floating bank,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,1.57,Made,2.0,,,,,,,,,,,,,,
27,PT09M05.00S,2025-12-24T00:43:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642847,7.30946123521682,53.92156862745098,1610612740,8,5,2025-12-24T00:43:34Z,270000,False,-20.0,16.0,1,left,MISS J. Fears driving Layup,[1642847],1610612740.0,NOP,driving,,,Fears,J. Fears,,,,,Restricted Area,0-8 Center,,,,2.54,Missed,,,,,,,,,,,,,,,
28,PT09M03.00S,2025-12-24T00:43:32.1Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,8,5,2025-12-24T00:43:34Z,280000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
