actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
260,PT06M26.00S,2025-12-20T01:22:57.5Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,44,46,2025-12-20T01:29:02Z,2580000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Wade,D. Wade,259.0,3.0,3.0,0.0,,,,,,,,,,,,,,
261,PT06M17.00S,2025-12-20T01:23:09.1Z,2,REGULAR,turnover,bad pass,[],1629636,,,1610612739,44,46,2025-12-20T01:29:42Z,2590000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630171]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Garland,D. Garland,,,,,,1.0,Okoro,1630171.0,,,,,,,,,,
262,PT06M17.00S,2025-12-20T01:23:09.1Z,2,REGULAR,steal,,[],1630171,,,1610612741,44,46,2025-12-20T01:23:11Z,2600000,False,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
263,PT06M07.00S,2025-12-20T01:23:17.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630245,80.76544021024968,94.6078431372549,1610612741,44,46,2025-12-20T01:23:21Z,2610000,False,223.0,128.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.73,Missed,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
264,PT06M04.00S,2025-12-20T01:23:20.4Z,2,REGULAR,rebound,defensive,[],1631247,,,1610612739,44,46,2025-12-20T01:23:21Z,2620000,False,,,0,,L. Travers REBOUND (Off:0 Def:2),[1631247],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Travers,L. Travers,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
265,PT05M59.00S,2025-12-20T01:23:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,9.149145860709593,49.01960784313725,1610612739,44,46,2025-12-20T01:23:35Z,2630000,False,5.0,34.0,1,left,MISS D. Garland driving Layup - blocked,"[1629636, 1641824]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,3.39,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,Buzelis,1641824.0
266,PT05M59.00S,2025-12-20T01:23:27.0Z,2,REGULAR,block,,[],1641824,,,1610612739,44,46,2025-12-20T01:23:30Z,2640000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
267,PT05M59.00S,2025-12-20T01:23:27.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,44,46,2025-12-20T01:23:35Z,2650000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,,265.0,,,,,,,,,,,,,,,,,
269,PT05M59.00S,2025-12-20T01:23:38.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,44,46,2025-12-20T01:23:38Z,2670000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M59.00S,2025-12-20T01:23:39.8Z,2,REGULAR,substitution,out,[],1641772,,,1610612739,44,46,2025-12-20T01:26:18Z,2680000,False,,,0,,SUB out: N. Tomlin,[1641772],1610612739.0,CLE,,,,,,,,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,
271,PT05M59.00S,2025-12-20T01:23:39.8Z,2,REGULAR,substitution,out,[],202696,,,1610612739,44,46,2025-12-20T01:26:18Z,2690000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
272,PT05M59.00S,2025-12-20T01:23:39.8Z,2,REGULAR,substitution,in,[],1629631,,,1610612739,44,46,2025-12-20T01:26:18Z,2700000,False,,,0,,SUB in: D. Hunter,[1629631],1610612739.0,CLE,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
273,PT05M59.00S,2025-12-20T01:23:39.8Z,2,REGULAR,substitution,in,[],1628380,,,1610612739,44,46,2025-12-20T01:26:18Z,2710000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
274,PT05M58.00S,2025-12-20T01:26:29.8Z,2,REGULAR,turnover,bad pass,[],1629636,,,1610612739,44,46,2025-12-20T01:30:37Z,2720000,False,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1628989]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,,Garland,D. Garland,,,,,,2.0,Huerter,1628989.0,,,,,,,,,,
275,PT05M58.00S,2025-12-20T01:26:29.8Z,2,REGULAR,steal,,[],1628989,,,1610612741,44,46,2025-12-20T01:26:31Z,2730000,False,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
276,PT05M56.00S,2025-12-20T01:26:32.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628989,93.38042049934296,50.49019607843137,1610612741,44,48,2025-12-20T01:30:42Z,2740000,False,2.0,10.0,1,right,K. Huerter running DUNK (5 PTS),[1628989],1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,1.0,Made,Huerter,K. Huerter,,,,,5.0,,,,,,,,,,,,,
277,PT05M45.00S,2025-12-20T01:26:41.9Z,2,REGULAR,2pt,Jump Shot,[],1629636,7.178055190538765,25.245098039215684,1610612739,44,48,2025-12-20T01:31:13Z,2750000,False,124.0,15.0,1,left,MISS D. Garland 12' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,,,,Mid-Range,8-16 Right,12.47,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
278,PT05M45.00S,2025-12-20T01:26:41.9Z,2,REGULAR,rebound,offensive,[],1631247,,,1610612739,44,48,2025-12-20T01:31:31Z,2760000,False,,,0,,L. Travers REBOUND (Off:1 Def:2),[1631247],1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,Travers,L. Travers,277.0,3.0,2.0,1.0,,,,,,,,,,,,,,
279,PT05M44.00S,2025-12-20T01:26:45.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631247,5.590000152587891,50.0,1610612739,46,48,2025-12-20T01:31:35Z,2770000,False,0.0,0.0,1,left,L. Travers tip Layup (2 PTS),[1631247],1610612739.0,CLE,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Travers,L. Travers,,,,,2.0,,,,,,,,,,,,,
280,PT05M25.00S,2025-12-20T01:27:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.72339027595268,50.73529411764706,1610612741,46,48,2025-12-20T01:27:05Z,2780000,False,4.0,16.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,1.63,Missed,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
281,PT05M23.00S,2025-12-20T01:27:02.9Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,46,48,2025-12-20T01:27:05Z,2790000,False,,,0,,D. Wade REBOUND (Off:0 Def:4),[1629731],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,Wade,D. Wade,280.0,4.0,4.0,0.0,,,,,,,,,,,,,,
282,PT05M14.00S,2025-12-20T01:27:12.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,19.004599211563733,36.76470588235294,1610612739,46,48,2025-12-20T01:27:16Z,2800000,False,66.0,126.0,1,left,MISS D. Garland 14' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,14.24,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
283,PT05M12.00S,2025-12-20T01:27:14.3Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612741,46,48,2025-12-20T01:27:16Z,2810000,False,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Collins,Z. Collins,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT05M11.00S,2025-12-20T01:27:15.3Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612741,46,48,2025-12-20T01:27:19Z,2820000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1631247]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,Collins,Z. Collins,,,,,,1.0,Travers,1631247.0,,,,,,,,,,
285,PT05M11.00S,2025-12-20T01:27:15.3Z,2,REGULAR,steal,,[],1631247,,,1610612739,46,48,2025-12-20T01:27:18Z,2830000,False,,,0,,L. Travers STEAL (1 STL),[1631247],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,Travers,L. Travers,,,,,,,,,,,,,,,,,,
286,PT05M02.00S,2025-12-20T01:27:24.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631247,5.601182654402102,49.754901960784316,1610612739,48,48,2025-12-20T01:27:28Z,2840000,False,1.0,0.0,1,left,L. Travers cutting DUNK (4 PTS) (J. Allen 4 AST),"[1631247, 1628386]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,0.12,Made,Travers,L. Travers,,,,,4.0,,,,,J. Allen,1628386.0,4.0,,,,,,
288,PT04M52.00S,2025-12-20T01:27:33.3Z,2,REGULAR,3pt,Jump Shot,[],1641824,70.12155059132719,74.01960784313727,1610612741,48,51,2025-12-20T01:27:38Z,2860000,False,120.0,228.0,1,right,M. Buzelis 25' 3PT  (14 PTS) (A. Dosunmu 2 AST),"[1641824, 1630245]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.81,Made,Buzelis,M. Buzelis,,,,,14.0,,,,,A. Dosunmu,1630245.0,2.0,,,,,,
290,PT04M43.00S,2025-12-20T01:27:48.5Z,2,REGULAR,foul,personal,[],1630245,,,1610612739,48,51,2025-12-20T01:27:57Z,2880000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1628386]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Dosunmu,A. Dosunmu,,,,,,,,,1626300.0,,,,1.0,0.0,Allen,1628386.0,,
292,PT04M43.00S,2025-12-20T01:27:58.1Z,2,REGULAR,substitution,out,[],1630245,,,1610612739,48,51,2025-12-20T01:28:09Z,2900000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
293,PT04M43.00S,2025-12-20T01:27:58.1Z,2,REGULAR,substitution,out,[],1628989,,,1610612739,48,51,2025-12-20T01:28:09Z,2910000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
294,PT04M43.00S,2025-12-20T01:27:58.1Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,48,51,2025-12-20T01:28:09Z,2920000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
295,PT04M43.00S,2025-12-20T01:27:58.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612739,48,51,2025-12-20T01:28:09Z,2930000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
296,PT04M43.00S,2025-12-20T01:27:58.1Z,2,REGULAR,substitution,in,[],1630581,,,1610612739,48,51,2025-12-20T01:28:09Z,2940000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
297,PT04M43.00S,2025-12-20T01:27:58.1Z,2,REGULAR,substitution,in,[],1630200,,,1610612739,48,51,2025-12-20T01:28:09Z,2950000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
298,PT04M36.00S,2025-12-20T01:28:24.2Z,2,REGULAR,2pt,Jump Shot,[],1629631,23.99802890932983,53.67647058823529,1610612739,50,51,2025-12-20T01:28:28Z,2960000,False,-18.0,173.0,1,left,D. Hunter 17' pullup Jump Shot (4 PTS),[1629631],1610612739.0,CLE,pullup,,,,,,Mid-Range,16-24 Center,17.41,Made,Hunter,D. Hunter,,,,,4.0,,,,,,,,,,,,,
299,PT04M12.00S,2025-12-20T01:28:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628380,90.75229960578186,95.83333333333334,1610612741,50,54,2025-12-20T01:33:03Z,2970000,False,229.0,34.0,1,right,Z. Collins 3PT  (8 PTS) (T. Jones 1 AST),"[1628380, 1630200]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.18,Made,Collins,Z. Collins,,,,,8.0,,,,,T. Jones,1630200.0,1.0,,,,,,
301,PT04M11.00S,2025-12-20T01:28:57.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,50,54,2025-12-20T01:28:57Z,2990000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M11.00S,2025-12-20T01:28:58.4Z,2,REGULAR,substitution,out,[],1631247,,,1610612739,50,54,2025-12-20T01:31:23Z,3000000,False,,,0,,SUB out: L. Travers,[1631247],1610612739.0,CLE,,,,,,,,,,,Travers,L. Travers,,,,,,,,,,,,,,,,,,
303,PT04M11.00S,2025-12-20T01:28:58.4Z,2,REGULAR,substitution,out,[],1641824,,,1610612739,50,54,2025-12-20T01:31:23Z,3010000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
304,PT04M11.00S,2025-12-20T01:28:58.4Z,2,REGULAR,substitution,in,[],1642281,,,1610612739,50,54,2025-12-20T01:31:23Z,3020000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,,,,,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
305,PT04M11.00S,2025-12-20T01:28:58.4Z,2,REGULAR,substitution,in,[],202696,,,1610612739,50,54,2025-12-20T01:31:23Z,3030000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,,,,,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
306,PT03M54.00S,2025-12-20T01:32:00.4Z,2,REGULAR,2pt,Jump Shot,[],1629631,9.149145860709593,31.862745098039213,1610612739,50,54,2025-12-20T01:33:33Z,3040000,False,91.0,34.0,1,left,MISS D. Hunter 9' driving floating bank Shot,[1629631],1610612739.0,CLE,driving floating bank,,,,,,Mid-Range,8-16 Right,9.67,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
307,PT03M52.00S,2025-12-20T01:32:02.4Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612741,50,54,2025-12-20T01:33:33Z,3050000,False,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,Collins,Z. Collins,306.0,3.0,3.0,0.0,,,,,,,,,,,,,,
308,PT03M39.00S,2025-12-20T01:32:12.3Z,2,REGULAR,3pt,Jump Shot,[],202696,81.42247043363994,4.166666666666666,1610612741,50,54,2025-12-20T01:32:15Z,3060000,False,-229.0,122.0,1,right,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,25.97,Missed,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
309,PT03M36.00S,2025-12-20T01:32:15.3Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,50,54,2025-12-20T01:32:15Z,3070000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,,,Hunter,D. Hunter,308.0,2.0,2.0,0.0,,,,,,,,,,,,,,
310,PT03M28.00S,2025-12-20T01:32:25.8Z,2,REGULAR,3pt,Jump Shot,[],1629631,30.436925098554536,61.274509803921575,1610612739,50,54,2025-12-20T01:34:29Z,3080000,False,-56.0,234.0,1,left,MISS D. Hunter 24' pullup 3PT,[1629631],1610612739.0,CLE,pullup,,,,,,Above the Break 3,24+ Center,24.03,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
311,PT03M27.00S,2025-12-20T01:32:26.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,50,54,2025-12-20T01:34:29Z,3090000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,White,C. White,310.0,2.0,2.0,0.0,,,,,,,,,,,,,,
312,PT03M18.00S,2025-12-20T01:32:33.8Z,2,REGULAR,3pt,Jump Shot,[],1630581,94.1688567674113,96.07843137254902,1610612741,50,57,2025-12-20T01:32:37Z,3100000,False,230.0,2.0,1,right,J. Giddey 3PT  (6 PTS) (C. White 3 AST),"[1630581, 1629632]",1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.04,Made,Giddey,J. Giddey,,,,,6.0,,,,,C. White,1629632.0,3.0,,,,,,
314,PT02M52.00S,2025-12-20T01:33:00.5Z,2,REGULAR,2pt,Jump Shot,[],1629731,9.411957950065702,33.33333333333333,1610612739,50,57,2025-12-20T01:33:04Z,3120000,False,83.0,36.0,1,left,MISS D. Wade 9' turnaround fadeaway Shot,[1629731],1610612739.0,CLE,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,9.07,Missed,Wade,D. Wade,,,,,,,,,,,,,,,,,,
315,PT02M50.00S,2025-12-20T01:33:02.5Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,50,57,2025-12-20T01:35:58Z,3130000,False,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,Giddey,J. Giddey,314.0,5.0,4.0,1.0,,,,,,,,,,,,,,
316,PT02M44.00S,2025-12-20T01:33:07.5Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612741,50,57,2025-12-20T01:33:10Z,3140000,False,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1642281]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,Giddey,J. Giddey,,,,,,2.0,Tyson,1642281.0,,,,,,,,,,
317,PT02M44.00S,2025-12-20T01:33:07.5Z,2,REGULAR,steal,,[],1642281,,,1610612739,50,57,2025-12-20T01:33:09Z,3150000,False,,,0,,J. Tyson STEAL (1 STL),[1642281],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Left Center,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,
318,PT02M39.00S,2025-12-20T01:33:14.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642281,7.178055190538765,46.81372549019608,1610612739,50,57,2025-12-20T01:33:19Z,3160000,False,16.0,15.0,1,left,MISS J. Tyson running Layup - blocked,"[1642281, 202696]",1610612739.0,CLE,running,,,,,,Restricted Area,0-8 Center,2.19,Missed,Tyson,J. Tyson,,,,,,,,,,,,,,,,,Vučević,202696.0
319,PT02M39.00S,2025-12-20T01:33:14.1Z,2,REGULAR,block,,[],202696,,,1610612739,50,57,2025-12-20T01:33:16Z,3170000,False,,,0,,N. Vučević BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,
320,PT02M39.00S,2025-12-20T01:33:14.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,50,57,2025-12-20T01:33:19Z,3180000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,,,,,318.0,,,,,,,,,,,,,,,,,
322,PT02M39.00S,2025-12-20T01:33:21.4Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,50,57,2025-12-20T01:33:33Z,3200000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,
323,PT02M39.00S,2025-12-20T01:33:21.4Z,2,REGULAR,substitution,out,[],1628380,,,1610612739,50,57,2025-12-20T01:33:33Z,3210000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
324,PT02M39.00S,2025-12-20T01:33:21.4Z,2,REGULAR,substitution,in,[],1628366,,,1610612739,50,57,2025-12-20T01:33:33Z,3220000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
325,PT02M39.00S,2025-12-20T01:33:21.4Z,2,REGULAR,substitution,in,[],1641824,,,1610612739,50,57,2025-12-20T01:33:33Z,3230000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,,,,,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
326,PT02M36.00S,2025-12-20T01:33:48.4Z,2,REGULAR,turnover,bad pass,[],1628386,,,1610612739,50,57,2025-12-20T01:37:30Z,3240000,False,,,0,,J. Allen bad pass TURNOVER (1 TO),"[1628386, 1630200]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Center,,,Allen,J. Allen,,,,,,1.0,Jones,1630200.0,,,,,,,,,,
327,PT02M36.00S,2025-12-20T01:33:48.4Z,2,REGULAR,steal,,[],1630200,,,1610612741,50,57,2025-12-20T01:33:50Z,3250000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
328,PT02M28.00S,2025-12-20T01:33:53.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630581,78.79434954007884,7.598039215686274,1610612741,50,60,2025-12-20T01:34:00Z,3260000,False,-212.0,147.0,1,right,J. Giddey 25' 3PT running (9 PTS) (M. Buzelis 1 AST),"[1630581, 1641824]",1610612741.0,CHI,running,,,,,,Above the Break 3,24+ Left Center,25.79,Made,Giddey,J. Giddey,,,,,9.0,,,,,M. Buzelis,1641824.0,1.0,,,,,,
330,PT02M27.00S,2025-12-20T01:34:02.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612739,50,60,2025-12-20T01:34:02Z,3280000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M14.00S,2025-12-20T01:35:38.3Z,2,REGULAR,3pt,Jump Shot,[],1628366,20.581471747700395,92.15686274509804,1610612739,50,60,2025-12-20T01:35:41Z,3290000,False,-211.0,141.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Left Center,25.36,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,
332,PT02M13.00S,2025-12-20T01:35:39.3Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,50,60,2025-12-20T01:37:53Z,3300000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:3),[1641824],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,Buzelis,M. Buzelis,331.0,3.0,3.0,0.0,,,,,,,,,,,,,,
333,PT02M01.00S,2025-12-20T01:35:50.9Z,2,REGULAR,3pt,Jump Shot,[],1630581,94.03745072273325,97.54901960784314,1610612741,50,60,2025-12-20T01:35:55Z,3310000,False,238.0,4.0,1,right,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,23.77,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
334,PT01M57.00S,2025-12-20T01:35:54.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,50,60,2025-12-20T01:35:55Z,3320000,False,,,0,,J. Allen REBOUND (Off:2 Def:3),[1628386],1610612739.0,CLE,,,,,,,Right Corner 3,24+ Right,,,Allen,J. Allen,333.0,5.0,3.0,2.0,,,,,,,,,,,,,,
335,PT01M48.00S,2025-12-20T01:36:04.3Z,2,REGULAR,3pt,Jump Shot,[],1629631,28.991458607095925,21.323529411764707,1610612739,50,60,2025-12-20T01:36:08Z,3330000,False,143.0,220.0,1,left,MISS D. Hunter 26' 3PT,[1629631],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,26.26,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
336,PT01M44.00S,2025-12-20T01:36:08.3Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,50,60,2025-12-20T01:36:08Z,3340000,False,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,Giddey,J. Giddey,335.0,6.0,5.0,1.0,,,,,,,,,,,,,,
337,PT01M34.00S,2025-12-20T01:36:18.3Z,2,REGULAR,3pt,Jump Shot,[],1641824,75.90341655716163,88.48039215686273,1610612741,50,60,2025-12-20T01:39:34Z,3350000,False,192.0,174.0,1,right,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.94,Missed,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,
338,PT01M33.00S,2025-12-20T01:36:19.3Z,2,REGULAR,rebound,defensive,[],1642281,,,1610612739,50,60,2025-12-20T01:39:34Z,3360000,False,,,0,,J. Tyson REBOUND (Off:0 Def:3),[1642281],1610612739.0,CLE,,,,,,,Above the Break 3,24+ Right Center,,,Tyson,J. Tyson,337.0,3.0,3.0,0.0,,,,,,,,,,,,,,
339,PT01M31.00S,2025-12-20T01:36:22.7Z,2,REGULAR,turnover,lost ball,[],1642281,,,1610612739,50,60,2025-12-20T01:39:40Z,3370000,False,,,0,,J. Tyson lost ball TURNOVER (1 TO),"[1642281, 1630200]",1610612739.0,CLE,,,,,,,Mid-Range,16-24 Right Center,,,Tyson,J. Tyson,,,,,,1.0,Jones,1630200.0,,,,,,,,,,
340,PT01M31.00S,2025-12-20T01:36:22.7Z,2,REGULAR,steal,,[],1630200,,,1610612741,50,60,2025-12-20T01:36:24Z,3380000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
