actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT04M22.00S,2026-01-10T18:26:53.1Z,1,REGULAR,foul,personal,[],1630183,,,1610612739,17,22,2026-01-10T18:27:02Z,880000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 1642281]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right,1146.0,,,,,,,,,,,2.0,0.0,Tyson,1642281.0,,,,,
91,PT04M22.00S,2026-01-10T18:27:02.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612739,17,22,2026-01-10T18:27:09Z,900000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M22.00S,2026-01-10T18:27:02.6Z,1,REGULAR,substitution,in,[],1630538,,,1610612739,17,22,2026-01-10T18:27:09Z,910000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M07.00S,2026-01-10T18:27:33.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612739,17,22,2026-01-10T18:27:37Z,920000,False,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Right,1627962.0,,,,,,,,,,,,,,,,,,,
94,PT03M48.00S,2026-01-10T18:28:03.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,94.56307490144546,76.47058823529412,1610612750,17,22,2026-01-10T18:28:07Z,930000,False,132.0,-1.0,1,right,MISS A. Edwards 13' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,13.24,Missed,,,,,,,,,,,,,,,,,
95,PT03M44.00S,2026-01-10T18:28:07.9Z,1,REGULAR,rebound,defensive,[],1641854,,,1610612739,17,22,2026-01-10T18:28:07Z,940000,False,,,0,,C. Porter Jr. REBOUND (Off:0 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT03M41.00S,2026-01-10T18:28:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,7.046649145860711,50.49019607843137,1610612739,17,22,2026-01-10T18:28:16Z,950000,False,-2.0,14.0,1,left,MISS D. Mitchell running Layup - blocked,"[1628378, 1629675]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,1.39,Missed,,,,,,,,,,,,,Reid,1629675.0,,,
97,PT03M41.00S,2026-01-10T18:28:10.3Z,1,REGULAR,block,,[],1629675,,,1610612739,17,22,2026-01-10T18:28:12Z,960000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT03M38.00S,2026-01-10T18:28:13.3Z,1,REGULAR,rebound,defensive,[],1630538,,,1610612750,17,22,2026-01-10T18:28:16Z,970000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT03M35.00S,2026-01-10T18:28:16.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641740,91.67214191852825,3.1862745098039214,1610612750,17,22,2026-01-10T18:28:22Z,980000,False,-234.0,26.0,1,right,MISS J. Clark running 3PT,[1641740],1610612750.0,MIN,running,,,Clark,J. Clark,,,,,Left Corner 3,24+ Left,,23.55,Missed,,,,,,,,,,,,,,,,,
100,PT03M30.00S,2026-01-10T18:28:21.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,17,22,2026-01-10T18:28:21Z,990000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,99.0,3.0,1.0,2.0,,,,,,,,,,,,,
101,PT03M27.00S,2026-01-10T18:28:24.3Z,1,REGULAR,turnover,lost ball,[],1629675,,,1610612750,17,22,2026-01-10T18:28:27Z,1000000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1641854]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1641854.0
102,PT03M27.00S,2026-01-10T18:28:24.3Z,1,REGULAR,steal,,[],1641854,,,1610612739,17,22,2026-01-10T18:31:22Z,1010000,False,,,0,,C. Porter Jr. STEAL (1 STL),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2026-01-10T18:28:29.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642281,6.258212877792378,49.26470588235294,1610612739,19,22,2026-01-10T18:30:49Z,1020000,False,4.0,6.0,1,left,J. Tyson driving floating bank Jump Shot (2 PTS) (D. Mitchell 2 AST),"[1642281, 1628378]",1610612739.0,CLE,driving floating bank,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,0.73,Made,,,,,2.0,D. Mitchell,1628378.0,2.0,,,,,,,,,
105,PT03M23.00S,2026-01-10T18:28:33.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,22,2026-01-10T18:28:33Z,1040000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M23.00S,2026-01-10T18:28:35.9Z,1,REGULAR,substitution,out,[],203497,,,1610612750,19,22,2026-01-10T18:31:55Z,1050000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M23.00S,2026-01-10T18:28:35.9Z,1,REGULAR,substitution,in,[],203944,,,1610612750,19,22,2026-01-10T18:31:55Z,1060000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2026-01-10T18:32:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630538,83.39356110381078,93.13725490196079,1610612750,19,25,2026-01-10T18:32:29Z,1070000,False,216.0,104.0,1,right,B. Hyland 3PT turnaround bank (3 PTS) (N. Reid 1 AST),"[1630538, 1629675]",1610612750.0,MIN,turnaround bank,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,23.93,Made,,,,,3.0,N. Reid,1629675.0,1.0,,,,,,,,,
110,PT02M43.00S,2026-01-10T18:32:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.915243101182654,47.794117647058826,1610612739,21,25,2026-01-10T18:34:09Z,1090000,False,11.0,13.0,1,left,E. Mobley driving Layup (6 PTS) (D. Hunter 1 AST),"[1630596, 1629631]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,1.67,Made,,,,,6.0,D. Hunter,1629631.0,1.0,,,,,,,,,
112,PT02M29.00S,2026-01-10T18:32:50.9Z,1,REGULAR,2pt,Jump Shot,[],203944,81.94809461235218,14.950980392156863,1610612750,21,27,2026-01-10T18:32:55Z,1110000,False,-175.0,117.0,1,right,J. Randle 21' Jump Shot (5 PTS) (B. Hyland 1 AST),"[203944, 1630538]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,,21.08,Made,,,,,5.0,B. Hyland,1630538.0,1.0,,,,,,,,,
114,PT02M16.00S,2026-01-10T18:33:04.3Z,1,REGULAR,2pt,Jump Shot,[],1629631,15.982260183968464,24.754901960784316,1610612739,23,27,2026-01-10T18:33:07Z,1130000,False,126.0,98.0,1,left,D. Hunter 15' pullup Jump Shot (2 PTS),[1629631],1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,15.96,Made,,,,,2.0,,,,,,,,,,,,
116,PT01M58.00S,2026-01-10T18:33:22.0Z,1,REGULAR,2pt,Jump Shot,[],203944,86.41590013140605,73.77450980392157,1610612750,23,27,2026-01-10T18:33:25Z,1150000,False,119.0,75.0,1,right,MISS J. Randle 14' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,14.07,Missed,,,,,,,,,,,,,,,,,
117,PT01M55.00S,2026-01-10T18:33:25.0Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,23,27,2026-01-10T18:33:25Z,1160000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT01M50.00S,2026-01-10T18:33:30.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642281,10.33180026281209,96.81372549019608,1610612739,26,27,2026-01-10T18:33:35Z,1170000,False,-234.0,45.0,1,left,J. Tyson 3PT running (5 PTS) (D. Hunter 2 AST),"[1642281, 1629631]",1610612739.0,CLE,running,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,,23.83,Made,,,,,5.0,D. Hunter,1629631.0,2.0,,,,,,,,,
120,PT01M23.00S,2026-01-10T18:33:56.9Z,1,REGULAR,2pt,Jump Shot,[],1630538,87.72996057818659,19.852941176470587,1610612750,26,29,2026-01-10T18:34:03Z,1190000,False,-151.0,63.0,1,right,B. Hyland 16' step back Jump Shot (5 PTS),[1630538],1610612750.0,MIN,step back,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Left,,16.33,Made,,,,,5.0,,,,,,,,,,,,
121,PT01M14.00S,2026-01-10T18:34:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.703679369250986,46.81372549019608,1610612739,26,29,2026-01-10T18:34:11Z,1200000,False,16.0,20.0,1,left,MISS D. Mitchell driving finger roll Layup - blocked,"[1628378, 1630162]",1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,2.55,Missed,,,,,,,,,,,,,Edwards,1630162.0,,,
122,PT01M14.00S,2026-01-10T18:34:06.8Z,1,REGULAR,block,,[],1630162,,,1610612739,26,29,2026-01-10T18:34:09Z,1210000,False,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT01M11.00S,2026-01-10T18:34:09.8Z,1,REGULAR,rebound,defensive,[],1641740,,,1610612750,26,29,2026-01-10T18:34:11Z,1220000,False,,,0,,J. Clark REBOUND (Off:0 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
124,PT00M54.90S,2026-01-10T18:34:26.8Z,1,REGULAR,2pt,Jump Shot,[],203944,78.79434954007884,44.36274509803921,1610612750,26,31,2026-01-10T18:34:31Z,1230000,False,-28.0,147.0,1,right,J. Randle 14' turnaround fadeaway Jump Shot (7 PTS) (B. Hyland 2 AST),"[203944, 1630538]",1610612750.0,MIN,turnaround fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,14.95,Made,,,,,7.0,B. Hyland,1630538.0,2.0,,,,,,,,,
126,PT00M42.70S,2026-01-10T18:34:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,16.507884362680684,49.01960784313725,1610612739,26,31,2026-01-10T18:34:43Z,1250000,False,5.0,103.0,1,left,MISS D. Mitchell 10' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,10.28,Missed,,,,,,,,,,,,,,,,,
127,PT00M41.00S,2026-01-10T18:34:42.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,26,31,2026-01-10T18:34:43Z,1260000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,
128,PT00M32.80S,2026-01-10T18:34:55.2Z,1,REGULAR,foul,personal,['2freethrow'],1641854,,,1610612750,26,31,2026-01-10T18:35:01Z,1270000,False,,,0,,C. Porter Jr. shooting personal FOUL (1 PF) (Reid 2 FT),"[1641854, 1629675]",1610612739.0,CLE,shooting,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,1628171.0,,,,,,,,,,,1.0,0.0,Reid,1629675.0,,,,,
130,PT00M32.80S,2026-01-10T18:35:20.4Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,26,32,2026-01-10T18:35:20Z,1290000,False,,,0,,N. Reid Free Throw 1 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
131,PT00M32.80S,2026-01-10T18:35:37.9Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,26,33,2026-01-10T18:35:37Z,1300000,False,,,0,,N. Reid Free Throw 2 of 2 (2 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
132,PT00M16.10S,2026-01-10T18:35:57.9Z,1,REGULAR,3pt,Jump Shot,[],1642281,2.447437582128778,93.87254901960785,1610612739,29,33,2026-01-10T18:36:02Z,1310000,False,-219.0,-29.0,1,left,J. Tyson 3PT  (8 PTS) (E. Mobley 1 AST),"[1642281, 1630596]",1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Left Corner 3,24+ Left,,22.14,Made,,,,,8.0,E. Mobley,1630596.0,1.0,,,,,,,,,
134,PT00M02.00S,2026-01-10T18:36:12.8Z,1,REGULAR,3pt,Jump Shot,[],203944,69.07030223390277,22.794117647058822,1610612750,29,33,2026-01-10T18:36:17Z,1330000,False,-136.0,238.0,1,right,MISS J. Randle 27' step back 3PT,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,27.43,Missed,,,,,,,,,,,,,,,,,
135,PT00M02.00S,2026-01-10T18:36:12.8Z,1,REGULAR,rebound,defensive,[],1642281,,,1610612739,29,33,2026-01-10T18:36:17Z,1340000,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Left Center,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,
136,PT00M00.00S,2026-01-10T18:36:17.3Z,1,REGULAR,period,end,[],0,,,1610612739,29,33,2026-01-10T18:36:17Z,1350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2026-01-10T18:36:40.2Z,2,REGULAR,substitution,out,['startperiod'],1642281,,,1610612739,29,33,2026-01-10T18:39:40Z,1360000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2026-01-10T18:36:40.2Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612739,29,33,2026-01-10T18:39:40Z,1370000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2026-01-10T18:36:40.2Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612739,29,33,2026-01-10T18:39:40Z,1380000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2026-01-10T18:36:40.2Z,2,REGULAR,substitution,in,['startperiod'],1641772,,,1610612739,29,33,2026-01-10T18:39:40Z,1390000,False,,,0,,SUB in: N. Tomlin,[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2026-01-10T18:36:40.2Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612739,29,33,2026-01-10T18:39:40Z,1400000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2026-01-10T18:36:40.2Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612739,29,33,2026-01-10T18:39:40Z,1410000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2026-01-10T18:39:53.1Z,2,REGULAR,period,start,[],0,,,1610612739,29,33,2026-01-10T18:39:53Z,1420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M36.00S,2026-01-10T18:40:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,6.915243101182654,34.80392156862745,1610612739,29,33,2026-01-10T18:40:20Z,1430000,False,76.0,13.0,1,left,MISS C. Porter Jr. 7' driving floating Shot,[1641854],1610612739.0,CLE,driving floating,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,7.7,Missed,,,,,,,,,,,,,,,,,
145,PT11M35.00S,2026-01-10T18:40:17.5Z,2,REGULAR,rebound,offensive,[],1641854,,,1610612739,29,33,2026-01-10T18:40:35Z,1440000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:1),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,,
146,PT11M33.00S,2026-01-10T18:40:19.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630596,6.389618922470433,50.0,1610612739,31,33,2026-01-10T18:40:32Z,1450000,False,0.0,8.0,1,left,E. Mobley Hook (8 PTS) (C. Porter Jr. 1 AST),"[1630596, 1641854]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,0.76,Made,,,,,8.0,C. Porter Jr.,1641854.0,1.0,,,,,,,,,
148,PT11M16.00S,2026-01-10T18:40:35.8Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,31,33,2026-01-10T18:40:40Z,1470000,False,,,0,,N. Reid bad pass TURNOVER (2 TO),"[1629675, 1641772]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,2.0,Tomlin,1641772.0
149,PT11M16.00S,2026-01-10T18:40:35.8Z,2,REGULAR,steal,,[],1641772,,,1610612739,31,33,2026-01-10T18:50:22Z,1480000,False,,,0,,N. Tomlin STEAL (1 STL),[1641772],1610612739.0,CLE,,,,Tomlin,N. Tomlin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
150,PT11M11.00S,2026-01-10T18:40:43.6Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612739,31,33,2026-01-10T18:40:53Z,1490000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Hunter 2 FT),"[1629675, 1629631]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1627962.0,,,,,,,,,,,1.0,0.0,Hunter,1629631.0,,,,,
152,PT11M11.00S,2026-01-10T18:41:12.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629631,,,1610612739,32,33,2026-01-10T18:41:12Z,1510000,False,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
153,PT11M11.00S,2026-01-10T18:41:26.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629631,,,1610612739,33,33,2026-01-10T18:41:26Z,1520000,False,,,0,,D. Hunter Free Throw 2 of 2 (4 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
154,PT10M59.00S,2026-01-10T18:41:39.7Z,2,REGULAR,3pt,Jump Shot,[],1628978,80.76544021024968,4.166666666666666,1610612750,33,36,2026-01-10T18:41:43Z,1530000,False,-229.0,128.0,1,right,D. DiVincenzo 26' 3PT  (6 PTS) (B. Hyland 3 AST),"[1628978, 1630538]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,26.27,Made,,,,,6.0,B. Hyland,1630538.0,3.0,,,,,,,,,
156,PT10M43.00S,2026-01-10T18:41:54.2Z,2,REGULAR,3pt,Jump Shot,[],1630596,31.750985545335087,37.745098039215684,1610612739,33,36,2026-01-10T18:42:59Z,1550000,False,61.0,246.0,1,left,MISS E. Mobley 25' pullup 3PT - blocked,"[1630596, 203497]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,25.35,Missed,,,,,,,,,,,,,Gobert,203497.0,,,
157,PT10M43.00S,2026-01-10T18:41:54.2Z,2,REGULAR,block,,[],203497,,,1610612739,33,36,2026-01-10T18:41:58Z,1560000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
158,PT10M39.00S,2026-01-10T18:41:58.2Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,33,36,2026-01-10T18:42:04Z,1570000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,
159,PT10M32.00S,2026-01-10T18:42:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,90.09526938239159,60.78431372549019,1610612750,33,38,2026-01-10T18:42:09Z,1580000,False,54.0,41.0,1,right,N. Reid 6' driving floating bank Jump Shot (4 PTS),[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,6.75,Made,,,,,4.0,,,,,,,,,,,,
160,PT10M19.00S,2026-01-10T18:42:19.7Z,2,REGULAR,3pt,Jump Shot,[],1641854,26.231931668856767,79.41176470588235,1610612739,33,38,2026-01-10T18:42:22Z,1590000,False,-147.0,194.0,1,left,MISS C. Porter Jr. 24' 3PT,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,24.35,Missed,,,,,,,,,,,,,,,,,
161,PT10M17.00S,2026-01-10T18:42:21.7Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,33,38,2026-01-10T18:42:22Z,1600000,False,,,0,,R. Gobert REBOUND (Off:2 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,160.0,4.0,2.0,2.0,,,,,,,,,,,,,
162,PT10M10.00S,2026-01-10T18:42:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,64.73390275952694,18.137254901960784,1610612750,33,41,2026-01-10T18:42:31Z,1610000,False,-159.0,279.0,1,right,D. DiVincenzo 32' 3PT  (9 PTS) (N. Reid 2 AST),"[1628978, 1629675]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,32.13,Made,,,,,9.0,N. Reid,1629675.0,2.0,,,,,,,,,
164,PT09M55.00S,2026-01-10T18:42:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,5.469776609724048,49.01960784313725,1610612739,35,41,2026-01-10T18:42:50Z,1630000,False,5.0,-1.0,1,left,D. Mitchell finger roll Layup (9 PTS),[1628378],1610612739.0,CLE,finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,0.5,Made,,,,,9.0,,,,,,,,,,,,
165,PT09M39.00S,2026-01-10T18:43:00.6Z,2,REGULAR,foul,personal,['2freethrow'],1628378,,,1610612750,35,41,2026-01-10T18:43:10Z,1640000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Clark 2 FT),"[1628378, 1641740]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,1628171.0,,,,,,,,,,,1.0,0.0,Clark,1641740.0,,,,,
167,PT09M39.00S,2026-01-10T18:43:26.5Z,2,REGULAR,freethrow,1 of 2,[],1641740,,,1610612750,35,41,2026-01-10T18:43:26Z,1660000,False,,,0,,MISS J. Clark Free Throw 1 of 2,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
168,PT09M39.00S,2026-01-10T18:43:26.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,35,41,2026-01-10T18:43:26Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,
169,PT09M39.00S,2026-01-10T18:43:40.1Z,2,REGULAR,freethrow,2 of 2,[],1641740,,,1610612750,35,42,2026-01-10T18:43:40Z,1680000,False,,,0,,J. Clark Free Throw 2 of 2 (1 PTS),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
170,PT09M31.00S,2026-01-10T18:43:52.7Z,2,REGULAR,foul,personal,[],1641740,,,1610612739,35,42,2026-01-10T18:43:59Z,1690000,False,,,0,,J. Clark personal FOUL (1 PF),"[1641740, 1628378]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Left Center,1146.0,,,,,,,,,,,1.0,0.0,Mitchell,1628378.0,,,,,
172,PT09M20.00S,2026-01-10T18:44:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,11.908672798948752,34.80392156862745,1610612739,35,42,2026-01-10T18:44:19Z,1710000,False,76.0,59.0,1,left,MISS D. Hunter 9' driving floating Shot,[1629631],1610612739.0,CLE,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,9.65,Missed,,,,,,,,,,,,,,,,,
