actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
172,PT11M33.00S,2026-02-20T00:40:43.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642281,86.94152431011827,39.950980392156865,1610612739,36,16,2026-02-20T00:42:17Z,1690000,False,-50.0,70.0,1,right,J. Tyson 8' running pullup Jump Shot (5 PTS) (D. Schröder 2 AST),"[1642281, 203471]",1610612739.0,CLE,running pullup,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,5.0,8.63,,,,,,D. Schröder,203471.0,2.0,,,
175,PT11M25.00S,2026-02-20T00:40:57.1Z,2,REGULAR,substitution,out,[],1630534,,,1610612751,36,16,2026-02-20T00:41:04Z,1720000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M25.00S,2026-02-20T00:40:57.1Z,2,REGULAR,substitution,in,[],1642849,,,1610612751,36,16,2026-02-20T00:41:04Z,1730000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M18.00S,2026-02-20T00:41:20.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642874,6.389618922470433,48.28431372549019,1610612751,36,18,2026-02-20T00:41:27Z,1740000,False,9.0,8.0,1,left,D. Wolf driving DUNK (2 PTS),[1642874],1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.15,,,,,,,,,,,
178,PT11M01.00S,2026-02-20T00:41:37.7Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612739,36,18,2026-02-20T00:41:41Z,1750000,False,,,0,,D. Schröder bad pass TURNOVER (1 TO),"[203471, 1642849]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Traore,1642849.0
179,PT11M01.00S,2026-02-20T00:41:37.7Z,2,REGULAR,steal,,[],1642849,,,1610612751,36,18,2026-02-20T00:41:39Z,1760000,False,,,0,,N. Traore STEAL (1 STL),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
180,PT10M57.00S,2026-02-20T00:41:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,7.966491458607096,51.9607843137255,1610612751,36,18,2026-02-20T00:41:48Z,1770000,False,-10.0,22.0,1,left,MISS Z. Williams running Layup,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.44,,,,,,,,,,,
181,PT10M55.00S,2026-02-20T00:41:44.0Z,2,REGULAR,rebound,defensive,[],203471,,,1610612739,36,18,2026-02-20T00:42:10Z,1780000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,,,,180.0,,,,,1.0,1.0,0.0,,,,,,
182,PT10M49.00S,2026-02-20T00:41:49.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631165,93.9060446780552,48.03921568627451,1610612739,38,18,2026-02-20T03:33:05Z,1790000,False,-10.0,5.0,1,right,K. Ellis running DUNK (2 PTS) (D. Schröder 3 AST),"[1631165, 203471]",1610612739.0,CLE,running,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.09,,,,,,D. Schröder,203471.0,3.0,,,
184,PT10M41.00S,2026-02-20T00:42:00.8Z,2,REGULAR,foul,personal,[],1631165,,,1610612751,38,18,2026-02-20T00:42:13Z,1810000,False,,,0,,K. Ellis personal FOUL (1 PF),"[1631165, 1642849]",1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Right,200833.0,1.0,0.0,Traore,1642849.0,,,,,,,,,,,,,,,
186,PT10M30.00S,2026-02-20T00:42:32.6Z,2,REGULAR,3pt,Jump Shot,[],1630533,6.521024967148489,93.87254901960785,1610612751,38,18,2026-02-20T00:42:38Z,1830000,False,-219.0,9.0,1,left,MISS Z. Williams 3PT - blocked,"[1630533, 1631165]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,21.96,Ellis,1631165.0,,,,,,,,,
187,PT10M30.00S,2026-02-20T00:42:32.6Z,2,REGULAR,block,,[],1631165,,,1610612751,38,18,2026-02-20T00:42:36Z,1840000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
188,PT10M30.00S,2026-02-20T00:42:32.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,38,18,2026-02-20T00:42:38Z,1850000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,186.0,,,,,,,,,,,,,
190,PT10M26.00S,2026-02-20T00:42:59.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630549,32.53942181340342,43.627450980392155,1610612751,38,18,2026-02-20T00:43:05Z,1870000,False,32.0,253.0,1,left,MISS D. Sharpe 25' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.54,,,,,,,,,,,
191,PT10M21.00S,2026-02-20T00:43:04.1Z,2,REGULAR,rebound,offensive,[],1642874,,,1610612751,38,18,2026-02-20T00:43:05Z,1880000,False,,,0,,D. Wolf REBOUND (Off:1 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,,,,,,,190.0,,,,,3.0,2.0,1.0,,,,,,
192,PT10M18.00S,2026-02-20T00:43:06.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630533,10.33180026281209,76.47058823529412,1610612751,38,18,2026-02-20T00:43:08Z,1890000,False,-132.0,45.0,1,left,MISS Z. Williams 13' pullup Shot,[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,13.97,,,,,,,,,,,
193,PT10M17.00S,2026-02-20T00:43:08.0Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,38,18,2026-02-20T00:43:08Z,1900000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,192.0,,,,,2.0,0.0,2.0,,,,,,
194,PT10M14.00S,2026-02-20T00:43:10.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,5.206964520367937,96.56862745098039,1610612751,38,21,2026-02-20T00:43:14Z,1910000,False,-233.0,-4.0,1,left,T. Mann 3PT  (5 PTS) (D. Sharpe 3 AST),"[1629611, 1630549]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,Made,,5.0,23.28,,,,,,D. Sharpe,1630549.0,3.0,,,
196,PT10M02.00S,2026-02-20T00:43:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,87.99277266754271,54.41176470588235,1610612739,38,21,2026-02-20T00:50:21Z,1930000,False,22.0,60.0,1,right,MISS E. Mobley 6' cutting Layup,[1630596],1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.43,,,,,,,,,,,
197,PT10M02.00S,2026-02-20T00:43:33.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,38,21,2026-02-20T00:43:45Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,196.0,,,,,,,,,,,,,
198,PT10M00.00S,2026-02-20T00:43:41.9Z,2,REGULAR,turnover,traveling,[],1630596,,,1610612739,38,21,2026-02-20T00:43:50Z,1950000,False,,,0,,E. Mobley traveling TURNOVER (2 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,200833.0,,,,,,,,,,,,,,,,,2.0,,
199,PT09M45.00S,2026-02-20T00:43:57.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629611,3.892904073587385,90.19607843137256,1610612751,38,21,2026-02-20T00:44:05Z,1960000,False,-201.0,-16.0,1,left,MISS T. Mann 20' step back Shot,[1629611],1610612751.0,BKN,step back,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left,,,,,,Missed,,,20.16,,,,,,,,,,,
200,PT09M42.00S,2026-02-20T00:43:59.7Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,38,21,2026-02-20T00:43:59Z,1970000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left,,,,,,,199.0,,,,,2.0,2.0,0.0,,,,,,
201,PT09M32.00S,2026-02-20T00:44:09.2Z,2,REGULAR,3pt,Jump Shot,[],1628378,95.22010512483574,96.56862745098039,1610612739,41,21,2026-02-20T00:44:14Z,1980000,False,233.0,-8.0,1,right,D. Mitchell 3PT  (9 PTS) (J. Tyson 1 AST),"[1628378, 1642281]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,,Made,,9.0,23.29,,,,,,J. Tyson,1642281.0,1.0,,,
203,PT09M22.00S,2026-02-20T00:44:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642849,8.886333771353483,51.470588235294116,1610612751,41,21,2026-02-20T00:44:24Z,2000000,False,-7.0,31.0,1,left,MISS N. Traore driving Layup,[1642849],1610612751.0,BKN,driving,,,Traore,N. Traore,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.19,,,,,,,,,,,
204,PT09M20.00S,2026-02-20T00:44:21.8Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,41,21,2026-02-20T00:44:24Z,2010000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,203.0,,,,,3.0,0.0,3.0,,,,,,
205,PT09M19.00S,2026-02-20T00:44:22.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,6.521024967148489,49.754901960784316,1610612751,41,23,2026-02-20T00:44:27Z,2020000,False,1.0,9.0,1,left,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.89,,,,,,,,,,,
206,PT09M01.00S,2026-02-20T00:44:40.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631165,85.75886990801577,43.627450980392155,1610612739,43,23,2026-02-20T00:44:52Z,2030000,False,-32.0,81.0,1,right,K. Ellis 8' floating Jump Shot (4 PTS) (E. Mobley 2 AST),"[1631165, 1630596]",1610612739.0,CLE,floating,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,4.0,8.74,,,,,,E. Mobley,1630596.0,2.0,,,
208,PT08M44.00S,2026-02-20T00:44:56.7Z,2,REGULAR,3pt,Jump Shot,[],1642874,37.13863337713535,43.13725490196079,1610612751,43,23,2026-02-20T00:45:01Z,2050000,False,34.0,297.0,1,left,MISS D. Wolf 29' 3PT,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,29.86,,,,,,,,,,,
209,PT08M41.00S,2026-02-20T00:44:59.7Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,43,23,2026-02-20T00:45:01Z,2060000,False,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,208.0,,,,,3.0,3.0,0.0,,,,,,
210,PT08M35.00S,2026-02-20T00:45:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1642849,,,1610612739,43,23,2026-02-20T00:45:17Z,2070000,False,,,0,,N. Traore shooting personal FOUL (1 PF) (Schröder 2 FT),"[1642849, 203471]",1610612751.0,BKN,shooting,,,Traore,N. Traore,,,,,Mid-Range,8-16 Right,1630886.0,1.0,0.0,Schröder,203471.0,,,,,,,,,,,,,,,
212,PT08M35.00S,2026-02-20T00:45:35.7Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612739,44,23,2026-02-20T01:10:06Z,2090000,False,,,0,,D. Schröder Free Throw 1 of 2 (3 PTS),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
338,PT08M35.00S,2026-02-20T00:45:53.0Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,44,23,2026-02-20T01:14:39Z,2125000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT08M35.00S,2026-02-20T00:45:53.0Z,2,REGULAR,substitution,out,[],1642874,,,1610612739,44,23,2026-02-20T01:14:39Z,2142500,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M35.00S,2026-02-20T00:45:53.0Z,2,REGULAR,substitution,out,[],1629611,,,1610612739,44,23,2026-02-20T01:14:39Z,2151250,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT08M35.00S,2026-02-20T00:45:53.0Z,2,REGULAR,substitution,in,[],201935,,,1610612739,44,23,2026-02-20T01:14:39Z,2155625,False,,,0,,SUB in: J. Harden,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT08M35.00S,2026-02-20T00:45:53.0Z,2,REGULAR,substitution,in,[],1629008,,,1610612739,44,23,2026-02-20T01:14:39Z,2157812,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT08M35.00S,2026-02-20T00:45:53.0Z,2,REGULAR,substitution,in,[],1641730,,,1610612739,44,23,2026-02-20T01:14:39Z,2158906,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M35.00S,2026-02-20T00:45:35.7Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612739,44,23,2026-02-20T01:10:06Z,2160000,False,,,0,,MISS D. Schröder Free Throw 2 of 2,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
220,PT08M32.00S,2026-02-20T00:45:38.7Z,2,REGULAR,rebound,defensive,[],1642849,,,1610612751,44,23,2026-02-20T01:10:06Z,2170000,False,,,0,,N. Traore REBOUND (Off:0 Def:1),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,219.0,,,,,1.0,1.0,0.0,,,,,,
293,PT08M23.00S,2026-02-20T00:46:10.3Z,2,REGULAR,turnover,bad pass,[],1642849,,,1610612751,44,23,2026-02-20T00:58:18Z,2175000,False,,,0,,N. Traore bad pass TURNOVER (1 TO),[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,,
221,PT08M23.00S,2026-02-20T00:46:44.2Z,2,REGULAR,foul,personal,[],1630549,,,1610612739,44,23,2026-02-20T00:58:24Z,2180000,False,,,0,,D. Sharpe loose ball personal FOUL (1 PF),"[1630549, 1630596]",1610612751.0,BKN,loose ball,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,200833.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,
224,PT08M23.00S,2026-02-20T00:46:55.0Z,2,REGULAR,substitution,out,[],203471,,,1610612739,44,23,2026-02-20T00:47:07Z,2210000,False,,,0,,SUB out: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M23.00S,2026-02-20T00:46:55.0Z,2,REGULAR,substitution,out,[],1630549,,,1610612739,44,23,2026-02-20T00:47:07Z,2220000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M23.00S,2026-02-20T00:46:55.0Z,2,REGULAR,substitution,in,[],1641854,,,1610612739,44,23,2026-02-20T00:47:07Z,2230000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M23.00S,2026-02-20T00:46:55.0Z,2,REGULAR,substitution,in,[],1630534,,,1610612739,44,23,2026-02-20T00:47:07Z,2240000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M16.00S,2026-02-20T00:47:19.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642281,92.72339027595268,53.67647058823529,1610612739,44,23,2026-02-20T00:47:32Z,2250000,False,18.0,16.0,1,right,MISS J. Tyson driving Layup - blocked,"[1642281, 1630534]",1610612739.0,CLE,driving,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.43,Agbaji,1630534.0,,,,,,,,,
229,PT08M16.00S,2026-02-20T00:47:19.4Z,2,REGULAR,block,,[],1630534,,,1610612739,44,23,2026-02-20T00:47:23Z,2260000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612751.0,BKN,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT08M14.00S,2026-02-20T00:47:21.4Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612751,44,23,2026-02-20T00:47:32Z,2270000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,228.0,,,,,1.0,1.0,0.0,,,,,,
231,PT08M07.00S,2026-02-20T00:47:29.0Z,2,REGULAR,3pt,Jump Shot,[],1629008,25.969119579500656,17.15686274509804,1610612751,44,23,2026-02-20T00:47:34Z,2280000,False,164.0,192.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.23,,,,,,,,,,,
232,PT08M07.00S,2026-02-20T00:47:29.0Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,44,23,2026-02-20T00:47:34Z,2290000,False,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,231.0,,,,,4.0,4.0,0.0,,,,,,
233,PT07M55.00S,2026-02-20T00:47:40.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.82588699080158,51.470588235294116,1610612739,46,23,2026-02-20T00:47:54Z,2300000,False,7.0,-4.0,1,right,E. Mobley driving DUNK (4 PTS) (J. Harden 5 AST),"[1630596, 201935]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.84,,,,,,J. Harden,201935.0,5.0,,,
235,PT07M34.00S,2026-02-20T00:48:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629008,32.933639947437584,51.9607843137255,1610612751,46,26,2026-02-20T00:48:04Z,2320000,False,-10.0,257.0,1,left,M. Porter Jr. 25' 3PT  (9 PTS) (Z. Williams 1 AST),"[1629008, 1630533]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,Made,,9.0,25.73,,,,,,Z. Williams,1630533.0,1.0,,,
237,PT07M25.00S,2026-02-20T00:48:13.3Z,2,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612739,46,26,2026-02-20T00:48:22Z,2340000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Harden 2 FT),"[1630534, 201935]",1610612751.0,BKN,shooting,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Center,202041.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
239,PT07M25.00S,2026-02-20T00:48:44.3Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612739,46,26,2026-02-20T00:48:44Z,2360000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
240,PT07M25.00S,2026-02-20T00:48:44.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,46,26,2026-02-20T00:48:44Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,,,
241,PT07M25.00S,2026-02-20T00:48:46.3Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,46,26,2026-02-20T00:48:57Z,2380000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M25.00S,2026-02-20T00:48:46.3Z,2,REGULAR,substitution,out,[],1642281,,,1610612739,46,26,2026-02-20T00:48:57Z,2390000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M25.00S,2026-02-20T00:48:46.3Z,2,REGULAR,substitution,out,[],1630533,,,1610612739,46,26,2026-02-20T00:48:57Z,2400000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M25.00S,2026-02-20T00:48:46.3Z,2,REGULAR,substitution,in,[],1630241,,,1610612739,46,26,2026-02-20T00:48:57Z,2410000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M25.00S,2026-02-20T00:48:46.3Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,46,26,2026-02-20T00:48:57Z,2420000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M25.00S,2026-02-20T00:48:46.3Z,2,REGULAR,substitution,in,[],1642856,,,1610612739,46,26,2026-02-20T00:48:57Z,2430000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M25.00S,2026-02-20T00:49:12.8Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612739,47,26,2026-02-20T00:49:12Z,2440000,False,,,0,,J. Harden Free Throw 2 of 2 (3 PTS),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
248,PT07M07.00S,2026-02-20T00:49:33.1Z,2,REGULAR,2pt,Jump Shot,[],1642849,11.777266754270697,30.392156862745097,1610612751,47,28,2026-02-20T00:49:37Z,2450000,False,98.0,58.0,1,left,N. Traore 11' driving floating bank Jump Shot (2 PTS),[1642849],1610612751.0,BKN,driving floating bank,,,Traore,N. Traore,,,,,Mid-Range,8-16 Right,,,,,,Made,,2.0,11.4,,,,,,,,,,,
249,PT06M54.00S,2026-02-20T00:49:47.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,91.14651773981603,50.49019607843137,1610612739,47,28,2026-02-20T00:56:44Z,2460000,False,2.0,31.0,1,right,MISS J. Allen driving DUNK,[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.08,,,,,,,,,,,
250,PT06M52.00S,2026-02-20T00:49:49.8Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,47,28,2026-02-20T00:49:49Z,2470000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,249.0,,,,,2.0,1.0,1.0,,,,,,
251,PT06M52.00S,2026-02-20T00:49:51.2Z,2,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612739,47,28,2026-02-20T00:49:59Z,2480000,False,,,0,,N. Clowney shooting personal FOUL (2 PF) (Allen 2 FT),"[1641730, 1628386]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,200833.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
253,PT06M52.00S,2026-02-20T00:50:04.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,47,28,2026-02-20T00:50:04Z,2500000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M52.00S,2026-02-20T00:53:10.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,47,28,2026-02-20T00:53:10Z,2510000,False,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
255,PT06M52.00S,2026-02-20T00:53:10.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,47,28,2026-02-20T00:53:10Z,2520000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,,
256,PT06M52.00S,2026-02-20T00:53:27.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,47,28,2026-02-20T00:53:27Z,2530000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
