actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-04T00:11:18.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-04T00:11:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-03-04T00:11:23.3Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612739,0,0,2026-03-04T00:11:23Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Duren: Tip to J. Harden,"[201935, 1628386, 1631105]",1610612739.0,CLE,startperiod,J. Harden,201935.0,Harden,J. Harden,Allen,1628386.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-03-04T00:11:35.6Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612739,0,0,2026-03-04T00:11:40Z,70000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1630595]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,1.0,Cunningham,1630595.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-03-04T00:11:35.6Z,1,REGULAR,steal,,[],1630595,,,1610612765,0,0,2026-03-04T00:11:37Z,80000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2026-03-04T00:11:41.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202699,32.14520367936925,57.84313725490197,1610612765,0,0,2026-03-04T00:12:39Z,90000,False,-39.0,250.0,1,left,MISS T. Harris 25' running 3PT,[202699],1610612765.0,DET,running,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,25.28,Missed,,,,,,,,,,,,,,,
10,PT11M33.00S,2026-03-04T00:11:45.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2026-03-04T00:11:48Z,100000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2026-03-04T00:12:00.0Z,1,REGULAR,3pt,Jump Shot,[],1642281,65.52233902759527,37.99019607843137,1610612739,0,0,2026-03-04T00:12:03Z,110000,False,-60.0,272.0,1,right,MISS J. Tyson 27' 3PT,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Above the Break 3,24+ Center,,,,27.81,Missed,,,,,,,,,,,,,,,
12,PT11M15.00S,2026-03-04T00:12:02.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2026-03-04T00:12:03Z,120000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M08.00S,2026-03-04T00:12:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.440867279894875,49.01960784313725,1610612765,0,0,2026-03-04T00:12:14Z,130000,False,5.0,17.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,1.81,Missed,,,,,,,,,,,,,,,
14,PT11M06.00S,2026-03-04T00:12:12.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2026-03-04T00:12:14Z,140000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,
