actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-14T20:41:20.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-14T20:41:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-14T20:41:21.9Z,1,REGULAR,jumpball,recovered,[],1642851,,,1610612766,0,0,2025-12-14T20:41:21Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. J. Allen: Tip to K. Knueppel,"[1642851, 1641750, 1628386]",1610612766.0,CHA,startperiod,K. Knueppel,1642851.0,Knueppel,K. Knueppel,Kalkbrenner,1641750.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-12-14T20:41:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,95.48291721419186,63.970588235294116,1610612766,0,0,2025-12-14T20:41:49Z,70000,False,70.0,-10.0,1,right,MISS B. Miller 7' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2025-12-14T20:41:44.9Z,1,REGULAR,rebound,offensive,[],1641706,,,1610612766,0,0,2025-12-14T20:41:44Z,80000,False,,,0,,B. Miller REBOUND (Off:1 Def:0),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-12-14T20:41:47.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,70.12155059132719,74.26470588235294,1610612766,0,0,2025-12-14T20:41:55Z,90000,False,121.0,228.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2025-12-14T20:41:47.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,0,0,2025-12-14T20:41:55Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,9.0,,,,,,,,,,,,,,,,,
12,PT11M29.00S,2025-12-14T20:42:11.7Z,1,REGULAR,foul,personal,[],1629631,,,1610612766,0,0,2025-12-14T20:42:19Z,120000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1628970]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202007.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,
14,PT11M14.00S,2025-12-14T20:42:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,92.72339027595268,56.61764705882353,1610612766,0,0,2025-12-14T20:43:32Z,140000,False,33.0,16.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
15,PT11M10.00S,2025-12-14T20:42:43.6Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612739,0,0,2025-12-14T20:42:43Z,150000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M06.00S,2025-12-14T20:42:49.5Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612739,0,0,2025-12-14T20:42:59Z,160000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Allen 2 FT),"[1628970, 1628386]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,1.0,0.0,Allen,1628386.0,,,,,,,,,
