actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
179,PT09M17.00S,2022-02-04T03:39:45.0Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,33,34,2022-02-04T03:39:45Z,1780000,,,0,,R. Westbrook Free Throw 2 of 2 (4 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
180,PT09M02.00S,2022-02-04T03:40:01.7Z,2,REGULAR,turnover,bad pass,[],1628379,,,1610612746,33,34,2022-02-04T03:40:05Z,1790000,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 2730]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,1.0,Howard,2730.0,,,,,,,
181,PT09M02.00S,2022-02-04T03:40:01.7Z,2,REGULAR,steal,,[],2730,,,1610612747,33,34,2022-02-04T03:40:03Z,1800000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M53.00S,2022-02-04T03:40:11.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],2546,67.85479632063075,34.55882352941177,1610612747,33,37,2022-02-04T03:40:15Z,1810000,-77.0,250.0,1,right,C. Anthony 26' 3PT pullup (7 PTS) (A. Reaves 1 AST),"[2546, 1630559]",1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,26.14,Made,7.0,,,,,A. Reaves,1630559.0,1.0,,,,,,,,,,,
184,PT08M40.00S,2022-02-04T03:40:23.8Z,2,REGULAR,3pt,Jump Shot,[],1629611,32.769382391590014,32.59803921568627,1610612746,36,37,2022-02-04T03:40:28Z,1830000,87.0,256.0,1,left,T. Mann 26' 3PT  (3 PTS) (E. Bledsoe 5 AST),"[1629611, 202339]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,26.99,Made,3.0,,,,,E. Bledsoe,202339.0,5.0,,,,,,,,,,,
186,PT08M23.00S,2022-02-04T03:40:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2730,91.63929040735874,49.50980392156863,1610612747,36,39,2022-02-04T03:43:21Z,1850000,-2.0,26.0,1,right,D. Howard cutting Layup (6 PTS) (R. Westbrook 1 AST),"[2730, 201566]",1610612747.0,LAL,cutting,,,Howard,D. Howard,,,,,2.62,Made,6.0,,,,,R. Westbrook,201566.0,1.0,,,,,,,,,,,
188,PT08M23.00S,2022-02-04T03:40:46.2Z,2,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612747,36,39,2022-02-04T03:40:52Z,1870000,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (Howard 1 FT),"[1628392, 2730]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,1626302.0,,,,,,3.0,0.0,Howard,2730.0,
190,PT08M23.00S,2022-02-04T03:40:55.7Z,2,REGULAR,substitution,out,[],1628392,,,1610612747,36,39,2022-02-04T03:41:37Z,1890000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M23.00S,2022-02-04T03:40:55.7Z,2,REGULAR,substitution,in,[],201586,,,1610612747,36,39,2022-02-04T03:41:37Z,1900000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M23.00S,2022-02-04T03:41:20.6Z,2,REGULAR,freethrow,1 of 1,[],2730,,,1610612747,36,40,2022-02-04T03:41:20Z,1910000,,,0,,D. Howard Free Throw 1 of 1 (7 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
194,PT08M10.00S,2022-02-04T03:41:35.2Z,2,REGULAR,3pt,Jump Shot,[],202339,24.885019710906704,82.1078431372549,1610612746,36,40,2022-02-04T03:41:39Z,1920000,-161.0,181.0,1,left,MISS E. Bledsoe 24' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,24.22,Missed,,,,,,,,,,,,,,,,,,,
195,PT08M07.00S,2022-02-04T03:41:38.2Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,36,40,2022-02-04T03:41:39Z,1930000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT07M56.00S,2022-02-04T03:41:49.1Z,2,REGULAR,3pt,Jump Shot,[],203145,70.22010512483574,74.50980392156863,1610612747,36,40,2022-02-04T03:41:53Z,1940000,123.0,227.0,1,right,MISS K. Bazemore 25' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
197,PT07M53.00S,2022-02-04T03:41:52.1Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,36,40,2022-02-04T03:41:53Z,1950000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,
198,PT07M44.00S,2022-02-04T03:42:00.4Z,2,REGULAR,2pt,Jump Shot,[],1630527,21.862680683311424,62.745098039215684,1610612746,38,40,2022-02-04T03:42:05Z,1960000,-64.0,153.0,1,left,B. Boston Jr. 16' pullup Jump Shot (2 PTS) (S. Ibaka 1 AST),"[1630527, 201586]",1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,16.57,Made,2.0,,,,,S. Ibaka,201586.0,1.0,,,,,,,,,,,
200,PT07M23.00S,2022-02-04T03:42:21.5Z,2,REGULAR,3pt,Jump Shot,[],2546,88.48554533508542,2.941176470588232,1610612747,38,40,2022-02-04T03:42:26Z,1980000,-235.0,56.0,1,right,MISS C. Anthony 24' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
201,PT07M20.00S,2022-02-04T03:42:24.5Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,38,40,2022-02-04T05:37:03Z,1990000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT07M18.00S,2022-02-04T03:42:28.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1629611,9.510512483574246,49.01960784313726,1610612746,40,40,2022-02-04T03:43:15Z,2000000,5.0,37.0,1,left,T. Mann running reverse Layup (5 PTS),[1629611],1610612746.0,LAC,running reverse,,,Mann,T. Mann,,,,,3.72,Made,5.0,,,,,,,,,,,,,,,,,,
203,PT07M18.00S,2022-02-04T03:42:32.3Z,2,REGULAR,violation,defensive goaltending,[],2546,,,1610612746,40,40,2022-02-04T03:42:55Z,2010000,,,0,,C. Anthony defensive goaltending VIOLATION,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,2534.0,,,,,,,,,,
204,PT07M06.00S,2022-02-04T03:42:56.8Z,2,REGULAR,foul,personal,['2freethrow'],201586,,,1610612747,40,40,2022-02-04T03:43:23Z,2020000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Howard 2 FT),"[201586, 2730]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,1627962.0,,,,,,1.0,0.0,Howard,2730.0,
206,PT07M06.00S,2022-02-04T03:43:25.4Z,2,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,40,40,2022-02-04T03:43:46Z,2040000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M06.00S,2022-02-04T03:43:25.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,40,40,2022-02-04T03:43:46Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,
208,PT07M06.00S,2022-02-04T03:43:25.4Z,2,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,40,40,2022-02-04T03:43:46Z,2060000,,,0,,MISS D. Howard Free Throw 2 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
209,PT07M03.00S,2022-02-04T03:43:28.4Z,2,REGULAR,rebound,offensive,[],201566,,,1610612747,40,40,2022-02-04T03:43:46Z,2070000,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,208.0,3.0,2.0,1.0,,,,,,,,,,,,,,
210,PT06M55.00S,2022-02-04T03:43:55.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612747,40,40,2022-02-04T03:44:07Z,2080000,,,0,,T. Mann shooting personal FOUL (2 PF) (Bazemore 2 FT),"[1629611, 203145]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,2534.0,,,,,,2.0,0.0,Bazemore,203145.0,
212,PT06M55.00S,2022-02-04T03:44:14.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,40,40,2022-02-04T03:44:14Z,2100000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,out,[],1630527,,,1610612747,40,40,2022-02-04T03:47:30Z,2110000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,out,[],201566,,,1610612747,40,40,2022-02-04T03:47:30Z,2120000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,out,[],2546,,,1610612747,40,40,2022-02-04T03:47:30Z,2130000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,out,[],2730,,,1610612747,40,40,2022-02-04T03:47:30Z,2140000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,in,[],202694,,,1610612747,40,40,2022-02-04T03:47:30Z,2150000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,in,[],1626169,,,1610612747,40,40,2022-02-04T03:47:30Z,2160000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,in,[],203076,,,1610612747,40,40,2022-02-04T03:47:30Z,2170000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M55.00S,2022-02-04T03:44:16.3Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,40,40,2022-02-04T03:47:30Z,2180000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M55.00S,2022-02-04T03:47:43.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203145,,,1610612747,40,41,2022-02-04T03:48:03Z,2190000,,,0,,K. Bazemore Free Throw 1 of 2 (1 PTS),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
222,PT06M55.00S,2022-02-04T03:47:43.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203145,,,1610612747,40,41,2022-02-04T03:48:03Z,2200000,,,0,,MISS K. Bazemore Free Throw 2 of 2,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,Missed,,,,,,,,,,,,,,,,,,,
223,PT06M53.00S,2022-02-04T03:47:45.5Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,40,41,2022-02-04T03:48:03Z,2210000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,222.0,2.0,2.0,0.0,,,,,,,,,,,,,,
224,PT06M35.00S,2022-02-04T03:48:18.4Z,2,REGULAR,3pt,Jump Shot,[],1628379,32.37516425755584,65.44117647058823,1610612746,43,41,2022-02-04T03:48:52Z,2220000,-77.0,252.0,1,left,L. Kennard 26' 3PT pullup (8 PTS) (T. Mann 1 AST),"[1628379, 1629611]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,26.34,Made,8.0,,,,,T. Mann,1629611.0,1.0,,,,,,,,,,,
226,PT06M18.00S,2022-02-04T03:48:35.7Z,2,REGULAR,2pt,Jump Shot,[],203076,93.74178712220763,32.84313725490196,1610612747,43,41,2022-02-04T03:48:44Z,2240000,-86.0,6.0,1,right,MISS A. Davis 8' driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,8.6,Missed,,,,,,,,,,,,,,,,,,,
227,PT06M15.00S,2022-02-04T03:48:38.7Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,43,41,2022-02-04T03:48:44Z,2250000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,,,,,,,
228,PT06M09.00S,2022-02-04T03:48:45.4Z,2,REGULAR,turnover,bad pass,[],1629611,,,1610612746,43,41,2022-02-04T03:48:49Z,2260000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 203076]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,1.0,Davis,203076.0,,,,,,,
229,PT06M09.00S,2022-02-04T03:48:45.4Z,2,REGULAR,steal,,[],203076,,,1610612747,43,41,2022-02-04T03:48:47Z,2270000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M54.00S,2022-02-04T03:49:00.3Z,2,REGULAR,turnover,bad pass,[],1629659,,,1610612747,43,41,2022-02-04T03:49:04Z,2280000,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 202339]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0,,,,,,,
231,PT05M54.00S,2022-02-04T03:49:00.3Z,2,REGULAR,steal,,[],202339,,,1610612746,43,41,2022-02-04T03:49:02Z,2290000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M41.00S,2022-02-04T03:49:13.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201586,12.66425755584757,49.754901960784316,1610612746,43,41,2022-02-04T03:49:17Z,2300000,1.0,67.0,1,left,MISS S. Ibaka 6' driving Hook,[201586],1610612746.0,LAC,driving,,,Ibaka,S. Ibaka,,,,,6.65,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M37.00S,2022-02-04T03:49:17.2Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612747,43,41,2022-02-04T03:49:17Z,2310000,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,,
234,PT05M31.00S,2022-02-04T03:49:23.1Z,2,REGULAR,2pt,Jump Shot,[],203145,85.5946123521682,30.637254901960787,1610612747,43,41,2022-02-04T03:49:27Z,2320000,-97.0,83.0,1,right,MISS K. Bazemore 12' pullup Shot,[203145],1610612747.0,LAL,pullup,,,Bazemore,K. Bazemore,,,,,12.74,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M27.00S,2022-02-04T03:49:27.1Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,43,41,2022-02-04T03:49:27Z,2330000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,,,,,,,
236,PT05M19.00S,2022-02-04T03:49:37.7Z,2,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612746,43,41,2022-02-04T03:49:42Z,2340000,,,0,,S. Johnson shooting personal FOUL (1 PF) (Morris Sr. 2 FT),"[1626169, 202694]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,,,,,,,,,,,2534.0,,,,,,1.0,0.0,Morris Sr.,202694.0,
238,PT05M19.00S,2022-02-04T03:50:09.5Z,2,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,43,41,2022-02-04T03:50:47Z,2360000,,,0,,MISS M. Morris Sr. Free Throw 1 of 2,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
239,PT05M19.00S,2022-02-04T03:50:09.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,43,41,2022-02-04T03:50:47Z,2370000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,
240,PT05M19.00S,2022-02-04T03:50:13.1Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,43,41,2022-02-04T03:50:18Z,2380000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M19.00S,2022-02-04T03:50:13.1Z,2,REGULAR,substitution,out,[],1630559,,,1610612746,43,41,2022-02-04T03:50:18Z,2390000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M19.00S,2022-02-04T03:50:13.1Z,2,REGULAR,substitution,in,[],202704,,,1610612746,43,41,2022-02-04T03:50:18Z,2400000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M19.00S,2022-02-04T03:50:13.1Z,2,REGULAR,substitution,in,[],1628370,,,1610612746,43,41,2022-02-04T03:50:18Z,2410000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M19.00S,2022-02-04T03:50:13.1Z,2,REGULAR,substitution,out,[],203145,,,1610612746,43,41,2022-02-04T03:50:27Z,2420000,,,0,,SUB out: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M19.00S,2022-02-04T03:50:13.1Z,2,REGULAR,substitution,in,[],202340,,,1610612746,43,41,2022-02-04T03:50:27Z,2430000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M19.00S,2022-02-04T03:50:09.5Z,2,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,43,41,2022-02-04T03:50:47Z,2440000,,,0,,MISS M. Morris Sr. Free Throw 2 of 2,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M16.00S,2022-02-04T03:50:12.5Z,2,REGULAR,rebound,defensive,[],1626169,,,1610612747,43,41,2022-02-04T03:50:47Z,2450000,,,0,,S. Johnson REBOUND (Off:0 Def:3),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,
248,PT05M04.00S,2022-02-04T03:50:58.8Z,2,REGULAR,turnover,bad pass,[],203076,,,1610612747,43,41,2022-02-04T03:51:05Z,2460000,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 202704]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,1.0,Jackson,202704.0,,,,,,,
249,PT05M04.00S,2022-02-04T03:50:58.8Z,2,REGULAR,steal,,[],202704,,,1610612746,43,41,2022-02-04T03:51:01Z,2470000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M00.00S,2022-02-04T03:51:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201586,9.379106438896187,49.50980392156863,1610612746,45,41,2022-02-04T03:51:09Z,2480000,2.0,36.0,1,left,S. Ibaka running Layup (8 PTS) (R. Jackson 4 AST),"[201586, 202704]",1610612746.0,LAC,running,,,Ibaka,S. Ibaka,,,,,3.58,Made,8.0,,,,,R. Jackson,202704.0,4.0,,,,,,,,,,,
252,PT05M00.00S,2022-02-04T03:51:11.8Z,2,REGULAR,foul,personal,['1freethrow'],202340,,,1610612746,45,41,2022-02-04T03:51:28Z,2500000,,,0,,A. Bradley shooting personal FOUL (2 PF) (Ibaka 1 FT),"[202340, 201586]",1610612747.0,LAL,shooting,,,Bradley,A. Bradley,,,,,,,,,,,,,,,1627962.0,,,,,,2.0,0.0,Ibaka,201586.0,
254,PT05M00.00S,2022-02-04T03:51:39.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201586,,,1610612746,45,41,2022-02-04T03:51:41Z,2520000,,,0,,MISS S. Ibaka Free Throw 1 of 1,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M58.00S,2022-02-04T03:51:41.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,45,41,2022-02-04T03:51:41Z,2530000,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,254.0,6.0,4.0,2.0,,,,,,,,,,,,,,
256,PT04M44.00S,2022-02-04T03:51:55.5Z,2,REGULAR,3pt,Jump Shot,[],1629659,72.32260183968462,25.24509803921569,1610612747,45,44,2022-02-04T03:51:59Z,2540000,-124.0,208.0,1,right,T. Horton-Tucker 24' 3PT step back (9 PTS) (A. Davis 1 AST),"[1629659, 203076]",1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,24.18,Made,9.0,,,,,A. Davis,203076.0,1.0,,,,,,,,,,,
258,PT04M30.00S,2022-02-04T03:52:12.9Z,2,REGULAR,foul,personal,[],1628370,,,1610612746,45,44,2022-02-04T03:52:25Z,2560000,,,0,,M. Monk personal FOUL (1 PF),"[1628370, 201586]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,2534.0,,,,,,1.0,0.0,Ibaka,201586.0,
260,PT04M16.00S,2022-02-04T03:52:50.6Z,2,REGULAR,2pt,Jump Shot,[],202694,20.41721419185282,73.77450980392157,1610612746,45,44,2022-02-04T03:53:03Z,2580000,-119.0,139.0,1,left,MISS M. Morris Sr. 18' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,18.32,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M15.00S,2022-02-04T03:52:51.6Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,45,44,2022-02-04T03:53:03Z,2590000,,,0,,M. Monk REBOUND (Off:0 Def:4),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,260.0,4.0,4.0,0.0,,,,,,,,,,,,,,
262,PT04M04.00S,2022-02-04T03:53:02.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,92.42772667542707,49.50980392156863,1610612747,45,46,2022-02-04T03:53:06Z,2600000,-2.0,19.0,1,right,A. Davis DUNK (10 PTS) (M. Monk 4 AST),"[203076, 1628370]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,1.89,Made,10.0,,,,,M. Monk,1628370.0,4.0,,,,,,,,,,,
264,PT03M47.00S,2022-02-04T03:53:19.6Z,2,REGULAR,3pt,Jump Shot,[],1628379,31.718134034165573,79.65686274509804,1610612746,45,46,2022-02-04T03:53:24Z,2620000,-148.0,246.0,1,left,MISS L. Kennard 28' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,28.7,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M44.00S,2022-02-04T03:53:22.6Z,2,REGULAR,rebound,offensive,[],202339,,,1610612746,45,46,2022-02-04T03:53:24Z,2630000,,,0,,E. Bledsoe REBOUND (Off:1 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,264.0,3.0,2.0,1.0,,,,,,,,,,,,,,
266,PT03M41.00S,2022-02-04T03:53:25.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202694,23.4395532194481,28.92156862745098,1610612746,47,46,2022-02-04T03:53:29Z,2640000,105.0,168.0,1,left,M. Morris Sr. 19' pullup Jump Shot (9 PTS) (E. Bledsoe 6 AST),"[202694, 202339]",1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,19.82,Made,9.0,,,,,E. Bledsoe,202339.0,6.0,,,,,,,,,,,
268,PT03M19.00S,2022-02-04T03:53:47.1Z,2,REGULAR,3pt,Jump Shot,[],203076,70.87713534822602,82.35294117647058,1610612747,47,46,2022-02-04T03:53:51Z,2660000,162.0,221.0,1,right,MISS A. Davis 27' 3PT,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
269,PT03M17.00S,2022-02-04T03:53:49.1Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,47,46,2022-02-04T03:53:51Z,2670000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,268.0,4.0,4.0,0.0,,,,,,,,,,,,,,
