actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
18,PT10M37.00S,2022-03-10T03:42:22.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202694,90.98226018396846,16.666666666666657,1610612746,7,0,2022-03-10T03:42:29Z,180000,-167.0,32.0,1,right,M. Morris Sr. 16' Jump Shot (2 PTS) (N. Batum 2 AST),"[202694, 201587]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,16.98,Made,,,,,2.0,N. Batum,201587.0,2.0,,,,,,,,,,,
20,PT10M28.00S,2022-03-10T03:42:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,8.196452036793687,49.754901960784316,1610612764,7,2,2022-03-10T03:42:37Z,200000,1.0,25.0,1,left,R. Neto driving Layup (2 PTS),[203526],1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,2.45,Made,,,,,2.0,,,,,,,,,,,,,,
21,PT10M14.00S,2022-03-10T03:42:47.1Z,1,REGULAR,2pt,Jump Shot,[],201587,70.74572930354796,52.450980392156865,1610612746,7,2,2022-03-10T03:42:51Z,210000,12.0,222.0,1,right,MISS N. Batum 22' pullup Shot,[201587],1610612746.0,LAC,pullup,,,Batum,N. Batum,,,,,22.28,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M14.00S,2022-03-10T03:42:47.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,7,2,2022-03-10T03:42:51Z,220000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2022-03-10T03:42:52.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,7,2,2022-03-10T03:42:52Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-03-10T03:43:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,8.065045992115643,47.549019607843135,1610612764,7,4,2022-03-10T03:43:25Z,240000,12.0,23.0,1,left,K. Porzingis Layup (2 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,2.63,Made,,,,,2.0,,,,,,,,,,,,,,
25,PT09M54.00S,2022-03-10T03:43:22.3Z,1,REGULAR,foul,personal,['1freethrow'],1629599,,,1610612764,7,4,2022-03-10T03:43:28Z,250000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Porzingis 1 FT),"[1629599, 204001]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Porzingis,204001.0,,,,,,
27,PT09M54.00S,2022-03-10T03:43:51.6Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,7,5,2022-03-10T03:43:51Z,270000,,,0,,K. Porzingis Free Throw 1 of 1 (3 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
28,PT09M39.00S,2022-03-10T03:44:07.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.0335085413929,48.774509803921575,1610612746,7,5,2022-03-10T03:44:12Z,280000,-6.0,22.0,1,right,MISS I. Zubac cutting DUNK - blocked,"[1627826, 204001]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,2.32,Missed,,,,,,,,,,,,,,,Porzingis,204001.0,,,
29,PT09M39.00S,2022-03-10T03:44:07.7Z,1,REGULAR,block,,[],204001,,,1610612746,7,5,2022-03-10T03:44:10Z,290000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M36.00S,2022-03-10T03:44:10.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,7,5,2022-03-10T03:44:12Z,300000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
31,PT09M32.00S,2022-03-10T03:44:15.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203526,7.013797634691201,49.754901960784316,1610612764,7,7,2022-03-10T03:44:37Z,310000,1.0,13.0,1,left,R. Neto driving Layup (4 PTS) (K. Kuzma 1 AST),"[203526, 1628398]",1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,1.35,Made,,,,,4.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,
33,PT09M10.00S,2022-03-10T03:44:37.1Z,1,REGULAR,2pt,Jump Shot,[],202694,88.09132720105124,28.67647058823529,1610612746,9,7,2022-03-10T03:44:46Z,330000,-107.0,59.0,1,right,M. Morris Sr. 12' turnaround Jump Shot (4 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,12.2,Made,,,,,4.0,,,,,,,,,,,,,,
34,PT09M00.00S,2022-03-10T03:44:52.8Z,1,REGULAR,foul,personal,[],1627826,,,1610612764,9,7,2022-03-10T03:45:02Z,340000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 204001]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Porzingis,204001.0,,,,,,
36,PT08M54.00S,2022-03-10T03:45:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.292378449408673,60.294117647058826,1610612764,9,9,2022-03-10T03:45:20Z,360000,-51.0,91.0,1,left,K. Porzingis 10' turnaround Jump Shot (5 PTS) (R. Neto 1 AST),"[204001, 203526]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,10.47,Made,,,,,5.0,R. Neto,203526.0,1.0,,,,,,,,,,,
38,PT08M36.00S,2022-03-10T03:45:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,81.12680683311433,52.205882352941174,1610612746,11,9,2022-03-10T03:45:36Z,380000,11.0,125.0,1,right,I. Zubac 12' floating Jump Shot (4 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,12.54,Made,,,,,4.0,R. Jackson,202704.0,1.0,,,,,,,,,,,
40,PT08M20.00S,2022-03-10T03:45:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,8.196452036793687,50.49019607843137,1610612764,11,9,2022-03-10T03:45:52Z,400000,-2.0,25.0,1,left,MISS C. Kispert Layup,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M18.00S,2022-03-10T03:45:49.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,11,9,2022-03-10T03:45:52Z,410000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M09.00S,2022-03-10T03:45:58.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.77069645203679,46.568627450980394,1610612746,11,9,2022-03-10T03:46:02Z,420000,-17.0,25.0,1,right,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,3.03,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M07.00S,2022-03-10T03:46:00.3Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,11,9,2022-03-10T03:46:02Z,430000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
44,PT08M03.00S,2022-03-10T03:46:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,7.145203679369246,47.05882352941176,1610612764,11,11,2022-03-10T03:46:10Z,440000,15.0,15.0,1,left,K. Kuzma running Layup (2 PTS) (R. Neto 2 AST),"[1628398, 203526]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,2.08,Made,,,,,2.0,R. Neto,203526.0,2.0,,,,,,,,,,,
46,PT07M45.00S,2022-03-10T03:46:22.2Z,1,REGULAR,3pt,Jump Shot,[],202704,68.64323258869908,33.08823529411765,1610612746,14,11,2022-03-10T03:46:26Z,460000,-85.0,242.0,1,right,R. Jackson 25' 3PT pullup (6 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,25.66,Made,,,,,6.0,,,,,,,,,,,,,,
47,PT07M29.00S,2022-03-10T03:46:38.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,7.539421813403408,50.245098039215684,1610612764,14,11,2022-03-10T03:46:44Z,470000,-1.0,18.0,1,left,MISS K. Porzingis DUNK,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M27.00S,2022-03-10T03:46:40.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,11,2022-03-10T03:46:44Z,480000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
49,PT07M19.00S,2022-03-10T03:46:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,72.58541392904074,16.911764705882348,1610612746,14,11,2022-03-10T03:46:54Z,490000,-165.0,205.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M16.00S,2022-03-10T03:46:51.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,14,11,2022-03-10T03:46:54Z,500000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
51,PT07M01.00S,2022-03-10T03:47:06.4Z,1,REGULAR,3pt,Jump Shot,[],203484,32.637976346911955,71.81372549019608,1610612764,14,11,2022-03-10T03:47:10Z,510000,-109.0,254.0,1,left,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2022-03-10T03:47:08.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,14,11,2022-03-10T03:47:10Z,520000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
53,PT06M47.00S,2022-03-10T03:47:20.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,83.75492772667542,54.90196078431372,1610612746,14,11,2022-03-10T03:47:24Z,530000,25.0,100.0,1,right,MISS I. Zubac 10' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,10.32,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M44.00S,2022-03-10T03:47:23.4Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,14,11,2022-03-10T03:47:24Z,540000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT06M31.00S,2022-03-10T03:47:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630557,10.298948751642584,1.2254901960784252,1610612764,14,14,2022-03-10T03:47:40Z,550000,244.0,44.0,1,left,C. Kispert 24' 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[1630557, 203484]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,24.79,Made,,,,,3.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,
57,PT06M16.00S,2022-03-10T03:47:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,86.64586070959264,35.78431372549019,1610612746,14,14,2022-03-10T03:47:57Z,570000,-71.0,73.0,1,right,MISS A. Coffey 10' turnaround Shot,[1629599],1610612746.0,LAC,turnaround,,,Coffey,A. Coffey,,,,,10.19,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M12.00S,2022-03-10T03:47:55.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,14,14,2022-03-10T03:47:55Z,580000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
59,PT06M04.00S,2022-03-10T03:48:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,17.789093298291732,49.50980392156863,1610612764,14,16,2022-03-10T03:48:08Z,590000,2.0,115.0,1,left,K. Kuzma 11' floating Jump Shot (4 PTS) (R. Neto 3 AST),"[1628398, 203526]",1610612764.0,WAS,floating,,,Kuzma,K. Kuzma,,,,,11.47,Made,,,,,4.0,R. Neto,203526.0,3.0,,,,,,,,,,,
61,PT06M04.00S,2022-03-10T03:48:07.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,14,16,2022-03-10T03:48:07Z,610000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2022-03-10T03:50:32.8Z,1,REGULAR,substitution,out,[],204001,,,1610612746,14,16,2022-03-10T03:50:58Z,620000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M04.00S,2022-03-10T03:50:32.8Z,1,REGULAR,substitution,out,[],1630557,,,1610612746,14,16,2022-03-10T03:50:58Z,630000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2022-03-10T03:50:32.8Z,1,REGULAR,substitution,in,[],1630166,,,1610612746,14,16,2022-03-10T03:50:58Z,640000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2022-03-10T03:50:32.8Z,1,REGULAR,substitution,in,[],1629655,,,1610612746,14,16,2022-03-10T03:50:58Z,650000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M51.00S,2022-03-10T03:51:19.2Z,1,REGULAR,foul,personal,[],1630166,,,1610612746,14,16,2022-03-10T03:51:47Z,660000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 202694]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Morris Sr.,202694.0,,,,,,
68,PT05M36.00S,2022-03-10T03:51:49.6Z,1,REGULAR,3pt,Jump Shot,[],202694,69.56307490144546,72.30392156862744,1610612746,17,16,2022-03-10T03:51:55Z,680000,112.0,234.0,1,right,M. Morris Sr. 25' 3PT  (7 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,25.88,Made,,,,,7.0,,,,,,,,,,,,,,
69,PT05M16.00S,2022-03-10T03:52:09.2Z,1,REGULAR,2pt,Jump Shot,[],1628398,26.987516425755587,35.294117647058826,1610612764,17,16,2022-03-10T03:52:13Z,690000,74.0,201.0,1,left,MISS K. Kuzma 21' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,21.42,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M14.00S,2022-03-10T03:52:11.2Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,17,16,2022-03-10T03:52:13Z,700000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
71,PT05M06.00S,2022-03-10T03:52:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,89.79960578186596,54.16666666666667,1610612746,19,16,2022-03-10T03:52:25Z,710000,21.0,43.0,1,right,M. Morris Sr. driving floating Jump Shot (9 PTS) (R. Jackson 2 AST),"[202694, 202704]",1610612746.0,LAC,driving floating,,,Morris Sr.,M. Morris Sr.,,,,,4.81,Made,,,,,9.0,R. Jackson,202704.0,2.0,,,,,,,,,,,
73,PT04M43.00S,2022-03-10T03:52:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,20.285808147174762,46.81372549019608,1610612764,19,18,2022-03-10T03:52:46Z,730000,16.0,138.0,1,left,K. Caldwell-Pope 13' step back Jump Shot (2 PTS),[203484],1610612764.0,WAS,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,13.91,Made,,,,,2.0,,,,,,,,,,,,,,
74,PT04M32.00S,2022-03-10T03:52:54.7Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,19,18,2022-03-10T03:53:00Z,740000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1629655]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,1.0,,,Gafford,1629655.0,
75,PT04M32.00S,2022-03-10T03:52:54.7Z,1,REGULAR,steal,,[],1629655,,,1610612764,19,18,2022-03-10T03:52:56Z,750000,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M27.00S,2022-03-10T03:52:59.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629655,6.619579500657039,48.0392156862745,1610612764,19,20,2022-03-10T03:53:08Z,760000,10.0,10.0,1,left,D. Gafford running alley-oop DUNK (2 PTS) (K. Kuzma 2 AST),"[1629655, 1628398]",1610612764.0,WAS,running alley-oop,,,Gafford,D. Gafford,,,,,1.38,Made,,,,,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,
78,PT04M00.00S,2022-03-10T03:53:25.1Z,1,REGULAR,2pt,Jump Shot,[],202694,76.00197109067017,64.95098039215686,1610612746,19,20,2022-03-10T03:53:39Z,780000,75.0,173.0,1,right,MISS M. Morris Sr. 18' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,18.86,Missed,,,,,,,,,,,,,,,,,,,
79,PT03M57.00S,2022-03-10T03:53:28.1Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,19,20,2022-03-10T03:53:39Z,790000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
80,PT03M57.00S,2022-03-10T03:53:28.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,19,20,2022-03-10T03:53:35Z,800000,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
81,PT03M57.00S,2022-03-10T03:53:28.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,19,20,2022-03-10T03:53:35Z,810000,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,80.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
82,PT03M54.00S,2022-03-10T03:53:31.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,21,20,2022-03-10T03:53:44Z,820000,0.0,0.0,1,right,I. Zubac putback Layup (6 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
83,PT03M43.00S,2022-03-10T03:53:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,14.241130091984232,37.254901960784316,1610612764,21,20,2022-03-10T03:53:56Z,830000,64.0,81.0,1,left,MISS R. Neto 10' floating Shot - blocked,"[203526, 1627826]",1610612764.0,WAS,floating,,,Neto,R. Neto,,,,,10.34,Missed,,,,,,,,,,,,,,,Zubac,1627826.0,,,
84,PT03M43.00S,2022-03-10T03:53:43.3Z,1,REGULAR,block,,[],1627826,,,1610612764,21,20,2022-03-10T03:53:46Z,840000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M43.00S,2022-03-10T03:53:43.3Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,21,20,2022-03-10T03:53:56Z,850000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
86,PT03M27.00S,2022-03-10T03:53:59.2Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,21,20,2022-03-10T03:54:03Z,860000,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 203484]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,1.0,,,Caldwell-Pope,203484.0,
87,PT03M27.00S,2022-03-10T03:53:59.2Z,1,REGULAR,steal,,[],203484,,,1610612764,21,20,2022-03-10T03:54:01Z,870000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M24.00S,2022-03-10T03:54:03.6Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612764,21,20,2022-03-10T03:54:12Z,880000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Neto 2 FT),"[202704, 203526]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Neto,203526.0,,,,,,
