actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M21.00S,2021-12-27T02:12:41.8Z,1,REGULAR,rebound,offensive,[],1628420,,,1610612743,4,2,2021-12-27T02:12:43Z,180000,,,0,,M. Morris REBOUND (Off:1 Def:0),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M20.00S,2021-12-27T02:12:44.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203085,30.66688567674113,28.186274509803923,1610612743,4,5,2021-12-27T02:12:49Z,190000,109.0,236.0,1,left,A. Rivers 25' 3PT  (3 PTS) (M. Morris 1 AST),"[203085, 1628420]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.98,Made,,,,,3.0,M. Morris,1628420.0,1.0,,,,,,,,,,
21,PT10M01.00S,2021-12-27T02:13:02.5Z,1,REGULAR,3pt,Jump Shot,[],201587,72.32260183968462,22.549019607843135,1610612746,4,5,2021-12-27T02:13:06Z,210000,-137.0,208.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2021-12-27T02:13:05.5Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,4,5,2021-12-27T02:13:06Z,220000,,,0,,M. Morris REBOUND (Off:1 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,
23,PT09M52.00S,2021-12-27T02:13:11.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,26.330486202365307,17.64705882352942,1610612743,4,8,2021-12-27T02:13:35Z,230000,162.0,195.0,1,left,W. Barton 25' 3PT running (3 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,25.34,Made,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,
25,PT09M40.00S,2021-12-27T02:13:23.1Z,1,REGULAR,2pt,Jump Shot,[],202339,94.13600525624179,81.61764705882354,1610612746,6,8,2021-12-27T02:13:28Z,250000,158.0,3.0,1,right,E. Bledsoe 15' step back Jump Shot (2 PTS),[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,15.81,Made,,,,,2.0,,,,,,,,,,,,,
26,PT09M27.00S,2021-12-27T02:13:35.6Z,1,REGULAR,3pt,Jump Shot,[],203085,28.038764783180028,82.1078431372549,1610612743,6,11,2021-12-27T02:13:39Z,260000,-161.0,211.0,1,left,A. Rivers 26' 3PT  (6 PTS) (N. Jokic 2 AST),"[203085, 203999]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,26.52,Made,,,,,6.0,N. Jokic,203999.0,2.0,,,,,,,,,,
28,PT09M12.00S,2021-12-27T02:13:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201587,93.61038107752957,46.568627450980394,1610612746,8,11,2021-12-27T02:14:00Z,280000,-17.0,8.0,1,right,N. Batum cutting Layup (2 PTS) (T. Mann 1 AST),"[201587, 1629611]",1610612746.0,LAC,cutting,,,Batum,N. Batum,,,,,1.88,Made,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,,,,
30,PT09M03.00S,2021-12-27T02:14:00.1Z,1,REGULAR,3pt,Jump Shot,[],203085,32.637976346911955,53.18627450980392,1610612743,8,11,2021-12-27T02:14:05Z,300000,-16.0,254.0,1,left,MISS A. Rivers 25' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2021-12-27T02:14:03.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,11,2021-12-27T02:14:05Z,310000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,
32,PT08M43.00S,2021-12-27T02:14:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,81.7838370565046,50.73529411764706,1610612746,10,11,2021-12-27T02:14:26Z,320000,4.0,119.0,1,right,T. Mann 11' Jump Shot (2 PTS) (E. Bledsoe 3 AST),"[1629611, 202339]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,11.88,Made,,,,,2.0,E. Bledsoe,202339.0,3.0,,,,,,,,,,
34,PT08M33.00S,2021-12-27T02:14:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.276609724047319,53.67647058823529,1610612743,10,13,2021-12-27T02:14:34Z,340000,-18.0,16.0,1,left,M. Morris cutting Layup (2 PTS) (N. Jokic 3 AST),"[1628420, 203999]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,2.43,Made,,,,,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,
36,PT08M21.00S,2021-12-27T02:14:42.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,73.11103810775296,82.1078431372549,1610612746,10,13,2021-12-27T02:14:47Z,360000,161.0,200.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,
37,PT08M19.00S,2021-12-27T02:14:44.7Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,10,13,2021-12-27T02:14:47Z,370000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M13.00S,2021-12-27T02:14:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,7.539421813403408,60.049019607843135,1610612743,10,15,2021-12-27T02:14:56Z,380000,-50.0,18.0,1,left,W. Barton driving floating bank Jump Shot (5 PTS),[203115],1610612743.0,DEN,driving floating bank,,,Barton,W. Barton,,,,,5.35,Made,,,,,5.0,,,,,,,,,,,,,
39,PT07M54.00S,2021-12-27T02:15:09.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201587,93.47897503285151,52.94117647058824,1610612746,12,15,2021-12-27T02:15:13Z,390000,15.0,9.0,1,right,N. Batum driving DUNK (4 PTS) (E. Bledsoe 4 AST),"[201587, 202339]",1610612746.0,LAC,driving,,,Batum,N. Batum,,,,,1.71,Made,,,,,4.0,E. Bledsoe,202339.0,4.0,,,,,,,,,,
41,PT07M44.00S,2021-12-27T02:15:19.5Z,1,REGULAR,3pt,Jump Shot,[],203115,32.37516425755584,43.13725490196079,1610612743,12,15,2021-12-27T02:15:24Z,410000,34.0,252.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,
42,PT07M39.00S,2021-12-27T02:15:24.5Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,12,15,2021-12-27T02:15:24Z,420000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT07M29.00S,2021-12-27T02:15:33.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.30289093298292,50.49019607843137,1610612746,14,15,2021-12-27T02:15:40Z,430000,2.0,67.0,1,right,I. Zubac 6' turnaround Hook (6 PTS) (E. Bledsoe 5 AST),"[1627826, 202339]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,6.69,Made,,,,,6.0,E. Bledsoe,202339.0,5.0,,,,,,,,,,
45,PT07M07.00S,2021-12-27T02:15:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,6.619579500657039,46.32352941176471,1610612743,14,15,2021-12-27T02:16:13Z,450000,18.0,10.0,1,left,MISS A. Rivers driving Layup - blocked,"[203085, 1627826]",1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,2.08,Missed,,,,,,,,,Zubac,1627826.0,,,,,,,,
46,PT07M07.00S,2021-12-27T02:15:57.7Z,1,REGULAR,block,,[],1627826,,,1610612743,14,15,2021-12-27T02:16:00Z,460000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M06.00S,2021-12-27T02:15:58.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,14,15,2021-12-27T02:16:13Z,470000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
48,PT07M06.00S,2021-12-27T02:16:02.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,14,15,2021-12-27T02:16:02Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M47.00S,2021-12-27T02:16:33.2Z,1,REGULAR,2pt,Jump Shot,[],1628379,93.61038107752957,22.794117647058826,1610612746,16,15,2021-12-27T02:16:36Z,490000,-136.0,8.0,1,right,L. Kennard 13' pullup Jump Shot (2 PTS) (T. Mann 2 AST),"[1628379, 1629611]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,13.62,Made,,,,,2.0,T. Mann,1629611.0,2.0,,,,,,,,,,
51,PT06M35.00S,2021-12-27T02:16:45.0Z,1,REGULAR,3pt,Jump Shot,[],1628420,9.510512483574246,4.656862745098039,1610612743,16,15,2021-12-27T02:16:50Z,510000,227.0,37.0,1,left,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,
52,PT06M34.00S,2021-12-27T02:16:46.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,16,15,2021-12-27T02:16:50Z,520000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,
53,PT06M34.00S,2021-12-27T02:16:51.3Z,1,REGULAR,foul,personal,[],1628379,,,1610612743,16,15,2021-12-27T02:16:56Z,530000,,,0,,L. Kennard loose ball personal FOUL (1 PF),"[1628379, 201145]",1610612746.0,LAC,loose ball,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Green,201145.0,,,
55,PT06M34.00S,2021-12-27T02:16:59.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,16,15,2021-12-27T02:16:59Z,550000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M22.00S,2021-12-27T02:20:08.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203115,32.37516425755584,36.51960784313726,1610612743,16,15,2021-12-27T02:20:12Z,560000,67.0,252.0,1,left,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
57,PT06M19.00S,2021-12-27T02:20:11.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,16,15,2021-12-27T02:20:12Z,570000,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,56.0,4.0,3.0,1.0,,,,,,,,,,,,,,
58,PT06M14.00S,2021-12-27T02:20:16.6Z,1,REGULAR,turnover,lost ball,[],202339,,,1610612746,16,15,2021-12-27T02:20:19Z,580000,,,0,,E. Bledsoe lost ball TURNOVER (1 TO),"[202339, 203115]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,1.0,Barton,203115.0
59,PT06M14.00S,2021-12-27T02:20:16.6Z,1,REGULAR,steal,,[],203115,,,1610612743,16,15,2021-12-27T02:20:18Z,590000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M02.00S,2021-12-27T02:20:29.0Z,1,REGULAR,turnover,bad pass,[],203115,,,1610612743,16,15,2021-12-27T02:20:33Z,600000,,,0,,W. Barton bad pass TURNOVER (1 TO),"[203115, 202339]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0
61,PT06M02.00S,2021-12-27T02:20:29.0Z,1,REGULAR,steal,,[],202339,,,1610612746,16,15,2021-12-27T02:20:31Z,610000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M56.00S,2021-12-27T02:20:34.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628379,66.67214191852825,65.68627450980392,1610612746,19,15,2021-12-27T02:20:43Z,620000,78.0,261.0,1,right,L. Kennard 27' 3PT running pullup (5 PTS) (T. Mann 3 AST),"[1628379, 1629611]",1610612746.0,LAC,running pullup,,,Kennard,L. Kennard,,,,,27.23,Made,,,,,5.0,T. Mann,1629611.0,3.0,,,,,,,,,,
64,PT05M28.00S,2021-12-27T02:21:02.7Z,1,REGULAR,2pt,Jump Shot,[],1628420,23.04533508541394,35.049019607843135,1610612743,19,15,2021-12-27T02:21:09Z,640000,75.0,164.0,1,left,MISS M. Morris 18' Jump Shot,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,18.03,Missed,,,,,,,,,,,,,,,,,,
65,PT05M24.00S,2021-12-27T02:21:06.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,19,15,2021-12-27T02:21:09Z,650000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT05M19.00S,2021-12-27T02:21:11.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629611,93.08475689881735,38.48039215686274,1610612746,19,15,2021-12-27T02:21:20Z,660000,-58.0,13.0,1,right,MISS T. Mann running Layup - blocked,"[1629611, 201145]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,5.89,Missed,,,,,,,,,Green,201145.0,,,,,,,,
67,PT05M19.00S,2021-12-27T02:21:11.3Z,1,REGULAR,block,,[],201145,,,1610612746,19,15,2021-12-27T02:21:13Z,670000,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M15.00S,2021-12-27T02:21:15.3Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,19,15,2021-12-27T02:23:41Z,680000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT05M13.00S,2021-12-27T02:21:17.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,23.308147174770042,91.42156862745098,1610612743,19,15,2021-12-27T02:21:24Z,690000,-207.0,167.0,1,left,MISS M. Morris 26' running 3PT,[1628420],1610612743.0,DEN,running,,,Morris,M. Morris,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
70,PT05M13.00S,2021-12-27T02:21:17.0Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,19,15,2021-12-27T02:21:24Z,700000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT05M05.00S,2021-12-27T02:21:26.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629611,90.98226018396846,45.58823529411765,1610612746,21,15,2021-12-27T02:21:33Z,710000,-22.0,32.0,1,right,T. Mann driving floating Jump Shot (4 PTS) (N. Batum 1 AST),"[1629611, 201587]",1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,3.91,Made,,,,,4.0,N. Batum,201587.0,1.0,,,,,,,,,,
73,PT04M49.00S,2021-12-27T02:21:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,6.225361366622863,53.431372549019606,1610612743,21,17,2021-12-27T02:21:48Z,730000,-17.0,6.0,1,left,J. Green reverse Layup (2 PTS) (N. Jokic 4 AST),"[201145, 203999]",1610612743.0,DEN,reverse,,,Green,J. Green,,,,,1.82,Made,,,,,2.0,N. Jokic,203999.0,4.0,,,,,,,,,,
75,PT04M28.00S,2021-12-27T02:22:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,92.42772667542707,52.94117647058824,1610612746,21,17,2021-12-27T02:22:06Z,750000,15.0,19.0,1,right,MISS L. Kennard driving Layup,[1628379],1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,2.38,Missed,,,,,,,,,,,,,,,,,,
76,PT04M28.00S,2021-12-27T02:22:02.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,21,17,2021-12-27T02:22:06Z,760000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT04M28.00S,2021-12-27T02:22:06.2Z,1,REGULAR,foul,personal,[],1628379,,,1610612743,21,17,2021-12-27T02:22:13Z,770000,,,0,,L. Kennard personal FOUL (2 PF),"[1628379, 203999]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Jokic,203999.0,,,
79,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,out,[],201587,,,1610612743,21,17,2021-12-27T02:22:35Z,790000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,out,[],1628379,,,1610612743,21,17,2021-12-27T02:22:35Z,800000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612743,21,17,2021-12-27T02:22:35Z,810000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,out,[],201145,,,1610612743,21,17,2021-12-27T02:22:35Z,820000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,out,[],203085,,,1610612743,21,17,2021-12-27T02:22:35Z,830000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,in,[],201586,,,1610612743,21,17,2021-12-27T02:22:35Z,840000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,in,[],1630527,,,1610612743,21,17,2021-12-27T02:22:35Z,850000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,in,[],1629599,,,1610612743,21,17,2021-12-27T02:22:35Z,860000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,21,17,2021-12-27T02:22:35Z,870000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M28.00S,2021-12-27T02:22:13.0Z,1,REGULAR,substitution,in,[],1628427,,,1610612743,21,17,2021-12-27T02:22:35Z,880000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M22.00S,2021-12-27T02:22:45.8Z,1,REGULAR,foul,personal,[],1629611,,,1610612743,21,17,2021-12-27T02:22:51Z,890000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1628427]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Cancar,1628427.0,,,
91,PT04M17.00S,2021-12-27T02:23:09.0Z,1,REGULAR,foul,personal,['2freethrow'],201586,,,1610612743,21,17,2021-12-27T02:23:23Z,910000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Jokic 2 FT),"[201586, 203999]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Jokic,203999.0,,,
93,PT04M17.00S,2021-12-27T02:23:35.9Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,21,18,2021-12-27T02:23:35Z,930000,,,0,,N. Jokic Free Throw 1 of 2 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
94,PT04M17.00S,2021-12-27T02:23:37.6Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,21,18,2021-12-27T02:23:43Z,940000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M17.00S,2021-12-27T02:23:37.6Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,21,18,2021-12-27T02:23:43Z,950000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
