actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-02T02:40:38.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-02T02:40:38Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-11-02T02:40:43.3Z,1,REGULAR,jumpball,recovered,[],1630526,,,1610612760,0,0,2021-11-02T02:40:43Z,40000,,,0,,Jump Ball D. Favors vs. I. Zubac: Tip to J. Robinson-Earl,"[1630526, 202324, 1627826]",1610612760.0,OKC,startperiod,J. Robinson-Earl,1630526.0,Robinson-Earl,J. Robinson-Earl,Favors,202324.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-11-02T02:40:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.241130091984232,47.30392156862745,1610612760,0,0,2021-11-02T02:41:00Z,70000,13.0,81.0,1,left,MISS S. Gilgeous-Alexander 8' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,8.25,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2021-11-02T02:40:57.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2021-11-02T02:41:00Z,80000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2021-11-02T02:41:18.0Z,1,REGULAR,3pt,Jump Shot,[],202339,66.67214191852825,41.42156862745098,1610612746,0,0,2021-11-02T02:41:23Z,90000,-43.0,261.0,1,right,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2021-11-02T02:41:22.0Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,0,0,2021-11-02T02:41:23Z,100000,,,0,,D. Favors REBOUND (Off:0 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M05.00S,2021-11-02T02:41:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629647,9.461235216819972,61.190257352941174,1610612760,0,2,2021-11-02T02:41:40Z,110000,-56.0,36.0,1,left,D. Bazley 6' driving bank Jump Shot (2 PTS),[1629647],1610612760.0,OKC,driving bank,,,Bazley,D. Bazley,,,,,6.68,Made,,,,,2.0,,,,,,,,,,,,,,
12,PT10M51.00S,2021-11-02T02:41:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,93.47897503285151,59.80392156862745,1610612746,2,2,2021-11-02T02:41:55Z,120000,49.0,9.0,1,right,E. Bledsoe driving floating bank Jump Shot (2 PTS) (P. George 1 AST),"[202339, 202331]",1610612746.0,LAC,driving floating bank,,,Bledsoe,E. Bledsoe,,,,,4.98,Made,,,,,2.0,P. George,202331.0,1.0,,,,,,,,,,,
14,PT10M34.00S,2021-11-02T02:42:03.2Z,1,REGULAR,2pt,Jump Shot,[],202324,15.029566360052556,83.82352941176471,1610612760,2,4,2021-11-02T02:42:09Z,140000,-169.0,89.0,1,left,D. Favors 19' Jump Shot (2 PTS) (J. Giddey 1 AST),"[202324, 1630581]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,19.1,Made,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,
16,PT10M24.00S,2021-11-02T02:42:13.9Z,1,REGULAR,2pt,Jump Shot,[],202331,77.05321944809461,38.725490196078425,1610612746,2,4,2021-11-02T02:42:18Z,160000,-56.0,163.0,1,right,MISS P. George 17' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,17.27,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2021-11-02T02:42:16.9Z,1,REGULAR,rebound,defensive,[],202324,,,1610612760,2,4,2021-11-02T02:42:18Z,170000,,,0,,D. Favors REBOUND (Off:0 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
18,PT10M12.00S,2021-11-02T02:42:25.3Z,1,REGULAR,turnover,bad pass,[],1629647,,,1610612760,2,4,2021-11-02T02:42:29Z,180000,,,0,,D. Bazley bad pass TURNOVER (1 TO),"[1629647, 202331]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,1.0,George,202331.0,,,,,,,,
19,PT10M12.00S,2021-11-02T02:42:25.3Z,1,REGULAR,steal,,[],202331,,,1610612746,2,4,2021-11-02T02:42:27Z,190000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
