actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
185,PT09M57.00S,2021-10-26T03:11:55.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,36,25,2021-10-26T03:12:13Z,1840000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,,
186,PT09M56.00S,2021-10-26T03:12:01.8Z,2,REGULAR,violation,kicked ball,[],1628379,,,1610612757,36,25,2021-10-26T03:12:16Z,1850000,,,0,,L. Kennard kicked ball VIOLATION,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,2715.0,,,,,,
187,PT09M56.00S,2021-10-26T03:12:14.1Z,2,REGULAR,substitution,out,[],1626159,,,1610612757,36,25,2021-10-26T03:12:18Z,1860000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M56.00S,2021-10-26T03:12:14.1Z,2,REGULAR,substitution,in,[],202331,,,1610612757,36,25,2021-10-26T03:12:18Z,1870000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M44.00S,2021-10-26T03:12:41.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,69.4316688567674,22.058823529411768,1610612757,36,25,2021-10-26T03:12:45Z,1880000,-140.0,235.0,1,right,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,27.32,Missed,,,,,,,,,,,,,,,
190,PT09M44.00S,2021-10-26T03:12:41.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,36,25,2021-10-26T03:12:45Z,1890000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,,
191,PT09M44.00S,2021-10-26T03:12:46.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,36,25,2021-10-26T03:12:46Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M34.00S,2021-10-26T03:13:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,30.14126149802891,80.14705882352942,1610612746,39,25,2021-10-26T03:13:06Z,1910000,-151.0,231.0,1,left,L. Kennard 27' 3PT  (13 PTS) (E. Bledsoe 4 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,27.56,Made,13.0,E. Bledsoe,202339.0,4.0,,,,,,,,,,,
194,PT09M19.00S,2021-10-26T03:13:17.1Z,2,REGULAR,3pt,Jump Shot,[],203468,68.11760840998686,54.65686274509804,1610612757,39,25,2021-10-26T03:13:22Z,1930000,23.0,247.0,1,right,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,24.83,Missed,,,,,,,,,,,,,,,
195,PT09M17.00S,2021-10-26T03:13:19.1Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,39,25,2021-10-26T03:13:22Z,1940000,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,194.0,4.0,4.0,0.0,,,,,,,
196,PT09M06.00S,2021-10-26T03:13:30.8Z,2,REGULAR,3pt,Jump Shot,[],202339,31.718134034165573,31.862745098039213,1610612746,39,25,2021-10-26T03:13:37Z,1950000,91.0,246.0,1,left,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,26.19,Missed,,,,,,,,,,,,,,,
197,PT09M02.00S,2021-10-26T03:13:34.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,39,25,2021-10-26T03:13:37Z,1960000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,196.0,3.0,3.0,0.0,,,,,,,
198,PT08M45.00S,2021-10-26T03:13:51.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,90.71944809461235,3.1862745098039227,1610612757,39,25,2021-10-26T03:14:07Z,1970000,-234.0,35.0,1,right,MISS A. Simons 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,23.67,Missed,,,,,,,,,,,,,,,
199,PT08M42.00S,2021-10-26T03:13:54.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,39,25,2021-10-26T03:14:07Z,1980000,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,198.0,5.0,5.0,0.0,,,,,,,
200,PT08M38.00S,2021-10-26T03:14:01.0Z,2,REGULAR,foul,personal,[],203994,,,1610612746,39,25,2021-10-26T03:14:04Z,1990000,,,0,,J. Nurkic personal FOUL (2 PF),"[203994, 202331]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,1627541.0,,,2.0,0.0,George,202331.0
202,PT08M38.00S,2021-10-26T03:14:08.2Z,2,REGULAR,substitution,out,[],1629014,,,1610612746,39,25,2021-10-26T03:14:12Z,2010000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M38.00S,2021-10-26T03:14:08.2Z,2,REGULAR,substitution,in,[],203081,,,1610612746,39,25,2021-10-26T03:14:12Z,2020000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M25.00S,2021-10-26T03:14:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,9.379106438896187,52.450980392156865,1610612746,41,25,2021-10-26T03:18:06Z,2030000,-12.0,36.0,1,left,E. Bledsoe cutting Layup (4 PTS) (I. Zubac 2 AST),"[202339, 1627826]",1610612746.0,LAC,cutting,,,Bledsoe,E. Bledsoe,,,,,,,,3.78,Made,4.0,I. Zubac,1627826.0,2.0,,,,,,,,,,,
206,PT08M25.00S,2021-10-26T03:14:46.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,41,25,2021-10-26T03:14:46Z,2050000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M07.00S,2021-10-26T03:17:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,90.8508541392904,50.245098039215684,1610612757,41,25,2021-10-26T03:17:54Z,2060000,1.0,34.0,1,right,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,3.35,Missed,,,,,,,,,,,,,,,
208,PT08M05.00S,2021-10-26T03:17:50.1Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,41,25,2021-10-26T03:17:50Z,2070000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,207.0,4.0,3.0,1.0,,,,,,,
209,PT08M01.00S,2021-10-26T03:17:55.1Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612757,41,25,2021-10-26T03:17:59Z,2080000,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 202331]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1.0,George,202331.0,,,,,,,,,,,,,,,,,
210,PT08M01.00S,2021-10-26T03:17:55.1Z,2,REGULAR,steal,,[],202331,,,1610612746,41,25,2021-10-26T03:17:56Z,2090000,,,0,,P. George STEAL (2 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M54.00S,2021-10-26T03:18:01.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628379,33.42641261498029,56.127450980392155,1610612746,41,25,2021-10-26T03:18:28Z,2100000,-31.0,262.0,1,left,MISS L. Kennard 26' running pullup 3PT,[1628379],1610612746.0,LAC,running pullup,,,Kennard,L. Kennard,,,,,,,,26.35,Missed,,,,,,,,,,,,,,,
212,PT07M54.00S,2021-10-26T03:18:01.0Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,41,25,2021-10-26T03:18:10Z,2110000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,211.0,3.0,2.0,1.0,,,,,,,
213,PT07M51.00S,2021-10-26T03:18:04.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629611,5.590000152587891,50.0,1610612746,43,25,2021-10-26T03:18:37Z,2120000,0.0,0.0,1,left,T. Mann tip Layup (2 PTS),[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,
214,PT07M43.00S,2021-10-26T03:18:11.6Z,2,REGULAR,3pt,Jump Shot,[],203468,94.92444152431011,1.2254901960784252,1610612757,43,28,2021-10-26T03:18:20Z,2130000,-244.0,-5.0,1,right,C. McCollum 24' 3PT  (10 PTS) (R. Covington 1 AST),"[203468, 203496]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,24.39,Made,10.0,R. Covington,203496.0,1.0,,,,,,,,,,,
216,PT07M33.00S,2021-10-26T03:18:22.7Z,2,REGULAR,3pt,Jump Shot,[],202331,33.163600525624176,68.13725490196079,1610612746,43,28,2021-10-26T03:18:33Z,2150000,-91.0,259.0,1,left,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,27.46,Missed,,,,,,,,,,,,,,,
217,PT07M31.00S,2021-10-26T03:18:24.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,43,28,2021-10-26T03:18:33Z,2160000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,216.0,5.0,4.0,1.0,,,,,,,
218,PT07M25.00S,2021-10-26T03:18:30.8Z,2,REGULAR,3pt,Jump Shot,[],203081,67.9862023653088,70.09803921568627,1610612757,43,28,2021-10-26T03:18:35Z,2170000,100.0,248.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,26.8,Missed,,,,,,,,,,,,,,,
219,PT07M21.00S,2021-10-26T03:18:34.8Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,43,28,2021-10-26T03:18:35Z,2180000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,
220,PT07M07.00S,2021-10-26T03:18:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202331,8.327858081471746,46.32352941176471,1610612746,43,28,2021-10-26T03:18:52Z,2190000,18.0,26.0,1,left,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,,3.17,Missed,,,,,,,,,,,,,,,
221,PT07M05.00S,2021-10-26T03:18:50.2Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,43,28,2021-10-26T03:18:52Z,2200000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,220.0,3.0,3.0,0.0,,,,,,,
222,PT07M04.00S,2021-10-26T03:18:54.7Z,2,REGULAR,foul,personal,[],202339,,,1610612757,43,28,2021-10-26T03:19:07Z,2210000,,,0,,E. Bledsoe take personal FOUL (2 PF),"[202339, 203468]",1610612746.0,LAC,take,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,201638.0,,,2.0,0.0,McCollum,203468.0
224,PT07M04.00S,2021-10-26T03:19:03.7Z,2,REGULAR,substitution,out,[],1629611,,,1610612757,43,28,2021-10-26T03:19:09Z,2230000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M04.00S,2021-10-26T03:19:03.7Z,2,REGULAR,substitution,out,[],203994,,,1610612757,43,28,2021-10-26T03:19:09Z,2240000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M04.00S,2021-10-26T03:19:03.7Z,2,REGULAR,substitution,in,[],201587,,,1610612757,43,28,2021-10-26T03:19:09Z,2250000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M04.00S,2021-10-26T03:19:03.7Z,2,REGULAR,substitution,in,[],203469,,,1610612757,43,28,2021-10-26T03:19:09Z,2260000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M54.00S,2021-10-26T03:19:32.6Z,2,REGULAR,3pt,Jump Shot,[],203081,73.76806833114324,17.40196078431373,1610612757,43,28,2021-10-26T03:19:36Z,2270000,-163.0,194.0,1,right,MISS D. Lillard 25' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,25.35,Missed,,,,,,,,,,,,,,,
229,PT06M52.00S,2021-10-26T03:19:34.6Z,2,REGULAR,rebound,offensive,[],203081,,,1610612757,43,28,2021-10-26T03:19:36Z,2280000,,,0,,D. Lillard REBOUND (Off:1 Def:0),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,228.0,1.0,0.0,1.0,,,,,,,
230,PT06M52.00S,2021-10-26T03:19:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203081,93.34756898817345,48.28431372549019,1610612757,43,30,2021-10-26T03:19:41Z,2290000,-9.0,10.0,1,right,D. Lillard putback Layup (6 PTS),[203081],1610612757.0,POR,putback,,,Lillard,D. Lillard,,,,,,,,1.32,Made,6.0,,,,,,,,,,,,,,
231,PT06M37.00S,2021-10-26T03:19:49.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,7.145203679369246,52.69607843137255,1610612746,45,30,2021-10-26T03:19:55Z,2300000,-13.0,15.0,1,left,I. Zubac cutting DUNK (2 PTS) (L. Kennard 2 AST),"[1627826, 1628379]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,2.0,Made,2.0,L. Kennard,1628379.0,2.0,,,,,,,,,,,
233,PT06M17.00S,2021-10-26T03:20:10.2Z,2,REGULAR,3pt,Jump Shot,[],203468,72.58541392904074,75.49019607843138,1610612757,45,33,2021-10-26T03:20:15Z,2320000,127.0,205.0,1,right,C. McCollum 24' 3PT pullup (13 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,24.16,Made,13.0,,,,,,,,,,,,,,
234,PT06M07.00S,2021-10-26T03:20:20.7Z,2,REGULAR,turnover,bad pass,[],202331,,,1610612746,45,33,2021-10-26T03:20:29Z,2330000,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 203496]",1610612746.0,LAC,,,,George,P. George,,,,,1.0,Covington,203496.0,,,,,,,,,,,,,,,,,
235,PT06M07.00S,2021-10-26T03:20:20.7Z,2,REGULAR,steal,,[],203496,,,1610612757,45,33,2021-10-26T03:20:23Z,2340000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M00.00S,2021-10-26T03:20:28.0Z,2,REGULAR,turnover,lost ball,[],203496,,,1610612757,45,33,2021-10-26T03:20:32Z,2350000,,,0,,R. Covington lost ball TURNOVER (2 TO),"[203496, 202331]",1610612757.0,POR,,,,Covington,R. Covington,,,,,2.0,George,202331.0,,,,,,,,,,,,,,,,,
237,PT06M00.00S,2021-10-26T03:20:28.0Z,2,REGULAR,steal,,[],202331,,,1610612746,45,33,2021-10-26T03:20:29Z,2360000,,,0,,P. George STEAL (3 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M43.00S,2021-10-26T03:20:43.9Z,2,REGULAR,turnover,bad pass,[],202331,,,1610612746,45,33,2021-10-26T03:20:50Z,2370000,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 203469]",1610612746.0,LAC,,,,George,P. George,,,,,2.0,Zeller,203469.0,,,,,,,,,,,,,,,,,
239,PT05M43.00S,2021-10-26T03:20:43.9Z,2,REGULAR,steal,,[],203469,,,1610612757,45,33,2021-10-26T03:20:46Z,2380000,,,0,,C. Zeller STEAL (1 STL),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M37.00S,2021-10-26T03:20:53.0Z,2,REGULAR,turnover,out-of-bounds,[],203496,,,1610612757,45,33,2021-10-26T03:20:58Z,2390000,,,0,,R. Covington bad pass out-of-bounds TURNOVER (3 TO),[203496],1610612757.0,POR,bad pass,,,Covington,R. Covington,,,,,3.0,,,,,,,,,,,,,2715.0,,,,,,
242,PT05M37.00S,2021-10-26T03:20:58.6Z,2,REGULAR,substitution,in,[],202704,,,1610612746,45,33,2021-10-26T03:21:01Z,2410000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M37.00S,2021-10-26T03:20:58.6Z,2,REGULAR,substitution,out,[],202339,,,1610612746,45,33,2021-10-26T03:21:20Z,2420000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M23.00S,2021-10-26T03:21:24.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627826,8.065045992115643,49.26470588235294,1610612746,47,33,2021-10-26T03:21:53Z,2430000,4.0,23.0,1,left,I. Zubac Layup (4 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,2.36,Made,4.0,P. George,202331.0,1.0,,,,,,,,,,,
246,PT05M17.00S,2021-10-26T03:21:33.8Z,2,REGULAR,foul,personal,[],202704,,,1610612757,47,33,2021-10-26T03:22:01Z,2450000,,,0,,R. Jackson take personal FOUL (1 PF),"[202704, 203081]",1610612746.0,LAC,take,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,1627541.0,,,1.0,0.0,Lillard,203081.0
248,PT05M17.00S,2021-10-26T03:22:06.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,47,33,2021-10-26T03:22:14Z,2470000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,
249,PT05M03.00S,2021-10-26T03:22:34.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203469,88.74835742444152,46.568627450980394,1610612757,47,33,2021-10-26T03:22:39Z,2480000,-17.0,53.0,1,right,MISS C. Zeller cutting Layup - blocked,"[203469, 202331]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,,,,5.6,Missed,,,,,,,,,,George,202331.0,,,,
250,PT05M03.00S,2021-10-26T03:22:34.3Z,2,REGULAR,block,,[],202331,,,1610612757,47,33,2021-10-26T03:22:36Z,2490000,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M01.00S,2021-10-26T03:22:36.3Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,47,33,2021-10-26T03:22:39Z,2500000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,
252,PT04M57.00S,2021-10-26T03:22:41.9Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,47,33,2021-10-26T03:22:47Z,2510000,,,0,,P. George lost ball TURNOVER (3 TO),"[202331, 203468]",1610612746.0,LAC,,,,George,P. George,,,,,3.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
253,PT04M57.00S,2021-10-26T03:22:41.9Z,2,REGULAR,steal,,[],203468,,,1610612757,47,33,2021-10-26T03:22:43Z,2520000,,,0,,C. McCollum STEAL (2 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M53.00S,2021-10-26T03:22:45.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629642,94.00459921156373,45.58823529411765,1610612757,47,35,2021-10-26T03:22:53Z,2530000,-22.0,4.0,1,right,N. Little cutting DUNK (7 PTS) (D. Lillard 2 AST),"[1629642, 203081]",1610612757.0,POR,cutting,,,Little,N. Little,,,,,,,,2.24,Made,7.0,D. Lillard,203081.0,2.0,,,,,,,,,,,
256,PT04M50.00S,2021-10-26T03:22:59.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,47,35,2021-10-26T03:23:02Z,2550000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M50.00S,2021-10-26T03:25:39.7Z,2,REGULAR,substitution,out,[],203496,,,1610612746,47,35,2021-10-26T03:25:52Z,2560000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M50.00S,2021-10-26T03:25:39.7Z,2,REGULAR,substitution,in,[],1626204,,,1610612746,47,35,2021-10-26T03:25:52Z,2570000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M36.00S,2021-10-26T03:26:05.5Z,2,REGULAR,2pt,Jump Shot,[],202331,25.147831800262807,41.666666666666664,1610612746,49,35,2021-10-26T03:26:09Z,2580000,42.0,184.0,1,left,P. George 18' pullup Jump Shot (10 PTS) (I. Zubac 3 AST),"[202331, 1627826]",1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,18.86,Made,10.0,I. Zubac,1627826.0,3.0,,,,,,,,,,,
260,PT04M16.00S,2021-10-26T03:26:25.7Z,2,REGULAR,3pt,Jump Shot,[],203081,74.55650459921156,12.990196078431367,1610612757,49,35,2021-10-26T03:27:07Z,2590000,-185.0,187.0,1,right,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,,,,26.28,Missed,,,,,,,,,,,,,,,
261,PT04M16.00S,2021-10-26T03:26:25.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,49,35,2021-10-26T03:26:38Z,2600000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,
262,PT04M16.00S,2021-10-26T03:26:33.3Z,2,REGULAR,foul,personal,[],203469,,,1610612746,49,35,2021-10-26T03:26:37Z,2610000,,,0,,C. Zeller loose ball personal FOUL (1 PF),"[203469, 1627826]",1610612757.0,POR,loose ball,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,2715.0,,,1.0,0.0,Zubac,1627826.0
264,PT04M16.00S,2021-10-26T03:27:07.9Z,2,REGULAR,substitution,out,[],203469,,,1610612746,49,35,2021-10-26T03:27:10Z,2630000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M16.00S,2021-10-26T03:27:07.9Z,2,REGULAR,substitution,in,[],203994,,,1610612746,49,35,2021-10-26T03:27:10Z,2640000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M16.00S,2021-10-26T03:27:38.5Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612746,49,35,2021-10-26T03:27:46Z,2650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M01.00S,2021-10-26T03:28:04.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,12.746386333771355,64.4454656862745,1610612746,49,35,2021-10-26T03:28:16Z,2660000,-72.0,67.0,1,left,MISS I. Zubac 9' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,9.87,Missed,,,,,,,,,,,,,,,
269,PT04M00.00S,2021-10-26T03:28:05.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,49,35,2021-10-26T03:28:16Z,2670000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,
270,PT04M00.00S,2021-10-26T03:28:10.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,49,35,2021-10-26T03:28:10Z,2680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M51.00S,2021-10-26T03:28:25.5Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612757,49,35,2021-10-26T03:28:31Z,2690000,,,0,,J. Nurkic bad pass TURNOVER (2 TO),"[203994, 1627826]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,2.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,
272,PT03M51.00S,2021-10-26T03:28:25.5Z,2,REGULAR,steal,,[],1627826,,,1610612746,49,35,2021-10-26T03:28:27Z,2700000,,,0,,I. Zubac STEAL (2 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M46.00S,2021-10-26T03:28:30.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202704,31.980946123521676,32.59803921568627,1610612746,52,35,2021-10-26T03:28:54Z,2710000,87.0,248.0,1,left,R. Jackson 26' 3PT running pullup (11 PTS) (L. Kennard 3 AST),"[202704, 1628379]",1610612746.0,LAC,running pullup,,,Jackson,R. Jackson,,,,,,,,26.29,Made,11.0,L. Kennard,1628379.0,3.0,,,,,,,,,,,
274,PT03M34.00S,2021-10-26T03:28:41.8Z,2,REGULAR,3pt,Jump Shot,[],203468,75.87056504599212,10.539215686274503,1610612757,52,38,2021-10-26T03:29:38Z,2720000,-197.0,174.0,1,right,C. McCollum 26' 3PT pullup (16 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,26.33,Made,16.0,,,,,,,,,,,,,,
