actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-11-10T03:02:53.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-10T03:02:53Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-11-10T03:02:57.2Z,1,REGULAR,jumpball,recovered,[],203496,,,1610612757,0,0,2021-11-10T03:02:57Z,40000,,,0,,Jump Ball J. Nurkic vs. I. Zubac: Tip to R. Covington,"[203496, 203994, 1627826]",1610612757.0,POR,startperiod,R. Covington,203496.0,Covington,R. Covington,Nurkic,203994.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2021-11-10T03:03:11.7Z,1,REGULAR,2pt,Jump Shot,[],1626181,25.804862023653087,37.745098039215684,1610612757,0,0,2021-11-10T03:03:17Z,70000,61.0,190.0,1,left,MISS N. Powell 19' step back Shot,[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,19.97,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2021-11-10T03:03:14.7Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,0,0,2021-11-10T03:03:17Z,80000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2021-11-10T03:03:28.9Z,1,REGULAR,3pt,Jump Shot,[],202704,91.77069645203679,3.9215686274509807,1610612746,3,0,2021-11-10T03:03:37Z,90000,-230.0,25.0,1,right,R. Jackson 3PT  (3 PTS) (N. Batum 1 AST),"[202704, 201587]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,23.17,Made,,,,,3.0,N. Batum,201587.0,1.0,,,,,,,,,,
11,PT11M10.00S,2021-11-10T03:03:43.0Z,1,REGULAR,3pt,Jump Shot,[],203468,13.452693823915894,96.81372549019608,1610612757,3,0,2021-11-10T03:03:48Z,110000,-234.0,74.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2021-11-10T03:03:45.0Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,3,0,2021-11-10T03:03:48Z,120000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M51.00S,2021-11-10T03:04:02.2Z,1,REGULAR,2pt,Jump Shot,[],202331,80.46977660972405,77.20588235294117,1610612746,5,0,2021-11-10T03:04:07Z,130000,136.0,131.0,1,right,P. George 18' Jump Shot (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,18.89,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M33.00S,2021-11-10T03:04:19.4Z,1,REGULAR,3pt,Jump Shot,[],203496,33.163600525624176,44.607843137254896,1610612757,5,0,2021-11-10T03:04:24Z,140000,27.0,259.0,1,left,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,
15,PT10M30.00S,2021-11-10T03:04:22.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,0,2021-11-10T03:04:24Z,150000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
