actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
444,PT11M08.00S,2022-01-04T05:12:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.24507227332458,44.607843137254896,1610612750,68,87,2022-01-04T05:22:24Z,4350000,-27.0,30.0,1,right,A. Edwards cutting Layup (20 PTS) (N. Knight 2 AST),"[1630162, 1630233]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,,,4.02,Made,,,,20.0,N. Knight,1630233.0,2.0,,,,,,,,,,
446,PT11M08.00S,2022-01-04T05:12:44.7Z,4,REGULAR,foul,personal,['1freethrow'],203516,,,1610612750,68,87,2022-01-04T05:12:52Z,4370000,,,0,,J. Ennis III shooting personal FOUL (1 PF) (Edwards 1 FT),"[203516, 1630162]",1610612746.0,LAC,shooting,,,Ennis III,J. Ennis III,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Edwards,1630162.0,
448,PT11M08.00S,2022-01-04T05:12:59.4Z,4,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,68,88,2022-01-04T05:12:59Z,4390000,,,0,,A. Edwards Free Throw 1 of 1 (21 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,21.0,,,,,,,,,,,,,
449,PT10M54.00S,2022-01-04T05:13:14.8Z,4,REGULAR,2pt,Jump Shot,[],1630553,21.0742444152431,75.24509803921569,1610612746,68,88,2022-01-04T05:22:52Z,4400000,-126.0,146.0,1,left,MISS K. Johnson 19' pullup Shot,[1630553],1610612746.0,LAC,pullup,,,Johnson,K. Johnson,,,,,,,19.27,Missed,,,,,,,,,,,,,,,,,
450,PT10M52.00S,2022-01-04T05:13:16.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612746,68,88,2022-01-04T05:23:54Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,
451,PT10M52.00S,2022-01-04T05:13:22.8Z,4,REGULAR,foul,personal,[],1627752,,,1610612746,68,88,2022-01-04T05:14:10Z,4420000,,,0,,T. Prince loose ball personal FOUL (3 PF),"[1627752, 203516]",1610612750.0,MIN,loose ball,,,Prince,T. Prince,,,,,1627962.0,,,,,,,,,,,,,,,,3.0,0.0,Ennis III,203516.0,
453,PT10M46.00S,2022-01-04T05:14:02.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629875,23.833771353482263,46.32352941176471,1610612746,70,88,2022-01-04T05:24:40Z,4440000,18.0,172.0,1,left,X. Moon 17' pullup Jump Shot (4 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,,,17.25,Made,,,,4.0,,,,,,,,,,,,,
454,PT10M22.00S,2022-01-04T05:14:16.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,84.54336399474376,55.14705882352941,1610612750,70,90,2022-01-04T05:14:21Z,4450000,26.0,93.0,1,right,T. Prince 9' fadeaway Jump Shot (12 PTS) (J. Nowell 4 AST),"[1627752, 1629669]",1610612750.0,MIN,fadeaway,,,Prince,T. Prince,,,,,,,9.63,Made,,,,12.0,J. Nowell,1629669.0,4.0,,,,,,,,,,
456,PT10M06.00S,2022-01-04T05:14:31.6Z,4,REGULAR,2pt,Jump Shot,[],1629875,25.279237844940866,45.58823529411765,1610612746,72,90,2022-01-04T05:25:20Z,4470000,22.0,185.0,1,left,X. Moon 18' pullup Jump Shot (6 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,,,18.64,Made,,,,6.0,,,,,,,,,,,,,
457,PT09M52.00S,2022-01-04T05:14:46.1Z,4,REGULAR,3pt,Jump Shot,[],1630162,70.22010512483574,24.264705882352942,1610612750,72,90,2022-01-04T05:14:53Z,4480000,-129.0,227.0,1,right,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,26.13,Missed,,,,,,,,,,,,,,,,,
458,PT09M46.00S,2022-01-04T05:14:52.2Z,4,REGULAR,rebound,offensive,[],1630233,,,1610612750,72,90,2022-01-04T05:14:52Z,4490000,,,0,,N. Knight REBOUND (Off:2 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,457.0,,,,,,,3.0,1.0,2.0,,,,,,,
459,PT09M46.00S,2022-01-04T05:14:52.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630233,94.40999984741211,50.0,1610612750,72,90,2022-01-04T05:14:55Z,4500000,0.0,0.0,1,right,MISS N. Knight putback Layup - blocked,"[1630233, 203516]",1610612750.0,MIN,putback,,,Knight,N. Knight,,,,,,,0.0,Missed,,,,,,,,,,,Ennis III,203516.0,,,,,
460,PT09M46.00S,2022-01-04T05:14:52.2Z,4,REGULAR,block,,[],203516,,,1610612750,72,90,2022-01-04T05:14:53Z,4510000,,,0,,J. Ennis III BLOCK (1 BLK),[203516],1610612746.0,LAC,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT09M46.00S,2022-01-04T05:14:52.2Z,4,REGULAR,rebound,defensive,[],1629875,,,1610612746,72,90,2022-01-04T05:14:55Z,4520000,,,0,,X. Moon REBOUND (Off:1 Def:3),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,459.0,,,,,,,4.0,3.0,1.0,,,,,,,
462,PT09M38.00S,2022-01-04T05:15:00.6Z,4,REGULAR,3pt,Jump Shot,[],1629875,22.2568988173456,91.66666666666667,1610612746,75,90,2022-01-04T05:15:06Z,4530000,-208.0,157.0,1,left,X. Moon 26' 3PT  (9 PTS),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,26.07,Made,,,,9.0,,,,,,,,,,,,,
463,PT09M19.00S,2022-01-04T05:15:22.6Z,4,REGULAR,turnover,out-of-bounds,[],1629669,,,1610612750,75,90,2022-01-04T05:15:29Z,4540000,,,0,,J. Nowell step out-of-bounds TURNOVER (2 TO),[1629669],1610612750.0,MIN,step,,,Nowell,J. Nowell,,,,,2002.0,2.0,,,,,,,,,,,,,,,,,,,
464,PT09M19.00S,2022-01-04T05:15:27.9Z,4,REGULAR,substitution,out,[],1630233,,,1610612746,75,90,2022-01-04T05:15:31Z,4550000,,,0,,SUB out: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT09M19.00S,2022-01-04T05:15:27.9Z,4,REGULAR,substitution,in,[],1629020,,,1610612746,75,90,2022-01-04T05:15:31Z,4560000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT09M05.00S,2022-01-04T05:15:48.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630553,28.95860709592641,23.529411764705884,1610612746,78,90,2022-01-04T05:15:54Z,4570000,132.0,220.0,1,left,K. Johnson 25' 3PT  (7 PTS) (X. Moon 2 AST),"[1630553, 1629875]",1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,25.65,Made,,,,7.0,X. Moon,1629875.0,2.0,,,,,,,,,,
468,PT08M47.00S,2022-01-04T05:16:06.5Z,4,REGULAR,3pt,Jump Shot,[],1630183,76.26478318002628,9.803921568627445,1610612750,78,93,2022-01-04T05:16:11Z,4590000,-201.0,171.0,1,right,J. McDaniels 26' 3PT  (16 PTS) (T. Prince 3 AST),"[1630183, 1627752]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,26.36,Made,,,,16.0,T. Prince,1627752.0,3.0,,,,,,,,,,
470,PT08M33.00S,2022-01-04T05:16:19.7Z,4,REGULAR,2pt,Jump Shot,[],1629875,15.029566360052556,77.45098039215686,1610612746,80,93,2022-01-04T05:16:26Z,4610000,-137.0,89.0,1,left,X. Moon 16' Jump Shot (11 PTS),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,16.35,Made,,,,11.0,,,,,,,,,,,,,
471,PT08M20.00S,2022-01-04T05:16:34.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,88.48554533508542,46.07843137254902,1610612750,80,93,2022-01-04T05:18:44Z,4620000,-20.0,56.0,1,right,MISS J. Nowell driving Layup - blocked,"[1629669, 1629875]",1610612750.0,MIN,driving,,,Nowell,J. Nowell,,,,,,,5.9,Missed,,,,,,,,,,,Moon,1629875.0,,,,,
472,PT08M20.00S,2022-01-04T05:16:34.0Z,4,REGULAR,block,,[],1629875,,,1610612750,80,93,2022-01-04T05:16:36Z,4630000,,,0,,X. Moon BLOCK (1 BLK),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT08M20.00S,2022-01-04T05:16:34.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,80,93,2022-01-04T05:18:44Z,4640000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,
474,PT08M20.00S,2022-01-04T05:16:38.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,80,93,2022-01-04T05:16:38Z,4650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT08M20.00S,2022-01-04T05:16:38.8Z,4,REGULAR,substitution,out,[],1629669,,,1610612750,80,93,2022-01-04T05:16:59Z,4660000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT08M20.00S,2022-01-04T05:16:38.8Z,4,REGULAR,substitution,in,[],201976,,,1610612750,80,93,2022-01-04T05:16:59Z,4670000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT08M11.00S,2022-01-04T05:17:21.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,72.84822601839684,17.40196078431373,1610612750,80,96,2022-01-04T05:28:21Z,4680000,-163.0,203.0,1,right,A. Edwards 26' 3PT pullup (24 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,26.01,Made,,,,24.0,,,,,,,,,,,,,
478,PT08M00.00S,2022-01-04T05:17:33.4Z,4,REGULAR,turnover,lost ball,[],1630553,,,1610612746,80,96,2022-01-04T05:17:37Z,4690000,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1630553, 201976]",1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,1.0,,,,Beverley,201976.0,,,,,,,,,,,,,,
479,PT08M00.00S,2022-01-04T05:17:33.4Z,4,REGULAR,steal,,[],201976,,,1610612750,80,96,2022-01-04T05:17:35Z,4700000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT07M56.00S,2022-01-04T05:17:36.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627752,93.08475689881735,49.754901960784316,1610612750,80,98,2022-01-04T05:17:42Z,4710000,-1.0,13.0,1,right,T. Prince running Layup (14 PTS) (P. Beverley 11 AST),"[1627752, 201976]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,,,1.26,Made,,,,14.0,P. Beverley,201976.0,11.0,,,,,,,,,,
482,PT07M41.00S,2022-01-04T05:17:53.6Z,4,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612746,80,98,2022-01-04T05:18:04Z,4730000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630162, 1630553]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,1627962.0,,,,,,,,,,,,,,,,1.0,0.0,Johnson,1630553.0,
484,PT07M41.00S,2022-01-04T05:18:17.1Z,4,REGULAR,freethrow,1 of 2,[],1630553,,,1610612746,81,98,2022-01-04T05:18:17Z,4750000,,,0,,K. Johnson Free Throw 1 of 2 (8 PTS),[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,
485,PT07M41.00S,2022-01-04T05:18:36.6Z,4,REGULAR,freethrow,2 of 2,[],1630553,,,1610612746,82,98,2022-01-04T05:18:36Z,4760000,,,0,,K. Johnson Free Throw 2 of 2 (9 PTS),[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,Made,,,,9.0,,,,,,,,,,,,,
486,PT07M27.00S,2022-01-04T05:18:52.8Z,4,REGULAR,3pt,Jump Shot,[],1630162,66.93495400788436,44.85294117647059,1610612750,82,98,2022-01-04T05:30:11Z,4770000,-26.0,258.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,,,25.96,Missed,,,,,,,,,,,,,,,,,
487,PT07M23.00S,2022-01-04T05:18:56.8Z,4,REGULAR,rebound,offensive,[],1629020,,,1610612750,82,98,2022-01-04T05:19:00Z,4780000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,486.0,,,,,,,8.0,5.0,3.0,,,,,,,
488,PT07M21.00S,2022-01-04T05:18:59.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,90.19382391590013,49.754901960784316,1610612750,82,100,2022-01-04T05:19:07Z,4790000,-1.0,40.0,1,right,J. Vanderbilt finger roll Layup (8 PTS),[1629020],1610612750.0,MIN,finger roll,,,Vanderbilt,J. Vanderbilt,,,,,,,3.97,Made,,,,8.0,,,,,,,,,,,,,
489,PT07M05.00S,2022-01-04T05:19:16.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,82,100,2022-01-04T05:19:16Z,4800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT07M05.00S,2022-01-04T05:19:17.3Z,4,REGULAR,substitution,out,[],1630553,,,1610612746,82,100,2022-01-04T05:19:27Z,4810000,,,0,,SUB out: K. Johnson,[1630553],1610612746.0,LAC,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT07M05.00S,2022-01-04T05:19:17.3Z,4,REGULAR,substitution,in,[],1630206,,,1610612746,82,100,2022-01-04T05:19:27Z,4820000,,,0,,SUB in: J. Scrubb,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT07M02.00S,2022-01-04T05:19:40.4Z,4,REGULAR,3pt,Jump Shot,[],1629875,31.061103810775293,32.1078431372549,1610612746,82,100,2022-01-04T05:31:04Z,4830000,89.0,239.0,1,left,MISS X. Moon 25' pullup 3PT,[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,,,25.57,Missed,,,,,,,,,,,,,,,,,
493,PT06M59.00S,2022-01-04T05:19:43.7Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612750,82,100,2022-01-04T05:19:43Z,4840000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:6),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,492.0,,,,,,,9.0,6.0,3.0,,,,,,,
494,PT06M49.00S,2022-01-04T05:19:53.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.0335085413929,54.16666666666667,1610612750,82,102,2022-01-04T05:31:41Z,4850000,21.0,22.0,1,right,A. Edwards driving finger roll Layup (26 PTS),[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,,,3.06,Made,,,,26.0,,,,,,,,,,,,,
495,PT06M27.00S,2022-01-04T05:20:18.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,82,102,2022-01-04T05:20:18Z,4860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT06M27.00S,2022-01-04T05:20:21.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,82,102,2022-01-04T05:20:21Z,4870000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT06M23.00S,2022-01-04T05:23:19.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203516,7.802233902759525,47.549019607843135,1610612746,84,102,2022-01-04T05:23:24Z,4880000,12.0,21.0,1,left,J. Ennis III cutting Layup (5 PTS) (J. Winslow 2 AST),"[203516, 1626159]",1610612746.0,LAC,cutting,,,Ennis III,J. Ennis III,,,,,,,2.42,Made,,,,5.0,J. Winslow,1626159.0,2.0,,,,,,,,,,
499,PT06M01.00S,2022-01-04T05:23:41.7Z,4,REGULAR,3pt,Jump Shot,[],1630162,66.40932982917215,45.34313725490197,1610612750,84,102,2022-01-04T05:23:49Z,4900000,-23.0,263.0,1,right,MISS A. Edwards 26' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,,,26.43,Missed,,,,,,,,,,,,,,,,,
500,PT05M56.00S,2022-01-04T05:23:46.7Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,84,102,2022-01-04T05:23:49Z,4910000,,,0,,J. Winslow REBOUND (Off:1 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,499.0,,,,,,,4.0,3.0,1.0,,,,,,,
501,PT05M54.00S,2022-01-04T05:23:48.9Z,4,REGULAR,turnover,bad pass,[],1626159,,,1610612746,84,102,2022-01-04T05:23:53Z,4920000,,,0,,J. Winslow bad pass TURNOVER (3 TO),"[1626159, 1630162]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,3.0,,,,Edwards,1630162.0,,,,,,,,,,,,,,
502,PT05M54.00S,2022-01-04T05:23:48.9Z,4,REGULAR,steal,,[],1630162,,,1610612750,84,102,2022-01-04T05:23:50Z,4930000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT05M51.00S,2022-01-04T05:23:52.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,93.87319316688567,46.81372549019608,1610612750,84,104,2022-01-04T05:23:57Z,4940000,-16.0,5.0,1,right,A. Edwards running Layup (28 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,1.67,Made,,,,28.0,,,,,,,,,,,,,
504,PT05M29.00S,2022-01-04T05:24:14.0Z,4,REGULAR,turnover,lost ball,[],203516,,,1610612746,84,104,2022-01-04T05:24:17Z,4950000,,,0,,J. Ennis III lost ball TURNOVER (1 TO),"[203516, 201976]",1610612746.0,LAC,,,,Ennis III,J. Ennis III,,,,,,1.0,,,,Beverley,201976.0,,,,,,,,,,,,,,
505,PT05M29.00S,2022-01-04T05:24:14.0Z,4,REGULAR,steal,,[],201976,,,1610612750,84,104,2022-01-04T05:24:15Z,4960000,,,0,,P. Beverley STEAL (2 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT05M21.00S,2022-01-04T05:24:24.1Z,4,REGULAR,foul,personal,['2freethrow'],203516,,,1610612750,84,104,2022-01-04T05:26:39Z,4970000,,,0,,J. Ennis III flagrant-type-1 personal FOUL (2 PF) (Beverley 2 FT),"[203516, 201976]",1610612746.0,LAC,flagrant-type-1,,,Ennis III,J. Ennis III,,,,,2002.0,,,,,,,,,,,,,,,,2.0,0.0,Beverley,201976.0,
508,PT05M21.00S,2022-01-04T05:24:55.4Z,4,REGULAR,instantreplay,request,[],0,,,1610612750,84,104,2022-01-04T05:26:15Z,4990000,,,0,,,[],,,overturned,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
509,PT05M21.00S,2022-01-04T05:26:50.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201976,,,1610612750,84,105,2022-01-04T05:26:50Z,5000000,,,0,,P. Beverley flagrant Free Throw 1 of 2 (7 PTS),[201976],1610612750.0,MIN,flagrant,,,Beverley,P. Beverley,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,
510,PT05M21.00S,2022-01-04T05:27:03.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201976,,,1610612750,84,106,2022-01-04T05:27:03Z,5010000,,,0,,P. Beverley flagrant Free Throw 2 of 2 (8 PTS),[201976],1610612750.0,MIN,flagrant,,,Beverley,P. Beverley,,,,,,,,Made,,,,8.0,,,,,,,,,,,,,
511,PT05M18.00S,2022-01-04T05:27:26.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201976,92.42772667542707,44.11764705882353,1610612750,84,108,2022-01-04T05:34:39Z,5020000,-29.0,19.0,1,right,P. Beverley driving floating bank Jump Shot (10 PTS) (A. Edwards 4 AST),"[201976, 1630162]",1610612750.0,MIN,driving floating bank,,,Beverley,P. Beverley,,,,,,,3.48,Made,,,,10.0,A. Edwards,1630162.0,4.0,,,,,,,,,,
513,PT05M18.00S,2022-01-04T05:27:31.7Z,4,REGULAR,foul,personal,['1freethrow'],1629875,,,1610612750,84,108,2022-01-04T05:27:38Z,5040000,,,0,,X. Moon shooting personal FOUL (1 PF) (Beverley 1 FT),"[1629875, 201976]",1610612746.0,LAC,shooting,,,Moon,X. Moon,,,,,203054.0,,,,,,,,,,,,,,,,1.0,0.0,Beverley,201976.0,
515,PT05M18.00S,2022-01-04T05:27:53.4Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],201976,,,1610612750,84,109,2022-01-04T05:27:53Z,5060000,,,0,,P. Beverley Free Throw 1 of 1 (11 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,Made,,,,11.0,,,,,,,,,,,,,
516,PT05M02.00S,2022-01-04T05:28:12.1Z,4,REGULAR,3pt,Jump Shot,[],1629599,9.247700394218143,3.1862745098039227,1610612746,84,109,2022-01-04T05:28:20Z,5070000,234.0,34.0,1,left,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,23.66,Missed,,,,,,,,,,,,,,,,,
517,PT05M00.00S,2022-01-04T05:28:14.1Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612750,84,109,2022-01-04T05:28:20Z,5080000,,,0,,T. Prince REBOUND (Off:0 Def:4),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,516.0,,,,,,,4.0,4.0,0.0,,,,,,,
518,PT04M56.00S,2022-01-04T05:28:18.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630183,92.29632063074901,47.549019607843135,1610612750,84,111,2022-01-04T05:36:44Z,5090000,-12.0,20.0,1,right,J. McDaniels running alley-oop Layup (18 PTS) (P. Beverley 12 AST),"[1630183, 201976]",1610612750.0,MIN,running alley-oop,,,McDaniels,J. McDaniels,,,,,,,2.34,Made,,,,18.0,P. Beverley,201976.0,12.0,,,,,,,,,,
520,PT04M38.00S,2022-01-04T05:28:35.2Z,4,REGULAR,3pt,Jump Shot,[],1629599,26.067674113009204,11.519607843137265,1610612746,87,111,2022-01-04T05:28:43Z,5110000,192.0,193.0,1,left,A. Coffey 27' 3PT  (7 PTS) (J. Scrubb 1 AST),"[1629599, 1630206]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,27.22,Made,,,,7.0,J. Scrubb,1630206.0,1.0,,,,,,,,,,
522,PT04M20.00S,2022-01-04T05:28:53.9Z,4,REGULAR,3pt,Jump Shot,[],1627752,78.49868593955321,6.127450980392155,1610612750,87,114,2022-01-04T05:29:07Z,5130000,-219.0,150.0,1,right,T. Prince 26' 3PT  (17 PTS) (J. McDaniels 3 AST),"[1627752, 1630183]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,26.55,Made,,,,17.0,J. McDaniels,1630183.0,3.0,,,,,,,,,,
524,PT03M55.00S,2022-01-04T05:29:19.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,9.247700394218143,51.470588235294116,1610612746,89,114,2022-01-04T05:29:25Z,5150000,-7.0,34.0,1,left,J. Winslow Layup (15 PTS) (A. Coffey 2 AST),"[1626159, 1629599]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,3.52,Made,,,,15.0,A. Coffey,1629599.0,2.0,,,,,,,,,,
526,PT03M55.00S,2022-01-04T05:29:23.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,89,114,2022-01-04T05:29:23Z,5170000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT03M55.00S,2022-01-04T05:31:49.4Z,4,REGULAR,substitution,out,[],1626159,,,1610612750,89,114,2022-01-04T05:32:18Z,5180000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT03M55.00S,2022-01-04T05:31:49.4Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,89,114,2022-01-04T05:32:18Z,5190000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT03M55.00S,2022-01-04T05:31:49.4Z,4,REGULAR,substitution,out,[],201976,,,1610612750,89,114,2022-01-04T05:32:18Z,5200000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT03M55.00S,2022-01-04T05:31:49.4Z,4,REGULAR,substitution,in,[],1629117,,,1610612750,89,114,2022-01-04T05:32:18Z,5210000,,,0,,SUB in: W. Gabriel,[1629117],1610612746.0,LAC,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT03M55.00S,2022-01-04T05:31:49.4Z,4,REGULAR,substitution,in,[],1629669,,,1610612750,89,114,2022-01-04T05:32:18Z,5220000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT03M55.00S,2022-01-04T05:31:49.4Z,4,REGULAR,substitution,in,[],1629006,,,1610612750,89,114,2022-01-04T05:32:18Z,5230000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT03M38.00S,2022-01-04T05:32:37.8Z,4,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612750,89,114,2022-01-04T05:32:42Z,5240000,,,0,,A. Coffey shooting personal FOUL (2 PF) (Okogie 2 FT),"[1629599, 1629006]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,203054.0,,,,,,,,,,,,,,,,2.0,0.0,Okogie,1629006.0,
