actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT03M33.00S,2021-12-09T03:55:28.4Z,1,REGULAR,block,,[],1628392,,,1610612738,17,17,2021-12-09T03:55:31Z,850000,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M30.00S,2021-12-09T03:55:31.4Z,1,REGULAR,rebound,offensive,[],1629641,,,1610612738,17,17,2021-12-09T03:55:41Z,860000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
89,PT03M30.00S,2021-12-09T03:55:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,92.55913272010513,48.774509803921575,1610612738,17,19,2021-12-09T03:55:49Z,870000,-6.0,17.0,1,right,R. Langford putback Layup (2 PTS),[1629641],1610612738.0,BOS,putback,,,Langford,R. Langford,,,,,1.84,Made,,,,,,,2.0,,,,,,,,,,,,
90,PT03M30.00S,2021-12-09T03:55:36.4Z,1,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612738,17,19,2021-12-09T04:05:38Z,880000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Langford 1 FT),"[1628392, 1629641]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Langford,1629641.0,
92,PT03M30.00S,2021-12-09T03:55:48.0Z,1,REGULAR,substitution,out,[],202704,,,1610612738,17,19,2021-12-09T03:56:02Z,900000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M30.00S,2021-12-09T03:55:48.0Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,17,19,2021-12-09T03:56:02Z,910000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M30.00S,2021-12-09T03:55:48.0Z,1,REGULAR,substitution,in,[],202339,,,1610612738,17,19,2021-12-09T03:56:02Z,920000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M30.00S,2021-12-09T03:55:48.0Z,1,REGULAR,substitution,in,[],201143,,,1610612738,17,19,2021-12-09T03:56:02Z,930000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M30.00S,2021-12-09T03:56:00.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629641,,,1610612738,17,19,2021-12-09T03:56:02Z,940000,,,0,,MISS R. Langford Free Throw 1 of 1,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M27.00S,2021-12-09T03:56:03.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,17,19,2021-12-09T03:56:02Z,950000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,96.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
98,PT03M12.00S,2021-12-09T03:56:18.7Z,1,REGULAR,2pt,Jump Shot,[],202694,21.20565045992116,70.34313725490196,1610612746,17,19,2021-12-09T04:06:26Z,960000,-102.0,147.0,1,left,MISS M. Morris Sr. 17' turnaround Shot,[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,17.86,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M10.00S,2021-12-09T03:56:20.7Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,17,19,2021-12-09T04:06:26Z,970000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
100,PT03M09.00S,2021-12-09T03:56:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,4.77989487516426,51.470588235294116,1610612746,19,19,2021-12-09T04:07:35Z,980000,-7.0,-8.0,1,left,T. Mann putback Layup (6 PTS),[1629611],1610612746.0,LAC,putback,,,Mann,T. Mann,,,,,1.06,Made,,,,,,,6.0,,,,,,,,,,,,
101,PT02M53.00S,2021-12-09T03:56:35.8Z,1,REGULAR,3pt,Jump Shot,[],1626196,70.74572930354796,25.0,1610612738,19,22,2021-12-09T03:56:40Z,990000,-125.0,222.0,1,right,J. Richardson 25' 3PT  (5 PTS) (A. Horford 1 AST),"[1626196, 201143]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.52,Made,,,,,,,5.0,A. Horford,201143.0,1.0,,,,,,,,,
103,PT02M23.00S,2021-12-09T03:57:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,8.853482260183966,55.3921568627451,1610612746,19,22,2021-12-09T04:09:07Z,1010000,-27.0,31.0,1,left,MISS E. Bledsoe fadeaway Shot,[202339],1610612746.0,LAC,fadeaway,,,Bledsoe,E. Bledsoe,,,,,4.09,Missed,,,,,,,,,,,,,,,,,,,
104,PT02M21.00S,2021-12-09T03:57:07.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,19,22,2021-12-09T03:57:09Z,1020000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
105,PT02M17.00S,2021-12-09T03:57:11.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,76.13337713534823,88.72549019607843,1610612738,19,22,2021-12-09T04:39:49Z,1030000,194.0,172.0,1,right,MISS G. Williams 25' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M08.00S,2021-12-09T03:57:20.2Z,1,REGULAR,rebound,offensive,[],1626196,,,1610612738,19,22,2021-12-09T03:57:29Z,1040000,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,105.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
107,PT02M08.00S,2021-12-09T03:57:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626196,94.40999984741211,50.0,1610612738,19,22,2021-12-09T03:57:20Z,1050000,0.0,0.0,1,right,MISS J. Richardson tip Layup,[1626196],1610612738.0,BOS,tip,,,Richardson,J. Richardson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M07.00S,2021-12-09T03:57:20.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,19,22,2021-12-09T03:57:20Z,1060000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,107.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
109,PT02M03.00S,2021-12-09T03:57:25.3Z,1,REGULAR,turnover,lost ball,[],202694,,,1610612746,19,22,2021-12-09T03:57:31Z,1070000,,,0,,M. Morris Sr. lost ball TURNOVER (1 TO),"[202694, 1629641]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,1.0,Langford,1629641.0,,,,,,
110,PT02M03.00S,2021-12-09T03:57:25.3Z,1,REGULAR,steal,,[],1629641,,,1610612738,19,22,2021-12-09T03:57:28Z,1080000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M54.00S,2021-12-09T03:57:42.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,19,22,2021-12-09T03:57:42Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M54.00S,2021-12-09T03:57:47.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,22,2021-12-09T03:57:47Z,1100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M54.00S,2021-12-09T04:00:29.1Z,1,REGULAR,substitution,out,[],202694,,,1610612738,19,22,2021-12-09T04:00:46Z,1110000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M54.00S,2021-12-09T04:00:29.1Z,1,REGULAR,substitution,in,[],1630527,,,1610612738,19,22,2021-12-09T04:00:46Z,1120000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M47.00S,2021-12-09T04:00:55.5Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612738,19,22,2021-12-09T04:00:58Z,1130000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 202339]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0,,,,,,
116,PT01M47.00S,2021-12-09T04:00:55.5Z,1,REGULAR,steal,,[],202339,,,1610612746,19,22,2021-12-09T04:00:57Z,1140000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M37.00S,2021-12-09T04:01:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202339,14.109724047306173,4.656862745098039,1610612746,19,22,2021-12-09T04:01:09Z,1150000,227.0,80.0,1,left,MISS E. Bledsoe 24' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,,
118,PT01M35.00S,2021-12-09T04:01:08.1Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,19,22,2021-12-09T04:01:09Z,1160000,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
119,PT01M28.00S,2021-12-09T04:01:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,93.34756898817345,52.205882352941174,1610612738,19,24,2021-12-09T04:01:34Z,1170000,11.0,10.0,1,right,R. Langford driving Layup (4 PTS) (D. Schroder 3 AST),"[1629641, 203471]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,1.49,Made,,,,,,,4.0,D. Schroder,203471.0,3.0,,,,,,,,,
120,PT01M09.00S,2021-12-09T04:01:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,10.167542706964511,56.61764705882353,1610612746,19,24,2021-12-09T04:01:37Z,1180000,-33.0,43.0,1,left,MISS E. Bledsoe Jump Shot,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,5.43,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M07.00S,2021-12-09T04:01:35.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,19,24,2021-12-09T04:01:37Z,1190000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
123,PT01M00.00S,2021-12-09T04:01:43.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.55913272010513,50.49019607843137,1610612738,19,26,2021-12-09T04:01:57Z,1200000,2.0,17.0,1,right,D. Schroder driving Layup (4 PTS) (A. Horford 2 AST),"[203471, 201143]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.76,Made,,,,,,,4.0,A. Horford,201143.0,2.0,,,,,,,,,
124,PT00M44.40S,2021-12-09T04:02:05.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,32.37516425755584,60.049019607843135,1610612746,22,26,2021-12-09T04:02:13Z,1210000,-50.0,252.0,1,left,L. Kennard 25' 3PT  (6 PTS) (E. Bledsoe 1 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.68,Made,,,,,,,6.0,E. Bledsoe,202339.0,1.0,,,,,,,,,
127,PT00M29.70S,2021-12-09T04:02:24.4Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612738,22,26,2021-12-09T04:02:52Z,1230000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1629611]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,1.0,Mann,1629611.0,,,,,,
128,PT00M29.70S,2021-12-09T04:02:24.4Z,1,REGULAR,steal,,[],1629611,,,1610612746,22,26,2021-12-09T04:02:26Z,1240000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M10.40S,2021-12-09T04:02:44.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629611,8.196452036793687,49.754901960784316,1610612746,24,26,2021-12-09T04:02:49Z,1250000,1.0,25.0,1,left,T. Mann driving Layup (8 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,2.45,Made,,,,,,,8.0,,,,,,,,,,,,
130,PT00M04.50S,2021-12-09T04:03:00.8Z,1,REGULAR,foul,personal,[],1630527,,,1610612738,24,26,2021-12-09T04:03:08Z,1260000,,,0,,B. Boston Jr. take personal FOUL (1 PF),"[1630527, 203471]",1610612746.0,LAC,take,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Schroder,203471.0,
132,PT00M00.60S,2021-12-09T04:03:25.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629611,,,1610612738,24,26,2021-12-09T04:03:38Z,1280000,,,0,,T. Mann shooting personal FOUL (1 PF) (Richardson 2 FT),"[1629611, 1626196]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Richardson,1626196.0,
134,PT00M00.60S,2021-12-09T04:03:54.0Z,1,REGULAR,freethrow,1 of 2,[],1626196,,,1610612738,24,27,2021-12-09T04:03:54Z,1300000,,,0,,J. Richardson Free Throw 1 of 2 (6 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
135,PT00M00.60S,2021-12-09T04:03:54.0Z,1,REGULAR,freethrow,2 of 2,[],1626196,,,1610612738,24,28,2021-12-09T04:04:42Z,1310000,,,0,,J. Richardson Free Throw 2 of 2 (7 PTS),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
138,PT00M00.00S,2021-12-09T04:04:25.3Z,1,REGULAR,period,end,[],0,,,1610612746,24,28,2021-12-09T04:04:25Z,1340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-12-09T04:06:37.7Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612746,24,28,2021-12-09T04:07:02Z,1350000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-12-09T04:06:37.7Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612746,24,28,2021-12-09T04:07:02Z,1360000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-12-09T04:06:37.7Z,2,REGULAR,substitution,out,['startperiod'],203471,,,1610612746,24,28,2021-12-09T04:07:02Z,1370000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-12-09T04:06:37.7Z,2,REGULAR,substitution,in,['startperiod'],202683,,,1610612746,24,28,2021-12-09T04:07:02Z,1380000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-09T04:06:37.7Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612746,24,28,2021-12-09T04:07:02Z,1390000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-09T04:06:37.7Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612746,24,28,2021-12-09T04:07:02Z,1400000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-09T04:07:02.2Z,2,REGULAR,period,start,[],0,,,1610612738,24,28,2021-12-09T04:07:02Z,1410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M43.00S,2021-12-09T04:07:18.2Z,2,REGULAR,3pt,Jump Shot,[],1626196,92.69053876478318,2.4509803921568647,1610612738,24,28,2021-12-09T04:07:22Z,1420000,-238.0,16.0,1,right,MISS J. Richardson 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,,
147,PT11M40.00S,2021-12-09T04:07:21.2Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,24,28,2021-12-09T04:07:22Z,1430000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
148,PT11M21.00S,2021-12-09T04:07:39.9Z,2,REGULAR,2pt,Jump Shot,[],1629611,24.359395532194483,40.44117647058824,1610612746,24,28,2021-12-09T04:09:54Z,1440000,48.0,176.0,1,left,MISS T. Mann 18' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,18.29,Missed,,,,,,,,,,,,,,,,,,,
149,PT11M17.00S,2021-12-09T04:07:43.9Z,2,REGULAR,rebound,offensive,[],202339,,,1610612746,24,28,2021-12-09T04:07:45Z,1450000,,,0,,E. Bledsoe REBOUND (Off:1 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
150,PT11M15.00S,2021-12-09T04:07:45.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202339,12.13863337713535,47.30392156862745,1610612746,24,28,2021-12-09T04:07:49Z,1460000,13.0,62.0,1,left,MISS E. Bledsoe 6' floating Shot,[202339],1610612746.0,LAC,floating,,,Bledsoe,E. Bledsoe,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,,
151,PT11M13.00S,2021-12-09T04:07:47.7Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612746,24,28,2021-12-09T04:07:49Z,1470000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
152,PT11M11.00S,2021-12-09T04:07:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202339,6.8823915900131425,52.450980392156865,1610612746,26,28,2021-12-09T04:07:53Z,1480000,-12.0,12.0,1,left,E. Bledsoe Layup (2 PTS) (I. Hartenstein 1 AST),"[202339, 1628392]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1.73,Made,,,,,,,2.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,
154,PT10M52.00S,2021-12-09T04:08:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,91.77069645203679,50.0,1610612738,26,30,2021-12-09T04:08:12Z,1500000,0.0,25.0,1,right,E. Freedom Layup (2 PTS),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,2.49,Made,,,,,,,2.0,,,,,,,,,,,,
155,PT10M28.00S,2021-12-09T04:08:32.7Z,2,REGULAR,2pt,Jump Shot,[],1628379,21.994086727989497,31.862745098039213,1610612746,26,30,2021-12-09T04:11:26Z,1510000,91.0,154.0,1,left,MISS L. Kennard 17' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,17.89,Missed,,,,,,,,,,,,,,,,,,,
156,PT10M26.00S,2021-12-09T04:08:34.7Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,26,30,2021-12-09T04:08:37Z,1520000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
157,PT10M16.00S,2021-12-09T04:08:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202683,92.95335085413929,47.30392156862745,1610612738,26,30,2021-12-09T04:11:51Z,1530000,-13.0,14.0,1,right,MISS E. Freedom cutting Layup,[202683],1610612738.0,BOS,cutting,,,Freedom,E. Freedom,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,,
158,PT10M13.00S,2021-12-09T04:08:47.6Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,26,30,2021-12-09T04:08:49Z,1540000,,,0,,R. Langford REBOUND (Off:2 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,157.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
159,PT10M11.00S,2021-12-09T04:08:50.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,93.61038107752957,50.0,1610612738,26,32,2021-12-09T04:08:54Z,1550000,0.0,8.0,1,right,E. Freedom Layup (4 PTS) (R. Langford 1 AST),"[202683, 1629641]",1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,0.76,Made,,,,,,,4.0,R. Langford,1629641.0,1.0,,,,,,,,,
161,PT09M52.00S,2021-12-09T04:09:09.2Z,2,REGULAR,3pt,Jump Shot,[],1630527,5.831143232588701,96.81372549019608,1610612746,29,32,2021-12-09T04:09:22Z,1570000,-234.0,2.0,1,left,B. Boston Jr. 3PT  (3 PTS) (E. Bledsoe 2 AST),"[1630527, 202339]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,23.41,Made,,,,,,,3.0,E. Bledsoe,202339.0,2.0,,,,,,,,,
163,PT09M39.00S,2021-12-09T04:09:26.5Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,29,32,2021-12-09T04:09:58Z,1590000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,,,1627534.0,,,,,
164,PT09M39.00S,2021-12-09T04:09:33.0Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,29,32,2021-12-09T04:09:36Z,1600000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT09M39.00S,2021-12-09T04:09:33.0Z,2,REGULAR,substitution,in,[],202704,,,1610612746,29,32,2021-12-09T04:09:36Z,1610000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT09M25.00S,2021-12-09T04:09:54.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628392,8.590670170827863,51.22549019607843,1610612746,31,32,2021-12-09T04:10:21Z,1620000,-6.0,28.0,1,left,I. Hartenstein cutting DUNK (2 PTS) (L. Kennard 1 AST),"[1628392, 1628379]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,2.89,Made,,,,,,,2.0,L. Kennard,1628379.0,1.0,,,,,,,,,
168,PT09M25.00S,2021-12-09T04:10:01.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,32,2021-12-09T04:10:01Z,1640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M25.00S,2021-12-09T04:11:43.6Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,31,32,2021-12-09T04:14:29Z,1645000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M25.00S,2021-12-09T04:11:43.6Z,2,REGULAR,substitution,in,[],1630174,,,1610612738,31,32,2021-12-09T04:14:29Z,1647500,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M10.00S,2021-12-09T04:13:10.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.4250985545335,89.70588235294117,1610612738,31,32,2021-12-09T04:13:14Z,1650000,199.0,188.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.33,Missed,,,,,,,,,,,,,,,,,,,
170,PT09M07.00S,2021-12-09T04:13:13.7Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,31,32,2021-12-09T04:13:14Z,1660000,,,0,,E. Bledsoe REBOUND (Off:1 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,169.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
171,PT09M02.00S,2021-12-09T04:13:21.8Z,2,REGULAR,foul,personal,[],1629641,,,1610612746,31,32,2021-12-09T04:13:48Z,1670000,,,0,,R. Langford personal FOUL (1 PF),"[1629641, 1628379]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Kennard,1628379.0,
175,PT08M53.00S,2021-12-09T04:13:56.8Z,2,REGULAR,foul,personal,[],1628369,,,1610612746,31,32,2021-12-09T04:49:41Z,1710000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 202339]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Bledsoe,202339.0,
177,PT08M47.00S,2021-12-09T04:14:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,9.116294349540084,52.94117647058824,1610612746,33,32,2021-12-09T04:14:39Z,1730000,-15.0,33.0,1,left,B. Boston Jr. driving Layup (5 PTS),[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,3.63,Made,,,,,,,5.0,,,,,,,,,,,,
