actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-28T20:40:43.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-28T20:40:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M51.00S,2021-11-28T20:40:51.2Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2021-11-28T20:40:51Z,40000,,,0,,Jump Ball K. Looney vs. I. Zubac: Tip to D. Green,"[203110, 1626172, 1627826]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Looney,1626172.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-11-28T20:41:02.3Z,1,REGULAR,turnover,bad pass,[],1626172,,,1610612744,0,0,2021-11-28T20:41:06Z,70000,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 202704]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,1.0,Jackson,202704.0,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2021-11-28T20:41:02.3Z,1,REGULAR,steal,,[],202704,,,1610612746,0,0,2021-11-28T20:44:58Z,80000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2021-11-28T20:41:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,93.87319316688567,53.431372549019606,1610612746,2,0,2021-11-28T20:41:12Z,90000,17.0,5.0,1,right,P. George cutting Layup (2 PTS) (R. Jackson 1 AST),"[202331, 202704]",1610612746.0,LAC,cutting,,,George,P. George,,,,,,,,1.79,Made,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,
11,PT11M18.00S,2021-11-28T20:41:24.2Z,1,REGULAR,3pt,Jump Shot,[],201939,4.517082785808142,4.901960784313729,1610612744,2,3,2021-11-28T20:41:31Z,110000,225.0,-10.0,1,left,S. Curry 3PT  (3 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,22.57,Made,3.0,D. Green,203110.0,1.0,,,,,,,,,,,,
13,PT10M58.00S,2021-11-28T20:41:43.4Z,1,REGULAR,3pt,Jump Shot,[],202694,68.77463863337714,33.33333333333334,1610612746,2,3,2021-11-28T20:41:49Z,130000,-83.0,241.0,1,right,MISS M. Morris Sr. 25' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,25.5,Missed,,,,,,,,,,,,,,,,
14,PT10M55.00S,2021-11-28T20:41:46.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,3,2021-11-28T20:41:49Z,140000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M51.00S,2021-11-28T20:41:51.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203952,7.539421813403408,28.186274509803923,1610612744,2,3,2021-11-28T20:42:01Z,150000,109.0,18.0,1,left,MISS A. Wiggins 11' running pullup Shot,[203952],1610612744.0,GSW,running pullup,,,Wiggins,A. Wiggins,,,,,,,,11.06,Missed,,,,,,,,,,,,,,,,
16,PT10M48.00S,2021-11-28T20:41:54.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,2,3,2021-11-28T20:42:01Z,160000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M40.00S,2021-11-28T20:42:02.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.08475689881735,49.754901960784316,1610612746,2,3,2021-11-28T20:42:07Z,170000,-1.0,13.0,1,right,MISS I. Zubac DUNK,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,1.26,Missed,,,,,,,,,,,,,,,,
18,PT10M37.00S,2021-11-28T20:42:05.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,3,2021-11-28T20:42:07Z,180000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,
19,PT10M30.00S,2021-11-28T20:42:11.4Z,1,REGULAR,3pt,Jump Shot,[],201939,4.385676741130098,96.56862745098039,1610612744,2,3,2021-11-28T20:42:20Z,190000,-233.0,-11.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,23.31,Missed,,,,,,,,,,,,,,,,
20,PT10M27.00S,2021-11-28T20:42:14.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,3,2021-11-28T20:42:20Z,200000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M19.00S,2021-11-28T20:42:23.8Z,1,REGULAR,3pt,Jump Shot,[],202694,73.76806833114324,19.362745098039213,1610612746,2,3,2021-11-28T20:42:29Z,210000,-153.0,194.0,1,right,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,24.73,Missed,,,,,,,,,,,,,,,,
22,PT10M14.00S,2021-11-28T20:42:28.8Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,2,3,2021-11-28T20:42:29Z,220000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M11.00S,2021-11-28T20:42:33.6Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,2,3,2021-11-28T20:42:40Z,230000,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,1.0,,,,,,,,,,,,,204058.0,,,,,,,
