actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-01-08T20:41:05.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-08T20:41:05Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-08T20:41:09.0Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612763,0,0,2022-01-08T20:41:09Z,40000,,,0,,Jump Ball J. Jackson Jr. vs. I. Zubac: Tip to D. Brooks,"[1628415, 1628991, 1627826]",1610612763.0,MEM,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Jackson Jr.,1628991.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-01-08T20:41:21.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,93.2161629434954,44.36274509803921,1610612763,0,2,2022-01-08T20:41:36Z,70000,-28.0,11.0,1,right,J. Jackson Jr. bank Hook (2 PTS),[1628991],1610612763.0,MEM,bank,,,Jackson Jr.,J. Jackson Jr.,,,,,3.04,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M29.00S,2022-01-08T20:41:35.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,12.00722733245729,50.245098039215684,1610612746,2,2,2022-01-08T20:42:22Z,80000,-1.0,60.0,1,left,I. Zubac 6' turnaround Hook (2 PTS) (N. Batum 1 AST),"[1627826, 201587]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,6.04,Made,2.0,N. Batum,201587.0,1.0,,,,,,,,,,,,,,,
10,PT11M15.00S,2022-01-08T20:41:49.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,75.73915900131406,89.95098039215686,1610612763,2,2,2022-01-08T20:41:53Z,100000,200.0,176.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2022-01-08T20:41:51.0Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,2,2,2022-01-08T20:41:51Z,110000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M08.00S,2022-01-08T20:41:56.7Z,1,REGULAR,3pt,Jump Shot,[],202704,7.013797634691201,97.05882352941177,1610612746,5,2,2022-01-08T20:42:05Z,120000,-235.0,13.0,1,left,R. Jackson 3PT  (3 PTS) (A. Coffey 1 AST),"[202704, 1629599]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,23.57,Made,3.0,A. Coffey,1629599.0,1.0,,,,,,,,,,,,,,,
14,PT10M55.00S,2022-01-08T20:42:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,94.26741130091985,54.16666666666667,1610612763,5,2,2022-01-08T20:42:15Z,140000,21.0,1.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M53.00S,2022-01-08T20:42:11.5Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,5,2,2022-01-08T20:42:15Z,150000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M36.00S,2022-01-08T20:42:30.9Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612746,5,2,2022-01-08T20:42:43Z,160000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Jackson 2 FT),"[1628415, 202704]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,2882.0,1.0,0.0,Jackson,202704.0,,,,,,
18,PT10M36.00S,2022-01-08T20:43:08.3Z,1,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,6,2,2022-01-08T20:43:08Z,180000,,,0,,R. Jackson Free Throw 1 of 2 (4 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2022-01-08T20:43:32.5Z,1,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,7,2,2022-01-08T20:43:32Z,190000,,,0,,R. Jackson Free Throw 2 of 2 (5 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
