actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
92,PT04M35.00S,2022-01-17T20:56:00.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201587,94.00459921156373,77.45098039215686,1610612746,26,14,2022-01-17T20:56:20Z,920000,137.0,4.0,1,right,MISS N. Batum 13' fadeaway Shot,[201587],1610612746.0,LAC,fadeaway,,,Batum,N. Batum,,,,,,,,,13.74,Missed,,,,,,,,,,,,,,
93,PT04M34.00S,2022-01-17T20:56:05.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,26,14,2022-01-17T20:56:05Z,930000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,
94,PT04M34.00S,2022-01-17T20:56:06.9Z,1,REGULAR,foul,personal,[],1627747,,,1610612746,26,14,2022-01-17T20:56:14Z,940000,,,0,,C. LeVert loose ball personal FOUL (2 PF),"[1627747, 1627826]",1610612754.0,IND,loose ball,,,LeVert,C. LeVert,,,,,,,,203592.0,,,,,,,,,,,2.0,0.0,Zubac,1627826.0,,
96,PT04M34.00S,2022-01-17T20:56:28.5Z,1,REGULAR,substitution,out,[],1627747,,,1610612746,26,14,2022-01-17T20:56:35Z,960000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M34.00S,2022-01-17T20:56:28.5Z,1,REGULAR,substitution,in,[],202362,,,1610612746,26,14,2022-01-17T20:56:35Z,970000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M29.00S,2022-01-17T20:56:49.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202704,66.5407358738502,36.029411764705884,1610612746,26,14,2022-01-17T20:56:54Z,980000,-70.0,262.0,1,right,MISS R. Jackson 27' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,27.12,Missed,,,,,,,,,,,,,,
99,PT04M25.00S,2022-01-17T20:56:53.6Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,26,14,2022-01-17T20:56:54Z,990000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,
100,PT04M21.00S,2022-01-17T20:56:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630613,33.820630749014455,49.01960784313726,1610612754,26,14,2022-01-17T20:57:06Z,1000000,5.0,265.0,1,left,MISS D. Washington Jr. 26' step back 3PT,[1630613],1610612754.0,IND,step back,,,Washington Jr.,D. Washington Jr.,,,,,,,,,26.54,Missed,,,,,,,,,,,,,,
101,PT04M17.00S,2022-01-17T20:57:01.6Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,26,14,2022-01-17T20:57:06Z,1010000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,100.0,2.0,2.0,0.0,,,,,,
102,PT04M11.00S,2022-01-17T20:57:12.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612746,26,14,2022-01-17T20:57:36Z,1020000,,,0,,G. Bitadze personal FOUL (1 PF) (Morris Sr. 2 FT),"[1629048, 202694]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,202053.0,,,,,,,,,,,1.0,0.0,Morris Sr.,202694.0,,
104,PT04M11.00S,2022-01-17T20:57:48.8Z,1,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,27,14,2022-01-17T20:57:48Z,1040000,,,0,,M. Morris Sr. Free Throw 1 of 2 (8 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
105,PT04M11.00S,2022-01-17T20:57:49.9Z,1,REGULAR,substitution,out,[],201587,,,1610612746,27,14,2022-01-17T20:58:03Z,1050000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2022-01-17T20:57:49.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,27,14,2022-01-17T20:58:03Z,1060000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M11.00S,2022-01-17T20:57:49.9Z,1,REGULAR,substitution,out,[],1630613,,,1610612746,27,14,2022-01-17T20:58:03Z,1070000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M11.00S,2022-01-17T20:57:49.9Z,1,REGULAR,substitution,in,[],201586,,,1610612746,27,14,2022-01-17T20:58:03Z,1080000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M11.00S,2022-01-17T20:57:49.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,27,14,2022-01-17T20:58:03Z,1090000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M11.00S,2022-01-17T20:57:49.9Z,1,REGULAR,substitution,in,[],1626208,,,1610612746,27,14,2022-01-17T20:58:03Z,1100000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M11.00S,2022-01-17T20:58:17.7Z,1,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,28,14,2022-01-17T20:58:17Z,1110000,,,0,,M. Morris Sr. Free Throw 2 of 2 (9 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
112,PT03M54.00S,2022-01-17T20:58:35.6Z,1,REGULAR,2pt,Jump Shot,[],1630537,9.641918528252305,80.3921568627451,1610612754,28,16,2022-01-17T20:59:03Z,1120000,-152.0,38.0,1,left,C. Duarte 15' pullup Jump Shot (2 PTS) (L. Stephenson 1 AST),"[1630537, 202362]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,,,,,15.67,Made,2.0,L. Stephenson,202362.0,1.0,,,,,,,,,,
114,PT03M29.00S,2022-01-17T20:59:00.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201586,90.19382391590013,54.90196078431372,1610612746,28,16,2022-01-17T20:59:07Z,1140000,25.0,40.0,1,right,MISS S. Ibaka bank Hook,[201586],1610612746.0,LAC,bank,,,Ibaka,S. Ibaka,,,,,,,,,4.67,Missed,,,,,,,,,,,,,,
115,PT03M29.00S,2022-01-17T20:59:00.1Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,28,16,2022-01-17T20:59:07Z,1150000,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,
116,PT03M21.00S,2022-01-17T20:59:17.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,28,16,2022-01-17T20:59:17Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2022-01-17T20:59:18.1Z,1,REGULAR,substitution,out,[],202704,,,1610612754,28,16,2022-01-17T20:59:21Z,1170000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2022-01-17T20:59:18.1Z,1,REGULAR,substitution,in,[],202339,,,1610612754,28,16,2022-01-17T20:59:21Z,1180000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2022-01-17T20:59:40.6Z,1,REGULAR,3pt,Jump Shot,[],1629052,22.2568988173456,91.66666666666667,1610612754,28,19,2022-01-17T20:59:46Z,1190000,-208.0,157.0,1,left,O. Brissett 26' 3PT  (3 PTS) (L. Stephenson 2 AST),"[1629052, 202362]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,26.07,Made,3.0,L. Stephenson,202362.0,2.0,,,,,,,,,,
121,PT02M51.00S,2022-01-17T21:00:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,87.9599211563732,53.67647058823529,1610612746,30,19,2022-01-17T21:00:10Z,1210000,18.0,61.0,1,right,E. Bledsoe 6' turnaround Jump Shot (2 PTS),[202339],1610612746.0,LAC,turnaround,,,Bledsoe,E. Bledsoe,,,,,,,,,6.34,Made,2.0,,,,,,,,,,,,,
122,PT02M43.00S,2022-01-17T21:00:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,9.773324572930349,54.65686274509804,1610612754,30,21,2022-01-17T21:00:21Z,1220000,-23.0,39.0,1,left,O. Brissett driving Layup (5 PTS) (L. Stephenson 3 AST),"[1629052, 202362]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,,,,,4.58,Made,5.0,L. Stephenson,202362.0,3.0,,,,,,,,,,
124,PT02M25.00S,2022-01-17T21:00:31.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,77.84165571616295,92.40196078431373,1610612746,33,21,2022-01-17T21:00:38Z,1240000,212.0,156.0,1,right,A. Coffey 26' 3PT  (12 PTS) (S. Ibaka 1 AST),"[1629599, 201586]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,26.31,Made,12.0,S. Ibaka,201586.0,1.0,,,,,,,,,,
126,PT02M16.00S,2022-01-17T21:00:43.7Z,1,REGULAR,turnover,traveling,[],202362,,,1610612754,33,21,2022-01-17T21:01:18Z,1260000,,,0,,L. Stephenson traveling TURNOVER (1 TO),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,1.0,,,202053.0,,,,,,,,,,,,,,,,
127,PT02M16.00S,2022-01-17T21:00:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,33,21,2022-01-17T21:00:51Z,1270000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M16.00S,2022-01-17T21:03:43.4Z,1,REGULAR,substitution,out,[],202694,,,1610612746,33,21,2022-01-17T21:04:13Z,1280000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M16.00S,2022-01-17T21:03:43.4Z,1,REGULAR,substitution,in,[],1630527,,,1610612746,33,21,2022-01-17T21:04:13Z,1290000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M04.00S,2022-01-17T21:04:29.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626208,,,1610612746,33,21,2022-01-17T21:04:42Z,1300000,,,0,,K. Sykes personal FOUL (1 PF) (Bledsoe 2 FT),"[1626208, 202339]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,203592.0,,,,,,,,,,,1.0,0.0,Bledsoe,202339.0,,
132,PT02M04.00S,2022-01-17T21:05:12.1Z,1,REGULAR,violation,lane,[],202362,,,1610612746,33,21,2022-01-17T21:05:12Z,1320000,,,0,,L. Stephenson lane VIOLATION,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M04.00S,2022-01-17T21:05:15.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202339,,,1610612746,34,21,2022-01-17T21:05:15Z,1330000,,,0,,E. Bledsoe Free Throw 1 of 2 (3 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
134,PT02M04.00S,2022-01-17T21:05:28.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202339,,,1610612746,35,21,2022-01-17T21:05:28Z,1340000,,,0,,E. Bledsoe Free Throw 2 of 2 (4 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
135,PT01M52.00S,2022-01-17T21:05:41.0Z,1,REGULAR,turnover,lost ball,[],1626208,,,1610612754,35,21,2022-01-17T21:05:47Z,1350000,,,0,,K. Sykes lost ball TURNOVER (1 TO),"[1626208, 1629599]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,1.0,Coffey,1629599.0,,,,,,,,,,,,,,,,,
136,PT01M52.00S,2022-01-17T21:05:41.0Z,1,REGULAR,steal,,[],1629599,,,1610612746,35,21,2022-01-17T21:05:44Z,1360000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M47.00S,2022-01-17T21:05:46.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630527,83.09789750328515,31.372549019607845,1610612746,37,21,2022-01-17T21:05:59Z,1370000,-93.0,106.0,1,right,B. Boston Jr. 14' running pullup Jump Shot (2 PTS) (E. Bledsoe 1 AST),"[1630527, 202339]",1610612746.0,LAC,running pullup,,,Boston Jr.,B. Boston Jr.,,,,,,,,,14.14,Made,2.0,E. Bledsoe,202339.0,1.0,,,,,,,,,,
139,PT01M35.00S,2022-01-17T21:05:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629052,9.773324572930349,96.81372549019608,1610612754,37,21,2022-01-17T21:06:04Z,1390000,-234.0,39.0,1,left,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,23.74,Missed,,,,,,,,,,,,,,
140,PT01M31.00S,2022-01-17T21:06:02.1Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,37,21,2022-01-17T21:06:02Z,1400000,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,139.0,1.0,0.0,1.0,,,,,,
141,PT01M30.00S,2022-01-17T21:06:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612754,37,21,2022-01-17T21:06:13Z,1410000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Brissett 2 FT),"[1629599, 1629052]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,203592.0,,,,,,,,,,,1.0,0.0,Brissett,1629052.0,,
143,PT01M30.00S,2022-01-17T21:06:31.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629052,,,1610612754,37,22,2022-01-17T21:06:31Z,1430000,,,0,,O. Brissett Free Throw 1 of 2 (6 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
144,PT01M30.00S,2022-01-17T21:06:32.5Z,1,REGULAR,substitution,out,[],1629599,,,1610612754,37,22,2022-01-17T21:06:58Z,1440000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M30.00S,2022-01-17T21:06:32.5Z,1,REGULAR,substitution,out,[],1626208,,,1610612754,37,22,2022-01-17T21:06:58Z,1450000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M30.00S,2022-01-17T21:06:32.5Z,1,REGULAR,substitution,in,[],201587,,,1610612754,37,22,2022-01-17T21:06:58Z,1460000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M30.00S,2022-01-17T21:06:32.5Z,1,REGULAR,substitution,in,[],203200,,,1610612754,37,22,2022-01-17T21:06:58Z,1470000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M30.00S,2022-01-17T21:07:00.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629052,,,1610612754,37,23,2022-01-17T21:07:00Z,1480000,,,0,,O. Brissett Free Throw 2 of 2 (7 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
149,PT01M10.00S,2022-01-17T21:07:19.3Z,1,REGULAR,turnover,traveling,[],1630527,,,1610612746,37,23,2022-01-17T21:07:26Z,1490000,,,0,,B. Boston Jr. traveling TURNOVER (1 TO),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,1.0,,,203592.0,,,,,,,,,,,,,,,,
150,PT00M59.20S,2022-01-17T21:07:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,7.145203679369246,54.65686274509804,1610612754,37,25,2022-01-17T21:07:50Z,1500000,-23.0,15.0,1,left,C. Duarte driving finger roll Layup (4 PTS),[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,,,,,2.75,Made,4.0,,,,,,,,,,,,,
151,PT00M45.70S,2022-01-17T21:08:00.3Z,1,REGULAR,3pt,Jump Shot,[],1629611,70.61432325886992,28.67647058823529,1610612746,40,25,2022-01-17T21:08:07Z,1510000,-107.0,224.0,1,right,T. Mann 24' 3PT  (3 PTS) (E. Bledsoe 2 AST),"[1629611, 202339]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,24.78,Made,3.0,E. Bledsoe,202339.0,2.0,,,,,,,,,,
153,PT00M30.10S,2022-01-17T21:08:18.6Z,1,REGULAR,2pt,Jump Shot,[],202362,27.38173455978975,40.68627450980392,1610612754,40,25,2022-01-17T21:08:28Z,1530000,47.0,205.0,1,left,MISS L. Stephenson 21' pullup Shot,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,,,,,21.01,Missed,,,,,,,,,,,,,,
154,PT00M26.70S,2022-01-17T21:08:22.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,40,25,2022-01-17T21:08:28Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,
155,PT00M26.70S,2022-01-17T21:08:26.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,40,25,2022-01-17T21:08:26Z,1550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M12.80S,2022-01-17T21:08:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,6.750985545335084,55.14705882352941,1610612754,40,27,2022-01-17T21:08:58Z,1560000,-26.0,11.0,1,left,G. Bitadze Layup (4 PTS) (C. Duarte 1 AST),"[1629048, 1630537]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,2.8,Made,4.0,C. Duarte,1630537.0,1.0,,,,,,,,,,
158,PT00M01.50S,2022-01-17T21:09:07.5Z,1,REGULAR,3pt,Jump Shot,[],1629611,73.76806833114324,82.59803921568627,1610612746,40,27,2022-01-17T21:09:51Z,1580000,163.0,194.0,1,right,MISS T. Mann 25' step back 3PT,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,,,,,25.35,Missed,,,,,,,,,,,,,,
159,PT00M00.10S,2022-01-17T21:09:08.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,40,27,2022-01-17T21:44:25Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,
160,PT00M00.00S,2022-01-17T21:09:14.4Z,1,REGULAR,period,end,[],0,,,1610612746,40,27,2022-01-17T21:09:14Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-17T21:11:50.8Z,2,REGULAR,period,start,[],0,,,1610612754,40,27,2022-01-17T21:11:50Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M47.00S,2022-01-17T21:12:03.7Z,2,REGULAR,3pt,Jump Shot,[],203200,33.55781865965835,51.22549019607843,1610612754,40,27,2022-01-17T21:12:10Z,1620000,-6.0,263.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,26.3,Missed,,,,,,,,,,,,,,
163,PT11M42.00S,2022-01-17T21:12:08.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,40,27,2022-01-17T21:12:10Z,1630000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,
164,PT11M31.00S,2022-01-17T21:12:20.3Z,2,REGULAR,turnover,out-of-bounds,[],201586,,,1610612746,40,27,2022-01-17T21:12:29Z,1640000,,,0,,S. Ibaka lost ball out-of-bounds TURNOVER (1 TO),[201586],1610612746.0,LAC,lost ball,,,Ibaka,S. Ibaka,,,,,1.0,,,203592.0,,,,,,,,,,,,,,,,
165,PT11M21.00S,2022-01-17T21:12:34.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202362,20.68002628120894,8.333333333333343,1610612754,40,27,2022-01-17T21:12:40Z,1650000,208.0,142.0,1,left,MISS L. Stephenson 25' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,25.2,Missed,,,,,,,,,,,,,,
166,PT11M17.00S,2022-01-17T21:12:38.9Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,40,27,2022-01-17T21:12:38Z,1660000,,,0,,G. Bitadze REBOUND (Off:2 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,165.0,2.0,0.0,2.0,,,,,,
167,PT11M14.00S,2022-01-17T21:12:41.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629048,9.510512483574246,35.294117647058826,1610612754,40,27,2022-01-17T21:12:55Z,1670000,74.0,37.0,1,left,MISS G. Bitadze 8' Jump Shot - blocked,"[1629048, 201586]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,8.22,Missed,,,,,,,,,,,,,Ibaka,201586.0
168,PT11M14.00S,2022-01-17T21:12:41.6Z,2,REGULAR,block,,[],201586,,,1610612754,40,27,2022-01-17T21:12:48Z,1680000,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M06.00S,2022-01-17T21:12:49.6Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,40,27,2022-01-17T21:12:55Z,1690000,,,0,,G. Bitadze REBOUND (Off:3 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,167.0,3.0,0.0,3.0,,,,,,
170,PT11M03.00S,2022-01-17T21:12:53.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202362,9.641918528252305,41.17647058823529,1610612754,40,29,2022-01-17T21:45:18Z,1700000,44.0,38.0,1,left,L. Stephenson driving floating bank Jump Shot (2 PTS),[202362],1610612754.0,IND,driving floating bank,,,Stephenson,L. Stephenson,,,,,,,,,5.83,Made,2.0,,,,,,,,,,,,,
171,PT10M52.00S,2022-01-17T21:13:04.0Z,2,REGULAR,3pt,Jump Shot,[],201586,66.27792378449408,50.0,1610612746,43,29,2022-01-17T21:13:18Z,1710000,0.0,264.0,1,right,S. Ibaka 26' 3PT  (3 PTS) (T. Mann 1 AST),"[201586, 1629611]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,26.45,Made,3.0,T. Mann,1629611.0,1.0,,,,,,,,,,
173,PT10M31.00S,2022-01-17T21:13:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629052,8.984888304862025,43.13725490196079,1610612754,43,29,2022-01-17T21:13:32Z,1730000,34.0,32.0,1,left,MISS O. Brissett bank Shot,[1629052],1610612754.0,IND,bank,,,Brissett,O. Brissett,,,,,,,,,4.69,Missed,,,,,,,,,,,,,,
174,PT10M28.00S,2022-01-17T21:13:28.0Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,43,29,2022-01-17T21:13:32Z,1740000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,173.0,2.0,2.0,0.0,,,,,,
175,PT10M27.00S,2022-01-17T21:13:29.5Z,2,REGULAR,turnover,bad pass,[],1629611,,,1610612746,43,29,2022-01-17T21:13:36Z,1750000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 202362]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,1.0,Stephenson,202362.0,,,,,,,,,,,,,,,,,
176,PT10M27.00S,2022-01-17T21:13:29.5Z,2,REGULAR,steal,,[],202362,,,1610612754,43,29,2022-01-17T21:13:33Z,1760000,,,0,,L. Stephenson STEAL (1 STL),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M21.00S,2022-01-17T21:13:35.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629048,6.093955321944804,49.26470588235294,1610612754,43,31,2022-01-17T21:13:46Z,1770000,4.0,5.0,1,left,G. Bitadze running DUNK (6 PTS) (L. Stephenson 4 AST),"[1629048, 202362]",1610612754.0,IND,running,,,Bitadze,G. Bitadze,,,,,,,,,0.61,Made,6.0,L. Stephenson,202362.0,4.0,,,,,,,,,,
179,PT10M09.00S,2022-01-17T21:13:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,93.61038107752957,53.18627450980392,1610612746,45,31,2022-01-17T21:13:55Z,1790000,16.0,8.0,1,right,B. Boston Jr. driving Layup (4 PTS),[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,,,,,1.76,Made,4.0,,,,,,,,,,,,,
180,PT09M58.00S,2022-01-17T21:13:58.8Z,2,REGULAR,3pt,Jump Shot,[],1630537,27.644546649145866,23.039215686274503,1610612754,45,31,2022-01-17T21:14:06Z,1800000,135.0,207.0,1,left,MISS C. Duarte 24' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,,,,,24.74,Missed,,,,,,,,,,,,,,
