actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
16,PT10M58.00S,2021-11-08T02:12:00.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,2,3,2021-11-08T02:12:00Z,160000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,
17,PT10M54.00S,2021-11-08T02:12:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628970,7.013797634691201,51.22549019607843,1610612766,2,5,2021-11-08T02:12:15Z,170000,-6.0,13.0,1,left,M. Bridges Layup (2 PTS) (M. Plumlee 1 AST),"[1628970, 203486]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.47,Made,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,,
19,PT10M44.00S,2021-11-08T02:12:17.1Z,1,REGULAR,3pt,Jump Shot,[],202331,66.5407358738502,54.90196078431372,1610612746,2,5,2021-11-08T02:12:21Z,190000,25.0,262.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M41.00S,2021-11-08T02:12:20.1Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,5,2021-11-08T02:12:21Z,200000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M32.00S,2021-11-08T02:12:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,7.539421813403408,48.529411764705884,1610612766,2,5,2021-11-08T02:12:34Z,210000,7.0,18.0,1,left,MISS T. Rozier cutting Layup,[1626179],1610612766.0,CHA,cutting,,,Rozier,T. Rozier,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M30.00S,2021-11-08T02:12:30.3Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,2,5,2021-11-08T02:12:34Z,220000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M22.00S,2021-11-08T02:12:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612746,2,5,2021-11-08T02:12:46Z,230000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Zubac 2 FT),"[1628970, 1627826]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Zubac,1627826.0,,,
25,PT10M22.00S,2021-11-08T02:13:04.2Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,3,5,2021-11-08T02:13:04Z,250000,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
26,PT10M22.00S,2021-11-08T02:13:19.7Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,4,5,2021-11-08T02:13:19Z,260000,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2021-11-08T02:13:42.1Z,1,REGULAR,2pt,Jump Shot,[],202330,16.212220762155056,82.1078431372549,1610612766,4,5,2021-11-08T02:13:47Z,270000,-161.0,100.0,1,left,MISS G. Hayward 18' turnaround fadeaway Shot,[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M57.00S,2021-11-08T02:13:46.1Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,4,5,2021-11-08T02:13:47Z,280000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT09M52.00S,2021-11-08T02:13:51.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.13600525624179,49.754901960784316,1610612746,6,5,2021-11-08T02:14:00Z,290000,-1.0,3.0,1,right,I. Zubac alley-oop DUNK (4 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,0.29,Made,4.0,P. George,202331.0,1.0,,,,,,,,,,,,,,,
31,PT09M33.00S,2021-11-08T02:14:11.7Z,1,REGULAR,foul,personal,[],1627826,,,1610612766,6,5,2021-11-08T02:14:27Z,310000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 1626179]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Rozier,1626179.0,,,
33,PT09M27.00S,2021-11-08T02:14:31.0Z,1,REGULAR,3pt,Jump Shot,[],1628970,32.90078843626807,35.5392156862745,1610612766,6,8,2021-11-08T02:14:36Z,330000,72.0,257.0,1,left,M. Bridges 26' 3PT  (5 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.68,Made,5.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,,
35,PT09M14.00S,2021-11-08T02:14:44.5Z,1,REGULAR,3pt,Jump Shot,[],201587,86.38304862023654,95.83333333333333,1610612746,9,8,2021-11-08T02:14:48Z,350000,229.0,75.0,1,right,N. Batum 24' 3PT  (3 PTS) (P. George 2 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,24.13,Made,3.0,P. George,202331.0,2.0,,,,,,,,,,,,,,,
37,PT09M04.00S,2021-11-08T02:14:54.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,30.535479632063073,22.303921568627445,1610612766,9,11,2021-11-08T02:14:58Z,370000,138.0,235.0,1,left,L. Ball 27' 3PT  (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.23,Made,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,,
39,PT08M54.00S,2021-11-08T02:15:04.9Z,1,REGULAR,3pt,Jump Shot,[],202331,73.242444152431,14.705882352941174,1610612746,12,11,2021-11-08T02:15:11Z,390000,-176.0,199.0,1,right,P. George 26' 3PT step back (3 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,26.6,Made,3.0,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2021-11-08T02:15:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,17.65768725361366,40.931372549019606,1610612766,12,13,2021-11-08T02:15:21Z,400000,45.0,113.0,1,left,L. Ball 12' floating Jump Shot (5 PTS),[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,12.22,Made,5.0,,,,,,,,,,,,,,,,,,
41,PT08M24.00S,2021-11-08T02:15:34.2Z,1,REGULAR,3pt,Jump Shot,[],201587,71.66557161629436,82.84313725490196,1610612746,15,13,2021-11-08T02:15:37Z,410000,164.0,214.0,1,right,N. Batum 26' 3PT  (6 PTS) (E. Bledsoe 1 AST),"[201587, 202339]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,26.96,Made,6.0,E. Bledsoe,202339.0,1.0,,,,,,,,,,,,,,,
43,PT08M13.00S,2021-11-08T02:15:45.2Z,1,REGULAR,2pt,Jump Shot,[],203486,15.949408672798953,25.980392156862735,1610612766,15,15,2021-11-08T02:15:49Z,430000,120.0,97.0,1,left,M. Plumlee 15' Jump Shot (2 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,15.46,Made,2.0,,,,,,,,,,,,,,,,,,
44,PT08M02.00S,2021-11-08T02:15:56.5Z,1,REGULAR,3pt,Jump Shot,[],202331,67.9862023653088,65.44117647058823,1610612746,15,15,2021-11-08T02:16:02Z,440000,77.0,248.0,1,right,MISS P. George 26' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M00.00S,2021-11-08T02:15:58.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,15,15,2021-11-08T02:16:02Z,450000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT07M55.00S,2021-11-08T02:16:04.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,8.327858081471746,51.71568627450981,1610612766,15,17,2021-11-08T02:16:10Z,460000,-9.0,26.0,1,left,T. Rozier running Layup (2 PTS) (M. Plumlee 2 AST),"[1626179, 203486]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,2.72,Made,2.0,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,,
48,PT07M30.00S,2021-11-08T02:16:32.2Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,15,17,2021-11-08T02:16:47Z,480000,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (1 TO),[202704],1610612746.0,LAC,bad pass,,,Jackson,R. Jackson,,,,,,,,,,,,,,,1.0,,,2714.0,,,,,,,
49,PT07M13.00S,2021-11-08T02:16:57.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,18.971747700394218,59.80392156862745,1610612766,15,17,2021-11-08T02:17:02Z,490000,-49.0,126.0,1,left,MISS T. Rozier 13' floating Shot,[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,13.5,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M09.00S,2021-11-08T02:17:01.9Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,15,17,2021-11-08T02:17:02Z,500000,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,49.0,1.0,0.0,1.0,,,,,,,,,,,
51,PT07M07.00S,2021-11-08T02:17:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626179,7.670827858081481,50.0,1610612766,15,17,2021-11-08T02:17:06Z,510000,0.0,20.0,1,left,MISS T. Rozier putback Layup,[1626179],1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M05.00S,2021-11-08T02:17:05.0Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,15,17,2021-11-08T02:17:05Z,520000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,
53,PT07M03.00S,2021-11-08T02:17:07.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628970,31.061103810775293,27.696078431372555,1610612766,15,20,2021-11-08T02:17:11Z,530000,112.0,239.0,1,left,M. Bridges 26' 3PT  (8 PTS) (L. Ball 2 AST),"[1628970, 1630163]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.42,Made,8.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
55,PT07M03.00S,2021-11-08T02:17:14.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,15,20,2021-11-08T02:17:14Z,550000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2021-11-08T02:19:53.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612746,15,20,2021-11-08T02:20:06Z,560000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M03.00S,2021-11-08T02:19:53.8Z,1,REGULAR,substitution,in,[],1628998,,,1610612746,15,20,2021-11-08T02:20:06Z,570000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M46.00S,2021-11-08T02:20:22.9Z,1,REGULAR,3pt,Jump Shot,[],202704,92.82194480946123,2.6960784313725554,1610612746,15,20,2021-11-08T02:20:27Z,580000,-237.0,15.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M43.00S,2021-11-08T02:20:25.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,15,20,2021-11-08T02:20:27Z,590000,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,,
60,PT06M37.00S,2021-11-08T02:20:31.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202339,70.87713534822602,77.94117647058823,1610612746,15,20,2021-11-08T02:20:36Z,600000,140.0,221.0,1,right,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M33.00S,2021-11-08T02:20:35.9Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,15,20,2021-11-08T02:20:36Z,610000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,
62,PT06M23.00S,2021-11-08T02:20:45.1Z,1,REGULAR,3pt,Jump Shot,[],1628998,33.42641261498029,50.73529411764706,1610612766,15,23,2021-11-08T02:20:50Z,620000,-4.0,262.0,1,left,C. Martin 26' 3PT  (3 PTS) (M. Plumlee 3 AST),"[1628998, 203486]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,26.17,Made,3.0,M. Plumlee,203486.0,3.0,,,,,,,,,,,,,,,
64,PT06M10.00S,2021-11-08T02:20:58.3Z,1,REGULAR,3pt,Jump Shot,[],202704,86.64586070959264,1.7156862745098067,1610612746,15,23,2021-11-08T02:21:02Z,640000,-241.0,73.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
65,PT06M08.00S,2021-11-08T02:21:00.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,15,23,2021-11-08T02:21:02Z,650000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,
66,PT06M03.00S,2021-11-08T02:21:05.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,26.330486202365307,84.06862745098039,1610612766,15,26,2021-11-08T02:21:19Z,660000,-170.0,195.0,1,left,L. Ball 25' 3PT step back (8 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,25.89,Made,8.0,,,,,,,,,,,,,,,,,,
67,PT05M51.00S,2021-11-08T02:21:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612746,15,26,2021-11-08T02:21:26Z,670000,,,0,,L. Ball shooting personal FOUL (1 PF) (Bledsoe 2 FT),"[1630163, 202339]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Bledsoe,202339.0,,,
69,PT05M51.00S,2021-11-08T02:21:45.8Z,1,REGULAR,freethrow,1 of 2,[],202339,,,1610612746,16,26,2021-11-08T02:21:45Z,690000,,,0,,E. Bledsoe Free Throw 1 of 2 (1 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
70,PT05M51.00S,2021-11-08T02:21:47.0Z,1,REGULAR,substitution,out,[],1626179,,,1610612746,16,26,2021-11-08T02:21:56Z,700000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M51.00S,2021-11-08T02:21:47.0Z,1,REGULAR,substitution,out,[],203486,,,1610612746,16,26,2021-11-08T02:21:56Z,710000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M51.00S,2021-11-08T02:21:47.0Z,1,REGULAR,substitution,in,[],1626162,,,1610612746,16,26,2021-11-08T02:21:56Z,720000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M51.00S,2021-11-08T02:21:47.0Z,1,REGULAR,substitution,in,[],1630208,,,1610612746,16,26,2021-11-08T02:21:56Z,730000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M51.00S,2021-11-08T02:22:05.1Z,1,REGULAR,freethrow,2 of 2,[],202339,,,1610612746,17,26,2021-11-08T02:22:05Z,740000,,,0,,E. Bledsoe Free Throw 2 of 2 (2 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
75,PT05M34.00S,2021-11-08T02:22:26.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,8.590670170827863,48.28431372549019,1610612766,17,28,2021-11-08T02:22:29Z,750000,9.0,28.0,1,left,N. Richards cutting DUNK (2 PTS) (C. Martin 1 AST),"[1630208, 1628998]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,2.96,Made,2.0,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,,
77,PT05M25.00S,2021-11-08T02:22:36.2Z,1,REGULAR,turnover,out-of-bounds,[],201587,,,1610612746,17,28,2021-11-08T02:22:41Z,770000,,,0,,N. Batum lost ball out-of-bounds TURNOVER (1 TO),[201587],1610612746.0,LAC,lost ball,,,Batum,N. Batum,,,,,,,,,,,,,,,1.0,,,1627962.0,,,,,,,
78,PT05M25.00S,2021-11-08T02:22:40.0Z,1,REGULAR,substitution,out,[],202339,,,1610612766,17,28,2021-11-08T02:22:42Z,780000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M25.00S,2021-11-08T02:22:40.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612766,17,28,2021-11-08T02:22:42Z,790000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M08.00S,2021-11-08T02:23:02.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,18.05190538764782,50.0,1610612766,17,28,2021-11-08T02:23:06Z,800000,0.0,117.0,1,left,MISS G. Hayward 11' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,11.72,Missed,,,,,,,,,,,,,,,,,,,
81,PT05M06.00S,2021-11-08T02:23:03.8Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,17,28,2021-11-08T02:23:03Z,810000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,
82,PT05M05.00S,2021-11-08T02:23:06.7Z,1,REGULAR,turnover,backcourt,[],1630208,,,1610612766,17,28,2021-11-08T02:23:17Z,820000,,,0,,N. Richards backcourt TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,1.0,,,2714.0,,,,,,,
83,PT04M56.00S,2021-11-08T02:23:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201587,93.61038107752957,50.245098039215684,1610612746,19,28,2021-11-08T02:23:30Z,830000,1.0,8.0,1,right,N. Batum Layup (8 PTS) (P. George 3 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,0.77,Made,8.0,P. George,202331.0,3.0,,,,,,,,,,,,,,,
85,PT04M44.00S,2021-11-08T02:23:39.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,13.32128777923785,96.07843137254902,1610612766,19,28,2021-11-08T02:23:43Z,850000,-230.0,73.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2021-11-08T02:23:41.9Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,19,28,2021-11-08T02:23:41Z,860000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT04M27.00S,2021-11-08T02:23:56.4Z,1,REGULAR,3pt,Jump Shot,[],202704,72.19119579500656,19.362745098039213,1610612746,19,28,2021-11-08T02:24:00Z,870000,-153.0,209.0,1,right,MISS R. Jackson 25' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M24.00S,2021-11-08T02:23:59.4Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,19,28,2021-11-08T02:24:00Z,880000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,
89,PT04M19.00S,2021-11-08T02:24:04.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628998,7.539421813403408,50.49019607843137,1610612766,19,28,2021-11-08T02:24:12Z,890000,-2.0,18.0,1,left,MISS C. Martin running Layup,[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M16.00S,2021-11-08T02:24:07.2Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,19,28,2021-11-08T02:24:12Z,900000,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,89.0,2.0,0.0,2.0,,,,,,,,,,,
