actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
182,PT09M32.00S,2021-11-14T04:08:29.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629611,93.87319316688567,48.0392156862745,1610612746,41,29,2021-11-14T04:08:37Z,1800000,-10.0,5.0,1,right,T. Mann running alley-oop DUNK (2 PTS) (E. Bledsoe 4 AST),"[1629611, 202339]",1610612746.0,LAC,running alley-oop,,,Mann,T. Mann,,,,,,,,1.1,Made,2.0,,,,,,,,,,,,E. Bledsoe,202339.0,4.0
184,PT09M32.00S,2021-11-14T04:08:35.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,41,29,2021-11-14T04:08:35Z,1820000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M32.00S,2021-11-14T04:10:40.2Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,41,29,2021-11-14T04:11:25Z,1830000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M32.00S,2021-11-14T04:10:40.2Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,41,29,2021-11-14T04:11:25Z,1840000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M15.00S,2021-11-14T04:11:41.0Z,2,REGULAR,2pt,Jump Shot,[],1626156,17.132063074901453,29.90196078431373,1610612750,41,29,2021-11-14T04:11:46Z,1850000,100.0,109.0,1,left,MISS D. Russell 14' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,14.79,Missed,,,,,,,,,,,,,,,
188,PT09M11.00S,2021-11-14T04:11:45.0Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,41,29,2021-11-14T04:11:46Z,1860000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,187.0,3.0,3.0,0.0,,,,,,,,,,
189,PT08M59.00S,2021-11-14T04:11:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,93.2161629434954,47.05882352941176,1610612746,43,29,2021-11-14T04:12:01Z,1870000,-15.0,11.0,1,right,I. Hartenstein cutting Layup (4 PTS) (J. Winslow 1 AST),"[1628392, 1626159]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,1.85,Made,4.0,,,,,,,,,,,,J. Winslow,1626159.0,1.0
191,PT08M41.00S,2021-11-14T04:12:14.0Z,2,REGULAR,3pt,Jump Shot,[],1629675,7.013797634691201,3.67647058823529,1610612750,43,32,2021-11-14T04:12:19Z,1890000,232.0,13.0,1,left,N. Reid 3PT  (7 PTS) (D. Russell 3 AST),"[1629675, 1626156]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,23.2,Made,7.0,,,,,,,,,,,,D. Russell,1626156.0,3.0
193,PT08M30.00S,2021-11-14T04:12:38.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,43,32,2021-11-14T04:12:38Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M26.00S,2021-11-14T04:12:45.0Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,43,32,2021-11-14T04:12:48Z,1920000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1626156]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1.0,Russell,1626156.0,,,,,,,,,,,,,,,,,
195,PT08M26.00S,2021-11-14T04:12:45.0Z,2,REGULAR,steal,,[],1626156,,,1610612750,43,32,2021-11-14T04:12:46Z,1930000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M21.00S,2021-11-14T04:12:50.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629020,6.093955321944804,49.754901960784316,1610612750,43,34,2021-11-14T04:12:55Z,1940000,1.0,5.0,1,left,J. Vanderbilt running DUNK (2 PTS) (D. Russell 4 AST),"[1629020, 1626156]",1610612750.0,MIN,running,,,Vanderbilt,J. Vanderbilt,,,,,,,,0.49,Made,2.0,,,,,,,,,,,,D. Russell,1626156.0,4.0
198,PT07M55.00S,2021-11-14T04:13:18.4Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612746,43,34,2021-11-14T04:13:24Z,1960000,,,0,,N. Reid shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[1629675, 1628392]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Hartenstein,1628392.0,,,
200,PT07M55.00S,2021-11-14T04:13:51.8Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612746,44,34,2021-11-14T04:13:51Z,1980000,,,0,,I. Hartenstein Free Throw 1 of 2 (5 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
201,PT07M55.00S,2021-11-14T04:13:52.6Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,44,34,2021-11-14T04:14:04Z,1990000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M55.00S,2021-11-14T04:13:52.6Z,2,REGULAR,substitution,out,[],1629675,,,1610612746,44,34,2021-11-14T04:14:04Z,2000000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M55.00S,2021-11-14T04:13:52.6Z,2,REGULAR,substitution,in,[],202331,,,1610612746,44,34,2021-11-14T04:14:04Z,2010000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M55.00S,2021-11-14T04:13:52.6Z,2,REGULAR,substitution,in,[],1626157,,,1610612746,44,34,2021-11-14T04:14:04Z,2020000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M55.00S,2021-11-14T04:14:15.3Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612746,45,34,2021-11-14T04:14:15Z,2030000,,,0,,I. Hartenstein Free Throw 2 of 2 (6 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
206,PT07M45.00S,2021-11-14T04:14:29.2Z,2,REGULAR,foul,offensive,[],1629020,,,1610612750,45,34,2021-11-14T04:14:35Z,2040000,,,0,,J. Vanderbilt offensive FOUL (3 PF),"[1629020, 202331]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,2530.0,3.0,0.0,George,202331.0,,,
208,PT07M45.00S,2021-11-14T04:14:29.2Z,2,REGULAR,turnover,offensive foul,[],1629020,,,1610612750,45,34,2021-11-14T04:14:29Z,2060000,,,0,,J. Vanderbilt offensive foul TURNOVER (1 TO),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,1.0,,,,,,,,,,,,2530.0,,,,,,,
209,PT07M45.00S,2021-11-14T04:14:41.3Z,2,REGULAR,substitution,out,[],1629020,,,1610612746,45,34,2021-11-14T04:14:43Z,2070000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M45.00S,2021-11-14T04:14:41.3Z,2,REGULAR,substitution,in,[],1629675,,,1610612746,45,34,2021-11-14T04:14:43Z,2080000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M45.00S,2021-11-14T04:14:45.9Z,2,REGULAR,substitution,out,[],201976,,,1610612746,45,34,2021-11-14T04:14:51Z,2090000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M45.00S,2021-11-14T04:14:45.9Z,2,REGULAR,substitution,in,[],1630162,,,1610612746,45,34,2021-11-14T04:14:51Z,2100000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M37.00S,2021-11-14T04:15:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202339,92.95335085413929,47.05882352941176,1610612746,47,34,2021-11-14T04:15:08Z,2110000,-15.0,14.0,1,right,E. Bledsoe driving Layup (9 PTS) (L. Kennard 1 AST),"[202339, 1628379]",1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,2.01,Made,9.0,,,,,,,,,,,,L. Kennard,1628379.0,1.0
215,PT07M24.00S,2021-11-14T04:15:16.9Z,2,REGULAR,3pt,Jump Shot,[],1627736,9.510512483574246,95.34313725490196,1610612750,47,34,2021-11-14T04:15:21Z,2130000,-227.0,37.0,1,left,MISS M. Beasley 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,22.97,Missed,,,,,,,,,,,,,,,
216,PT07M21.00S,2021-11-14T04:15:19.9Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,47,34,2021-11-14T04:15:21Z,2140000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,
217,PT07M17.00S,2021-11-14T04:15:24.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202339,74.03088042049934,13.235294117647058,1610612746,50,34,2021-11-14T04:15:32Z,2150000,-184.0,192.0,1,right,E. Bledsoe 26' 3PT running pullup (12 PTS),[202339],1610612746.0,LAC,running pullup,,,Bledsoe,E. Bledsoe,,,,,,,,26.55,Made,12.0,,,,,,,,,,,,,,
218,PT07M15.00S,2021-11-14T04:15:34.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,50,34,2021-11-14T04:15:34Z,2160000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M15.00S,2021-11-14T04:17:52.4Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,50,34,2021-11-14T04:18:15Z,2170000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M15.00S,2021-11-14T04:17:52.4Z,2,REGULAR,substitution,in,[],1627752,,,1610612750,50,34,2021-11-14T04:18:15Z,2180000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M00.00S,2021-11-14T04:18:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.750985545335084,40.931372549019606,1610612750,50,34,2021-11-14T04:18:45Z,2190000,45.0,11.0,1,left,MISS N. Reid driving Layup - blocked,"[1629675, 1628392]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,4.66,Missed,,,,,,Hartenstein,1628392.0,,,,,,,,
222,PT07M00.00S,2021-11-14T04:18:37.2Z,2,REGULAR,block,,[],1628392,,,1610612750,50,34,2021-11-14T04:18:39Z,2200000,,,0,,I. Hartenstein BLOCK (2 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M58.00S,2021-11-14T04:18:39.2Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,50,34,2021-11-14T04:18:45Z,2210000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,
224,PT06M55.00S,2021-11-14T04:18:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202331,94.53022339027595,47.549019607843135,1610612746,52,34,2021-11-14T04:18:49Z,2220000,-12.0,-1.0,1,right,P. George running Layup (9 PTS) (E. Bledsoe 5 AST),"[202331, 202339]",1610612746.0,LAC,running,,,George,P. George,,,,,,,,1.23,Made,9.0,,,,,,,,,,,,E. Bledsoe,202339.0,5.0
226,PT06M39.00S,2021-11-14T04:18:58.1Z,2,REGULAR,2pt,Jump Shot,[],1626157,25.410643889618925,70.09803921568627,1610612750,52,34,2021-11-14T04:19:02Z,2240000,-100.0,186.0,1,left,MISS K. Towns 21' pullup Shot,[1626157],1610612750.0,MIN,pullup,,,Towns,K. Towns,,,,,,,,21.18,Missed,,,,,,,,,,,,,,,
227,PT06M36.00S,2021-11-14T04:19:01.1Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,52,34,2021-11-14T04:19:02Z,2250000,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,226.0,4.0,4.0,0.0,,,,,,,,,,
228,PT06M31.00S,2021-11-14T04:19:05.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629611,83.36070959264126,50.245098039215684,1610612746,54,34,2021-11-14T04:19:56Z,2260000,1.0,104.0,1,right,T. Mann 10' running pullup Jump Shot (4 PTS),[1629611],1610612746.0,LAC,running pullup,,,Mann,T. Mann,,,,,,,,10.39,Made,4.0,,,,,,,,,,,,,,
229,PT06M16.00S,2021-11-14T04:19:21.2Z,2,REGULAR,2pt,Jump Shot,[],1626156,7.013797634691201,81.86274509803921,1610612750,54,34,2021-11-14T04:19:26Z,2270000,-159.0,13.0,1,left,MISS D. Russell 15' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,15.99,Missed,,,,,,,,,,,,,,,
230,PT06M13.00S,2021-11-14T04:19:24.2Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,54,34,2021-11-14T04:19:26Z,2280000,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,229.0,5.0,5.0,0.0,,,,,,,,,,
231,PT06M09.00S,2021-11-14T04:19:28.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,91.50788436268068,96.56862745098039,1610612746,57,34,2021-11-14T04:19:36Z,2290000,233.0,27.0,1,right,T. Mann 3PT running (7 PTS) (E. Bledsoe 6 AST),"[1629611, 202339]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,,,,23.44,Made,7.0,,,,,,,,,,,,E. Bledsoe,202339.0,6.0
233,PT05M56.00S,2021-11-14T04:19:45.1Z,2,REGULAR,foul,personal,[],1629611,,,1610612750,57,34,2021-11-14T04:19:58Z,2310000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1626157]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Towns,1626157.0,,,
235,PT05M56.00S,2021-11-14T04:19:49.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,57,34,2021-11-14T04:19:52Z,2330000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M56.00S,2021-11-14T04:19:49.7Z,2,REGULAR,substitution,in,[],201976,,,1610612750,57,34,2021-11-14T04:19:52Z,2340000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M54.00S,2021-11-14T04:20:04.5Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,57,34,2021-11-14T04:20:10Z,2350000,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 202339]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,2.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,,
238,PT05M54.00S,2021-11-14T04:20:04.5Z,2,REGULAR,steal,,[],202339,,,1610612746,57,34,2021-11-14T04:20:06Z,2360000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M49.00S,2021-11-14T04:20:09.3Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,57,34,2021-11-14T04:20:12Z,2370000,,,0,,E. Bledsoe bad pass TURNOVER (2 TO),"[202339, 1626157]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,2.0,Towns,1626157.0,,,,,,,,,,,,,,,,,
240,PT05M49.00S,2021-11-14T04:20:09.3Z,2,REGULAR,steal,,[],1626157,,,1610612750,57,34,2021-11-14T04:20:11Z,2380000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M42.00S,2021-11-14T04:20:15.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627752,7.276609724047319,46.81372549019608,1610612750,57,36,2021-11-14T04:20:21Z,2390000,16.0,16.0,1,left,T. Prince running Layup (2 PTS) (K. Towns 2 AST),"[1627752, 1626157]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,,,,2.25,Made,2.0,,,,,,,,,,,,K. Towns,1626157.0,2.0
243,PT05M33.00S,2021-11-14T04:20:24.8Z,2,REGULAR,3pt,Jump Shot,[],1628379,66.14651773981603,51.71568627450981,1610612746,57,36,2021-11-14T04:20:29Z,2410000,9.0,266.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,26.58,Missed,,,,,,,,,,,,,,,
244,PT05M30.00S,2021-11-14T04:20:27.8Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,57,36,2021-11-14T04:20:29Z,2420000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,243.0,3.0,3.0,0.0,,,,,,,,,,
245,PT05M22.00S,2021-11-14T04:20:37.8Z,2,REGULAR,foul,personal,[],202331,,,1610612750,57,36,2021-11-14T04:20:44Z,2430000,,,0,,P. George personal FOUL (1 PF),"[202331, 1630162]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Edwards,1630162.0,,,
247,PT05M22.00S,2021-11-14T04:20:44.7Z,2,REGULAR,substitution,out,[],1628392,,,1610612750,57,36,2021-11-14T04:20:49Z,2450000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M22.00S,2021-11-14T04:20:44.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612750,57,36,2021-11-14T04:20:49Z,2460000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M22.00S,2021-11-14T04:20:52.4Z,2,REGULAR,substitution,out,[],202339,,,1610612750,57,36,2021-11-14T04:20:55Z,2470000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M22.00S,2021-11-14T04:20:52.4Z,2,REGULAR,substitution,in,[],202704,,,1610612750,57,36,2021-11-14T04:20:55Z,2480000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M16.00S,2021-11-14T04:21:14.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,14.241130091984232,45.34313725490197,1610612750,57,36,2021-11-14T04:21:20Z,2490000,23.0,81.0,1,left,MISS N. Reid 8' cutting Layup,[1629675],1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,8.47,Missed,,,,,,,,,,,,,,,
252,PT05M14.00S,2021-11-14T04:21:16.4Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,57,36,2021-11-14T04:21:20Z,2500000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,
253,PT05M10.00S,2021-11-14T04:21:20.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202704,90.98226018396846,48.529411764705884,1610612746,59,36,2021-11-14T04:21:45Z,2510000,-7.0,32.0,1,right,R. Jackson running finger roll Layup (11 PTS),[202704],1610612746.0,LAC,running finger roll,,,Jackson,R. Jackson,,,,,,,,3.31,Made,11.0,,,,,,,,,,,,,,
254,PT04M50.00S,2021-11-14T04:21:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,10.512483574244413,58.43290441176471,1610612750,59,36,2021-11-14T04:22:58Z,2520000,-42.0,46.0,1,left,MISS A. Edwards 6' driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,6.26,Missed,,,,,,,,,,,,,,,
255,PT04M50.00S,2021-11-14T04:21:40.6Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,59,36,2021-11-14T04:21:48Z,2530000,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,254.0,4.0,3.0,1.0,,,,,,,,,,
256,PT04M46.00S,2021-11-14T04:21:43.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,16.737844940867276,55.63725490196079,1610612750,59,36,2021-11-14T04:32:27Z,2540000,-28.0,105.0,1,left,MISS A. Edwards 10' floating Shot,[1630162],1610612750.0,MIN,floating,,,Edwards,A. Edwards,,,,,,,,10.85,Missed,,,,,,,,,,,,,,,
257,PT04M44.00S,2021-11-14T04:21:45.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,59,36,2021-11-14T04:21:50Z,2550000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,256.0,3.0,2.0,1.0,,,,,,,,,,
258,PT04M39.00S,2021-11-14T04:21:53.2Z,2,REGULAR,foul,personal,[],1629675,,,1610612746,59,36,2021-11-14T04:22:00Z,2560000,,,0,,N. Reid personal FOUL (3 PF),"[1629675, 1627826]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,202007.0,3.0,0.0,Zubac,1627826.0,,,
260,PT04M39.00S,2021-11-14T04:22:12.0Z,2,REGULAR,substitution,out,[],1629675,,,1610612746,59,36,2021-11-14T04:22:16Z,2580000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M39.00S,2021-11-14T04:22:12.0Z,2,REGULAR,substitution,in,[],1630183,,,1610612746,59,36,2021-11-14T04:22:16Z,2590000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M32.00S,2021-11-14T04:22:29.0Z,2,REGULAR,2pt,Jump Shot,[],202331,84.1491458607096,73.77450980392157,1610612746,59,36,2021-11-14T04:35:15Z,2600000,119.0,96.0,1,right,MISS P. George 15' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,,,,15.31,Missed,,,,,,,,,,,,,,,
263,PT04M29.00S,2021-11-14T04:22:32.0Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,59,36,2021-11-14T04:22:40Z,2610000,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,262.0,4.0,2.0,2.0,,,,,,,,,,
264,PT04M28.00S,2021-11-14T04:22:33.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,93.2161629434954,50.245098039215684,1610612746,61,36,2021-11-14T04:22:43Z,2620000,1.0,11.0,1,right,I. Zubac turnaround Hook (6 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,,,,1.14,Made,6.0,,,,,,,,,,,,,,
265,PT04M21.00S,2021-11-14T04:22:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,6.093955321944804,51.96078431372549,1610612750,61,38,2021-11-14T04:22:48Z,2630000,-10.0,5.0,1,left,A. Edwards running Layup (11 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,1.09,Made,11.0,,,,,,,,,,,,,,
266,PT04M05.00S,2021-11-14T04:22:56.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,89.27398160315374,38.48039215686274,1610612746,63,38,2021-11-14T04:23:02Z,2640000,-58.0,48.0,1,right,T. Mann 7' Jump Shot (9 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,7.52,Made,9.0,,,,,,,,,,,,,,
268,PT03M51.00S,2021-11-14T04:23:11.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,11.218791064388967,55.3921568627451,1610612750,63,38,2021-11-14T04:23:16Z,2660000,-27.0,53.0,1,left,MISS A. Edwards driving bank Shot,[1630162],1610612750.0,MIN,driving bank,,,Edwards,A. Edwards,,,,,,,,5.95,Missed,,,,,,,,,,,,,,,
269,PT03M49.00S,2021-11-14T04:23:12.7Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,63,38,2021-11-14T04:23:12Z,2670000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,268.0,5.0,4.0,1.0,,,,,,,,,,
270,PT03M48.00S,2021-11-14T04:23:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.750985545335084,44.36274509803921,1610612750,63,38,2021-11-14T04:23:19Z,2680000,28.0,11.0,1,left,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,,,,3.03,Missed,,,,,,,,,,,,,,,
271,PT03M46.00S,2021-11-14T04:23:16.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,63,38,2021-11-14T04:23:19Z,2690000,,,0,,P. George REBOUND (Off:0 Def:6),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,270.0,6.0,6.0,0.0,,,,,,,,,,
