actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-07T03:10:37.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-07T03:10:37Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M50.00S,2022-03-07T03:10:45.6Z,1,REGULAR,jumpball,recovered,[],202692,,,1610612752,0,0,2022-03-07T03:10:45Z,40000,,,0,,Jump Ball M. Robinson vs. I. Zubac: Tip to A. Burks,"[202692, 1629011, 1627826]",1610612752.0,NYK,startperiod,A. Burks,202692.0,Burks,A. Burks,Robinson,1629011.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-03-07T03:10:48.2Z,1,REGULAR,2pt,Jump Shot,[],203944,20.942838370565042,55.88235294117647,1610612752,0,0,2022-03-07T03:10:53Z,70000,-29.0,144.0,1,left,MISS J. Randle 14' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,14.74,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-03-07T03:10:52.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,0,0,2022-03-07T03:10:53Z,80000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M39.00S,2022-03-07T03:10:58.7Z,1,REGULAR,foul,personal,[],203095,,,1610612746,0,0,2022-03-07T03:11:11Z,90000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 202704]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,201640.0,1.0,0.0,Jackson,202704.0,,,,,,,,,,
11,PT11M32.00S,2022-03-07T03:11:23.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.64586070959264,52.69607843137255,1610612746,0,0,2022-03-07T03:11:28Z,110000,13.0,73.0,1,right,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,7.42,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2022-03-07T03:11:27.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,0,2022-03-07T03:11:28Z,120000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M22.00S,2022-03-07T03:11:33.3Z,1,REGULAR,3pt,Jump Shot,[],202692,8.196452036793687,95.83333333333333,1610612752,0,3,2022-03-07T03:11:38Z,130000,-229.0,25.0,1,left,A. Burks 3PT  (3 PTS) (R. Barrett 1 AST),"[202692, 1629628]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,23.05,Made,,,,,,,,,,3.0,R. Barrett,1629628.0,1.0,,,,,,
15,PT11M07.00S,2022-03-07T03:11:53.3Z,1,REGULAR,foul,offensive,[],1627826,,,1610612746,0,3,2022-03-07T03:12:00Z,150000,,,0,,I. Zubac offensive FOUL (1 PF),"[1627826, 203095]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,203593.0,1.0,0.0,Fournier,203095.0,,,,,,,,,,
17,PT11M07.00S,2022-03-07T03:11:53.3Z,1,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,0,3,2022-03-07T03:11:53Z,170000,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,203593.0,,,,,,,,,1.0,,,,,
