actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
15,PT10M43.00S,2021-11-21T20:42:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,89.53679369250986,51.22549019607843,1610612746,0,0,2021-11-21T20:42:22Z,150000,6.0,46.0,1,right,MISS R. Jackson driving finger roll Layup,[202704],1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,4.63,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M42.00S,2021-11-21T20:42:17.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,0,2021-11-21T20:42:18Z,160000,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
17,PT10M42.00S,2021-11-21T20:42:18.9Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612746,0,0,2021-11-21T20:42:32Z,170000,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Zubac 2 FT),"[204001, 1627826]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,,,202058.0,1.0,0.0,Zubac,1627826.0,,,,,,,,
19,PT10M42.00S,2021-11-21T20:42:41.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,1,0,2021-11-21T20:43:04Z,190000,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,,,,,,,,1.0,,,,,,,
20,PT10M42.00S,2021-11-21T20:42:41.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,1,0,2021-11-21T20:43:04Z,200000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2021-11-21T20:42:48.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,1,0,2021-11-21T20:43:04Z,210000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT10M24.00S,2021-11-21T20:43:14.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.904730617608408,49.754901960784316,1610612742,1,0,2021-11-21T20:43:18Z,220000,1.0,41.0,1,left,MISS J. Brunson driving bank Shot,[1628973],1610612742.0,DAL,driving bank,,,Brunson,J. Brunson,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2021-11-21T20:43:18.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,1,0,2021-11-21T20:43:18Z,230000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,22.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
24,PT10M16.00S,2021-11-21T20:43:22.2Z,1,REGULAR,3pt,Jump Shot,[],1629599,74.81931668856767,82.1078431372549,1610612746,1,0,2021-11-21T20:43:30Z,240000,161.0,184.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M12.00S,2021-11-21T20:43:26.2Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,1,0,2021-11-21T20:43:30Z,250000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT10M07.00S,2021-11-21T20:43:30.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",204001,7.408015768725363,50.49019607843137,1610612742,1,2,2021-11-21T20:43:41Z,260000,-2.0,17.0,1,left,K. Porzingis running alley-oop DUNK (2 PTS) (T. Hardaway Jr. 1 AST),"[204001, 203501]",1610612742.0,DAL,running alley-oop,,,Porzingis,K. Porzingis,,,,,1.73,Made,,,,,,,,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,
28,PT09M48.00S,2021-11-21T20:43:49.6Z,1,REGULAR,3pt,Jump Shot,[],202331,75.607752956636,11.519607843137265,1610612746,1,2,2021-11-21T20:43:56Z,280000,-192.0,177.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M44.00S,2021-11-21T20:43:53.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,1,2,2021-11-21T20:43:56Z,290000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M39.00S,2021-11-21T20:43:58.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,29.878449408672807,26.715686274509807,1610612742,1,2,2021-11-21T20:44:11Z,300000,116.0,228.0,1,left,MISS T. Hardaway Jr. 25' running 3PT,[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M38.00S,2021-11-21T20:43:59.5Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,1,2,2021-11-21T20:44:11Z,310000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
32,PT09M38.00S,2021-11-21T20:44:14.9Z,1,REGULAR,foul,offensive,[],203939,,,1610612742,1,2,2021-11-21T20:44:24Z,320000,,,0,,D. Powell offensive FOUL (1 PF),"[203939, 1629599]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,202058.0,1.0,0.0,Coffey,1629599.0,,,,,,,,
34,PT09M38.00S,2021-11-21T20:44:14.9Z,1,REGULAR,turnover,offensive foul,[],203939,,,1610612742,1,2,2021-11-21T20:44:14Z,340000,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,202058.0,,,,,,,,,1.0,,,
35,PT09M20.00S,2021-11-21T20:44:37.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,88.87976346911958,62.254901960784316,1610612746,1,2,2021-11-21T20:44:44Z,350000,61.0,52.0,1,right,MISS R. Jackson 8' Jump Shot,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,8.04,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M20.00S,2021-11-21T20:44:37.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,1,2,2021-11-21T20:44:44Z,360000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
37,PT09M20.00S,2021-11-21T20:44:44.4Z,1,REGULAR,foul,personal,[],1627827,,,1610612746,1,2,2021-11-21T20:44:51Z,370000,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 1627826]",1610612742.0,DAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,1627524.0,1.0,0.0,Zubac,1627826.0,,,,,,,,
39,PT09M12.00S,2021-11-21T20:45:04.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202331,80.6011826544021,48.0392156862745,1610612746,3,2,2021-11-21T20:45:09Z,390000,-10.0,130.0,1,right,P. George 13' pullup Jump Shot (2 PTS) (R. Jackson 1 AST),"[202331, 202704]",1610612746.0,LAC,pullup,,,George,P. George,,,,,13.02,Made,,,,,,,,,,,,2.0,R. Jackson,202704.0,1.0,,,,
41,PT08M57.00S,2021-11-21T20:45:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,33.55781865965835,61.27450980392157,1610612742,3,5,2021-11-21T20:45:24Z,410000,-56.0,263.0,1,left,J. Brunson 26' 3PT  (3 PTS) (K. Porzingis 1 AST),"[1628973, 204001]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.89,Made,,,,,,,,,,,,3.0,K. Porzingis,204001.0,1.0,,,,
42,PT08M44.00S,2021-11-21T20:45:32.1Z,1,REGULAR,3pt,Jump Shot,[],202704,70.48291721419186,79.41176470588235,1610612746,3,5,2021-11-21T20:45:36Z,420000,147.0,225.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2021-11-21T20:45:35.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,3,5,2021-11-21T20:45:36Z,430000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
44,PT08M38.00S,2021-11-21T20:45:42.2Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612742,3,5,2021-11-21T20:45:47Z,440000,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612742.0,DAL,bad pass,,,Brunson,J. Brunson,,,,,,,,,,,,,202058.0,,,,,,,,,1.0,,,
45,PT08M27.00S,2021-11-21T20:46:01.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202331,70.87713534822602,78.67647058823529,1610612746,3,5,2021-11-21T20:46:05Z,450000,143.0,221.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
46,PT08M24.00S,2021-11-21T20:46:04.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,3,5,2021-11-21T20:46:05Z,460000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
47,PT08M17.00S,2021-11-21T20:46:11.0Z,1,REGULAR,2pt,Jump Shot,[],203501,17.789093298291732,74.50980392156863,1610612742,3,5,2021-11-21T20:46:16Z,470000,-123.0,115.0,1,left,MISS T. Hardaway Jr. 16' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,16.78,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M13.00S,2021-11-21T20:46:15.0Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,3,5,2021-11-21T20:46:16Z,480000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
49,PT07M59.00S,2021-11-21T20:46:29.9Z,1,REGULAR,turnover,bad pass,[],202339,,,1610612746,3,5,2021-11-21T20:46:33Z,490000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1628973]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,
50,PT07M59.00S,2021-11-21T20:46:29.9Z,1,REGULAR,steal,,[],1628973,,,1610612742,3,5,2021-11-21T20:46:32Z,500000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M55.00S,2021-11-21T20:46:36.6Z,1,REGULAR,foul,personal,['2freethrow'],202339,,,1610612742,3,5,2021-11-21T20:46:49Z,510000,,,0,,E. Bledsoe shooting personal FOUL (1 PF) (Porzingis 2 FT),"[202339, 204001]",1610612746.0,LAC,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,1627524.0,1.0,0.0,Porzingis,204001.0,,,,,,,,
53,PT07M55.00S,2021-11-21T20:47:04.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",204001,,,1610612742,3,6,2021-11-21T20:47:04Z,530000,,,0,,K. Porzingis Free Throw 1 of 2 (3 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,,,3.0,,,,,,,
54,PT07M55.00S,2021-11-21T20:47:19.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",204001,,,1610612742,3,7,2021-11-21T20:47:19Z,540000,,,0,,K. Porzingis Free Throw 2 of 2 (4 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,,,4.0,,,,,,,
55,PT07M32.00S,2021-11-21T20:47:43.6Z,1,REGULAR,3pt,Jump Shot,[],1629599,93.74178712220763,0.49019607843136725,1610612746,6,7,2021-11-21T20:47:48Z,550000,-248.0,6.0,1,right,A. Coffey 24' 3PT  (3 PTS) (P. George 1 AST),"[1629599, 202331]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,24.76,Made,,,,,,,,,,,,3.0,P. George,202331.0,1.0,,,,
57,PT07M20.00S,2021-11-21T20:47:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,12.927069645203687,58.57843137254902,1610612742,6,9,2021-11-21T20:48:02Z,570000,-43.0,69.0,1,left,K. Porzingis 8' fadeaway bank Jump Shot (6 PTS) (J. Brunson 1 AST),"[204001, 1628973]",1610612742.0,DAL,fadeaway bank,,,Porzingis,K. Porzingis,,,,,8.12,Made,,,,,,,,,,,,6.0,J. Brunson,1628973.0,1.0,,,,
58,PT07M02.00S,2021-11-21T20:48:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.37647831800263,46.568627450980394,1610612746,8,9,2021-11-21T20:50:39Z,580000,-17.0,29.0,1,right,P. George driving reverse Layup (4 PTS),[202331],1610612746.0,LAC,driving reverse,,,George,P. George,,,,,3.34,Made,,,,,,,,,,,,4.0,,,,,,,
59,PT06M42.00S,2021-11-21T20:48:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,9.773324572930349,50.49019607843137,1610612742,8,9,2021-11-21T20:48:38Z,590000,-2.0,39.0,1,left,MISS D. Finney-Smith cutting Layup,[1627827],1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M40.00S,2021-11-21T20:48:35.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,8,9,2021-11-21T20:48:38Z,600000,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,59.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
62,PT06M35.00S,2021-11-21T20:48:44.4Z,1,REGULAR,foul,personal,[],1627827,,,1610612746,8,9,2021-11-21T20:49:24Z,610000,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 202331]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,1155.0,2.0,0.0,George,202331.0,,,,,,,,
64,PT06M35.00S,2021-11-21T20:48:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,9,2021-11-21T20:48:50Z,630000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M35.00S,2021-11-21T20:51:48.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612746,8,9,2021-11-21T20:52:12Z,640000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M35.00S,2021-11-21T20:51:48.3Z,1,REGULAR,substitution,out,[],1628973,,,1610612746,8,9,2021-11-21T20:52:12Z,650000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M35.00S,2021-11-21T20:51:48.3Z,1,REGULAR,substitution,in,[],203504,,,1610612746,8,9,2021-11-21T20:52:12Z,660000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2021-11-21T20:51:48.3Z,1,REGULAR,substitution,in,[],203493,,,1610612746,8,9,2021-11-21T20:52:12Z,670000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2021-11-21T20:52:25.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.47897503285151,50.245098039215684,1610612746,10,9,2021-11-21T20:52:29Z,680000,1.0,9.0,1,right,I. Zubac DUNK (3 PTS) (R. Jackson 2 AST),"[1627826, 202704]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,0.89,Made,,,,,,,,,,,,3.0,R. Jackson,202704.0,2.0,,,,
72,PT06M01.00S,2021-11-21T20:52:49.1Z,1,REGULAR,2pt,Jump Shot,[],204001,17.920499342969777,69.36274509803921,1610612742,10,9,2021-11-21T20:52:53Z,700000,-97.0,116.0,1,left,MISS K. Porzingis 15' turnaround fadeaway Shot,[204001],1610612742.0,DAL,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,15.11,Missed,,,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2021-11-21T20:52:51.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,9,2021-11-21T20:52:53Z,710000,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,72.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
74,PT05M50.00S,2021-11-21T20:53:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,93.74178712220763,48.28431372549019,1610612746,12,9,2021-11-21T20:53:05Z,720000,-9.0,6.0,1,right,I. Zubac cutting DUNK (5 PTS) (A. Coffey 1 AST),"[1627826, 1629599]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,1.07,Made,,,,,,,,,,,,5.0,A. Coffey,1629599.0,1.0,,,,
76,PT05M24.00S,2021-11-21T20:53:26.0Z,1,REGULAR,3pt,Jump Shot,[],203939,8.327858081471746,95.58823529411765,1610612742,12,12,2021-11-21T20:53:29Z,740000,-228.0,26.0,1,left,D. Powell 3PT  (3 PTS) (T. Hardaway Jr. 2 AST),"[203939, 203501]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,22.94,Made,,,,,,,,,,,,3.0,T. Hardaway Jr.,203501.0,2.0,,,,
78,PT05M20.00S,2021-11-21T20:53:33.6Z,1,REGULAR,foul,personal,[],203501,,,1610612746,12,12,2021-11-21T20:53:42Z,760000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 202704]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,1155.0,1.0,0.0,Jackson,202704.0,,,,,,,,
80,PT05M20.00S,2021-11-21T20:53:40.5Z,1,REGULAR,substitution,out,[],204001,,,1610612746,12,12,2021-11-21T20:53:47Z,780000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2021-11-21T20:53:40.5Z,1,REGULAR,substitution,out,[],203939,,,1610612746,12,12,2021-11-21T20:53:47Z,790000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2021-11-21T20:53:40.5Z,1,REGULAR,substitution,in,[],1628467,,,1610612746,12,12,2021-11-21T20:53:47Z,800000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2021-11-21T20:53:40.5Z,1,REGULAR,substitution,in,[],1626161,,,1610612746,12,12,2021-11-21T20:53:47Z,810000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M20.00S,2021-11-21T20:53:49.5Z,1,REGULAR,substitution,out,[],202339,,,1610612746,12,12,2021-11-21T20:53:52Z,820000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M20.00S,2021-11-21T20:53:49.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,12,12,2021-11-21T20:53:52Z,830000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2021-11-21T20:54:09.7Z,1,REGULAR,2pt,Jump Shot,[],202331,76.00197109067017,61.51960784313725,1610612746,12,12,2021-11-21T20:54:14Z,840000,58.0,173.0,1,right,MISS P. George 18' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,18.24,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2021-11-21T20:54:13.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,12,12,2021-11-21T20:54:14Z,850000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT04M52.00S,2021-11-21T20:54:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,7.802233902759525,40.44117647058824,1610612742,12,12,2021-11-21T20:55:25Z,860000,48.0,21.0,1,left,MISS T. Hardaway Jr. driving floating Shot,[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M49.00S,2021-11-21T20:54:31.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,12,2021-11-21T20:54:32Z,870000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,88.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
90,PT04M38.00S,2021-11-21T20:54:42.6Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,12,12,2021-11-21T20:54:46Z,880000,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 1626161]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,1.0,Cauley-Stein,1626161.0,
