actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-02T03:40:52.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-02T03:40:52Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-02T03:40:55.1Z,1,REGULAR,jumpball,recovered,[],1629056,,,1610612758,0,0,2021-12-02T03:40:55Z,40000,,,0,,Jump Ball R. Holmes vs. I. Zubac: Tip to T. Davis,"[1629056, 1626158, 1627826]",1610612758.0,SAC,startperiod,T. Davis,1629056.0,Davis,T. Davis,Holmes,1626158.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2021-12-02T03:41:04.7Z,1,REGULAR,3pt,Jump Shot,[],1629002,29.48423127463863,19.607843137254903,1610612758,0,0,2021-12-02T03:41:10Z,70000,152.0,225.0,1,left,MISS C. Metu 27' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2021-12-02T03:41:08.7Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,0,0,2021-12-02T03:41:10Z,80000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2021-12-02T03:41:19.3Z,1,REGULAR,2pt,Jump Shot,[],201586,80.20696452036793,69.36274509803921,1610612746,0,0,2021-12-02T03:41:23Z,90000,97.0,134.0,1,right,MISS S. Ibaka 16' Jump Shot,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,16.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2021-12-02T03:41:22.3Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,0,0,2021-12-02T03:41:23Z,100000,,,0,,R. Holmes REBOUND (Off:0 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2021-12-02T03:41:34.7Z,1,REGULAR,2pt,Jump Shot,[],1629002,26.19908015768725,58.33333333333333,1610612758,0,2,2021-12-02T03:41:38Z,110000,-42.0,194.0,1,left,C. Metu 19' pullup Jump Shot (2 PTS) (D. Fox 1 AST),"[1629002, 1628368]",1610612758.0,SAC,pullup,,,Metu,C. Metu,,,,,19.82,Made,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,
13,PT11M07.00S,2021-12-02T03:41:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202339,90.19382391590013,50.73529411764706,1610612746,0,2,2021-12-02T03:41:49Z,130000,4.0,40.0,1,right,MISS E. Bledsoe Layup,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,3.99,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2021-12-02T03:41:47.4Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,0,2,2021-12-02T03:41:49Z,140000,,,0,,R. Holmes REBOUND (Off:0 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M56.00S,2021-12-02T03:41:55.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,34.21484888304862,45.09803921568627,1610612758,0,5,2021-12-02T03:43:28Z,150000,25.0,269.0,1,left,D. Fox 27' 3PT step back (3 PTS) (R. Holmes 1 AST),"[1628368, 1626158]",1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,27.02,Made,,,,,3.0,R. Holmes,1626158.0,1.0,,,,,,,,,,
17,PT10M33.00S,2021-12-02T03:42:18.4Z,1,REGULAR,3pt,Jump Shot,[],201586,70.74572930354796,25.24509803921569,1610612746,0,5,2021-12-02T03:42:24Z,170000,-124.0,222.0,1,right,MISS S. Ibaka 25' 3PT,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2021-12-02T03:42:20.4Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612758,0,5,2021-12-02T03:42:24Z,180000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M25.00S,2021-12-02T03:42:27.4Z,1,REGULAR,3pt,Jump Shot,[],1629056,32.37516425755584,59.55882352941176,1610612758,0,5,2021-12-02T04:38:31Z,190000,-48.0,252.0,1,left,MISS T. Davis 25' pullup 3PT,[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
20,PT10M23.00S,2021-12-02T03:42:29.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,5,2021-12-02T03:42:31Z,200000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M09.00S,2021-12-02T03:42:42.7Z,1,REGULAR,2pt,Jump Shot,[],202704,80.73258869908015,24.019607843137265,1610612746,2,5,2021-12-02T03:42:47Z,210000,-130.0,129.0,1,right,R. Jackson 18' pullup Jump Shot (2 PTS) (S. Ibaka 1 AST),"[202704, 201586]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,18.28,Made,,,,,2.0,S. Ibaka,201586.0,1.0,,,,,,,,,,
24,PT10M01.00S,2021-12-02T03:43:03.5Z,1,REGULAR,foul,personal,['2freethrow'],201586,,,1610612758,2,5,2021-12-02T03:43:20Z,240000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Metu 2 FT),"[201586, 1629002]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Metu,1629002.0,,,,,
26,PT10M01.00S,2021-12-02T03:43:22.0Z,1,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,2,5,2021-12-02T03:43:22Z,260000,,,0,,MISS C. Metu Free Throw 1 of 2,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2021-12-02T03:43:22.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,2,5,2021-12-02T03:43:22Z,270000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
28,PT10M01.00S,2021-12-02T03:43:35.2Z,1,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,2,6,2021-12-02T03:43:35Z,280000,,,0,,C. Metu Free Throw 2 of 2 (3 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
29,PT09M46.00S,2021-12-02T03:43:52.1Z,1,REGULAR,3pt,Jump Shot,[],202694,68.24901445466492,28.67647058823529,1610612746,2,6,2021-12-02T03:45:28Z,290000,-107.0,246.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
30,PT09M43.00S,2021-12-02T03:43:55.1Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,2,6,2021-12-02T03:43:58Z,300000,,,0,,R. Holmes REBOUND (Off:0 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,29.0,3.0,3.0,0.0,,,,,,,,,,,,,,
31,PT09M34.00S,2021-12-02T03:44:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,8.327858081471746,50.49019607843137,1610612758,2,6,2021-12-02T03:44:09Z,310000,-2.0,26.0,1,left,MISS C. Metu cutting Layup,[1629002],1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,
