actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
360,PT10M39.00S,2021-12-14T04:56:22.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202704,93.34756898817345,52.450980392156865,1610612746,58,45,2021-12-14T04:59:00Z,3540000,12.0,10.0,1,right,MISS R. Jackson running finger roll Layup,[202704],1610612746.0,LAC,running finger roll,,,Jackson,R. Jackson,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
361,PT10M37.00S,2021-12-14T04:56:24.6Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,58,45,2021-12-14T04:56:36Z,3550000,,,0,,T. Mann REBOUND (Off:1 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,360.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
362,PT10M37.00S,2021-12-14T04:56:25.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629611,94.40999984741211,50.0,1610612746,60,45,2021-12-14T04:56:32Z,3560000,0.0,0.0,1,right,T. Mann tip Layup (9 PTS),[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,0.0,Made,,,,,,,,,,,9.0,,,,,,,,
363,PT10M20.00S,2021-12-14T04:56:42.2Z,3,REGULAR,2pt,Jump Shot,[],101108,14.109724047306173,68.87254901960785,1610612756,60,45,2021-12-14T04:56:46Z,3570000,-94.0,80.0,1,left,MISS C. Paul 12' step back Shot,[101108],1610612756.0,PHX,step back,,,Paul,C. Paul,,,,,12.38,Missed,,,,,,,,,,,,,,,,,,,
364,PT10M17.00S,2021-12-14T04:56:45.2Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,60,45,2021-12-14T04:56:46Z,3580000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:6),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,363.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
365,PT10M08.00S,2021-12-14T04:56:53.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,82.30946123521682,41.42156862745098,1610612746,62,45,2021-12-14T04:56:58Z,3590000,-43.0,114.0,1,right,M. Morris Sr. 12' fadeaway Jump Shot (12 PTS),[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,12.16,Made,,,,,,,,,,,12.0,,,,,,,,
366,PT09M55.00S,2021-12-14T04:57:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201580,6.619579500657039,47.05882352941176,1610612756,62,45,2021-12-14T04:57:11Z,3600000,15.0,10.0,1,left,MISS J. McGee driving Layup,[201580],1610612756.0,PHX,driving,,,McGee,J. McGee,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
367,PT09M53.00S,2021-12-14T04:57:08.8Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,62,45,2021-12-14T04:57:11Z,3610000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:7),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,366.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
368,PT09M50.00S,2021-12-14T04:57:12.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,66.93495400788436,42.892156862745104,1610612746,62,45,2021-12-14T04:57:39Z,3620000,-36.0,258.0,1,right,MISS L. Kennard 26' running 3PT,[1628379],1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
369,PT09M47.00S,2021-12-14T04:57:15.4Z,3,REGULAR,rebound,defensive,[],203109,,,1610612756,62,45,2021-12-14T04:57:23Z,3630000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
370,PT09M39.00S,2021-12-14T04:57:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,6.750985545335084,54.16666666666667,1610612756,62,47,2021-12-14T05:01:26Z,3640000,-21.0,11.0,1,left,L. Shamet driving finger roll Layup (4 PTS) (J. Crowder 1 AST),"[1629013, 203109]",1610612756.0,PHX,driving finger roll,,,Shamet,L. Shamet,,,,,2.35,Made,,,,,,,,,,,4.0,J. Crowder,203109.0,1.0,,,,,
372,PT09M24.00S,2021-12-14T04:57:37.9Z,3,REGULAR,2pt,Jump Shot,[],202694,94.79303547963207,16.42156862745098,1610612746,62,47,2021-12-14T05:54:55Z,3660000,-168.0,-4.0,1,right,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,16.79,Missed,,,,,,,,,,,,,,,,,,,
373,PT09M21.00S,2021-12-14T04:57:40.9Z,3,REGULAR,rebound,defensive,[],201580,,,1610612756,62,47,2021-12-14T04:57:42Z,3670000,,,0,,J. McGee REBOUND (Off:1 Def:7),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,372.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
374,PT09M12.00S,2021-12-14T04:57:49.5Z,3,REGULAR,3pt,Jump Shot,[],203109,32.24375821287779,39.4607843137255,1610612756,62,47,2021-12-14T04:57:54Z,3680000,53.0,251.0,1,left,MISS J. Crowder 25' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
375,PT09M10.00S,2021-12-14T04:57:51.5Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,62,47,2021-12-14T04:57:54Z,3690000,,,0,,I. Zubac REBOUND (Off:3 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,374.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
376,PT08M58.00S,2021-12-14T04:58:06.0Z,3,REGULAR,foul,personal,[],1628969,,,1610612746,62,47,2021-12-14T04:58:30Z,3700000,,,0,,M. Bridges personal FOUL (2 PF),"[1628969, 202704]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,201640.0,,,,,2.0,0.0,Jackson,202704.0,
378,PT08M45.00S,2021-12-14T04:58:54.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,85.5946123521682,35.294117647058826,1610612746,64,47,2021-12-14T04:58:58Z,3720000,-74.0,83.0,1,right,M. Morris Sr. 11' turnaround Jump Shot (14 PTS),[202694],1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,11.08,Made,,,,,,,,,,,14.0,,,,,,,,
379,PT08M36.00S,2021-12-14T04:59:03.4Z,3,REGULAR,2pt,Jump Shot,[],101108,23.833771353482263,54.16666666666667,1610612756,64,47,2021-12-14T04:59:08Z,3730000,-21.0,172.0,1,left,MISS C. Paul 17' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,17.28,Missed,,,,,,,,,,,,,,,,,,,
380,PT08M31.00S,2021-12-14T04:59:08.4Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,64,47,2021-12-14T04:59:08Z,3740000,,,0,,J. McGee REBOUND (Off:2 Def:7),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,379.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
381,PT08M31.00S,2021-12-14T04:59:08.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201580,5.590000152587891,50.0,1610612756,64,47,2021-12-14T04:59:12Z,3750000,0.0,0.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
382,PT08M31.00S,2021-12-14T04:59:08.1Z,3,REGULAR,rebound,offensive,[],201580,,,1610612756,64,47,2021-12-14T04:59:12Z,3760000,,,0,,J. McGee REBOUND (Off:3 Def:7),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,381.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
383,PT08M28.00S,2021-12-14T04:59:10.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,5.590000152587891,50.0,1610612756,64,47,2021-12-14T04:59:10Z,3770000,0.0,0.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
384,PT08M27.00S,2021-12-14T04:59:12.2Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,64,47,2021-12-14T04:59:12Z,3780000,,,0,,L. Kennard REBOUND (Off:0 Def:7),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,383.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
385,PT08M22.00S,2021-12-14T04:59:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,93.47897503285151,48.28431372549019,1610612746,64,47,2021-12-14T04:59:22Z,3790000,-9.0,9.0,1,right,MISS R. Jackson reverse Layup,[202704],1610612746.0,LAC,reverse,,,Jackson,R. Jackson,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,,
386,PT08M19.00S,2021-12-14T04:59:19.8Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,64,47,2021-12-14T04:59:22Z,3800000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,385.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
387,PT08M09.00S,2021-12-14T04:59:29.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,18.84034165571616,54.90196078431372,1610612756,64,49,2021-12-14T04:59:51Z,3810000,-25.0,125.0,1,left,L. Shamet 12' pullup Jump Shot (6 PTS) (J. McGee 1 AST),"[1629013, 201580]",1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,12.7,Made,,,,,,,,,,,6.0,J. McGee,201580.0,1.0,,,,,
388,PT07M51.00S,2021-12-14T04:59:47.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.7772667542707,35.049019607843135,1610612746,64,49,2021-12-14T05:07:41Z,3820000,-75.0,72.0,1,right,MISS R. Jackson 10' fadeaway Shot,[202704],1610612746.0,LAC,fadeaway,,,Jackson,R. Jackson,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,,
389,PT07M51.00S,2021-12-14T04:59:47.6Z,3,REGULAR,rebound,defensive,[],1629013,,,1610612756,64,49,2021-12-14T04:59:53Z,3830000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,388.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
390,PT07M40.00S,2021-12-14T04:59:59.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201580,6.4881734559789805,54.90196078431372,1610612756,64,49,2021-12-14T05:00:05Z,3840000,-25.0,8.0,1,left,MISS J. McGee reverse Layup - blocked,"[201580, 1627826]",1610612756.0,PHX,reverse,,,McGee,J. McGee,,,,,2.59,Missed,,,,,,,,Zubac,1627826.0,,,,,,,,,,
392,PT07M40.00S,2021-12-14T04:59:59.8Z,3,REGULAR,block,,[],1627826,,,1610612756,64,49,2021-12-14T05:00:03Z,3850000,,,0,,I. Zubac BLOCK (4 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M40.00S,2021-12-14T04:59:59.8Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,64,49,2021-12-14T05:00:05Z,3860000,,,0,,L. Kennard REBOUND (Off:0 Def:8),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,390.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
394,PT07M31.00S,2021-12-14T05:00:08.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.95335085413929,48.774509803921575,1610612746,66,49,2021-12-14T05:00:43Z,3870000,-6.0,14.0,1,right,I. Zubac DUNK (8 PTS) (M. Morris Sr. 1 AST),"[1627826, 202694]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1.5,Made,,,,,,,,,,,8.0,M. Morris Sr.,202694.0,1.0,,,,,
396,PT07M31.00S,2021-12-14T05:00:13.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,66,49,2021-12-14T05:00:13Z,3890000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M31.00S,2021-12-14T05:03:07.7Z,3,REGULAR,substitution,out,[],202704,,,1610612756,66,49,2021-12-14T05:03:10Z,3900000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M31.00S,2021-12-14T05:03:07.7Z,3,REGULAR,substitution,in,[],202339,,,1610612756,66,49,2021-12-14T05:03:10Z,3910000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M12.00S,2021-12-14T05:03:27.4Z,3,REGULAR,turnover,bad pass,[],201580,,,1610612756,66,49,2021-12-14T05:03:31Z,3920000,,,0,,J. McGee bad pass TURNOVER (2 TO),"[201580, 1627826]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,2.0,Zubac,1627826.0,,,,,,,,,,,,
401,PT07M12.00S,2021-12-14T05:03:27.4Z,3,REGULAR,steal,,[],1627826,,,1610612746,66,49,2021-12-14T05:03:29Z,3930000,,,0,,I. Zubac STEAL (2 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M06.00S,2021-12-14T05:03:33.0Z,3,REGULAR,turnover,bad pass,[],1628379,,,1610612746,66,49,2021-12-14T05:03:36Z,3940000,,,0,,L. Kennard bad pass TURNOVER (3 TO),"[1628379, 101108]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,3.0,Paul,101108.0,,,,,,,,,,,,
403,PT07M06.00S,2021-12-14T05:03:33.0Z,3,REGULAR,steal,,[],101108,,,1610612756,66,49,2021-12-14T05:03:34Z,3950000,,,0,,C. Paul STEAL (3 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M55.00S,2021-12-14T05:03:45.5Z,3,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612756,66,49,2021-12-14T05:03:49Z,3960000,,,0,,I. Zubac shooting personal FOUL (2 PF) (McGee 2 FT),"[1627826, 201580]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,201638.0,,,,,2.0,0.0,McGee,201580.0,
406,PT06M55.00S,2021-12-14T05:04:11.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201580,,,1610612756,66,50,2021-12-14T05:04:11Z,3980000,,,0,,J. McGee Free Throw 1 of 2 (6 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
407,PT06M55.00S,2021-12-14T05:04:24.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201580,,,1610612756,66,51,2021-12-14T05:04:24Z,3990000,,,0,,J. McGee Free Throw 2 of 2 (7 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
408,PT06M44.00S,2021-12-14T05:04:38.4Z,3,REGULAR,turnover,bad pass,[],202339,,,1610612746,66,51,2021-12-14T05:04:42Z,4000000,,,0,,E. Bledsoe bad pass TURNOVER (2 TO),"[202339, 203109]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,2.0,Crowder,203109.0,,,,,,,,,,,,
409,PT06M44.00S,2021-12-14T05:04:38.4Z,3,REGULAR,steal,,[],203109,,,1610612756,66,51,2021-12-14T05:04:58Z,4010000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M42.00S,2021-12-14T05:04:42.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,7.145203679369246,50.49019607843137,1610612756,66,53,2021-12-14T05:04:47Z,4020000,-2.0,15.0,1,left,M. Bridges running Layup (8 PTS),[1628969],1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,1.49,Made,,,,,,,,,,,8.0,,,,,,,,
411,PT06M42.00S,2021-12-14T05:04:45.6Z,3,REGULAR,foul,personal,['1freethrow'],202339,,,1610612756,66,53,2021-12-14T05:05:11Z,4030000,,,0,,E. Bledsoe shooting personal FOUL (1 PF) (Bridges 1 FT),"[202339, 1628969]",1610612746.0,LAC,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,201640.0,,,,,1.0,0.0,Bridges,1628969.0,
413,PT06M42.00S,2021-12-14T05:04:50.7Z,3,REGULAR,substitution,out,[],201580,,,1610612756,66,53,2021-12-14T05:05:08Z,4050000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M42.00S,2021-12-14T05:04:50.7Z,3,REGULAR,substitution,out,[],1629013,,,1610612756,66,53,2021-12-14T05:05:08Z,4060000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M42.00S,2021-12-14T05:04:50.7Z,3,REGULAR,substitution,in,[],1629661,,,1610612756,66,53,2021-12-14T05:05:08Z,4070000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M42.00S,2021-12-14T05:04:50.7Z,3,REGULAR,substitution,in,[],1626166,,,1610612756,66,53,2021-12-14T05:05:08Z,4080000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M42.00S,2021-12-14T05:05:13.0Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628969,,,1610612756,66,54,2021-12-14T05:05:13Z,4090000,,,0,,M. Bridges Free Throw 1 of 1 (9 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,9.0,,,,,,,,
418,PT06M30.00S,2021-12-14T05:05:30.4Z,3,REGULAR,foul,offensive,[],1627826,,,1610612746,66,54,2021-12-14T05:05:57Z,4100000,,,0,,I. Zubac offensive FOUL (3 PF),"[1627826, 1626166]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,1363.0,,,,,3.0,0.0,Payne,1626166.0,
420,PT06M30.00S,2021-12-14T05:05:30.4Z,3,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,66,54,2021-12-14T05:05:30Z,4120000,,,0,,I. Zubac offensive foul TURNOVER (3 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,3.0,,,,,1363.0,,,,,,,,,
421,PT06M16.00S,2021-12-14T05:06:11.3Z,3,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612756,66,54,2021-12-14T05:06:17Z,4130000,,,0,,I. Zubac shooting personal FOUL (4 PF) (Bridges 2 FT),"[1627826, 1628969]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,201640.0,,,,,4.0,0.0,Bridges,1628969.0,
423,PT06M16.00S,2021-12-14T05:06:40.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628969,,,1610612756,66,55,2021-12-14T05:06:40Z,4150000,,,0,,M. Bridges Free Throw 1 of 2 (10 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,10.0,,,,,,,,
424,PT06M16.00S,2021-12-14T05:06:41.4Z,3,REGULAR,substitution,out,[],1627826,,,1610612756,66,55,2021-12-14T05:06:47Z,4160000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M16.00S,2021-12-14T05:06:41.4Z,3,REGULAR,substitution,in,[],1628392,,,1610612756,66,55,2021-12-14T05:06:47Z,4170000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M16.00S,2021-12-14T05:07:03.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628969,,,1610612756,66,56,2021-12-14T05:07:03Z,4180000,,,0,,M. Bridges Free Throw 2 of 2 (11 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
427,PT06M01.00S,2021-12-14T05:07:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,90.5880420499343,48.529411764705884,1610612746,68,56,2021-12-14T05:07:28Z,4190000,-7.0,36.0,1,right,E. Bledsoe cutting Layup (5 PTS) (I. Hartenstein 3 AST),"[202339, 1628392]",1610612746.0,LAC,cutting,,,Bledsoe,E. Bledsoe,,,,,3.68,Made,,,,,,,,,,,5.0,I. Hartenstein,1628392.0,3.0,,,,,
429,PT05M47.00S,2021-12-14T05:07:35.2Z,3,REGULAR,2pt,Jump Shot,[],1628969,23.833771353482263,61.029411764705884,1610612756,68,56,2021-12-14T05:07:40Z,4210000,-55.0,172.0,1,left,MISS M. Bridges 18' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,18.01,Missed,,,,,,,,,,,,,,,,,,,
430,PT05M44.00S,2021-12-14T05:07:38.2Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,68,56,2021-12-14T05:07:40Z,4220000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:8),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,429.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
431,PT05M28.00S,2021-12-14T05:07:54.0Z,3,REGULAR,2pt,Jump Shot,[],202694,84.1491458607096,77.94117647058823,1610612746,70,56,2021-12-14T05:07:58Z,4230000,140.0,96.0,1,right,M. Morris Sr. 16' fadeaway Jump Shot (16 PTS) (L. Kennard 3 AST),"[202694, 1628379]",1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,16.98,Made,,,,,,,,,,,16.0,L. Kennard,1628379.0,3.0,,,,,
433,PT05M14.00S,2021-12-14T05:08:07.5Z,3,REGULAR,3pt,Jump Shot,[],1628969,9.641918528252305,96.81372549019608,1610612756,70,56,2021-12-14T05:08:12Z,4250000,-234.0,38.0,1,left,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,,
434,PT05M11.00S,2021-12-14T05:08:11.2Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,70,56,2021-12-14T05:08:11Z,4260000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:9),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,433.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
435,PT04M58.00S,2021-12-14T05:08:24.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,90.19382391590013,41.42156862745098,1610612746,70,56,2021-12-14T05:08:27Z,4270000,-43.0,40.0,1,right,MISS I. Hartenstein floating Shot,[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,5.85,Missed,,,,,,,,,,,,,,,,,,,
436,PT04M56.00S,2021-12-14T05:08:26.5Z,3,REGULAR,rebound,offensive,[],202694,,,1610612746,70,56,2021-12-14T05:08:26Z,4280000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:9),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,435.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
437,PT04M49.00S,2021-12-14T05:08:33.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629611,78.10446780551905,88.72549019607843,1610612746,70,56,2021-12-14T05:55:08Z,4290000,194.0,153.0,1,right,MISS T. Mann 24' step back 3PT,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
438,PT04M48.00S,2021-12-14T05:08:34.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,70,56,2021-12-14T05:08:38Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,
439,PT04M48.00S,2021-12-14T05:08:38.2Z,3,REGULAR,foul,personal,[],203109,,,1610612746,70,56,2021-12-14T05:08:44Z,4310000,,,0,,J. Crowder loose ball personal FOUL (4 PF),"[203109, 1628392]",1610612756.0,PHX,loose ball,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,201640.0,,,,,4.0,0.0,Hartenstein,1628392.0,
441,PT04M48.00S,2021-12-14T05:08:44.0Z,3,REGULAR,substitution,out,[],202694,,,1610612746,70,56,2021-12-14T05:08:49Z,4330000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M48.00S,2021-12-14T05:08:44.0Z,3,REGULAR,substitution,in,[],1630527,,,1610612746,70,56,2021-12-14T05:08:49Z,4340000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M48.00S,2021-12-14T05:09:01.9Z,3,REGULAR,substitution,out,[],203109,,,1610612746,70,56,2021-12-14T05:09:07Z,4350000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M48.00S,2021-12-14T05:09:01.9Z,3,REGULAR,substitution,in,[],1630688,,,1610612746,70,56,2021-12-14T05:09:07Z,4360000,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M35.00S,2021-12-14T05:09:22.6Z,3,REGULAR,turnover,out-of-bounds,[],202339,,,1610612746,70,56,2021-12-14T05:09:32Z,4370000,,,0,,E. Bledsoe lost ball out-of-bounds TURNOVER (3 TO),[202339],1610612746.0,LAC,lost ball,,,Bledsoe,E. Bledsoe,,,,,,,,,,,3.0,,,,,201638.0,,,,,,,,,
