actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
32,PT09M35.00S,2022-01-12T03:44:15.9Z,1,REGULAR,2pt,Jump Shot,[],202694,93.47897503285151,25.0,1610612746,2,6,2022-01-12T03:44:22Z,320000,-125.0,9.0,1,right,MISS M. Morris Sr. 12' fadeaway Shot,[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,12.53,Missed,,,,,,,,,,,,,,
33,PT09M32.00S,2022-01-12T03:44:18.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,6,2022-01-12T03:44:18Z,330000,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,32.0,2.0,1.0,1.0,,,,,,
34,PT09M19.00S,2022-01-12T03:44:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.539421813403408,51.71568627450981,1610612743,2,6,2022-01-12T03:44:38Z,340000,-9.0,18.0,1,left,MISS N. Jokic finger roll Layup,[203999],1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,,,,,,2.03,Missed,,,,,,,,,,,,,,
35,PT09M15.00S,2022-01-12T03:44:36.0Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,2,6,2022-01-12T03:44:38Z,350000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,
36,PT09M10.00S,2022-01-12T03:44:40.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627826,93.47897503285151,50.245098039215684,1610612746,4,6,2022-01-12T03:44:45Z,360000,1.0,9.0,1,right,I. Zubac running DUNK (2 PTS) (R. Jackson 1 AST),"[1627826, 202704]",1610612746.0,LAC,running,,,Zubac,I. Zubac,,,,,,,,,,0.89,Made,2.0,R. Jackson,202704.0,1.0,,,,,,,,,,
38,PT08M54.00S,2022-01-12T03:44:57.9Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,4,6,2022-01-12T03:45:02Z,380000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,2004.0,,,,,,,,,,,,,,,1.0,,,,,
39,PT08M43.00S,2022-01-12T03:45:17.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202704,74.55650459921156,63.72549019607843,1610612746,4,6,2022-01-12T03:45:23Z,390000,69.0,187.0,1,right,MISS R. Jackson 19' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,19.89,Missed,,,,,,,,,,,,,,
40,PT08M36.00S,2022-01-12T03:45:24.0Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,4,6,2022-01-12T03:45:23Z,400000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,
41,PT08M32.00S,2022-01-12T03:45:29.5Z,1,REGULAR,foul,personal,[],1627826,,,1610612743,4,6,2022-01-12T03:45:37Z,410000,,,0,,I. Zubac personal FOUL (2 PF),"[1627826, 203999]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,202037.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,,
43,PT08M32.00S,2022-01-12T03:45:53.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612743,4,6,2022-01-12T03:45:56Z,430000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2022-01-12T03:45:53.4Z,1,REGULAR,substitution,in,[],201586,,,1610612743,4,6,2022-01-12T03:45:56Z,440000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M25.00S,2022-01-12T03:46:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,7.408015768725363,51.96078431372549,1610612743,4,6,2022-01-12T03:46:15Z,450000,-10.0,17.0,1,left,MISS J. Green cutting Layup,[203210],1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,,,1.97,Missed,,,,,,,,,,,,,,
46,PT08M23.00S,2022-01-12T03:46:12.0Z,1,REGULAR,rebound,defensive,[],201586,,,1610612746,4,6,2022-01-12T03:46:15Z,460000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,
47,PT08M04.00S,2022-01-12T03:46:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,94.00459921156373,53.67647058823529,1610612746,6,6,2022-01-12T03:46:36Z,470000,18.0,4.0,1,right,A. Coffey driving Layup (4 PTS) (M. Morris Sr. 1 AST),"[1629599, 202694]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,,,,,,1.88,Made,4.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,,
49,PT07M58.00S,2022-01-12T03:46:37.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.670827858081481,50.98039215686275,1610612743,6,8,2022-01-12T03:48:57Z,490000,-5.0,20.0,1,left,A. Gordon running DUNK (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,,,,,,2.02,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,
51,PT07M44.00S,2022-01-12T03:46:51.2Z,1,REGULAR,2pt,Jump Shot,[],202704,86.25164257555848,25.980392156862735,1610612746,6,8,2022-01-12T03:46:59Z,510000,-120.0,77.0,1,right,MISS R. Jackson 14' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,14.25,Missed,,,,,,,,,,,,,,
52,PT07M37.00S,2022-01-12T03:46:58.0Z,1,REGULAR,rebound,offensive,[],202704,,,1610612746,6,8,2022-01-12T03:46:58Z,520000,,,0,,R. Jackson REBOUND (Off:1 Def:0),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,51.0,1.0,0.0,1.0,,,,,,
53,PT07M37.00S,2022-01-12T03:47:00.4Z,1,REGULAR,foul,personal,[],203210,,,1610612746,6,8,2022-01-12T03:47:06Z,530000,,,0,,J. Green personal FOUL (1 PF),"[203210, 202694]",1610612743.0,DEN,,,,Green,J. Green,,,,,2004.0,1.0,0.0,Morris Sr.,202694.0,,,,,,,,,,,,,,,,
55,PT07M30.00S,2022-01-12T03:47:25.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202704,93.74178712220763,97.30392156862744,1610612746,6,8,2022-01-12T03:47:30Z,550000,237.0,6.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,23.66,Missed,,,,,,,,,,,,,,
56,PT07M27.00S,2022-01-12T03:47:28.0Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,6,8,2022-01-12T03:47:30Z,560000,,,0,,A. Rivers REBOUND (Off:0 Def:2),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,
57,PT07M23.00S,2022-01-12T03:47:34.0Z,1,REGULAR,foul,offensive,[],203932,,,1610612743,6,8,2022-01-12T03:47:41Z,570000,,,0,,A. Gordon offensive FOUL (1 PF),"[203932, 1629599]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2004.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,,
59,PT07M23.00S,2022-01-12T03:47:34.0Z,1,REGULAR,turnover,offensive foul,[],203932,,,1610612743,6,8,2022-01-12T03:47:34Z,590000,,,0,,A. Gordon offensive foul TURNOVER (2 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,2004.0,,,,,,,,,,,,,,,2.0,,,,,
60,PT07M11.00S,2022-01-12T03:48:02.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201586,82.04664914586071,49.01960784313726,1610612746,6,8,2022-01-12T03:48:06Z,600000,-5.0,116.0,1,right,MISS S. Ibaka 11' floating Shot,[201586],1610612746.0,LAC,floating,,,Ibaka,S. Ibaka,,,,,,,,,,11.64,Missed,,,,,,,,,,,,,,
61,PT07M09.00S,2022-01-12T03:48:04.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,6,8,2022-01-12T03:48:06Z,610000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,
62,PT07M06.00S,2022-01-12T03:48:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,25.016425755584763,14.705882352941174,1610612743,6,8,2022-01-12T03:48:14Z,620000,176.0,183.0,1,left,MISS M. Morris 25' running 3PT,[1628420],1610612743.0,DEN,running,,,Morris,M. Morris,,,,,,,,,,25.4,Missed,,,,,,,,,,,,,,
63,PT07M03.00S,2022-01-12T03:48:10.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,6,8,2022-01-12T03:48:14Z,630000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,
64,PT06M56.00S,2022-01-12T03:48:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201586,93.47897503285151,53.67647058823529,1610612746,8,8,2022-01-12T03:48:21Z,640000,18.0,9.0,1,right,S. Ibaka cutting Layup (2 PTS) (A. Coffey 1 AST),"[201586, 1629599]",1610612746.0,LAC,cutting,,,Ibaka,S. Ibaka,,,,,,,,,,2.04,Made,2.0,A. Coffey,1629599.0,1.0,,,,,,,,,,
66,PT06M39.00S,2022-01-12T03:48:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,7.145203679369246,47.30392156862745,1610612743,8,10,2022-01-12T03:48:38Z,660000,13.0,15.0,1,left,M. Morris cutting Layup (2 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,cutting,,,Morris,M. Morris,,,,,,,,,,2.0,Made,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,
68,PT06M18.00S,2022-01-12T03:48:54.7Z,1,REGULAR,2pt,Jump Shot,[],202694,79.15571616294349,50.245098039215684,1610612746,8,10,2022-01-12T03:48:58Z,680000,1.0,143.0,1,right,MISS M. Morris Sr. 14' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,14.34,Missed,,,,,,,,,,,,,,
69,PT06M15.00S,2022-01-12T03:48:57.7Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,8,10,2022-01-12T03:48:58Z,690000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,
70,PT06M09.00S,2022-01-12T03:49:03.8Z,1,REGULAR,3pt,Jump Shot,[],1628420,34.60906701708278,53.18627450980392,1610612743,8,10,2022-01-12T03:49:09Z,700000,-16.0,273.0,1,left,MISS M. Morris 27' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,27.33,Missed,,,,,,,,,,,,,,
71,PT06M04.00S,2022-01-12T03:49:08.7Z,1,REGULAR,rebound,offensive,[],203085,,,1610612743,8,10,2022-01-12T03:49:08Z,710000,,,0,,A. Rivers REBOUND (Off:1 Def:2),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,70.0,3.0,2.0,1.0,,,,,,
72,PT06M01.00S,2022-01-12T03:49:12.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203085,24.359395532194483,92.15686274509804,1610612743,8,10,2022-01-12T03:49:18Z,720000,-211.0,176.0,1,left,MISS A. Rivers 27' step back 3PT,[203085],1610612743.0,DEN,step back,,,Rivers,A. Rivers,,,,,,,,,,27.49,Missed,,,,,,,,,,,,,,
73,PT05M57.00S,2022-01-12T03:49:16.0Z,1,REGULAR,rebound,defensive,[],201586,,,1610612746,8,10,2022-01-12T03:49:18Z,730000,,,0,,S. Ibaka REBOUND (Off:0 Def:2),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,,,
74,PT05M50.00S,2022-01-12T03:49:22.7Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612746,8,10,2022-01-12T03:49:28Z,740000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1628420]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,1.0,Morris,1628420.0,,,
75,PT05M50.00S,2022-01-12T03:49:22.7Z,1,REGULAR,steal,,[],1628420,,,1610612743,8,10,2022-01-12T03:49:26Z,750000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M48.00S,2022-01-12T03:49:28.4Z,1,REGULAR,foul,personal,[],202694,,,1610612743,8,10,2022-01-12T03:49:36Z,760000,,,0,,M. Morris Sr. take personal FOUL (1 PF),"[202694, 1628420]",1610612746.0,LAC,take,,,Morris Sr.,M. Morris Sr.,,,,,203593.0,1.0,0.0,Morris,1628420.0,,,,,,,,,,,,,,,,
78,PT05M48.00S,2022-01-12T03:49:39.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,8,10,2022-01-12T03:49:39Z,780000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M48.00S,2022-01-12T03:52:34.0Z,1,REGULAR,substitution,out,[],203210,,,1610612743,8,10,2022-01-12T03:52:36Z,790000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2022-01-12T03:52:34.0Z,1,REGULAR,substitution,in,[],201145,,,1610612743,8,10,2022-01-12T03:52:36Z,800000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M36.00S,2022-01-12T03:52:47.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201145,31.586727989487514,66.66666666666667,1610612743,8,10,2022-01-12T03:52:52Z,810000,-83.0,244.0,1,left,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,25.82,Missed,,,,,,,,,,,,,,
82,PT05M33.00S,2022-01-12T03:52:50.6Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,8,10,2022-01-12T03:52:52Z,820000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,
83,PT05M28.00S,2022-01-12T03:52:55.2Z,1,REGULAR,3pt,Jump Shot,[],202704,91.77069645203679,96.07843137254902,1610612746,8,10,2022-01-12T03:53:00Z,830000,230.0,25.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,23.17,Missed,,,,,,,,,,,,,,
84,PT05M26.00S,2022-01-12T03:52:57.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,8,10,2022-01-12T03:53:00Z,840000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,83.0,3.0,2.0,1.0,,,,,,
85,PT05M19.00S,2022-01-12T03:53:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.802233902759525,49.50980392156863,1610612743,8,12,2022-01-12T03:53:40Z,850000,2.0,21.0,1,left,J. Green finger roll Layup (2 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,finger roll,,,Green,J. Green,,,,,,,,,,2.09,Made,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,
87,PT04M56.00S,2022-01-12T03:53:27.7Z,1,REGULAR,2pt,Jump Shot,[],202694,73.11103810775296,44.607843137254896,1610612746,10,12,2022-01-12T03:53:34Z,870000,-27.0,200.0,1,right,M. Morris Sr. 20' Jump Shot (2 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,20.21,Made,2.0,,,,,,,,,,,,,
88,PT04M36.00S,2022-01-12T03:53:47.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.750985545335084,48.774509803921575,1610612743,10,14,2022-01-12T03:53:53Z,880000,6.0,11.0,1,left,A. Gordon cutting DUNK (4 PTS) (N. Jokic 4 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,,,,,1.26,Made,4.0,N. Jokic,203999.0,4.0,,,,,,,,,,
90,PT04M14.00S,2022-01-12T03:54:09.6Z,1,REGULAR,3pt,Jump Shot,[],201587,91.63929040735874,96.81372549019608,1610612746,10,14,2022-01-12T03:54:14Z,900000,234.0,26.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,23.56,Missed,,,,,,,,,,,,,,
91,PT04M11.00S,2022-01-12T03:54:12.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,14,2022-01-12T03:54:14Z,910000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,90.0,4.0,3.0,1.0,,,,,,
