actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
432,PT00M27.40S,2022-04-11T03:06:16.1Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612746,93,67,2022-04-11T03:06:20Z,4290000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,430.0,2.0,1.0,1.0,,,,,,,,,,,,,
433,PT00M10.20S,2022-04-11T03:06:33.5Z,3,REGULAR,2pt,Jump Shot,[],1629875,23.632555847568995,56.65211397058824,1610612746,95,67,2022-04-11T03:06:49Z,4300000,-33.0,170.0,1,left,X. Moon 17' pullup Jump Shot (4 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,17.28,Made,4.0,,,,,,,,,,,,,,,,,
434,PT00M04.10S,2022-04-11T03:06:46.9Z,3,REGULAR,foul,personal,['2freethrow'],203918,,,1610612760,95,67,2022-04-11T03:06:51Z,4310000,,,0,,R. Hood shooting personal FOUL (2 PF) (Kalaitzakis 2 FT),"[203918, 1630686]",1610612746.0,LAC,shooting,,,Hood,R. Hood,,,,,,,,,,,,2534.0,,,,,2.0,0.0,Kalaitzakis,1630686.0,,,,
436,PT00M04.10S,2022-04-11T03:07:19.9Z,3,REGULAR,freethrow,1 of 2,[],1630686,,,1610612760,95,67,2022-04-11T03:07:19Z,4330000,,,0,,MISS G. Kalaitzakis Free Throw 1 of 2,[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT00M04.10S,2022-04-11T03:07:19.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,95,67,2022-04-11T03:07:19Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,
438,PT00M04.10S,2022-04-11T03:07:19.9Z,3,REGULAR,freethrow,2 of 2,[],1630686,,,1610612760,95,67,2022-04-11T03:07:47Z,4350000,,,0,,MISS G. Kalaitzakis Free Throw 2 of 2,[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,Missed,,,,,,,,,,,,,,,,,,
439,PT00M02.10S,2022-04-11T03:07:21.9Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,95,67,2022-04-11T03:07:47Z,4360000,,,0,,T. Mann REBOUND (Off:0 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,438.0,5.0,5.0,0.0,,,,,,,,,,,,,
440,PT00M00.40S,2022-04-11T03:07:45.0Z,3,REGULAR,3pt,Jump Shot,[],1629611,36.30091984231275,40.01225490196079,1610612746,95,67,2022-04-11T03:08:23Z,4370000,50.0,289.0,1,left,MISS T. Mann 29' pullup 3PT,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,29.3,Missed,,,,,,,,,,,,,,,,,,
441,PT00M00.10S,2022-04-11T03:07:45.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,95,67,2022-04-11T03:08:23Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,
442,PT00M00.00S,2022-04-11T03:07:49.4Z,3,REGULAR,period,end,[],0,,,1610612746,95,67,2022-04-11T03:07:49Z,4390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2022-04-11T03:08:47.2Z,4,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,95,67,2022-04-11T03:10:25Z,4400000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2022-04-11T03:08:47.2Z,4,REGULAR,substitution,in,['startperiod'],1629599,,,1610612746,95,67,2022-04-11T03:10:25Z,4410000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2022-04-11T03:10:31.0Z,4,REGULAR,period,start,[],0,,,1610612746,95,67,2022-04-11T03:10:31Z,4420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT11M45.00S,2022-04-11T03:10:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,6.4881734559789805,55.88235294117647,1610612746,97,67,2022-04-11T03:10:49Z,4430000,-29.0,8.0,1,left,I. Hartenstein alley-oop Layup (9 PTS) (B. Boston Jr. 4 AST),"[1628392, 1630527]",1610612746.0,LAC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,3.06,Made,9.0,,,,,,,B. Boston Jr.,1630527.0,4.0,,,,,,,,
448,PT11M19.00S,2022-04-11T03:11:14.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,97,67,2022-04-11T03:11:20Z,4450000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,,,
449,PT11M10.00S,2022-04-11T03:11:36.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629599,11.613009198423129,63.23529411764706,1610612746,99,67,2022-04-11T03:11:43Z,4460000,-66.0,57.0,1,left,A. Coffey 8' driving floating Jump Shot (19 PTS) (X. Moon 5 AST),"[1629599, 1629875]",1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,8.72,Made,19.0,,,,,,,X. Moon,1629875.0,5.0,,,,,,,,
451,PT10M57.00S,2022-04-11T03:11:51.9Z,4,REGULAR,foul,personal,['2freethrow'],1629875,,,1610612760,99,67,2022-04-11T03:11:57Z,4480000,,,0,,X. Moon shooting personal FOUL (1 PF) (Simpson 2 FT),"[1629875, 1630285]",1610612746.0,LAC,shooting,,,Moon,X. Moon,,,,,,,,,,,,201246.0,,,,,1.0,0.0,Simpson,1630285.0,,,,
453,PT10M57.00S,2022-04-11T03:12:18.7Z,4,REGULAR,freethrow,1 of 2,[],1630285,,,1610612760,99,68,2022-04-11T03:12:18Z,4500000,,,0,,Z. Simpson Free Throw 1 of 2 (16 PTS),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
454,PT10M57.00S,2022-04-11T03:12:38.7Z,4,REGULAR,freethrow,2 of 2,[],1630285,,,1610612760,99,69,2022-04-11T03:12:38Z,4510000,,,0,,Z. Simpson Free Throw 2 of 2 (17 PTS),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
455,PT10M46.00S,2022-04-11T03:12:50.7Z,4,REGULAR,2pt,Jump Shot,[],1629875,18.65965834428384,73.5140931372549,1610612746,99,69,2022-04-11T03:15:47Z,4520000,-118.0,123.0,1,left,MISS X. Moon 17' pullup Shot,[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,
456,PT10M43.00S,2022-04-11T03:12:53.7Z,4,REGULAR,rebound,defensive,[],1630285,,,1610612760,99,69,2022-04-11T03:12:56Z,4530000,,,0,,Z. Simpson REBOUND (Off:1 Def:7),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,455.0,8.0,7.0,1.0,,,,,,,,,,,,,
457,PT10M37.00S,2022-04-11T03:13:02.6Z,4,REGULAR,foul,offensive,[],1629658,,,1610612760,99,69,2022-04-11T03:13:13Z,4540000,,,0,,J. Hoard offensive FOUL (2 PF),"[1629658, 1628392]",1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,2534.0,,,,,2.0,0.0,Hartenstein,1628392.0,,,,
459,PT10M37.00S,2022-04-11T03:13:02.6Z,4,REGULAR,turnover,offensive foul,[],1629658,,,1610612760,99,69,2022-04-11T03:13:02Z,4560000,,,0,,J. Hoard offensive foul TURNOVER (1 TO),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,,,,,2534.0,1.0,,,,,,,,,,,
460,PT10M26.00S,2022-04-11T03:13:28.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630527,10.036136662286467,37.254901960784316,1610612746,99,69,2022-04-11T03:16:22Z,4570000,64.0,42.0,1,left,MISS B. Boston Jr. 7' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,7.62,Missed,,,,,,,,,,,,,,,,,,
461,PT10M22.00S,2022-04-11T03:13:32.9Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,99,69,2022-04-11T03:13:46Z,4580000,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,460.0,3.0,1.0,2.0,,,,,,,,,,,,,
462,PT10M22.00S,2022-04-11T03:13:32.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628392,5.590000152587891,50.0,1610612746,99,69,2022-04-11T03:14:01Z,4590000,0.0,0.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
463,PT10M21.00S,2022-04-11T03:13:33.8Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,99,69,2022-04-11T03:14:01Z,4600000,,,0,,I. Hartenstein REBOUND (Off:3 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,462.0,4.0,1.0,3.0,,,,,,,,,,,,,
464,PT10M20.00S,2022-04-11T03:13:35.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629599,6.4881734559789805,52.69607843137255,1610612746,101,69,2022-04-11T03:14:11Z,4610000,-13.0,8.0,1,left,A. Coffey driving reverse Layup (21 PTS) (I. Hartenstein 4 AST),"[1629599, 1628392]",1610612746.0,LAC,driving reverse,,,Coffey,A. Coffey,,,,,1.6,Made,21.0,,,,,,,I. Hartenstein,1628392.0,4.0,,,,,,,,
466,PT10M04.00S,2022-04-11T03:13:50.5Z,4,REGULAR,3pt,Jump Shot,[],1628982,92.95335085413929,3.9215686274509807,1610612760,101,69,2022-04-11T03:13:59Z,4630000,-230.0,14.0,1,right,MISS M. Frazier Jr. 3PT,[1628982],1610612760.0,OKC,,,,Frazier Jr.,M. Frazier Jr.,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,
467,PT10M04.00S,2022-04-11T03:13:50.5Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612746,101,69,2022-04-11T03:13:59Z,4640000,,,0,,B. Boston Jr. REBOUND (Off:1 Def:6),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,466.0,7.0,6.0,1.0,,,,,,,,,,,,,
468,PT09M55.00S,2022-04-11T03:13:59.8Z,4,REGULAR,3pt,Jump Shot,[],1629599,10.693166885676746,96.81372549019608,1610612746,104,69,2022-04-11T03:14:19Z,4650000,-234.0,48.0,1,left,A. Coffey 3PT  (24 PTS) (X. Moon 6 AST),"[1629599, 1629875]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.9,Made,24.0,,,,,,,X. Moon,1629875.0,6.0,,,,,,,,
470,PT09M54.00S,2022-04-11T03:14:07.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,104,69,2022-04-11T03:14:07Z,4670000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT09M42.00S,2022-04-11T03:17:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628982,93.74178712220763,53.18627450980392,1610612760,104,71,2022-04-11T03:17:12Z,4680000,16.0,6.0,1,right,M. Frazier Jr. cutting Layup (6 PTS) (V. Krejci 2 AST),"[1628982, 1630249]",1610612760.0,OKC,cutting,,,Frazier Jr.,M. Frazier Jr.,,,,,1.71,Made,6.0,,,,,,,V. Krejci,1630249.0,2.0,,,,,,,,
473,PT09M30.00S,2022-04-11T03:17:21.2Z,4,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612746,104,71,2022-04-11T03:17:29Z,4700000,,,0,,V. Krejci shooting personal FOUL (2 PF) (Hood 2 FT),"[1630249, 203918]",1610612760.0,OKC,shooting,,,Krejci,V. Krejci,,,,,,,,,,,,201246.0,,,,,2.0,0.0,Hood,203918.0,,,,
475,PT09M30.00S,2022-04-11T03:17:45.6Z,4,REGULAR,freethrow,1 of 2,[],203918,,,1610612746,105,71,2022-04-11T03:17:45Z,4720000,,,0,,R. Hood Free Throw 1 of 2 (1 PTS),[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
476,PT09M30.00S,2022-04-11T03:17:58.7Z,4,REGULAR,freethrow,2 of 2,[],203918,,,1610612746,106,71,2022-04-11T03:17:58Z,4730000,,,0,,R. Hood Free Throw 2 of 2 (2 PTS),[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
477,PT09M17.00S,2022-04-11T03:18:12.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,92.42772667542707,48.0392156862745,1610612760,106,73,2022-04-11T03:18:16Z,4740000,-10.0,19.0,1,right,V. Krejci finger roll Layup (16 PTS),[1630249],1610612760.0,OKC,finger roll,,,Krejci,V. Krejci,,,,,2.11,Made,16.0,,,,,,,,,,,,,,,,,
478,PT09M00.00S,2022-04-11T03:18:29.4Z,4,REGULAR,turnover,lost ball,[],1630527,,,1610612746,106,73,2022-04-11T03:18:32Z,4750000,,,0,,B. Boston Jr. lost ball TURNOVER (1 TO),"[1630527, 1630285]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,1.0,,,,,,,,Simpson,1630285.0,,
479,PT09M00.00S,2022-04-11T03:18:29.4Z,4,REGULAR,steal,,[],1630285,,,1610612760,106,73,2022-04-11T03:19:03Z,4760000,,,0,,Z. Simpson STEAL (1 STL),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,,,,,,,,,,,,,
480,PT08M57.00S,2022-04-11T03:18:32.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630285,94.00459921156373,49.01960784313726,1610612760,106,73,2022-04-11T03:18:58Z,4770000,-5.0,4.0,1,right,MISS Z. Simpson running Layup - blocked,"[1630285, 1629875]",1610612760.0,OKC,running,,,Simpson,Z. Simpson,,,,,0.63,Missed,,,,,,,,,,,,,,,,,Moon,1629875.0
481,PT08M57.00S,2022-04-11T03:18:32.5Z,4,REGULAR,block,,[],1629875,,,1610612760,106,73,2022-04-11T03:18:35Z,4780000,,,0,,X. Moon BLOCK (1 BLK),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
482,PT08M57.00S,2022-04-11T03:18:32.5Z,4,REGULAR,rebound,offensive,[],1629658,,,1610612760,106,73,2022-04-11T03:18:58Z,4790000,,,0,,J. Hoard REBOUND (Off:5 Def:9),[1629658],1610612760.0,OKC,,,,Hoard,J. Hoard,,,,,,,,480.0,14.0,9.0,5.0,,,,,,,,,,,,,
483,PT08M52.00S,2022-04-11T03:18:36.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629658,91.90210249671485,50.0,1610612760,106,75,2022-04-11T03:18:50Z,4800000,0.0,24.0,1,right,J. Hoard putback Layup (12 PTS),[1629658],1610612760.0,OKC,putback,,,Hoard,J. Hoard,,,,,2.36,Made,12.0,,,,,,,,,,,,,,,,,
484,PT08M42.00S,2022-04-11T03:18:47.0Z,4,REGULAR,3pt,Jump Shot,[],1629599,8.327858081471746,3.9215686274509807,1610612746,109,75,2022-04-11T03:18:52Z,4810000,230.0,26.0,1,left,A. Coffey 3PT  (27 PTS) (B. Boston Jr. 5 AST),"[1629599, 1630527]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.18,Made,27.0,,,,,,,B. Boston Jr.,1630527.0,5.0,,,,,,,,
486,PT08M29.00S,2022-04-11T03:19:00.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629658,81.52102496714849,49.01960784313726,1610612760,109,75,2022-04-11T03:19:07Z,4830000,-5.0,121.0,1,right,MISS J. Hoard 12' floating Shot,[1629658],1610612760.0,OKC,floating,,,Hoard,J. Hoard,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,
487,PT08M26.00S,2022-04-11T03:19:03.0Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612746,109,75,2022-04-11T03:19:07Z,4840000,,,0,,A. Coffey REBOUND (Off:2 Def:8),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,486.0,10.0,8.0,2.0,,,,,,,,,,,,,
488,PT08M22.00S,2022-04-11T03:19:07.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,34.346254927726676,49.754901960784316,1610612746,112,75,2022-04-11T03:19:17Z,4850000,1.0,270.0,1,left,A. Coffey 27' 3PT running pullup (30 PTS) (X. Moon 7 AST),"[1629599, 1629875]",1610612746.0,LAC,running pullup,,,Coffey,A. Coffey,,,,,27.04,Made,30.0,,,,,,,X. Moon,1629875.0,7.0,,,,,,,,
490,PT07M56.00S,2022-04-11T03:19:36.9Z,4,REGULAR,2pt,Jump Shot,[],1630285,96.63272010512483,28.431372549019613,1610612760,112,75,2022-04-11T03:20:38Z,4870000,-108.0,-21.0,1,right,MISS Z. Simpson 10' floating Shot,[1630285],1610612760.0,OKC,floating,,,Simpson,Z. Simpson,,,,,10.98,Missed,,,,,,,,,,,,,,,,,,
491,PT07M55.00S,2022-04-11T03:19:37.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,112,75,2022-04-11T03:20:38Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,
492,PT07M55.00S,2022-04-11T03:19:41.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,112,75,2022-04-11T03:19:53Z,4890000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT07M40.00S,2022-04-11T03:20:01.8Z,4,REGULAR,foul,personal,['2freethrow'],1628982,,,1610612746,112,75,2022-04-11T03:20:13Z,4900000,,,0,,M. Frazier Jr. shooting personal FOUL (4 PF) (Coffey 2 FT),"[1628982, 1629599]",1610612760.0,OKC,shooting,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,2534.0,,,,,4.0,0.0,Coffey,1629599.0,,,,
495,PT07M40.00S,2022-04-11T03:20:27.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629599,,,1610612746,113,75,2022-04-11T03:20:27Z,4920000,,,0,,A. Coffey Free Throw 1 of 2 (31 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
496,PT07M40.00S,2022-04-11T03:20:36.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629599,,,1610612746,114,75,2022-04-11T03:20:36Z,4930000,,,0,,A. Coffey Free Throw 2 of 2 (32 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
497,PT07M17.00S,2022-04-11T03:21:01.7Z,4,REGULAR,3pt,Jump Shot,[],1630285,74.55650459921156,83.08823529411765,1610612760,114,75,2022-04-11T03:21:06Z,4940000,165.0,187.0,1,right,MISS Z. Simpson 24' 3PT,[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
498,PT07M14.00S,2022-04-11T03:21:04.7Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612746,114,75,2022-04-11T03:21:06Z,4950000,,,0,,A. Coffey REBOUND (Off:2 Def:9),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,497.0,11.0,9.0,2.0,,,,,,,,,,,,,
499,PT07M10.00S,2022-04-11T03:21:10.0Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1629875,6.8823915900131425,80.14705882352942,1610612746,116,75,2022-04-11T03:24:17Z,4960000,-151.0,12.0,1,left,X. Moon 15' running Jump Shot (6 PTS) (A. Coffey 5 AST),"[1629875, 1629599]",1610612746.0,LAC,running,,,Moon,X. Moon,,,,,15.12,Made,6.0,,,,,,,A. Coffey,1629599.0,5.0,,,,,,,,
501,PT06M57.00S,2022-04-11T03:21:22.2Z,4,REGULAR,2pt,Jump Shot,[],1630249,75.87056504599212,49.50980392156863,1610612760,116,75,2022-04-11T03:21:27Z,4980000,-2.0,174.0,1,right,MISS V. Krejci 17' pullup Shot,[1630249],1610612760.0,OKC,pullup,,,Krejci,V. Krejci,,,,,17.43,Missed,,,,,,,,,,,,,,,,,,
502,PT06M55.00S,2022-04-11T03:21:24.2Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612746,116,75,2022-04-11T03:21:27Z,4990000,,,0,,A. Coffey REBOUND (Off:2 Def:10),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,501.0,12.0,10.0,2.0,,,,,,,,,,,,,
503,PT06M55.00S,2022-04-11T03:21:26.3Z,4,REGULAR,foul,personal,[],1630249,,,1610612746,116,75,2022-04-11T03:21:34Z,5000000,,,0,,V. Krejci take personal FOUL (3 PF),"[1630249, 1629599]",1610612760.0,OKC,take,,,Krejci,V. Krejci,,,,,,,,,,,,1363.0,,,,,3.0,0.0,Coffey,1629599.0,,,,
505,PT06M40.00S,2022-04-11T03:21:54.9Z,4,REGULAR,3pt,Jump Shot,[],1630527,31.00156044678056,81.10447303921569,1610612746,116,75,2022-04-11T03:25:09Z,5020000,-156.0,239.0,1,left,MISS B. Boston Jr. 28' pullup 3PT,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,28.5,Missed,,,,,,,,,,,,,,,,,,
506,PT06M37.00S,2022-04-11T03:21:57.9Z,4,REGULAR,rebound,defensive,[],1630686,,,1610612760,116,75,2022-04-11T03:21:58Z,5030000,,,0,,G. Kalaitzakis REBOUND (Off:1 Def:5),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,,,,505.0,6.0,5.0,1.0,,,,,,,,,,,,,
507,PT06M24.00S,2022-04-11T03:22:11.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628982,94.13600525624179,46.81372549019608,1610612760,116,77,2022-04-11T03:22:17Z,5040000,-16.0,3.0,1,right,M. Frazier Jr. driving Layup (8 PTS) (Z. Simpson 6 AST),"[1628982, 1630285]",1610612760.0,OKC,driving,,,Frazier Jr.,M. Frazier Jr.,,,,,1.61,Made,8.0,,,,,,,Z. Simpson,1630285.0,6.0,,,,,,,,
509,PT06M23.00S,2022-04-11T03:22:16.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,116,77,2022-04-11T03:22:16Z,5060000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT06M06.00S,2022-04-11T03:25:35.0Z,4,REGULAR,3pt,Jump Shot,[],1629599,9.904730617608408,96.56862745098039,1610612746,116,77,2022-04-11T03:25:39Z,5070000,-233.0,41.0,1,left,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,
511,PT06M03.00S,2022-04-11T03:25:38.0Z,4,REGULAR,rebound,defensive,[],1630285,,,1610612760,116,77,2022-04-11T03:25:39Z,5080000,,,0,,Z. Simpson REBOUND (Off:1 Def:8),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,510.0,9.0,8.0,1.0,,,,,,,,,,,,,
512,PT05M50.00S,2022-04-11T03:25:52.3Z,4,REGULAR,3pt,Jump Shot,[],1630686,72.05978975032852,24.019607843137265,1610612760,116,80,2022-04-11T03:25:57Z,5090000,-130.0,210.0,1,right,G. Kalaitzakis 24' 3PT  (11 PTS) (Z. Simpson 7 AST),"[1630686, 1630285]",1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,24.7,Made,11.0,,,,,,,Z. Simpson,1630285.0,7.0,,,,,,,,
514,PT05M31.00S,2022-04-11T03:26:13.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,116,80,2022-04-11T03:26:13Z,5110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT05M26.00S,2022-04-11T03:26:29.2Z,4,REGULAR,2pt,Jump Shot,[],1629875,24.359395532194483,31.862745098039213,1610612746,118,80,2022-04-11T03:26:34Z,5120000,91.0,176.0,1,left,X. Moon 19' pullup Jump Shot (8 PTS),[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,19.84,Made,8.0,,,,,,,,,,,,,,,,,
516,PT05M07.00S,2022-04-11T03:26:49.9Z,4,REGULAR,foul,offensive,[],1630285,,,1610612760,118,80,2022-04-11T03:27:57Z,5130000,,,0,,Z. Simpson offensive FOUL (3 PF),"[1630285, 1629875]",1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,2534.0,,,,,3.0,0.0,Moon,1629875.0,,,,
518,PT05M07.00S,2022-04-11T03:26:49.9Z,4,REGULAR,turnover,offensive foul,[],1630285,,,1610612760,118,80,2022-04-11T03:27:57Z,5150000,,,0,,Z. Simpson offensive foul TURNOVER (2 TO),[1630285],1610612760.0,OKC,,,,Simpson,Z. Simpson,,,,,,,,,,,,2534.0,2.0,,,,,,,,,,,
519,PT04M44.00S,2022-04-11T03:27:23.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629875,33.55781865965835,26.715686274509807,1610612746,121,80,2022-04-11T03:28:53Z,5160000,116.0,263.0,1,left,X. Moon 28' 3PT bank (11 PTS) (I. Hartenstein 5 AST),"[1629875, 1628392]",1610612746.0,LAC,bank,,,Moon,X. Moon,,,,,28.75,Made,11.0,,,,,,,I. Hartenstein,1628392.0,5.0,,,,,,,,
521,PT04M30.00S,2022-04-11T03:27:37.5Z,4,REGULAR,3pt,Jump Shot,[],1630686,75.34494086727989,87.25490196078431,1610612760,121,83,2022-04-11T03:27:47Z,5180000,186.0,179.0,1,right,G. Kalaitzakis 25' 3PT  (14 PTS),[1630686],1610612760.0,OKC,,,,Kalaitzakis,G. Kalaitzakis,,,,,25.86,Made,14.0,,,,,,,,,,,,,,,,,
