actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
90,PT03M49.00S,2022-01-09T20:54:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201568,7.539421813403408,51.470588235294116,1610612737,14,17,2022-01-09T20:54:56Z,890000,-7.0,18.0,1,left,MISS D. Gallinari driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,
91,PT03M46.00S,2022-01-09T20:54:53.7Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,14,17,2022-01-09T20:57:45Z,900000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,
92,PT03M44.00S,2022-01-09T20:55:00.3Z,1,REGULAR,turnover,traveling,[],201587,,,1610612746,14,17,2022-01-09T20:55:06Z,910000,,,0,,N. Batum traveling TURNOVER (1 TO),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,203593.0,,,,,,,,,,,,,,,,,1.0,,,
93,PT03M44.00S,2022-01-09T20:55:04.2Z,1,REGULAR,substitution,out,[],203992,,,1610612737,14,17,2022-01-09T20:55:11Z,920000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M44.00S,2022-01-09T20:55:04.2Z,1,REGULAR,substitution,in,[],1627789,,,1610612737,14,17,2022-01-09T20:55:11Z,930000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M32.00S,2022-01-09T20:55:31.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,30.14126149802891,24.264705882352942,1610612737,14,17,2022-01-09T20:55:36Z,940000,129.0,231.0,1,left,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
96,PT03M29.00S,2022-01-09T20:55:33.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,17,2022-01-09T20:55:33Z,950000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,95.0,6.0,5.0,1.0,,,,,,,,,,,,,
97,PT03M18.00S,2022-01-09T20:55:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,82.70367936925098,36.274509803921575,1610612746,16,17,2022-01-09T20:55:52Z,960000,-69.0,110.0,1,right,T. Mann 12' pullup Jump Shot (2 PTS) (I. Zubac 3 AST),"[1629611, 1627826]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,12.97,Made,2.0,,,,,,,,,,,I. Zubac,1627826.0,3.0,,,,
99,PT03M03.00S,2022-01-09T20:55:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.196452036793687,49.01960784313726,1610612737,16,19,2022-01-09T20:56:03Z,980000,5.0,25.0,1,left,T. Young Layup (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,2.5,Made,6.0,,,,,,,,,,,,,,,,,
100,PT02M43.00S,2022-01-09T20:56:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,90.98226018396846,3.1862745098039227,1610612746,19,19,2022-01-09T20:56:25Z,990000,-234.0,32.0,1,right,A. Coffey 3PT  (8 PTS) (E. Bledsoe 1 AST),"[1629599, 202339]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,23.63,Made,8.0,,,,,,,,,,,E. Bledsoe,202339.0,1.0,,,,
102,PT02M33.00S,2022-01-09T20:56:29.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,23.176741130091983,50.73529411764706,1610612737,19,19,2022-01-09T20:56:34Z,1010000,-4.0,165.0,1,left,MISS T. Young 16' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,
103,PT02M31.00S,2022-01-09T20:56:31.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,19,19,2022-01-09T20:56:34Z,1020000,,,0,,I. Zubac REBOUND (Off:1 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,102.0,7.0,6.0,1.0,,,,,,,,,,,,,
104,PT02M23.00S,2022-01-09T20:56:39.8Z,1,REGULAR,3pt,Jump Shot,[],201587,74.81931668856767,15.441176470588232,1610612746,22,19,2022-01-09T20:56:45Z,1030000,-173.0,184.0,1,right,N. Batum 25' 3PT  (5 PTS) (A. Coffey 2 AST),"[201587, 1629599]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,25.26,Made,5.0,,,,,,,,,,,A. Coffey,1629599.0,2.0,,,,
106,PT02M15.00S,2022-01-09T20:56:53.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,22,19,2022-01-09T20:56:53Z,1050000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,out,[],201587,,,1610612737,22,19,2022-01-09T20:59:47Z,1060000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612737,22,19,2022-01-09T20:59:47Z,1070000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,22,19,2022-01-09T20:59:47Z,1080000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,22,19,2022-01-09T20:59:47Z,1090000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,out,[],1629629,,,1610612737,22,19,2022-01-09T20:59:47Z,1100000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,in,[],1630527,,,1610612737,22,19,2022-01-09T20:59:47Z,1110000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,in,[],201586,,,1610612737,22,19,2022-01-09T20:59:47Z,1120000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,in,[],1628381,,,1610612737,22,19,2022-01-09T20:59:47Z,1130000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,22,19,2022-01-09T20:59:47Z,1140000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M15.00S,2022-01-09T20:59:35.9Z,1,REGULAR,substitution,in,[],1628989,,,1610612737,22,19,2022-01-09T20:59:47Z,1150000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M07.00S,2022-01-09T20:59:59.7Z,1,REGULAR,2pt,Jump Shot,[],201568,20.41721419185282,54.65686274509804,1610612737,22,21,2022-01-09T21:00:03Z,1160000,-23.0,139.0,1,left,D. Gallinari 14' turnaround Jump Shot (4 PTS),[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,,14.13,Made,4.0,,,,,,,,,,,,,,,,,
120,PT01M51.00S,2022-01-09T21:00:26.6Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612746,22,21,2022-01-09T21:00:45Z,1190000,,,0,,J. Collins shooting personal FOUL (1 PF) (Boston Jr. 2 FT),"[1628381, 1630527]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,1627541.0,,,,,,,,1.0,0.0,Boston Jr.,1630527.0,,,,,,,,,
122,PT01M51.00S,2022-01-09T21:00:46.3Z,1,REGULAR,freethrow,1 of 2,[],1630527,,,1610612746,23,21,2022-01-09T21:00:46Z,1210000,,,0,,B. Boston Jr. Free Throw 1 of 2 (1 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
123,PT01M51.00S,2022-01-09T21:01:04.0Z,1,REGULAR,freethrow,2 of 2,[],1630527,,,1610612746,24,21,2022-01-09T21:01:04Z,1220000,,,0,,B. Boston Jr. Free Throw 2 of 2 (2 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
124,PT01M30.00S,2022-01-09T21:01:26.6Z,1,REGULAR,3pt,Jump Shot,[],1627789,30.798291721419176,70.09803921568627,1610612737,24,21,2022-01-09T21:01:32Z,1230000,-100.0,237.0,1,left,MISS T. Luwawu-Cabarrot 25' 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
125,PT01M27.00S,2022-01-09T21:01:29.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,24,21,2022-01-09T21:01:32Z,1240000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT01M09.00S,2022-01-09T21:01:46.6Z,1,REGULAR,2pt,Jump Shot,[],1629599,86.72798948751642,29.388786764705884,1610612746,26,21,2022-01-09T21:01:55Z,1250000,-103.0,72.0,1,right,A. Coffey 12' pullup Jump Shot (10 PTS),[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,12.59,Made,10.0,,,,,,,,,,,,,,,,,
127,PT00M59.90S,2022-01-09T21:01:57.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,8.853482260183966,52.205882352941174,1610612737,26,23,2022-01-09T21:02:04Z,1260000,-11.0,31.0,1,left,D. Wright finger roll Layup (2 PTS),[1626153],1610612737.0,ATL,finger roll,,,Wright,D. Wright,,,,,,3.26,Made,2.0,,,,,,,,,,,,,,,,,
128,PT00M53.10S,2022-01-09T21:02:06.6Z,1,REGULAR,3pt,Jump Shot,[],201586,69.56307490144546,30.392156862745097,1610612746,29,23,2022-01-09T21:02:12Z,1270000,-98.0,234.0,1,right,S. Ibaka 25' 3PT  (3 PTS) (E. Bledsoe 2 AST),"[201586, 202339]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,25.33,Made,3.0,,,,,,,,,,,E. Bledsoe,202339.0,2.0,,,,
130,PT00M39.30S,2022-01-09T21:02:25.8Z,1,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612737,29,23,2022-01-09T21:02:42Z,1290000,,,0,,K. Huerter lost ball out-of-bounds TURNOVER (1 TO),[1628989],1610612737.0,ATL,lost ball,,,Huerter,K. Huerter,,,,,2530.0,,,,,,,,,,,,,,,,,1.0,,,
131,PT00M31.10S,2022-01-09T21:02:39.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202339,76.52759526938239,49.50980392156863,1610612746,31,23,2022-01-09T21:03:20Z,1300000,-2.0,168.0,1,right,E. Bledsoe 16' pullup Jump Shot (4 PTS),[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,16.81,Made,4.0,,,,,,,,,,,,,,,,,
132,PT00M06.80S,2022-01-09T21:03:06.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,33.42641261498029,32.59803921568627,1610612737,31,23,2022-01-09T21:03:11Z,1310000,87.0,262.0,1,left,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,
133,PT00M02.70S,2022-01-09T21:03:10.1Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612746,31,23,2022-01-09T21:03:10Z,1320000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,
134,PT00M00.00S,2022-01-09T21:03:13.1Z,1,REGULAR,3pt,Jump Shot,[],1630527,64.70105124835743,26.715686274509807,1610612746,31,23,2022-01-09T21:03:54Z,1330000,-116.0,279.0,1,right,MISS B. Boston Jr. 30' pullup 3PT,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,,30.26,Missed,,,,,,,,,,,,,,,,,,
135,PT00M00.00S,2022-01-09T21:03:13.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,31,23,2022-01-09T21:03:19Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,
136,PT00M00.00S,2022-01-09T21:03:20.2Z,1,REGULAR,period,end,[],0,,,1610612746,31,23,2022-01-09T21:03:20Z,1350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-01-09T21:05:58.4Z,2,REGULAR,period,start,[],0,,,1610612746,31,23,2022-01-09T21:05:58Z,1360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT11M45.00S,2022-01-09T21:06:16.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,31,23,2022-01-09T21:06:16Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M37.00S,2022-01-09T21:06:38.8Z,2,REGULAR,3pt,Jump Shot,[],1629599,73.76806833114324,86.02941176470588,1610612746,34,23,2022-01-09T21:06:43Z,1380000,180.0,194.0,1,right,A. Coffey 26' 3PT  (13 PTS) (S. Ibaka 1 AST),"[1629599, 201586]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,26.48,Made,13.0,,,,,,,,,,,S. Ibaka,201586.0,1.0,,,,
141,PT11M29.00S,2022-01-09T21:06:51.1Z,2,REGULAR,foul,personal,[],1629599,,,1610612737,34,23,2022-01-09T21:07:03Z,1400000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1626153]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,203593.0,,,,,,,,1.0,0.0,Wright,1626153.0,,,,,,,,,
143,PT11M13.00S,2022-01-09T21:07:18.8Z,2,REGULAR,2pt,Jump Shot,[],1626153,17.65768725361366,66.91176470588235,1610612737,34,23,2022-01-09T21:09:26Z,1420000,-85.0,113.0,1,left,MISS D. Wright 14' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,,14.16,Missed,,,,,,,,,,,,,,,,,,
145,PT11M10.00S,2022-01-09T21:07:21.8Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,34,23,2022-01-09T21:07:24Z,1440000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,
146,PT10M59.00S,2022-01-09T21:07:33.0Z,2,REGULAR,3pt,Jump Shot,[],202339,92.69053876478318,4.166666666666657,1610612746,34,23,2022-01-09T21:07:42Z,1450000,-229.0,16.0,1,right,MISS E. Bledsoe 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,
147,PT10M56.00S,2022-01-09T21:07:36.0Z,2,REGULAR,rebound,offensive,[],1630527,,,1610612746,34,23,2022-01-09T21:07:42Z,1460000,,,0,,B. Boston Jr. REBOUND (Off:1 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,
148,PT10M53.00S,2022-01-09T21:07:39.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630527,92.95335085413929,55.63725490196079,1610612746,34,23,2022-01-09T21:10:06Z,1470000,28.0,14.0,1,right,MISS B. Boston Jr. driving Layup,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,,3.14,Missed,,,,,,,,,,,,,,,,,,
149,PT10M53.00S,2022-01-09T21:07:39.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,34,23,2022-01-09T21:07:45Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,
150,PT10M53.00S,2022-01-09T21:07:44.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,34,23,2022-01-09T21:07:44Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT10M48.00S,2022-01-09T21:08:00.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,92.0335085413929,47.05882352941176,1610612746,34,23,2022-01-09T21:08:06Z,1500000,-15.0,22.0,1,right,MISS T. Mann reverse Layup,[1629611],1610612746.0,LAC,reverse,,,Mann,T. Mann,,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
152,PT10M46.00S,2022-01-09T21:08:02.3Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,34,23,2022-01-09T21:08:06Z,1510000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,
153,PT10M37.00S,2022-01-09T21:08:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.670827858081481,50.73529411764706,1610612737,34,25,2022-01-09T21:08:16Z,1520000,-4.0,20.0,1,left,K. Huerter cutting Layup (2 PTS) (D. Wright 1 AST),"[1628989, 1626153]",1610612737.0,ATL,cutting,,,Huerter,K. Huerter,,,,,,1.99,Made,2.0,,,,,,,,,,,D. Wright,1626153.0,1.0,,,,
155,PT10M27.00S,2022-01-09T21:08:30.4Z,2,REGULAR,foul,personal,[],1628989,,,1610612746,34,25,2022-01-09T21:08:35Z,1540000,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1630527]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,2530.0,,,,,,,,1.0,0.0,Boston Jr.,1630527.0,,,,,,,,,
157,PT10M27.00S,2022-01-09T21:08:38.1Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,34,25,2022-01-09T21:08:46Z,1560000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M27.00S,2022-01-09T21:08:38.1Z,2,REGULAR,substitution,in,[],202694,,,1610612746,34,25,2022-01-09T21:08:46Z,1570000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M23.00S,2022-01-09T21:08:53.0Z,2,REGULAR,3pt,Jump Shot,[],201586,73.11103810775296,84.06862745098039,1610612746,37,25,2022-01-09T21:08:58Z,1580000,170.0,200.0,1,right,S. Ibaka 26' 3PT  (6 PTS) (T. Mann 1 AST),"[201586, 1629611]",1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,26.29,Made,6.0,,,,,,,,,,,T. Mann,1629611.0,1.0,,,,
161,PT09M57.00S,2022-01-09T21:09:20.6Z,2,REGULAR,foul,personal,['2freethrow'],201586,,,1610612737,37,25,2022-01-09T21:09:31Z,1600000,,,0,,S. Ibaka shooting personal FOUL (1 PF) (Gallinari 2 FT),"[201586, 201568]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,2530.0,,,,,,,,1.0,0.0,Gallinari,201568.0,,,,,,,,,
163,PT09M57.00S,2022-01-09T21:09:46.5Z,2,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,37,26,2022-01-09T21:09:46Z,1620000,,,0,,D. Gallinari Free Throw 1 of 2 (5 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
164,PT09M57.00S,2022-01-09T21:10:08.5Z,2,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,37,27,2022-01-09T21:10:08Z,1630000,,,0,,D. Gallinari Free Throw 2 of 2 (6 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
165,PT09M47.00S,2022-01-09T21:10:19.7Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,37,27,2022-01-09T21:10:24Z,1640000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1627789]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,1.0,Luwawu-Cabarrot,1627789.0,
166,PT09M47.00S,2022-01-09T21:10:19.7Z,2,REGULAR,steal,,[],1627789,,,1610612737,37,27,2022-01-09T21:10:21Z,1650000,,,0,,T. Luwawu-Cabarrot STEAL (1 STL),[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M40.00S,2022-01-09T21:10:26.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627789,27.513140604467807,77.69607843137254,1610612737,37,30,2022-01-09T21:10:31Z,1660000,-138.0,206.0,1,left,T. Luwawu-Cabarrot 24' 3PT  (3 PTS) (D. Wright 2 AST),"[1627789, 1626153]",1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,24.83,Made,3.0,,,,,,,,,,,D. Wright,1626153.0,2.0,,,,
169,PT09M22.00S,2022-01-09T21:10:44.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,80.73258869908015,53.67647058823529,1610612746,39,30,2022-01-09T21:10:47Z,1680000,18.0,129.0,1,right,T. Mann 12' pullup Jump Shot (4 PTS) (B. Boston Jr. 1 AST),"[1629611, 1630527]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,12.99,Made,4.0,,,,,,,,,,,B. Boston Jr.,1630527.0,1.0,,,,
171,PT09M07.00S,2022-01-09T21:11:04.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,39,30,2022-01-09T21:11:04Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M07.00S,2022-01-09T21:11:06.9Z,2,REGULAR,substitution,out,[],201568,,,1610612737,39,30,2022-01-09T21:11:12Z,1710000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M07.00S,2022-01-09T21:11:06.9Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,39,30,2022-01-09T21:11:12Z,1720000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M03.00S,2022-01-09T21:11:30.5Z,2,REGULAR,foul,personal,[],1629611,,,1610612737,39,30,2022-01-09T21:11:37Z,1730000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1628381]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,1627541.0,,,,,,,,1.0,0.0,Collins,1628381.0,,,,,,,,,
176,PT08M56.00S,2022-01-09T21:11:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,8.722076215505908,53.18627450980392,1610612737,39,32,2022-01-09T21:13:27Z,1750000,-16.0,29.0,1,left,K. Huerter driving Layup (4 PTS),[1628989],1610612737.0,ATL,driving,,,Huerter,K. Huerter,,,,,,3.35,Made,4.0,,,,,,,,,,,,,,,,,
177,PT08M43.00S,2022-01-09T21:12:12.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,39,32,2022-01-09T21:12:12Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M36.00S,2022-01-09T21:12:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,88.48554533508542,54.411764705882355,1610612746,39,32,2022-01-09T21:12:41Z,1770000,22.0,56.0,1,right,MISS B. Boston Jr. driving floating Shot,[1630527],1610612746.0,LAC,driving floating,,,Boston Jr.,B. Boston Jr.,,,,,,5.99,Missed,,,,,,,,,,,,,,,,,,
179,PT08M34.00S,2022-01-09T21:12:37.8Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,39,32,2022-01-09T21:12:41Z,1780000,,,0,,O. Okongwu REBOUND (Off:0 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,,
180,PT08M30.00S,2022-01-09T21:12:42.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628381,9.116294349540084,51.22549019607843,1610612737,39,32,2022-01-09T21:12:53Z,1790000,-6.0,33.0,1,left,MISS J. Collins running Layup - blocked,"[1628381, 201586]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,,3.38,Missed,,,,,,,,,,Ibaka,201586.0,,,,,,,
181,PT08M30.00S,2022-01-09T21:12:42.6Z,2,REGULAR,block,,[],201586,,,1610612737,39,32,2022-01-09T21:12:45Z,1800000,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
