actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-10-28T02:40:48.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-28T02:40:48Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-10-28T02:40:52.8Z,1,REGULAR,jumpball,recovered,[],202704,,,1610612746,0,0,2021-10-28T02:40:52Z,40000,,,0,,Jump Ball I. Zubac vs. J. Allen: Tip to R. Jackson,"[202704, 1627826, 1628386]",1610612746.0,LAC,startperiod,R. Jackson,202704.0,Jackson,R. Jackson,Zubac,1627826.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-10-28T02:41:08.9Z,1,REGULAR,turnover,lost ball,[],202339,,,1610612746,0,0,2021-10-28T02:41:12Z,70000,,,0,,E. Bledsoe lost ball TURNOVER (1 TO),"[202339, 1629012]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,1.0,Sexton,1629012.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2021-10-28T02:41:08.9Z,1,REGULAR,steal,,[],1629012,,,1610612739,0,0,2021-10-28T02:41:11Z,80000,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2021-10-28T02:41:12.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,30.009855453350852,74.26470588235294,1610612739,0,0,2021-10-28T02:41:22Z,90000,-121.0,230.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,25.97,Missed,,,,,,,,,,,,,,,
10,PT11M27.00S,2021-10-28T02:41:20.6Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,0,0,2021-10-28T02:41:22Z,100000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M27.00S,2021-10-28T02:41:20.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630596,5.590000152587891,50.0,1610612739,0,2,2021-10-28T02:42:23Z,110000,0.0,0.0,1,left,E. Mobley tip DUNK (2 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,,,,0.0,Made,,,,,2.0,,,,,,,,,,
12,PT11M09.00S,2021-10-28T02:41:38.2Z,1,REGULAR,3pt,Jump Shot,[],201587,91.50788436268068,95.09803921568627,1610612746,0,2,2021-10-28T02:41:43Z,120000,225.0,27.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,22.71,Missed,,,,,,,,,,,,,,,
13,PT11M06.00S,2021-10-28T02:41:41.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,0,2,2021-10-28T02:41:43Z,130000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M56.00S,2021-10-28T02:41:51.8Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612739,0,2,2021-10-28T02:41:56Z,140000,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 202339]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,1.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2021-10-28T02:41:51.8Z,1,REGULAR,steal,,[],202339,,,1610612746,0,2,2021-10-28T02:41:54Z,150000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
