actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
446,PT09M57.00S,2021-12-11T22:16:28.3Z,4,REGULAR,rebound,offensive,[],1626159,,,1610612746,84,80,2021-12-11T22:16:28Z,4370000,,,0,,J. Winslow REBOUND (Off:1 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,445.0,4.0,3.0,1.0,,,,,,,,,,,,,,
447,PT09M47.00S,2021-12-11T22:16:38.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626159,91.50788436268068,3.4313725490196134,1610612746,84,80,2021-12-11T22:16:43Z,4380000,-233.0,27.0,1,right,MISS J. Winslow 3PT,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,
448,PT09M43.00S,2021-12-11T22:16:42.8Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,84,80,2021-12-11T22:16:43Z,4390000,,,0,,M. Wagner REBOUND (Off:2 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,447.0,4.0,2.0,2.0,,,,,,,,,,,,,,
449,PT09M33.00S,2021-12-11T22:16:53.0Z,4,REGULAR,3pt,Jump Shot,[],1629021,34.8718791064389,61.029411764705884,1610612753,84,80,2021-12-11T22:16:58Z,4400000,-55.0,275.0,1,left,MISS M. Wagner 28' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,
450,PT09M28.00S,2021-12-11T22:16:58.0Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612746,84,80,2021-12-11T22:16:58Z,4410000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:4),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,449.0,4.0,4.0,0.0,,,,,,,,,,,,,,
451,PT09M21.00S,2021-12-11T22:17:03.7Z,4,REGULAR,2pt,Jump Shot,[],1626159,85.20039421813404,81.37254901960785,1610612746,86,80,2021-12-11T22:18:14Z,4420000,157.0,87.0,1,right,J. Winslow 17' pullup Jump Shot (6 PTS) (I. Hartenstein 4 AST),"[1626159, 1628392]",1610612746.0,LAC,pullup,,,Winslow,J. Winslow,,,,,17.92,Made,,,,,6.0,I. Hartenstein,1628392.0,4.0,,,,,,,,,,
453,PT09M03.00S,2021-12-11T22:17:24.2Z,4,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612753,86,80,2021-12-11T22:17:30Z,4440000,,,0,,B. Boston Jr. shooting personal FOUL (2 PF) (Ross 2 FT),"[1630527, 203082]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Ross,203082.0,,,,
455,PT09M03.00S,2021-12-11T22:17:57.5Z,4,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,86,81,2021-12-11T22:17:57Z,4460000,,,0,,T. Ross Free Throw 1 of 2 (14 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
456,PT09M03.00S,2021-12-11T22:18:01.8Z,4,REGULAR,substitution,out,[],202339,,,1610612753,86,81,2021-12-11T22:18:08Z,4470000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
457,PT09M03.00S,2021-12-11T22:18:01.8Z,4,REGULAR,substitution,in,[],1629611,,,1610612753,86,81,2021-12-11T22:18:08Z,4480000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
458,PT09M03.00S,2021-12-11T22:18:27.3Z,4,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,86,82,2021-12-11T22:18:27Z,4490000,,,0,,T. Ross Free Throw 2 of 2 (15 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
459,PT08M48.00S,2021-12-11T22:18:45.2Z,4,REGULAR,turnover,lost ball,[],202704,,,1610612746,86,82,2021-12-11T22:18:49Z,4500000,,,0,,R. Jackson lost ball TURNOVER (3 TO),"[202704, 1629643]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,3.0,,,,,,,,Okeke,1629643.0
460,PT08M48.00S,2021-12-11T22:18:45.2Z,4,REGULAR,steal,,[],1629643,,,1610612753,86,82,2021-12-11T22:18:47Z,4510000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
461,PT08M42.00S,2021-12-11T22:18:55.6Z,4,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612753,86,82,2021-12-11T22:19:04Z,4520000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Ross 2 FT),"[1626159, 203082]",1610612746.0,LAC,shooting,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Ross,203082.0,,,,
463,PT08M42.00S,2021-12-11T22:19:25.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203082,,,1610612753,86,83,2021-12-11T22:19:25Z,4540000,,,0,,T. Ross Free Throw 1 of 2 (16 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
464,PT08M42.00S,2021-12-11T22:19:44.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203082,,,1610612753,86,84,2021-12-11T22:19:44Z,4550000,,,0,,T. Ross Free Throw 2 of 2 (17 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
465,PT08M26.00S,2021-12-11T22:20:01.5Z,4,REGULAR,2pt,Jump Shot,[],1629611,84.93758212877792,74.75490196078431,1610612746,88,84,2021-12-11T22:20:05Z,4560000,124.0,89.0,1,right,T. Mann 15' step back Jump Shot (16 PTS),[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,15.25,Made,,,,,16.0,,,,,,,,,,,,,
466,PT08M05.00S,2021-12-11T22:20:22.9Z,4,REGULAR,3pt,Jump Shot,[],203082,34.22716819973719,55.12408088235294,1610612753,88,84,2021-12-11T22:20:56Z,4570000,-26.0,269.0,1,left,MISS T. Ross 27' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,
467,PT07M58.00S,2021-12-11T22:20:29.9Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,88,84,2021-12-11T22:20:29Z,4580000,,,0,,M. Bamba REBOUND (Off:4 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,466.0,7.0,3.0,4.0,,,,,,,,,,,,,,
468,PT07M58.00S,2021-12-11T22:20:28.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628964,5.590000152587891,50.0,1610612753,88,86,2021-12-11T22:20:36Z,4590000,0.0,0.0,1,left,M. Bamba putback Layup (11 PTS),[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,,
469,PT07M47.00S,2021-12-11T22:20:39.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,79.94415243101183,62.745098039215684,1610612746,88,86,2021-12-11T22:20:49Z,4600000,64.0,136.0,1,right,MISS J. Winslow 15' pullup Shot,[1626159],1610612746.0,LAC,pullup,,,Winslow,J. Winslow,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,
470,PT07M43.00S,2021-12-11T22:20:43.6Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,88,86,2021-12-11T22:20:49Z,4610000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,469.0,3.0,3.0,0.0,,,,,,,,,,,,,,
471,PT07M42.00S,2021-12-11T22:20:48.4Z,4,REGULAR,foul,offensive,[],1629643,,,1610612753,88,86,2021-12-11T22:20:57Z,4620000,,,0,,C. Okeke charge offensive FOUL (2 PF),"[1629643, 1626159]",1610612753.0,ORL,charge,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Winslow,1626159.0,,,,
473,PT07M42.00S,2021-12-11T22:20:48.4Z,4,REGULAR,turnover,offensive foul,[],1629643,,,1610612753,88,86,2021-12-11T22:20:48Z,4640000,,,0,,C. Okeke offensive foul TURNOVER (1 TO),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,1.0,1628487.0,,,,,,,,
474,PT07M30.00S,2021-12-11T22:21:20.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202704,73.242444152431,79.16666666666666,1610612746,88,86,2021-12-11T22:21:49Z,4650000,146.0,199.0,1,right,MISS R. Jackson 24' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,
475,PT07M29.00S,2021-12-11T22:21:21.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,88,86,2021-12-11T22:21:34Z,4660000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,,,
476,PT07M29.00S,2021-12-11T22:21:27.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,88,86,2021-12-11T22:21:27Z,4670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT07M16.00S,2021-12-11T22:21:49.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,10.430354796320628,56.372549019607845,1610612753,88,88,2021-12-11T22:21:54Z,4680000,-32.0,46.0,1,left,R. Hampton driving bank Jump Shot (3 PTS),[1630181],1610612753.0,ORL,driving bank,,,Hampton,R. Hampton,,,,,5.56,Made,,,,,3.0,,,,,,,,,,,,,
478,PT07M04.00S,2021-12-11T22:22:02.2Z,4,REGULAR,3pt,Jump Shot,[],1626159,88.2227332457293,96.32352941176471,1610612746,88,88,2021-12-11T22:22:06Z,4690000,232.0,58.0,1,right,MISS J. Winslow 3PT,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,
479,PT07M01.00S,2021-12-11T22:22:05.2Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,88,88,2021-12-11T22:22:06Z,4700000,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,478.0,4.0,4.0,0.0,,,,,,,,,,,,,,
480,PT06M48.00S,2021-12-11T22:22:18.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,7.539421813403408,45.833333333333336,1610612753,88,88,2021-12-11T22:22:22Z,4710000,21.0,18.0,1,left,MISS R. Hampton driving bank Shot,[1630181],1610612753.0,ORL,driving bank,,,Hampton,R. Hampton,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,
481,PT06M46.00S,2021-12-11T22:22:20.4Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,88,88,2021-12-11T22:22:22Z,4720000,,,0,,J. Winslow REBOUND (Off:1 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,480.0,5.0,4.0,1.0,,,,,,,,,,,,,,
482,PT06M36.00S,2021-12-11T22:22:30.6Z,4,REGULAR,3pt,Jump Shot,[],1626159,91.11366622864652,1.9607843137254974,1610612746,91,88,2021-12-11T22:22:51Z,4730000,-240.0,31.0,1,right,J. Winslow 24' 3PT  (9 PTS) (I. Hartenstein 5 AST),"[1626159, 1628392]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,24.22,Made,,,,,9.0,I. Hartenstein,1628392.0,5.0,,,,,,,,,,
484,PT06M36.00S,2021-12-11T22:22:37.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,91,88,2021-12-11T22:22:37Z,4750000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,out,[],1626159,,,1610612753,91,88,2021-12-11T22:25:24Z,4760000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
486,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,out,[],1628392,,,1610612753,91,88,2021-12-11T22:25:24Z,4770000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
487,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,out,[],1629643,,,1610612753,91,88,2021-12-11T22:25:24Z,4780000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
488,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,91,88,2021-12-11T22:25:24Z,4790000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
489,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,out,[],1630181,,,1610612753,91,88,2021-12-11T22:25:24Z,4800000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
490,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,91,88,2021-12-11T22:25:24Z,4810000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
491,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,in,[],1628379,,,1610612753,91,88,2021-12-11T22:25:24Z,4820000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
492,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,in,[],1627826,,,1610612753,91,88,2021-12-11T22:25:24Z,4830000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
493,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,in,[],1630532,,,1610612753,91,88,2021-12-11T22:25:24Z,4840000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
494,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,in,[],203914,,,1610612753,91,88,2021-12-11T22:25:24Z,4850000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
495,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,91,88,2021-12-11T22:25:24Z,4860000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
496,PT06M36.00S,2021-12-11T22:25:09.2Z,4,REGULAR,substitution,in,[],1628976,,,1610612753,91,88,2021-12-11T22:25:24Z,4870000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
497,PT06M22.00S,2021-12-11T22:25:38.0Z,4,REGULAR,2pt,Jump Shot,[],203082,22.913929040735866,41.42156862745098,1610612753,91,90,2021-12-11T22:25:41Z,4880000,43.0,163.0,1,left,T. Ross 16' Jump Shot (19 PTS) (G. Harris 1 AST),"[203082, 203914]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,16.85,Made,,,,,19.0,G. Harris,203914.0,1.0,,,,,,,,,,
499,PT06M02.00S,2021-12-11T22:25:57.6Z,4,REGULAR,3pt,Jump Shot,[],202704,70.3515111695138,22.058823529411768,1610612746,91,90,2021-12-11T22:26:03Z,4900000,-140.0,226.0,1,right,MISS R. Jackson 26' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
500,PT05M58.00S,2021-12-11T22:26:01.6Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612746,91,90,2021-12-11T22:26:03Z,4910000,,,0,,T. Mann REBOUND (Off:2 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,499.0,7.0,5.0,2.0,,,,,,,,,,,,,,
501,PT05M47.00S,2021-12-11T22:26:16.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612746,91,90,2021-12-11T22:26:23Z,4920000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,,
502,PT05M47.00S,2021-12-11T22:26:23.3Z,4,REGULAR,substitution,out,[],202704,,,1610612753,91,90,2021-12-11T22:26:27Z,4930000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
503,PT05M47.00S,2021-12-11T22:26:23.3Z,4,REGULAR,substitution,in,[],202339,,,1610612753,91,90,2021-12-11T22:26:27Z,4940000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
504,PT05M36.00S,2021-12-11T22:26:44.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,18.134034165571606,51.97227328431372,1610612753,91,90,2021-12-11T22:27:08Z,4950000,-10.0,118.0,1,left,MISS T. Ross 11' driving bank Shot,[203082],1610612753.0,ORL,driving bank,,,Ross,T. Ross,,,,,11.84,Missed,,,,,,,,,,,,,,,,,,
505,PT05M34.00S,2021-12-11T22:26:46.7Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,91,90,2021-12-11T22:26:52Z,4960000,,,0,,T. Mann REBOUND (Off:2 Def:6),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,504.0,8.0,6.0,2.0,,,,,,,,,,,,,,
506,PT05M29.00S,2021-12-11T22:26:51.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,66.67214191852825,60.049019607843135,1610612746,91,90,2021-12-11T22:27:39Z,4970000,50.0,261.0,1,right,MISS L. Kennard 26' running 3PT,[1628379],1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,
507,PT05M26.00S,2021-12-11T22:26:54.6Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,91,90,2021-12-11T22:27:03Z,4980000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,506.0,5.0,5.0,0.0,,,,,,,,,,,,,,
508,PT05M10.00S,2021-12-11T22:27:10.2Z,4,REGULAR,3pt,Jump Shot,[],1630175,34.08344283837057,54.65686274509804,1610612753,91,90,2021-12-11T22:27:57Z,4990000,-23.0,268.0,1,left,MISS C. Anthony 26' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,
509,PT05M08.00S,2021-12-11T22:27:12.2Z,4,REGULAR,rebound,defensive,[],1628379,,,1610612746,91,90,2021-12-11T22:27:14Z,5000000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,508.0,3.0,3.0,0.0,,,,,,,,,,,,,,
510,PT04M59.00S,2021-12-11T22:27:22.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,84.67477003942182,58.57843137254902,1610612746,91,90,2021-12-11T22:27:26Z,5010000,43.0,92.0,1,right,MISS T. Mann 10' fadeaway Shot,[1629611],1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,10.11,Missed,,,,,,,,,,,,,,,,,,
511,PT04M55.00S,2021-12-11T22:27:26.4Z,4,REGULAR,rebound,defensive,[],1628976,,,1610612753,91,90,2021-12-11T22:27:26Z,5020000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:12),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,510.0,14.0,12.0,2.0,,,,,,,,,,,,,,
512,PT04M44.00S,2021-12-11T22:27:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,9.773324572930349,50.73529411764706,1610612753,91,92,2021-12-11T22:27:51Z,5030000,-4.0,39.0,1,left,F. Wagner driving Layup (20 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.96,Made,,,,,20.0,,,,,,,,,,,,,
513,PT04M44.00S,2021-12-11T22:27:42.3Z,4,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612753,91,92,2021-12-11T22:27:50Z,5040000,,,0,,I. Zubac shooting personal FOUL (2 PF) (Wagner 1 FT),"[1627826, 1630532]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Wagner,1630532.0,,,,
515,PT04M44.00S,2021-12-11T22:28:03.6Z,4,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,91,92,2021-12-11T22:28:06Z,5060000,,,0,,MISS F. Wagner Free Throw 1 of 1,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Missed,,,,,,,,,,,,,,,,,,
516,PT04M41.00S,2021-12-11T22:28:06.6Z,4,REGULAR,rebound,defensive,[],1629611,,,1610612746,91,92,2021-12-11T22:28:06Z,5070000,,,0,,T. Mann REBOUND (Off:2 Def:7),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,515.0,9.0,7.0,2.0,,,,,,,,,,,,,,
517,PT04M25.00S,2021-12-11T22:28:21.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,86.64586070959264,53.431372549019606,1610612746,93,92,2021-12-11T22:28:24Z,5080000,17.0,73.0,1,right,E. Bledsoe 7' pullup Jump Shot (8 PTS) (L. Kennard 5 AST),"[202339, 1628379]",1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,7.5,Made,,,,,8.0,L. Kennard,1628379.0,5.0,,,,,,,,,,
519,PT04M07.00S,2021-12-11T22:28:38.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,8.984888304862025,54.411764705882355,1610612753,93,92,2021-12-11T22:29:20Z,5100000,-22.0,32.0,1,left,MISS W. Carter Jr. Layup,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,
520,PT04M05.00S,2021-12-11T22:28:40.7Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612746,93,92,2021-12-11T22:29:20Z,5110000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:5),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,519.0,5.0,5.0,0.0,,,,,,,,,,,,,,
521,PT04M02.00S,2021-12-11T22:28:43.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,76.39618922470433,86.76470588235294,1610612746,93,92,2021-12-11T22:28:54Z,5120000,184.0,169.0,1,right,MISS L. Kennard 25' running 3PT,[1628379],1610612746.0,LAC,running,,,Kennard,L. Kennard,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,
522,PT03M58.00S,2021-12-11T22:28:47.7Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,93,92,2021-12-11T22:28:54Z,5130000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,521.0,3.0,2.0,1.0,,,,,,,,,,,,,,
523,PT03M45.00S,2021-12-11T22:29:01.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627826,,,1610612753,93,92,2021-12-11T22:29:10Z,5140000,,,0,,I. Zubac shooting personal FOUL (3 PF) (Anthony 2 FT),"[1627826, 1630175]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Anthony,1630175.0,,,,
525,PT03M45.00S,2021-12-11T22:29:31.6Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,93,93,2021-12-11T22:29:31Z,5160000,,,0,,C. Anthony Free Throw 1 of 2 (15 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
526,PT03M45.00S,2021-12-11T22:29:32.5Z,4,REGULAR,substitution,out,[],1630527,,,1610612753,93,93,2021-12-11T22:29:48Z,5170000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
527,PT03M45.00S,2021-12-11T22:29:32.5Z,4,REGULAR,substitution,out,[],202339,,,1610612753,93,93,2021-12-11T22:29:48Z,5180000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
528,PT03M45.00S,2021-12-11T22:29:32.5Z,4,REGULAR,substitution,out,[],203082,,,1610612753,93,93,2021-12-11T22:29:48Z,5190000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
529,PT03M45.00S,2021-12-11T22:29:32.5Z,4,REGULAR,substitution,in,[],202704,,,1610612753,93,93,2021-12-11T22:29:48Z,5200000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
530,PT03M45.00S,2021-12-11T22:29:32.5Z,4,REGULAR,substitution,in,[],202694,,,1610612753,93,93,2021-12-11T22:29:48Z,5210000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
531,PT03M45.00S,2021-12-11T22:29:32.5Z,4,REGULAR,substitution,in,[],1628964,,,1610612753,93,93,2021-12-11T22:29:48Z,5220000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
