actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-21T03:40:47.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-21T03:40:47Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-12-21T03:40:51.1Z,1,REGULAR,jumpball,recovered,[],1629640,,,1610612759,0,0,2021-12-21T03:40:51Z,40000,,,0,,Jump Ball J. Poeltl vs. I. Zubac: Tip to K. Johnson,"[1629640, 1627751, 1627826]",1610612759.0,SAS,startperiod,K. Johnson,1629640.0,Johnson,K. Johnson,Poeltl,1627751.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2021-12-21T03:41:06.4Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612759,0,0,2021-12-21T03:41:14Z,70000,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 202331]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1.0,George,202331.0,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2021-12-21T03:41:06.4Z,1,REGULAR,steal,,[],202331,,,1610612746,0,0,2021-12-21T03:41:10Z,80000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2021-12-21T03:41:13.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,82.30946123521682,55.14705882352941,1610612746,0,0,2021-12-21T03:41:18Z,90000,26.0,114.0,1,right,MISS P. George 11' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,,,,11.67,Missed,,,,,,,,,,,,,,,
10,PT11M30.00S,2021-12-21T03:41:16.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,0,0,2021-12-21T03:41:18Z,100000,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M24.00S,2021-12-21T03:41:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,14.898160315374511,45.34313725490197,1610612759,0,0,2021-12-21T03:41:27Z,110000,23.0,88.0,1,left,MISS D. Murray 9' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,,,,9.05,Missed,,,,,,,,,,,,,,,
12,PT11M21.00S,2021-12-21T03:41:25.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2021-12-21T03:41:27Z,120000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M13.00S,2021-12-21T03:41:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,94.00459921156373,49.26470588235294,1610612746,2,0,2021-12-21T03:41:39Z,130000,-4.0,4.0,1,right,P. George driving Layup (2 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,,0.54,Made,,,,,2.0,,,,,,,,,,
14,PT11M00.00S,2021-12-21T03:41:45.4Z,1,REGULAR,2pt,Jump Shot,[],203926,23.308147174770042,48.774509803921575,1610612759,2,2,2021-12-21T03:41:54Z,140000,6.0,167.0,1,left,D. McDermott 16' pullup Jump Shot (2 PTS) (J. Poeltl 1 AST),"[203926, 1627751]",1610612759.0,SAS,pullup,,,McDermott,D. McDermott,,,,,,,,16.67,Made,,,,,2.0,J. Poeltl,1627751.0,1.0,,,,,,,
