actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
355,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],1629029,,,1610612746,48,42,2021-11-24T04:58:59Z,3550000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-11-24T04:57:58.4Z,3,REGULAR,substitution,in,['startperiod'],1626161,,,1610612746,48,42,2021-11-24T04:58:59Z,3560000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-11-24T04:59:08.4Z,3,REGULAR,period,start,[],0,,,1610612746,48,42,2021-11-24T04:59:08Z,3570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-11-24T04:59:21.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,48,42,2021-11-24T05:00:20Z,3580000,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,201640.0,,,,,,,,,,,,,,
359,PT11M43.00S,2021-11-24T04:59:24.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,15.423784494086718,43.38235294117647,1610612746,48,42,2021-11-24T04:59:32Z,3590000,33.0,92.0,1,left,MISS P. George 9' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,,
360,PT11M40.00S,2021-11-24T04:59:27.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,48,42,2021-11-24T04:59:27Z,3600000,,,0,,L. Doncic REBOUND (Off:1 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,359.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
361,PT11M27.00S,2021-11-24T04:59:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,92.95335085413929,49.50980392156863,1610612742,48,44,2021-11-24T04:59:44Z,3610000,-2.0,14.0,1,right,D. Finney-Smith alley-oop Layup (7 PTS) (L. Doncic 4 AST),"[1627827, 1629029]",1610612742.0,DAL,alley-oop,,,Finney-Smith,D. Finney-Smith,,,,,1.39,Made,,,,,,,,,,7.0,,,,L. Doncic,1629029.0,4.0,,,
363,PT11M14.00S,2021-11-24T04:59:55.3Z,3,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612746,48,44,2021-11-24T05:00:00Z,3630000,,,0,,L. Doncic shooting personal FOUL (4 PF) (Zubac 2 FT),"[1629029, 1627826]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,,,,,,,1627541.0,4.0,1.0,Zubac,1627826.0,,,,,,,,,,
365,PT11M14.00S,2021-11-24T05:00:20.1Z,3,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,49,44,2021-11-24T05:00:20Z,3650000,,,0,,I. Zubac Free Throw 1 of 2 (7 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
366,PT11M14.00S,2021-11-24T05:00:35.7Z,3,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,50,44,2021-11-24T05:00:35Z,3660000,,,0,,I. Zubac Free Throw 2 of 2 (8 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
367,PT11M04.00S,2021-11-24T05:00:52.1Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,50,44,2021-11-24T05:01:05Z,3670000,,,0,,L. Doncic lost ball out-of-bounds TURNOVER (5 TO),[1629029],1610612742.0,DAL,lost ball,,,Doncic,L. Doncic,,,,,,,,,,,202053.0,,,,,,5.0,,,,,,,,
368,PT10M53.00S,2021-11-24T05:01:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202331,7.408015768725363,43.13725490196079,1610612746,52,44,2021-11-24T05:01:13Z,3680000,34.0,17.0,1,left,P. George driving Layup (10 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,3.83,Made,,,,,,,,,,10.0,,,,,,,,,
369,PT10M40.00S,2021-11-24T05:01:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,84.67477003942182,49.50980392156863,1610612742,52,46,2021-11-24T05:01:24Z,3690000,-2.0,92.0,1,right,L. Doncic 9' driving floating Jump Shot (13 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,9.16,Made,,,,,,,,,,13.0,,,,,,,,,
370,PT10M30.00S,2021-11-24T05:01:31.6Z,3,REGULAR,foul,personal,['2freethrow'],1626161,,,1610612746,52,46,2021-11-24T05:01:48Z,3700000,,,0,,W. Cauley-Stein shooting personal FOUL (2 PF) (George 2 FT),"[1626161, 202331]",1610612742.0,DAL,shooting,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,201640.0,2.0,0.0,George,202331.0,,,,,,,,,,
372,PT10M30.00S,2021-11-24T05:01:56.2Z,3,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,53,46,2021-11-24T05:01:56Z,3720000,,,0,,P. George Free Throw 1 of 2 (11 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
373,PT10M30.00S,2021-11-24T05:02:15.3Z,3,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,54,46,2021-11-24T05:02:15Z,3730000,,,0,,P. George Free Throw 2 of 2 (12 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
374,PT10M13.00S,2021-11-24T05:02:33.9Z,3,REGULAR,3pt,Jump Shot,[],1629029,73.82555847568989,17.869178921568633,1610612742,54,49,2021-11-24T05:03:36Z,3740000,-161.0,194.0,1,right,L. Doncic 25' 3PT pullup (16 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,25.15,Made,,,,,,,,,,16.0,,,,,,,,,
375,PT09M56.00S,2021-11-24T05:03:02.1Z,3,REGULAR,turnover,lost ball,[],202331,,,1610612746,54,49,2021-11-24T05:03:21Z,3750000,,,0,,P. George lost ball TURNOVER (2 TO),"[202331, 1627827]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,2.0,,,,,,Finney-Smith,1627827.0,
376,PT09M56.00S,2021-11-24T05:03:02.1Z,3,REGULAR,steal,,[],1627827,,,1610612742,54,49,2021-11-24T05:03:04Z,3760000,,,0,,D. Finney-Smith STEAL (3 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M55.00S,2021-11-24T05:03:05.1Z,3,REGULAR,foul,personal,[],202331,,,1610612742,54,49,2021-11-24T05:03:07Z,3770000,,,0,,P. George personal FOUL (2 PF),"[202331, 1627827]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,202053.0,2.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,
379,PT09M47.00S,2021-11-24T05:03:21.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,92.95335085413929,51.96078431372549,1610612742,54,51,2021-11-24T05:04:42Z,3790000,10.0,14.0,1,right,L. Doncic driving finger roll Layup (18 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,1.68,Made,,,,,,,,,,18.0,,,,,,,,,
380,PT09M25.00S,2021-11-24T05:03:44.1Z,3,REGULAR,foul,personal,['2freethrow'],203501,,,1610612746,54,51,2021-11-24T05:04:09Z,3800000,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Jackson 2 FT),"[203501, 202704]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,1627541.0,2.0,0.0,Jackson,202704.0,,,,,,,,,,
382,PT09M25.00S,2021-11-24T05:04:25.3Z,3,REGULAR,freethrow,1 of 2,[],202704,,,1610612746,55,51,2021-11-24T05:04:25Z,3820000,,,0,,R. Jackson Free Throw 1 of 2 (13 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
383,PT09M25.00S,2021-11-24T05:04:45.8Z,3,REGULAR,freethrow,2 of 2,[],202704,,,1610612746,56,51,2021-11-24T05:04:45Z,3830000,,,0,,R. Jackson Free Throw 2 of 2 (14 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
384,PT09M06.00S,2021-11-24T05:05:06.5Z,3,REGULAR,2pt,Jump Shot,[],1627827,91.59001314060447,70.45419730392157,1610612742,56,51,2021-11-24T05:07:07Z,3840000,102.0,27.0,1,right,MISS D. Finney-Smith 10' driving floating Shot,[1627827],1610612742.0,DAL,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,10.57,Missed,,,,,,,,,,,,,,,,,,,
385,PT09M03.00S,2021-11-24T05:05:09.5Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,56,51,2021-11-24T05:05:14Z,3850000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,384.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
386,PT09M02.00S,2021-11-24T05:05:10.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204001,65.3580814717477,45.58823529411765,1610612742,56,54,2021-11-24T05:05:16Z,3860000,-22.0,273.0,1,right,K. Porzingis 27' 3PT  (16 PTS) (L. Doncic 5 AST),"[204001, 1629029]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,27.4,Made,,,,,,,,,,16.0,,,,L. Doncic,1629029.0,5.0,,,
388,PT08M45.00S,2021-11-24T05:05:26.9Z,3,REGULAR,2pt,Jump Shot,[],202331,21.994086727989497,28.186274509803923,1610612746,56,54,2021-11-24T05:05:31Z,3880000,109.0,154.0,1,left,MISS P. George 18' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,18.89,Missed,,,,,,,,,,,,,,,,,,,
389,PT08M42.00S,2021-11-24T05:05:29.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,56,54,2021-11-24T05:05:31Z,3890000,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,388.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
390,PT08M36.00S,2021-11-24T05:05:36.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,63.51839684625492,68.87254901960785,1610612742,56,57,2021-11-24T05:05:57Z,3900000,94.0,290.0,1,right,L. Doncic 30' 3PT step back (21 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,30.54,Made,,,,,,,,,,21.0,,,,,,,,,
391,PT08M36.00S,2021-11-24T05:05:44.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,56,57,2021-11-24T05:05:44Z,3910000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M21.00S,2021-11-24T05:08:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,7.408015768725363,45.58823529411765,1610612746,56,57,2021-11-24T05:08:47Z,3920000,22.0,17.0,1,left,MISS I. Zubac cutting Layup,[1627826],1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,,
393,PT08M19.00S,2021-11-24T05:08:45.7Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,56,57,2021-11-24T05:08:47Z,3930000,,,0,,I. Zubac REBOUND (Off:1 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,392.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
394,PT08M18.00S,2021-11-24T05:08:46.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,6.8823915900131425,49.01960784313726,1610612746,58,57,2021-11-24T05:08:50Z,3940000,5.0,12.0,1,left,I. Zubac putback Layup (10 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,1.31,Made,,,,,,,,,,10.0,,,,,,,,,
395,PT07M55.00S,2021-11-24T05:09:09.0Z,3,REGULAR,3pt,Jump Shot,[],1627827,72.45400788436268,81.61764705882354,1610612742,58,57,2021-11-24T05:09:13Z,3950000,158.0,206.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
396,PT07M51.00S,2021-11-24T05:09:13.0Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,58,57,2021-11-24T05:09:13Z,3960000,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,395.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
397,PT07M39.00S,2021-11-24T05:09:28.6Z,3,REGULAR,turnover,traveling,[],202694,,,1610612746,58,57,2021-11-24T05:09:35Z,3970000,,,0,,M. Morris Sr. traveling TURNOVER (3 TO),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,201640.0,,,,,,3.0,,,,,,,,
398,PT07M39.00S,2021-11-24T05:09:43.1Z,3,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612742,58,57,2021-11-24T05:09:55Z,3980000,,,0,,TEAM foul technical,[],1610612746.0,LAC,delay,,,,,,,,,,,,,,,202053.0,,,,,,,,,,,,,,
399,PT07M39.00S,2021-11-24T05:10:07.4Z,3,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,58,58,2021-11-24T05:10:07Z,3990000,,,0,,K. Porzingis technical Free Throw 1 of 1 (17 PTS),[204001],1610612742.0,DAL,technical,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
400,PT07M24.00S,2021-11-24T05:10:36.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626161,92.42772667542707,45.833333333333336,1610612742,58,60,2021-11-24T05:11:04Z,4000000,-21.0,19.0,1,right,W. Cauley-Stein driving finger roll Layup (2 PTS) (L. Doncic 6 AST),"[1626161, 1629029]",1610612742.0,DAL,driving finger roll,,,Cauley-Stein,W. Cauley-Stein,,,,,2.8,Made,,,,,,,,,,2.0,,,,L. Doncic,1629029.0,6.0,,,
402,PT07M12.00S,2021-11-24T05:10:52.1Z,3,REGULAR,foul,technical,['1freethrow'],1626161,,,1610612746,58,60,2021-11-24T05:11:09Z,4020000,,,0,,W. Cauley-Stein defensive-3-second technical FOUL (1 Tech),[1626161],1610612742.0,DAL,defensive-3-second,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,202053.0,2.0,1.0,,,,,,,,,,,,
403,PT07M12.00S,2021-11-24T05:11:15.9Z,3,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,59,60,2021-11-24T05:11:15Z,4030000,,,0,,P. George technical Free Throw 1 of 1 (13 PTS),[202331],1610612746.0,LAC,technical,,,George,P. George,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
404,PT07M05.00S,2021-11-24T05:11:42.3Z,3,REGULAR,2pt,Jump Shot,[],202694,20.942838370565042,64.95098039215686,1610612746,59,60,2021-11-24T05:11:47Z,4040000,-75.0,144.0,1,left,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,16.26,Missed,,,,,,,,,,,,,,,,,,,
405,PT07M00.00S,2021-11-24T05:11:47.3Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,59,60,2021-11-24T05:12:49Z,4050000,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,404.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
406,PT06M52.00S,2021-11-24T05:11:54.9Z,3,REGULAR,3pt,Jump Shot,[],203501,81.25821287779237,93.13725490196079,1610612742,59,60,2021-11-24T05:12:02Z,4060000,216.0,124.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
407,PT06M45.00S,2021-11-24T05:12:01.9Z,3,REGULAR,rebound,offensive,[],204001,,,1610612742,59,60,2021-11-24T05:12:02Z,4070000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,406.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
408,PT06M45.00S,2021-11-24T05:12:01.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612742,59,62,2021-11-24T05:12:04Z,4080000,0.0,0.0,1,right,K. Porzingis tip DUNK (19 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,,,,,,,,,,19.0,,,,,,,,,
409,PT06M38.00S,2021-11-24T05:12:13.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,59,62,2021-11-24T05:12:13Z,4090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M38.00S,2021-11-24T05:12:28.6Z,3,REGULAR,substitution,out,[],202339,,,1610612746,59,62,2021-11-24T05:12:30Z,4100000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M38.00S,2021-11-24T05:12:28.6Z,3,REGULAR,substitution,in,[],1628379,,,1610612746,59,62,2021-11-24T05:12:30Z,4110000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M31.00S,2021-11-24T05:12:56.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202331,9.247700394218143,46.32352941176471,1610612746,61,62,2021-11-24T05:13:01Z,4120000,18.0,34.0,1,left,P. George Layup (15 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,3.9,Made,,,,,,,,,,15.0,,,,,,,,,
414,PT06M31.00S,2021-11-24T05:13:08.8Z,3,REGULAR,foul,personal,['1freethrow'],203501,,,1610612746,61,62,2021-11-24T05:13:13Z,4140000,,,0,,T. Hardaway Jr. shooting personal FOUL (3 PF) (George 1 FT),"[203501, 202331]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,202053.0,3.0,0.0,George,202331.0,,,,,,,,,,
416,PT06M31.00S,2021-11-24T05:13:13.8Z,3,REGULAR,substitution,out,[],202694,,,1610612746,61,62,2021-11-24T05:13:55Z,4160000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M31.00S,2021-11-24T05:13:13.8Z,3,REGULAR,substitution,in,[],1629611,,,1610612746,61,62,2021-11-24T05:13:55Z,4170000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M31.00S,2021-11-24T05:13:36.8Z,3,REGULAR,freethrow,1 of 1,[],202331,,,1610612746,62,62,2021-11-24T05:13:36Z,4180000,,,0,,P. George Free Throw 1 of 1 (16 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
419,PT06M20.00S,2021-11-24T05:13:52.8Z,3,REGULAR,3pt,Jump Shot,[],1629029,73.89947437582128,13.725490196078425,1610612742,62,62,2021-11-24T05:13:56Z,4190000,-181.0,193.0,1,right,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,,
420,PT06M17.00S,2021-11-24T05:13:55.2Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,62,62,2021-11-24T05:13:55Z,4200000,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,419.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
421,PT06M10.00S,2021-11-24T05:14:02.1Z,3,REGULAR,2pt,Jump Shot,[],202704,5.568331143232584,21.32352941176471,1610612746,64,62,2021-11-24T05:14:09Z,4210000,143.0,0.0,1,left,R. Jackson 14' step back Jump Shot (16 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,14.34,Made,,,,,,,,,,16.0,,,,,,,,,
422,PT05M51.00S,2021-11-24T05:14:20.6Z,3,REGULAR,3pt,Jump Shot,[],204001,87.0400788436268,96.07843137254902,1610612742,64,62,2021-11-24T05:14:27Z,4220000,230.0,69.0,1,right,MISS K. Porzingis 24' step back 3PT,[204001],1610612742.0,DAL,step back,,,Porzingis,K. Porzingis,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
423,PT05M45.00S,2021-11-24T05:14:26.6Z,3,REGULAR,rebound,offensive,[],1626161,,,1610612742,64,62,2021-11-24T05:14:27Z,4230000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:1),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,422.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
424,PT05M45.00S,2021-11-24T05:14:26.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626161,94.40999984741211,50.0,1610612742,64,62,2021-11-24T05:14:31Z,4240000,0.0,0.0,1,right,MISS W. Cauley-Stein tip Layup,[1626161],1610612742.0,DAL,tip,,,Cauley-Stein,W. Cauley-Stein,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
425,PT05M45.00S,2021-11-24T05:14:26.6Z,3,REGULAR,rebound,defensive,[],202331,,,1610612746,64,62,2021-11-24T05:14:31Z,4250000,,,0,,P. George REBOUND (Off:0 Def:5),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,424.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
426,PT05M40.00S,2021-11-24T05:14:32.1Z,3,REGULAR,3pt,Jump Shot,[],1629611,7.933639947437584,96.56862745098039,1610612746,64,62,2021-11-24T05:14:42Z,4260000,-233.0,22.0,1,left,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M37.00S,2021-11-24T05:14:35.4Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,64,62,2021-11-24T05:14:35Z,4270000,,,0,,I. Zubac REBOUND (Off:2 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,426.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
428,PT05M37.00S,2021-11-24T05:14:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,7.013797634691201,44.607843137254896,1610612746,64,62,2021-11-24T05:14:45Z,4280000,27.0,13.0,1,left,MISS I. Zubac putback Layup,[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,,
430,PT05M37.00S,2021-11-24T05:14:38.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,64,62,2021-11-24T05:14:45Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,,
431,PT05M37.00S,2021-11-24T05:14:43.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,64,62,2021-11-24T05:14:43Z,4310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M37.00S,2021-11-24T05:14:46.1Z,3,REGULAR,substitution,out,[],204001,,,1610612746,64,62,2021-11-24T05:14:50Z,4320000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M37.00S,2021-11-24T05:14:46.1Z,3,REGULAR,substitution,out,[],1626161,,,1610612746,64,62,2021-11-24T05:14:50Z,4330000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M37.00S,2021-11-24T05:14:46.1Z,3,REGULAR,substitution,in,[],1628467,,,1610612746,64,62,2021-11-24T05:14:50Z,4340000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M37.00S,2021-11-24T05:14:46.1Z,3,REGULAR,substitution,in,[],203939,,,1610612746,64,62,2021-11-24T05:14:50Z,4350000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M35.00S,2021-11-24T05:15:06.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202331,11.48160315374507,96.56862745098039,1610612746,64,62,2021-11-24T05:15:11Z,4360000,-233.0,55.0,1,left,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
437,PT05M31.00S,2021-11-24T05:15:10.0Z,3,REGULAR,rebound,offensive,[],202704,,,1610612746,64,62,2021-11-24T05:15:11Z,4370000,,,0,,R. Jackson REBOUND (Off:1 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,436.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
438,PT05M20.00S,2021-11-24T05:15:20.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202704,29.878449408672807,78.43137254901961,1610612746,67,62,2021-11-24T05:15:25Z,4380000,-142.0,228.0,1,left,R. Jackson 26' 3PT pullup (19 PTS),[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,26.9,Made,,,,,,,,,,19.0,,,,,,,,,
439,PT05M01.00S,2021-11-24T05:15:39.8Z,3,REGULAR,3pt,Jump Shot,[],1627827,83.09789750328515,94.8529411764706,1610612742,67,62,2021-11-24T05:15:46Z,4390000,224.0,106.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
