actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-17T03:40:40.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-17T03:40:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-17T03:40:43.1Z,1,REGULAR,jumpball,recovered,[],201587,,,1610612746,0,0,2021-11-17T03:40:43Z,40000,,,0,,Jump Ball I. Zubac vs. D. Eubanks: Tip to N. Batum,"[201587, 1627826, 1629234]",1610612746.0,LAC,startperiod,N. Batum,201587.0,Batum,N. Batum,Zubac,1627826.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2021-11-17T03:41:02.5Z,1,REGULAR,3pt,Jump Shot,[],202331,69.30026281208936,27.205882352941174,1610612746,0,0,2021-11-17T03:41:08Z,70000,-114.0,236.0,1,right,MISS P. George 26' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2021-11-17T03:41:07.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,0,0,2021-11-17T03:41:08Z,80000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M27.00S,2021-11-17T03:41:12.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.061103810775293,73.52941176470588,1610612759,0,3,2021-11-17T03:41:18Z,90000,-118.0,239.0,1,left,D. White 26' 3PT step back (3 PTS) (K. Johnson 1 AST),"[1628401, 1629640]",1610612759.0,SAS,step back,,,White,D. White,,,,,26.68,Made,,,,,3.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,
11,PT11M11.00S,2021-11-17T03:41:31.8Z,1,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,0,3,2021-11-17T03:41:48Z,110000,,,0,,P. George bad pass out-of-bounds TURNOVER (1 TO),[202331],1610612746.0,LAC,bad pass,,,George,P. George,,,,,,,,,,,,,,,202053.0,1.0,,,,,,,,,
12,PT10M51.00S,2021-11-17T03:41:58.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629640,15.818002628120894,60.78431372549019,1610612759,0,5,2021-11-17T04:43:56Z,120000,-54.0,96.0,1,left,K. Johnson 11' Hook (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,11.03,Made,,,,,2.0,,,,,,,,,,,,,,
13,PT10M41.00S,2021-11-17T03:42:08.0Z,1,REGULAR,2pt,Jump Shot,[],202339,76.65900131406045,57.84313725490196,1610612746,2,5,2021-11-17T03:42:15Z,130000,39.0,167.0,1,right,E. Bledsoe 17' pullup Jump Shot (2 PTS),[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,17.14,Made,,,,,2.0,,,,,,,,,,,,,,
14,PT10M20.00S,2021-11-17T03:42:29.7Z,1,REGULAR,2pt,Jump Shot,[],1629640,9.773324572930349,72.79411764705883,1610612759,2,5,2021-11-17T03:44:16Z,140000,-114.0,39.0,1,left,MISS K. Johnson 12' fadeaway Shot,[1629640],1610612759.0,SAS,fadeaway,,,Johnson,K. Johnson,,,,,12.06,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M17.00S,2021-11-17T03:42:32.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,2,5,2021-11-17T03:42:35Z,150000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
16,PT10M12.00S,2021-11-17T03:42:38.9Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612746,2,5,2021-11-17T03:42:49Z,160000,,,0,,D. White shooting personal FOUL (1 PF) (George 2 FT),"[1628401, 202331]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,,,,,,,,203592.0,,1.0,0.0,George,202331.0,,,,,
18,PT10M12.00S,2021-11-17T03:43:09.7Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,3,5,2021-11-17T03:43:09Z,180000,,,0,,P. George Free Throw 1 of 2 (1 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
19,PT10M12.00S,2021-11-17T03:43:26.1Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,4,5,2021-11-17T03:43:26Z,190000,,,0,,P. George Free Throw 2 of 2 (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
20,PT09M57.00S,2021-11-17T03:43:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,7.670827858081481,49.26470588235294,1610612759,4,5,2021-11-17T03:43:47Z,200000,4.0,20.0,1,left,MISS D. Eubanks cutting Layup,[1629234],1610612759.0,SAS,cutting,,,Eubanks,D. Eubanks,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
