actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT04M47.00S,2021-10-24T02:57:55.4Z,1,REGULAR,substitution,in,[],1629634,,,1610612746,24,23,2021-10-24T02:58:23Z,880000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M47.00S,2021-10-24T02:57:55.4Z,1,REGULAR,substitution,in,[],203937,,,1610612746,24,23,2021-10-24T02:58:23Z,890000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M47.00S,2021-10-24T02:57:55.4Z,1,REGULAR,substitution,in,[],1629723,,,1610612746,24,23,2021-10-24T02:58:23Z,900000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M26.00S,2021-10-24T02:58:47.5Z,1,REGULAR,2pt,Jump Shot,[],1629611,6.619579500657039,20.09803921568627,1610612746,24,23,2021-10-24T02:58:52Z,910000,150.0,10.0,1,left,MISS T. Mann 14' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,,,Missed,,14.98,,,,,,,,,,,,,
93,PT04M21.00S,2021-10-24T02:58:52.5Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,24,23,2021-10-24T02:58:52Z,920000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,
94,PT04M19.00S,2021-10-24T02:58:55.1Z,1,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612763,24,23,2021-10-24T02:59:09Z,930000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Morant 2 FT),"[1628379, 1629630]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,202007.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,,
96,PT04M19.00S,2021-10-24T02:59:22.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,24,24,2021-10-24T02:59:22Z,950000,,,0,,J. Morant Free Throw 1 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
97,PT04M19.00S,2021-10-24T02:59:34.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,24,25,2021-10-24T02:59:34Z,960000,,,0,,J. Morant Free Throw 2 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
98,PT03M56.00S,2021-10-24T03:00:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,10.167542706964511,44.36274509803921,1610612746,24,25,2021-10-24T03:00:09Z,970000,28.0,43.0,1,left,MISS R. Jackson driving floating Shot - blocked,"[202704, 203937]",1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,,Missed,,5.15,,,,,,,,,,,Anderson,203937.0,
99,PT03M56.00S,2021-10-24T03:00:01.8Z,1,REGULAR,block,,[],203937,,,1610612746,24,25,2021-10-24T03:00:04Z,980000,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M52.00S,2021-10-24T03:00:05.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,24,25,2021-10-24T03:00:09Z,990000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,
101,PT03M46.00S,2021-10-24T03:00:12.1Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,24,25,2021-10-24T03:01:24Z,1000000,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 202704]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,2.0,Jackson,202704.0,,,
102,PT03M46.00S,2021-10-24T03:00:12.1Z,1,REGULAR,steal,,[],202704,,,1610612746,24,25,2021-10-24T03:00:17Z,1010000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2021-10-24T03:00:20.5Z,1,REGULAR,foul,personal,[],1629634,,,1610612746,24,25,2021-10-24T03:00:42Z,1020000,,,0,,B. Clarke personal FOUL (1 PF),"[1629634, 202704]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,1146.0,1.0,0.0,Jackson,202704.0,,,,,,,,,,,,,,,,
105,PT03M35.00S,2021-10-24T03:00:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,6.619579500657039,46.568627450980394,1610612746,24,25,2021-10-24T03:00:50Z,1040000,17.0,10.0,1,left,MISS I. Hartenstein cutting Layup,[1628392],1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,,,Missed,,1.97,,,,,,,,,,,,,
106,PT03M33.00S,2021-10-24T03:00:46.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,24,25,2021-10-24T03:00:50Z,1050000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,
107,PT03M29.00S,2021-10-24T03:00:53.2Z,1,REGULAR,foul,personal,[],1629611,,,1610612763,24,25,2021-10-24T03:01:04Z,1060000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1629630]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,202035.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,,
109,PT03M21.00S,2021-10-24T03:01:21.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,67.46057818659658,44.85294117647059,1610612763,24,25,2021-10-24T03:01:29Z,1080000,-26.0,253.0,1,right,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Missed,,25.47,,,,,,,,,,,,,
110,PT03M16.00S,2021-10-24T03:01:26.4Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,24,25,2021-10-24T03:01:29Z,1090000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT03M06.00S,2021-10-24T03:01:35.6Z,1,REGULAR,3pt,Jump Shot,[],1628379,5.305519053876466,95.83333333333333,1610612746,27,25,2021-10-24T03:01:42Z,1100000,-229.0,-3.0,1,left,L. Kennard 3PT  (3 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,Made,3.0,22.92,,,,,I. Hartenstein,1628392.0,1.0,,,,,,
113,PT02M46.00S,2021-10-24T03:01:55.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,91.50788436268068,63.48039215686275,1610612763,27,25,2021-10-24T03:02:02Z,1120000,67.0,27.0,1,right,MISS B. Clarke 7' turnaround Hook,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,,,,,,Missed,,7.27,,,,,,,,,,,,,
114,PT02M42.00S,2021-10-24T03:01:59.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,27,25,2021-10-24T03:02:02Z,1130000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,
115,PT02M32.00S,2021-10-24T03:02:10.4Z,1,REGULAR,2pt,Jump Shot,[],202704,21.337056504599218,62.00980392156863,1610612746,27,25,2021-10-24T03:02:17Z,1140000,-60.0,148.0,1,left,MISS R. Jackson 15' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,,,,,,Missed,,15.98,,,,,,,,,,,,,
116,PT02M30.00S,2021-10-24T03:02:12.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,27,25,2021-10-24T03:02:17Z,1150000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,
117,PT02M30.00S,2021-10-24T03:02:16.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,27,25,2021-10-24T03:02:16Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M30.00S,2021-10-24T03:02:18.9Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,27,25,2021-10-24T03:02:26Z,1170000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M30.00S,2021-10-24T03:02:18.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,27,25,2021-10-24T03:02:26Z,1180000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M30.00S,2021-10-24T03:02:18.9Z,1,REGULAR,substitution,in,[],1630533,,,1610612763,27,25,2021-10-24T03:02:26Z,1190000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M30.00S,2021-10-24T03:02:18.9Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,27,25,2021-10-24T03:02:26Z,1200000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M12.00S,2021-10-24T03:02:46.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,90.98226018396846,61.51960784313725,1610612763,27,25,2021-10-24T03:02:54Z,1210000,58.0,32.0,1,right,MISS K. Anderson 6' driving bank Hook,[203937],1610612763.0,MEM,driving bank,,,Anderson,K. Anderson,,,,,,,,,,Missed,,6.6,,,,,,,,,,,,,
123,PT02M09.00S,2021-10-24T03:02:49.3Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,27,25,2021-10-24T03:02:54Z,1220000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,
124,PT02M03.00S,2021-10-24T03:02:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,32.769382391590014,51.470588235294116,1610612746,30,25,2021-10-24T03:03:01Z,1230000,-7.0,256.0,1,left,L. Kennard 25' 3PT  (6 PTS) (T. Mann 1 AST),"[1628379, 1629611]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,Made,6.0,25.56,,,,,T. Mann,1629611.0,1.0,,,,,,
126,PT01M45.00S,2021-10-24T03:03:12.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.34756898817345,45.58823529411765,1610612763,30,25,2021-10-24T03:03:18Z,1250000,-22.0,10.0,1,right,MISS K. Anderson reverse Layup,[203937],1610612763.0,MEM,reverse,,,Anderson,K. Anderson,,,,,,,,,,Missed,,2.43,,,,,,,,,,,,,
127,PT01M43.00S,2021-10-24T03:03:14.8Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,30,25,2021-10-24T03:03:18Z,1260000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,
128,PT01M32.00S,2021-10-24T03:03:26.8Z,1,REGULAR,3pt,Jump Shot,[],202704,24.753613666228645,95.09803921568627,1610612746,30,25,2021-10-24T03:03:33Z,1270000,-225.0,180.0,1,left,MISS R. Jackson 28' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,Missed,,28.87,,,,,,,,,,,,,
129,PT01M28.00S,2021-10-24T03:03:30.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,30,25,2021-10-24T03:03:33Z,1280000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,
130,PT01M24.00S,2021-10-24T03:03:34.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203937,79.81274638633377,52.69607843137255,1610612763,30,25,2021-10-24T03:03:45Z,1290000,13.0,137.0,1,right,MISS K. Anderson 13' running pullup Shot - blocked,"[203937, 201587]",1610612763.0,MEM,running pullup,,,Anderson,K. Anderson,,,,,,,,,,Missed,,13.8,,,,,,,,,,,Batum,201587.0,
131,PT01M24.00S,2021-10-24T03:03:34.7Z,1,REGULAR,block,,[],201587,,,1610612763,30,25,2021-10-24T03:03:37Z,1300000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M21.00S,2021-10-24T03:03:37.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,30,25,2021-10-24T03:03:45Z,1310000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,
133,PT01M09.00S,2021-10-24T03:03:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,19.760183968462556,37.254901960784316,1610612746,32,25,2021-10-24T03:03:55Z,1320000,64.0,133.0,1,left,L. Kennard 14' step back Jump Shot (8 PTS),[1628379],1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,,,,,,Made,8.0,14.76,,,,,,,,,,,,,
134,PT00M48.90S,2021-10-24T03:04:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.36070959264126,45.09803921568627,1610612763,32,25,2021-10-24T03:04:14Z,1330000,-25.0,104.0,1,right,MISS K. Anderson 10' pullup Shot,[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,,,,,,Missed,,10.67,,,,,,,,,,,,,
135,PT00M46.90S,2021-10-24T03:04:12.4Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,32,25,2021-10-24T03:04:14Z,1340000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,
136,PT00M38.50S,2021-10-24T03:04:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,9.510512483574246,60.78431372549019,1610612746,34,25,2021-10-24T03:04:32Z,1350000,-54.0,37.0,1,left,R. Jackson 6' driving bank Jump Shot (8 PTS),[202704],1610612746.0,LAC,driving bank,,,Jackson,R. Jackson,,,,,,,,,,Made,8.0,6.53,,,,,,,,,,,,,
137,PT00M22.60S,2021-10-24T03:04:40.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,66.93495400788436,50.73529411764706,1610612763,34,25,2021-10-24T03:04:47Z,1360000,4.0,258.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,Missed,,25.83,,,,,,,,,,,,,
138,PT00M18.90S,2021-10-24T03:04:44.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,34,25,2021-10-24T03:04:44Z,1370000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,
139,PT00M04.80S,2021-10-24T03:05:01.1Z,1,REGULAR,foul,personal,[],1626145,,,1610612746,34,25,2021-10-24T03:05:09Z,1380000,,,0,,T. Jones take personal FOUL (1 PF),"[1626145, 202704]",1610612763.0,MEM,take,,,Jones,T. Jones,,,,,202007.0,1.0,0.0,Jackson,202704.0,,,,,,,,,,,,,,,,
141,PT00M01.20S,2021-10-24T03:05:26.9Z,1,REGULAR,3pt,Jump Shot,[],202704,27.250328515111704,21.32352941176471,1610612746,34,25,2021-10-24T03:05:56Z,1400000,143.0,204.0,1,left,MISS R. Jackson 24' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,Missed,,24.91,,,,,,,,,,,,,
142,PT00M00.10S,2021-10-24T03:05:28.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,34,25,2021-10-24T03:06:03Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,,,
143,PT00M00.00S,2021-10-24T03:05:34.8Z,1,REGULAR,period,end,[],0,,,1610612746,34,25,2021-10-24T03:05:34Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-10-24T03:06:54.4Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,34,25,2021-10-24T03:08:07Z,1430000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-10-24T03:06:54.4Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612746,34,25,2021-10-24T03:08:07Z,1440000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-10-24T03:06:54.4Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612746,34,25,2021-10-24T03:08:07Z,1450000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-10-24T03:06:54.4Z,2,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,34,25,2021-10-24T03:08:07Z,1460000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-10-24T03:06:54.4Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612746,34,25,2021-10-24T03:08:07Z,1470000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-10-24T03:06:54.4Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612746,34,25,2021-10-24T03:08:07Z,1480000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-10-24T03:08:09.4Z,2,REGULAR,period,start,[],0,,,1610612746,34,25,2021-10-24T03:08:09Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M51.00S,2021-10-24T03:08:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,17.000657030223394,52.450980392156865,1610612746,34,25,2021-10-24T03:10:00Z,1500000,-12.0,107.0,1,left,MISS T. Mann 10' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,,,Missed,,10.8,,,,,,,,,,,,,
152,PT11M47.00S,2021-10-24T03:08:21.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,34,25,2021-10-24T03:10:21Z,1510000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,
153,PT11M47.00S,2021-10-24T03:08:26.1Z,2,REGULAR,foul,personal,[],1628392,,,1610612763,34,25,2021-10-24T03:10:16Z,1520000,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1628991]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,202035.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,
155,PT11M47.00S,2021-10-24T03:08:41.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612763,34,25,2021-10-24T03:10:04Z,1540000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
156,PT11M30.00S,2021-10-24T03:10:41.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,93.08475689881735,39.950980392156865,1610612763,34,25,2021-10-24T03:10:46Z,1550000,-50.0,13.0,1,right,MISS J. Jackson Jr. Jump Shot,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Missed,,5.17,,,,,,,,,,,,,
157,PT11M28.00S,2021-10-24T03:10:43.9Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,34,25,2021-10-24T03:10:46Z,1560000,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,156.0,3.0,3.0,0.0,,,,,,,,,
158,PT11M18.00S,2021-10-24T03:10:54.1Z,2,REGULAR,3pt,Jump Shot,[],202339,33.42641261498029,42.892156862745104,1610612746,34,25,2021-10-24T03:11:02Z,1570000,36.0,262.0,1,left,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,26.41,,,,,,,,,,,,,
159,PT11M14.00S,2021-10-24T03:10:58.1Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612746,34,25,2021-10-24T03:11:02Z,1580000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,158.0,3.0,2.0,1.0,,,,,,,,,
160,PT11M04.00S,2021-10-24T03:11:07.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,6.356767411300922,52.69607843137255,1610612746,36,25,2021-10-24T03:11:12Z,1590000,-13.0,7.0,1,left,I. Hartenstein cutting Layup (2 PTS) (E. Bledsoe 2 AST),"[1628392, 202339]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,2.0,1.53,,,,,E. Bledsoe,202339.0,2.0,,,,,,
162,PT10M55.00S,2021-10-24T03:11:16.3Z,2,REGULAR,3pt,Jump Shot,[],1630533,75.47634691195795,90.44117647058823,1610612763,36,25,2021-10-24T03:11:22Z,1610000,202.0,178.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Missed,,26.94,,,,,,,,,,,,,
163,PT10M52.00S,2021-10-24T03:11:19.3Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,36,25,2021-10-24T03:11:22Z,1620000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,162.0,3.0,3.0,0.0,,,,,,,,,
164,PT10M43.00S,2021-10-24T03:11:29.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,7.802233902759525,50.98039215686275,1610612746,38,25,2021-10-24T03:11:34Z,1630000,-5.0,21.0,1,left,I. Hartenstein cutting DUNK (4 PTS) (E. Bledsoe 3 AST),"[1628392, 202339]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,4.0,2.14,,,,,E. Bledsoe,202339.0,3.0,,,,,,
166,PT10M27.00S,2021-10-24T03:11:44.5Z,2,REGULAR,3pt,Jump Shot,[],1628991,67.32917214191853,57.35294117647059,1610612763,38,28,2021-10-24T03:11:49Z,1650000,37.0,255.0,1,right,J. Jackson Jr. 25' 3PT  (8 PTS) (T. Jones 1 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Made,8.0,25.72,,,,,T. Jones,1626145.0,1.0,,,,,,
168,PT10M19.00S,2021-10-24T03:11:54.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,38,28,2021-10-24T03:11:54Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M15.00S,2021-10-24T03:12:17.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,6.093955321944804,50.49019607843137,1610612746,40,28,2021-10-24T03:12:21Z,1680000,-2.0,5.0,1,left,I. Hartenstein alley-oop DUNK (6 PTS) (N. Batum 1 AST),"[1628392, 201587]",1610612746.0,LAC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,6.0,0.54,,,,,N. Batum,201587.0,1.0,,,,,,
171,PT10M15.00S,2021-10-24T03:12:26.5Z,2,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612746,40,28,2021-10-24T03:12:36Z,1700000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Hartenstein 1 FT),"[1628991, 1628392]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,202035.0,1.0,0.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,
173,PT10M15.00S,2021-10-24T03:12:45.9Z,2,REGULAR,freethrow,1 of 1,[],1628392,,,1610612746,41,28,2021-10-24T03:12:45Z,1720000,,,0,,I. Hartenstein Free Throw 1 of 1 (7 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
174,PT10M04.00S,2021-10-24T03:12:57.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,70.48291721419186,31.372549019607845,1610612763,41,28,2021-10-24T03:13:03Z,1730000,-93.0,225.0,1,right,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Missed,,24.35,,,,,,,,,,,,,
175,PT10M00.00S,2021-10-24T03:13:01.2Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,41,28,2021-10-24T03:13:01Z,1740000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,174.0,2.0,1.0,1.0,,,,,,,,,
176,PT09M59.00S,2021-10-24T03:13:02.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,93.2161629434954,52.205882352941174,1610612763,41,30,2021-10-24T03:13:07Z,1750000,11.0,11.0,1,right,B. Clarke putback Layup (2 PTS),[1629634],1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,,,,,,Made,2.0,1.58,,,,,,,,,,,,,
