actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,officialId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT04M19.00S,2022-03-30T02:18:52.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],201587,,,1610612746,11,19,2022-03-30T02:18:52Z,890000,,,0,,N. Batum Free Throw 1 of 1 (3 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
92,PT04M01.00S,2022-03-30T02:19:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,91.77069645203679,61.029411764705884,1610612762,11,21,2022-03-30T02:19:20Z,900000,55.0,25.0,1,right,T. Forrest 6' bank Jump Shot (2 PTS),[1630235],1610612762.0,UTA,bank,,,Forrest,T. Forrest,,,,,6.05,Made,,,,,2.0,,,,,,,,,,,,,
93,PT03M51.00S,2022-03-30T02:19:20.0Z,1,REGULAR,3pt,Jump Shot,[],202704,32.37516425755584,71.81372549019608,1610612746,11,21,2022-03-30T02:19:56Z,910000,-109.0,252.0,1,left,MISS R. Jackson 27' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,
94,PT03M50.00S,2022-03-30T02:19:21.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,11,21,2022-03-30T02:19:26Z,920000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2022-03-30T02:19:26.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,11,21,2022-03-30T02:19:26Z,930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M50.00S,2022-03-30T02:19:27.4Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,11,21,2022-03-30T02:19:31Z,940000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M50.00S,2022-03-30T02:19:27.4Z,1,REGULAR,substitution,in,[],200752,,,1610612762,11,21,2022-03-30T02:19:31Z,950000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2022-03-30T02:19:53.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,73.50525624178712,61.029411764705884,1610612762,11,21,2022-03-30T02:19:56Z,960000,55.0,197.0,1,right,MISS D. Mitchell 20' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,20.42,Missed,,,,,,,,,,,,,,,,,,
99,PT03M34.00S,2022-03-30T02:19:55.0Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,11,21,2022-03-30T02:19:56Z,970000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT03M28.00S,2022-03-30T02:20:00.5Z,1,REGULAR,turnover,bad pass,[],202694,,,1610612746,11,21,2022-03-30T02:20:05Z,980000,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 200752]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,1.0,,,,Gay,200752.0,,,,
101,PT03M28.00S,2022-03-30T02:20:00.5Z,1,REGULAR,steal,,[],200752,,,1610612762,11,21,2022-03-30T02:20:02Z,990000,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M24.00S,2022-03-30T02:20:04.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628378,93.61038107752957,47.79411764705882,1610612762,11,23,2022-03-30T02:20:12Z,1000000,-11.0,8.0,1,right,D. Mitchell running alley-oop DUNK (6 PTS) (T. Forrest 3 AST),"[1628378, 1630235]",1610612762.0,UTA,running alley-oop,,,Mitchell,D. Mitchell,,,,,1.34,Made,,,,,6.0,T. Forrest,1630235.0,3.0,,,,,,,,,,
104,PT02M59.00S,2022-03-30T02:20:32.7Z,1,REGULAR,foul,personal,['2freethrow'],1630235,,,1610612746,11,23,2022-03-30T02:20:44Z,1020000,,,0,,T. Forrest shooting personal FOUL (1 PF) (Morris Sr. 2 FT),"[1630235, 202694]",1610612762.0,UTA,shooting,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,1626301.0,,,1.0,0.0,Morris Sr.,202694.0
106,PT02M59.00S,2022-03-30T02:20:41.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,11,23,2022-03-30T02:20:41Z,1040000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,out,[],201587,,,1610612746,11,23,2022-03-30T02:23:55Z,1050000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,out,[],1630235,,,1610612746,11,23,2022-03-30T02:23:55Z,1060000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,out,[],202328,,,1610612746,11,23,2022-03-30T02:23:55Z,1070000,,,0,,SUB out: G. Monroe,[202328],1610612762.0,UTA,,,,Monroe,G. Monroe,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612746,11,23,2022-03-30T02:23:55Z,1080000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,11,23,2022-03-30T02:23:55Z,1090000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,in,[],1627823,,,1610612746,11,23,2022-03-30T02:23:55Z,1100000,,,0,,SUB in: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,in,[],203497,,,1610612746,11,23,2022-03-30T02:23:55Z,1110000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2022-03-30T02:23:43.4Z,1,REGULAR,substitution,in,[],201144,,,1610612746,11,23,2022-03-30T02:23:55Z,1120000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M59.00S,2022-03-30T02:24:09.8Z,1,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,11,23,2022-03-30T02:24:09Z,1130000,,,0,,MISS M. Morris Sr. Free Throw 1 of 2,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT02M59.00S,2022-03-30T02:24:09.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,11,23,2022-03-30T02:24:09Z,1140000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,
117,PT02M59.00S,2022-03-30T02:24:28.7Z,1,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,12,23,2022-03-30T02:24:28Z,1150000,,,0,,M. Morris Sr. Free Throw 2 of 2 (1 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
118,PT02M40.00S,2022-03-30T02:24:48.0Z,1,REGULAR,3pt,Jump Shot,[],200752,86.51445466491458,97.30392156862744,1610612762,12,26,2022-03-30T02:24:53Z,1160000,237.0,74.0,1,right,R. Gay 24' 3PT  (3 PTS) (J. Clarkson 2 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,24.79,Made,,,,,3.0,J. Clarkson,203903.0,2.0,,,,,,,,,,
120,PT02M19.00S,2022-03-30T02:25:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,12.270039421813408,50.245098039215684,1610612746,12,26,2022-03-30T02:25:15Z,1180000,-1.0,63.0,1,left,MISS M. Morris Sr. 6' Jump Shot - blocked,"[202694, 1627823]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,6.28,Missed,,,,,,,,,,Hernangomez,1627823.0,,,,,,,
121,PT02M19.00S,2022-03-30T02:25:08.1Z,1,REGULAR,block,,[],1627823,,,1610612746,12,26,2022-03-30T02:25:11Z,1190000,,,0,,J. Hernangomez BLOCK (1 BLK),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M15.00S,2022-03-30T02:25:12.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,12,26,2022-03-30T02:25:15Z,1200000,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,120.0,4.0,4.0,0.0,,,,,,,,,,,,,,
123,PT02M08.00S,2022-03-30T02:25:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,89.14257555847568,50.0,1610612762,12,26,2022-03-30T02:25:27Z,1210000,0.0,50.0,1,right,MISS M. Conley Layup,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,
124,PT02M08.00S,2022-03-30T02:25:19.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,12,26,2022-03-30T02:25:27Z,1220000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,
125,PT02M08.00S,2022-03-30T02:25:26.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,12,26,2022-03-30T02:25:26Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M08.00S,2022-03-30T02:25:31.4Z,1,REGULAR,substitution,out,[],202694,,,1610612746,12,26,2022-03-30T02:25:35Z,1240000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M08.00S,2022-03-30T02:25:31.4Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,12,26,2022-03-30T02:25:35Z,1250000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M08.00S,2022-03-30T02:25:31.4Z,1,REGULAR,substitution,in,[],1628392,,,1610612746,12,26,2022-03-30T02:25:35Z,1260000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M08.00S,2022-03-30T02:25:31.4Z,1,REGULAR,substitution,in,[],203496,,,1610612746,12,26,2022-03-30T02:25:35Z,1270000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M53.00S,2022-03-30T02:25:52.3Z,1,REGULAR,2pt,Jump Shot,[],202704,17.394875164257556,84.06862745098039,1610612746,12,26,2022-03-30T02:25:55Z,1280000,-170.0,111.0,1,left,MISS R. Jackson 20' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,20.33,Missed,,,,,,,,,,,,,,,,,,
131,PT01M51.00S,2022-03-30T02:25:54.3Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,12,26,2022-03-30T02:25:55Z,1290000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M47.00S,2022-03-30T02:26:04.8Z,1,REGULAR,foul,personal,[],1628379,,,1610612762,12,26,2022-03-30T02:26:19Z,1300000,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 200752]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,1626301.0,,,1.0,0.0,Gay,200752.0
134,PT01M33.00S,2022-03-30T02:26:30.6Z,1,REGULAR,3pt,Jump Shot,[],203903,67.46057818659658,29.90196078431373,1610612762,12,26,2022-03-30T02:26:38Z,1320000,-100.0,253.0,1,right,MISS J. Clarkson 27' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,
135,PT01M27.00S,2022-03-30T02:26:35.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,12,26,2022-03-30T02:26:35Z,1330000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,134.0,5.0,4.0,1.0,,,,,,,,,,,,,,
136,PT01M27.00S,2022-03-30T02:26:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,94.40999984741211,50.0,1610612762,12,28,2022-03-30T02:26:35Z,1340000,0.0,0.0,1,right,R. Gobert tip Layup (4 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
137,PT01M17.00S,2022-03-30T02:26:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,15.55519053876479,49.01960784313726,1610612746,12,28,2022-03-30T02:26:52Z,1350000,5.0,94.0,1,left,MISS I. Hartenstein 9' floating Shot,[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,9.38,Missed,,,,,,,,,,,,,,,,,,
138,PT01M15.00S,2022-03-30T02:26:48.5Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612762,12,28,2022-03-30T02:26:52Z,1360000,,,0,,J. Hernangomez REBOUND (Off:1 Def:1),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,,,,
139,PT01M00.00S,2022-03-30T02:27:05.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612762,12,28,2022-03-30T02:27:28Z,1370000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Gobert 2 FT),"[1628392, 203497]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,1627962.0,,,1.0,0.0,Gobert,203497.0
141,PT01M00.00S,2022-03-30T02:27:59.2Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,12,28,2022-03-30T02:28:03Z,1390000,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M00.00S,2022-03-30T02:27:59.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,12,28,2022-03-30T02:28:03Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
143,PT01M00.00S,2022-03-30T02:27:59.2Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,12,28,2022-03-30T02:28:03Z,1410000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT00M55.80S,2022-03-30T02:28:03.4Z,1,REGULAR,rebound,defensive,[],203496,,,1610612746,12,28,2022-03-30T02:28:03Z,1420000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT00M38.10S,2022-03-30T02:28:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,8.327858081471746,55.88235294117647,1610612746,14,28,2022-03-30T02:28:28Z,1430000,-29.0,26.0,1,left,R. Jackson driving floating bank Jump Shot (4 PTS),[202704],1610612746.0,LAC,driving floating bank,,,Jackson,R. Jackson,,,,,3.91,Made,,,,,4.0,,,,,,,,,,,,,
146,PT00M23.90S,2022-03-30T02:28:40.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612762,14,28,2022-03-30T02:28:48Z,1440000,,,0,,L. Kennard personal FOUL (2 PF) (Gobert 2 FT),"[1628379, 203497]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,1162.0,,,2.0,0.0,Gobert,203497.0
148,PT00M23.90S,2022-03-30T02:29:09.5Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,14,29,2022-03-30T02:29:09Z,1460000,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
149,PT00M23.90S,2022-03-30T02:29:10.7Z,1,REGULAR,substitution,out,[],1628392,,,1610612762,14,29,2022-03-30T02:29:16Z,1470000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M23.90S,2022-03-30T02:29:10.7Z,1,REGULAR,substitution,out,[],1627823,,,1610612762,14,29,2022-03-30T02:29:16Z,1480000,,,0,,SUB out: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M23.90S,2022-03-30T02:29:10.7Z,1,REGULAR,substitution,in,[],202331,,,1610612762,14,29,2022-03-30T02:29:16Z,1490000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M23.90S,2022-03-30T02:29:10.7Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,14,29,2022-03-30T02:29:16Z,1500000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M23.90S,2022-03-30T02:29:09.5Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,14,29,2022-03-30T02:29:35Z,1510000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,
154,PT00M21.90S,2022-03-30T02:29:11.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,14,29,2022-03-30T02:29:35Z,1520000,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT00M02.30S,2022-03-30T02:29:54.3Z,1,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,14,29,2022-03-30T02:30:23Z,1530000,,,0,,P. George bad pass out-of-bounds TURNOVER (2 TO),[202331],1610612746.0,LAC,bad pass,,,George,P. George,,,,,,,,,,,,,,,2.0,,,1162.0,,,,,,
156,PT00M00.90S,2022-03-30T02:30:10.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,52.123028909329825,27.282475490196077,1610612762,14,32,2022-03-30T02:30:38Z,1540000,-114.0,398.0,1,right,M. Conley 41' 3PT pullup (6 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,41.34,Made,,,,,6.0,,,,,,,,,,,,,
157,PT00M00.00S,2022-03-30T02:30:15.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612746,14,32,2022-03-30T02:30:28Z,1550000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,
158,PT00M00.00S,2022-03-30T02:30:33.4Z,1,REGULAR,period,end,[],0,,,1610612746,14,32,2022-03-30T02:30:33Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-03-30T02:33:40.6Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,14,32,2022-03-30T02:34:09Z,1570000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-30T02:33:40.6Z,2,REGULAR,substitution,out,['startperiod'],200752,,,1610612746,14,32,2022-03-30T02:34:09Z,1580000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-30T02:33:40.6Z,2,REGULAR,substitution,in,['startperiod'],1628392,,,1610612746,14,32,2022-03-30T02:34:09Z,1590000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-30T02:33:40.6Z,2,REGULAR,substitution,in,['startperiod'],1627823,,,1610612746,14,32,2022-03-30T02:34:09Z,1600000,,,0,,SUB in: J. Hernangomez,[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-30T02:33:56.7Z,2,REGULAR,period,start,[],0,,,1610612746,14,32,2022-03-30T02:34:09Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M53.00S,2022-03-30T02:34:05.6Z,2,REGULAR,turnover,lost ball,[],1628392,,,1610612746,14,32,2022-03-30T02:35:18Z,1615000,,,0,,I. Hartenstein lost ball TURNOVER (1 TO),"[1628392, 201144]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,1.0,,,,Conley,201144.0,,,,
171,PT11M53.00S,2022-03-30T02:34:05.6Z,2,REGULAR,steal,,[],201144,,,1610612762,14,32,2022-03-30T02:35:18Z,1617500,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M38.00S,2022-03-30T02:34:14.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201144,88.35413929040736,96.56862745098039,1610612762,14,35,2022-03-30T02:35:30Z,1620000,233.0,57.0,1,right,M. Conley 3PT  (9 PTS) (J. Clarkson 3 AST),"[201144, 203903]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,23.97,Made,,,,,9.0,J. Clarkson,203903.0,3.0,,,,,,,,,,
165,PT11M27.00S,2022-03-30T02:34:25.0Z,2,REGULAR,foul,personal,[],203497,,,1610612746,14,35,2022-03-30T02:35:44Z,1630000,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1628392]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,1162.0,,,1.0,0.0,Hartenstein,1628392.0
169,PT11M18.00S,2022-03-30T02:34:46.8Z,2,REGULAR,3pt,Jump Shot,[],202331,31.061103810775293,27.450980392156865,1610612746,17,35,2022-03-30T02:34:55Z,1660000,113.0,239.0,1,left,P. George 26' 3PT  (3 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,26.47,Made,,,,,3.0,,,,,,,,,,,,,
172,PT10M55.00S,2022-03-30T02:35:10.8Z,2,REGULAR,3pt,Jump Shot,[],203903,75.21353482260184,90.44117647058823,1610612762,17,38,2022-03-30T02:35:20Z,1670000,202.0,180.0,1,right,J. Clarkson 27' 3PT  (5 PTS) (M. Conley 1 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,27.1,Made,,,,,5.0,M. Conley,201144.0,1.0,,,,,,,,,,
174,PT10M37.00S,2022-03-30T02:35:28.3Z,2,REGULAR,3pt,Jump Shot,[],1628379,30.66688567674113,74.75490196078431,1610612746,17,38,2022-03-30T02:36:57Z,1690000,-124.0,236.0,1,left,MISS L. Kennard 26' pullup 3PT,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,
175,PT10M34.00S,2022-03-30T02:35:31.3Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612762,17,38,2022-03-30T02:35:34Z,1700000,,,0,,J. Hernangomez REBOUND (Off:1 Def:2),[1627823],1610612762.0,UTA,,,,Hernangomez,J. Hernangomez,,,,,,,174.0,3.0,2.0,1.0,,,,,,,,,,,,,,
176,PT10M25.00S,2022-03-30T02:35:40.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.69053876478318,48.28431372549019,1610612762,17,38,2022-03-30T02:35:51Z,1710000,-9.0,16.0,1,right,MISS R. Gobert DUNK - blocked,"[203497, 1629611]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1.83,Missed,,,,,,,,,,Mann,1629611.0,,,,,,,
177,PT10M25.00S,2022-03-30T02:35:40.8Z,2,REGULAR,block,,[],1629611,,,1610612762,17,38,2022-03-30T02:35:43Z,1720000,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M21.00S,2022-03-30T02:35:44.8Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,17,38,2022-03-30T02:35:51Z,1730000,,,0,,R. Gobert REBOUND (Off:2 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,176.0,6.0,4.0,2.0,,,,,,,,,,,,,,
179,PT10M21.00S,2022-03-30T02:35:44.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,90.8508541392904,47.30392156862745,1610612762,17,38,2022-03-30T02:35:54Z,1740000,-13.0,34.0,1,right,MISS R. Gobert putback Layup - blocked,"[203497, 202331]",1610612762.0,UTA,putback,,,Gobert,R. Gobert,,,,,3.61,Missed,,,,,,,,,,George,202331.0,,,,,,,
180,PT10M21.00S,2022-03-30T02:35:44.7Z,2,REGULAR,block,,[],202331,,,1610612762,17,38,2022-03-30T02:35:47Z,1750000,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,
