actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
176,PT10M57.00S,2021-11-15T03:11:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.87319316688567,46.568627450980394,1610612741,17,34,2021-11-15T03:11:29Z,1760000,-17.0,5.0,1,right,A. Dosunmu cutting Layup (2 PTS) (D. DeRozan 2 AST),"[1630245, 201942]",1610612741.0,CHI,cutting,,,Dosunmu,A. Dosunmu,,,,,1.79,Made,,,,,2.0,,,,,,,D. DeRozan,201942.0,2.0,,,,,
178,PT10M46.00S,2021-11-15T03:11:35.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,8.065045992115643,55.3921568627451,1610612746,19,34,2021-11-15T03:11:41Z,1780000,-27.0,23.0,1,left,I. Hartenstein cutting Layup (5 PTS) (E. Bledsoe 1 AST),"[1628392, 202339]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,3.57,Made,,,,,5.0,,,,,,,E. Bledsoe,202339.0,1.0,,,,,
180,PT10M31.00S,2021-11-15T03:11:53.7Z,2,REGULAR,violation,kicked ball,[],201587,,,1610612741,19,34,2021-11-15T03:11:57Z,1800000,,,0,,N. Batum kicked ball VIOLATION,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,2005.0,,,,,,,,,,,,,
181,PT10M31.00S,2021-11-15T03:11:57.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612741,19,34,2021-11-15T03:12:00Z,1810000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M31.00S,2021-11-15T03:11:57.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612741,19,34,2021-11-15T03:12:00Z,1820000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M31.00S,2021-11-15T03:12:01.1Z,2,REGULAR,substitution,out,[],201587,,,1610612741,19,34,2021-11-15T03:12:05Z,1830000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M31.00S,2021-11-15T03:12:01.1Z,2,REGULAR,substitution,in,[],202331,,,1610612741,19,34,2021-11-15T03:12:05Z,1840000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M24.00S,2021-11-15T03:12:19.7Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612741,19,34,2021-11-15T03:12:24Z,1850000,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1629611]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,1.0,,,,,,,,,,Mann,1629611.0,
186,PT10M24.00S,2021-11-15T03:12:19.7Z,2,REGULAR,steal,,[],1629611,,,1610612746,19,34,2021-11-15T03:12:22Z,1860000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M18.00S,2021-11-15T03:12:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202339,6.4881734559789805,47.549019607843135,1610612746,21,34,2021-11-15T03:12:32Z,1870000,12.0,8.0,1,left,E. Bledsoe running Layup (6 PTS) (T. Mann 1 AST),"[202339, 1629611]",1610612746.0,LAC,running,,,Bledsoe,E. Bledsoe,,,,,1.5,Made,,,,,6.0,,,,,,,T. Mann,1629611.0,1.0,,,,,
189,PT09M55.00S,2021-11-15T03:12:47.6Z,2,REGULAR,3pt,Jump Shot,[],1627936,86.38304862023654,97.05882352941177,1610612741,21,34,2021-11-15T03:12:54Z,1890000,235.0,75.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
190,PT09M50.00S,2021-11-15T03:12:52.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,21,34,2021-11-15T03:12:54Z,1900000,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,189.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
191,PT09M47.00S,2021-11-15T03:12:56.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202331,6.093955321944804,55.14705882352941,1610612746,23,34,2021-11-15T03:13:06Z,1910000,-26.0,5.0,1,left,P. George running reverse Layup (6 PTS),[202331],1610612746.0,LAC,running reverse,,,George,P. George,,,,,2.61,Made,,,,,6.0,,,,,,,,,,,,,,
192,PT09M36.00S,2021-11-15T03:13:10.3Z,2,REGULAR,foul,personal,[],1629611,,,1610612741,23,34,2021-11-15T03:13:21Z,1920000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 201942]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,200832.0,,1.0,0.0,DeRozan,201942.0,,,,,,,,
194,PT09M36.00S,2021-11-15T03:13:20.9Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,23,34,2021-11-15T03:13:23Z,1940000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M36.00S,2021-11-15T03:13:20.9Z,2,REGULAR,substitution,in,[],1628396,,,1610612741,23,34,2021-11-15T03:13:23Z,1950000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M19.00S,2021-11-15T03:13:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.82194480946123,53.431372549019606,1610612741,23,36,2021-11-15T03:13:49Z,1960000,17.0,15.0,1,right,A. Dosunmu driving Layup (4 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,2.28,Made,,,,,4.0,,,,,,,,,,,,,,
197,PT09M09.00S,2021-11-15T03:13:56.5Z,2,REGULAR,3pt,Jump Shot,[],1628379,23.570959264126145,13.235294117647058,1610612746,23,36,2021-11-15T03:14:07Z,1970000,184.0,169.0,1,left,MISS L. Kennard 24' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M06.00S,2021-11-15T03:13:59.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,23,36,2021-11-15T03:14:07Z,1980000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,,
199,PT09M06.00S,2021-11-15T03:14:03.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,23,36,2021-11-15T03:14:03Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M06.00S,2021-11-15T03:14:06.7Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,23,36,2021-11-15T03:14:17Z,2000000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M06.00S,2021-11-15T03:14:06.7Z,2,REGULAR,substitution,out,[],201942,,,1610612741,23,36,2021-11-15T03:14:17Z,2010000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M06.00S,2021-11-15T03:14:06.7Z,2,REGULAR,substitution,in,[],203897,,,1610612741,23,36,2021-11-15T03:14:17Z,2020000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M06.00S,2021-11-15T03:14:06.7Z,2,REGULAR,substitution,in,[],1628366,,,1610612741,23,36,2021-11-15T03:14:17Z,2030000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M56.00S,2021-11-15T03:14:31.4Z,2,REGULAR,2pt,Jump Shot,[],1628366,78.36727989487517,32.59803921568627,1610612741,23,36,2021-11-15T03:14:39Z,2050000,-87.0,151.0,1,right,MISS L. Ball 17' pullup Shot,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,17.41,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M51.00S,2021-11-15T03:14:36.4Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,23,36,2021-11-15T03:14:39Z,2060000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
207,PT08M50.00S,2021-11-15T03:14:41.9Z,2,REGULAR,foul,personal,[],1628366,,,1610612746,23,36,2021-11-15T03:14:47Z,2070000,,,0,,L. Ball personal FOUL (1 PF),"[1628366, 202331]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,2005.0,,1.0,0.0,George,202331.0,,,,,,,,
209,PT08M50.00S,2021-11-15T03:14:50.4Z,2,REGULAR,substitution,out,[],1629750,,,1610612746,23,36,2021-11-15T03:14:58Z,2090000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M50.00S,2021-11-15T03:14:50.4Z,2,REGULAR,substitution,in,[],1628972,,,1610612746,23,36,2021-11-15T03:14:58Z,2100000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M42.00S,2021-11-15T03:15:12.4Z,2,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612746,23,36,2021-11-15T03:15:18Z,2110000,,,0,,L. Ball shooting personal FOUL (2 PF) (George 2 FT),"[1628366, 202331]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,,1201.0,,2.0,0.0,George,202331.0,,,,,,,,
213,PT08M42.00S,2021-11-15T03:15:44.3Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,24,36,2021-11-15T03:15:44Z,2130000,,,0,,P. George Free Throw 1 of 2 (7 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
214,PT08M42.00S,2021-11-15T03:16:00.5Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,25,36,2021-11-15T03:16:00Z,2140000,,,0,,P. George Free Throw 2 of 2 (8 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
215,PT08M27.00S,2021-11-15T03:16:16.7Z,2,REGULAR,2pt,Jump Shot,[],203897,77.71024967148489,44.607843137254896,1610612741,25,36,2021-11-15T03:16:23Z,2150000,-27.0,157.0,1,right,MISS Z. LaVine 15' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,15.93,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M23.00S,2021-11-15T03:16:20.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,25,36,2021-11-15T03:16:23Z,2160000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
217,PT08M17.00S,2021-11-15T03:16:26.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,32.37516425755584,78.67647058823529,1610612746,28,36,2021-11-15T03:17:38Z,2170000,-143.0,252.0,1,left,L. Kennard 28' 3PT  (3 PTS) (T. Mann 2 AST),"[1628379, 1629611]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,28.98,Made,,,,,3.0,,,,,,,T. Mann,1629611.0,2.0,,,,,
218,PT08M01.00S,2021-11-15T03:16:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,93.47897503285151,45.833333333333336,1610612741,28,36,2021-11-15T03:16:47Z,2180000,-21.0,9.0,1,right,MISS L. Ball driving Layup - blocked,"[1628366, 1627826]",1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,2.26,Missed,,,,,,,,,,,,,,,Zubac,1627826.0,,,
219,PT08M01.00S,2021-11-15T03:16:43.1Z,2,REGULAR,block,,[],1627826,,,1610612741,28,36,2021-11-15T03:16:45Z,2190000,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M58.00S,2021-11-15T03:16:46.1Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,28,36,2021-11-15T03:16:47Z,2200000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
221,PT07M57.00S,2021-11-15T03:16:48.6Z,2,REGULAR,turnover,out-of-bounds,[],202339,,,1610612746,28,36,2021-11-15T03:16:52Z,2210000,,,0,,E. Bledsoe bad pass out-of-bounds TURNOVER (3 TO),[202339],1610612746.0,LAC,bad pass,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,200832.0,3.0,,,,,,,,,,,,
222,PT07M57.00S,2021-11-15T03:17:01.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,28,36,2021-11-15T03:17:01Z,2220000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M45.00S,2021-11-15T03:19:53.9Z,2,REGULAR,foul,offensive,[],1628396,,,1610612741,28,36,2021-11-15T03:20:01Z,2230000,,,0,,T. Bradley offensive FOUL (2 PF),"[1628396, 202331]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,2005.0,,2.0,0.0,George,202331.0,,,,,,,,
226,PT07M45.00S,2021-11-15T03:19:53.9Z,2,REGULAR,turnover,offensive foul,[],1628396,,,1610612741,28,36,2021-11-15T03:19:53Z,2250000,,,0,,T. Bradley offensive foul TURNOVER (1 TO),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,2005.0,1.0,,,,,,,,,,,,
227,PT07M28.00S,2021-11-15T03:20:22.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202331,17.789093298291732,67.64705882352942,1610612746,28,36,2021-11-15T03:20:27Z,2260000,-88.0,115.0,1,left,MISS P. George 14' step back Shot,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,14.47,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M23.00S,2021-11-15T03:20:27.6Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,28,36,2021-11-15T03:20:27Z,2270000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT07M10.00S,2021-11-15T03:20:39.9Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,28,36,2021-11-15T03:20:44Z,2280000,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 202331]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,2.0,,,,,,,,,,George,202331.0,
230,PT07M10.00S,2021-11-15T03:20:39.9Z,2,REGULAR,steal,,[],202331,,,1610612746,28,36,2021-11-15T03:20:42Z,2290000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M02.00S,2021-11-15T03:20:52.4Z,2,REGULAR,turnover,3-second-violation,[],1627826,,,1610612746,28,36,2021-11-15T03:20:58Z,2300000,,,0,,I. Zubac 3-second-violation TURNOVER (3 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,200832.0,3.0,,,,,,,,,,,,
232,PT07M02.00S,2021-11-15T03:20:57.1Z,2,REGULAR,substitution,out,[],1628379,,,1610612741,28,36,2021-11-15T03:21:05Z,2310000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M02.00S,2021-11-15T03:20:57.1Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,28,36,2021-11-15T03:21:05Z,2320000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M02.00S,2021-11-15T03:20:57.1Z,2,REGULAR,substitution,in,[],202704,,,1610612741,28,36,2021-11-15T03:21:05Z,2330000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M02.00S,2021-11-15T03:20:57.1Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,28,36,2021-11-15T03:21:05Z,2340000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M45.00S,2021-11-15T03:21:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628396,90.8508541392904,46.32352941176471,1610612741,28,36,2021-11-15T03:21:35Z,2350000,-18.0,34.0,1,right,MISS T. Bradley cutting Layup - blocked,"[1628396, 1627826]",1610612741.0,CHI,cutting,,,Bradley,T. Bradley,,,,,3.82,Missed,,,,,,,,,,,,,,,Zubac,1627826.0,,,
237,PT06M45.00S,2021-11-15T03:21:25.8Z,2,REGULAR,block,,[],1627826,,,1610612741,28,36,2021-11-15T03:21:28Z,2360000,,,0,,I. Zubac BLOCK (3 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M45.00S,2021-11-15T03:21:25.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,28,36,2021-11-15T03:21:31Z,2370000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,
239,PT06M45.00S,2021-11-15T03:21:30.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,28,36,2021-11-15T03:21:30Z,2380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M26.00S,2021-11-15T03:21:53.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,15.686596583442835,64.2156862745098,1610612746,28,36,2021-11-15T03:22:33Z,2390000,-71.0,95.0,1,left,MISS E. Bledsoe 11' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M23.00S,2021-11-15T03:21:56.6Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,28,36,2021-11-15T03:21:58Z,2400000,,,0,,T. Bradley REBOUND (Off:1 Def:2),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
242,PT06M15.00S,2021-11-15T03:22:04.3Z,2,REGULAR,3pt,Jump Shot,[],1628366,76.92181340341656,9.068627450980387,1610612741,28,39,2021-11-15T03:22:09Z,2410000,-205.0,164.0,1,right,L. Ball 26' 3PT  (8 PTS) (A. Caruso 2 AST),"[1628366, 1627936]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,26.25,Made,,,,,8.0,,,,,,,A. Caruso,1627936.0,2.0,,,,,
244,PT06M01.00S,2021-11-15T03:22:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202331,5.305519053876466,43.872549019607845,1610612746,28,39,2021-11-15T03:22:22Z,2430000,31.0,-3.0,1,left,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
245,PT06M00.00S,2021-11-15T03:22:19.6Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,28,39,2021-11-15T03:22:19Z,2440000,,,0,,I. Zubac REBOUND (Off:2 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,244.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
246,PT05M59.00S,2021-11-15T03:22:20.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,5.831143232588701,50.49019607843137,1610612746,30,39,2021-11-15T03:22:34Z,2450000,-2.0,2.0,1,left,I. Zubac turnaround Hook (4 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,0.34,Made,,,,,4.0,,,,,,,,,,,,,,
247,PT05M43.00S,2021-11-15T03:22:36.0Z,2,REGULAR,3pt,Jump Shot,[],1627936,88.61695137976346,96.32352941176471,1610612741,30,42,2021-11-15T03:22:39Z,2460000,232.0,55.0,1,right,A. Caruso 3PT  (5 PTS) (L. Ball 1 AST),"[1627936, 1628366]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,23.79,Made,,,,,5.0,,,,,,,L. Ball,1628366.0,1.0,,,,,
249,PT05M27.00S,2021-11-15T03:22:51.2Z,2,REGULAR,3pt,Jump Shot,[],202704,6.093955321944804,4.411764705882348,1610612746,30,42,2021-11-15T03:22:58Z,2480000,228.0,5.0,1,left,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M23.00S,2021-11-15T03:22:55.2Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,30,42,2021-11-15T03:22:58Z,2490000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
251,PT05M05.00S,2021-11-15T03:23:14.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628396,93.61038107752957,65.19607843137254,1610612741,30,42,2021-11-15T03:23:18Z,2500000,76.0,8.0,1,right,MISS T. Bradley 7' turnaround Hook,[1628396],1610612741.0,CHI,turnaround,,,Bradley,T. Bradley,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,,
252,PT05M02.00S,2021-11-15T03:23:17.6Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,30,42,2021-11-15T03:23:18Z,2510000,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,251.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
253,PT04M48.00S,2021-11-15T03:23:31.8Z,2,REGULAR,2pt,Jump Shot,[],202331,24.753613666228645,50.245098039215684,1610612746,30,42,2021-11-15T03:23:37Z,2520000,-1.0,180.0,1,left,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,18.02,Missed,,,,,,,,,,,,,,,,,,,
254,PT04M44.00S,2021-11-15T03:23:35.8Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,30,42,2021-11-15T03:23:37Z,2530000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,253.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
255,PT04M41.00S,2021-11-15T03:23:41.7Z,2,REGULAR,foul,offensive,[],1628396,,,1610612741,30,42,2021-11-15T03:23:49Z,2540000,,,0,,T. Bradley offensive FOUL (3 PF),"[1628396, 202331]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,1201.0,,3.0,0.0,George,202331.0,,,,,,,,
257,PT04M41.00S,2021-11-15T03:23:41.7Z,2,REGULAR,turnover,offensive foul,[],1628396,,,1610612741,30,42,2021-11-15T03:23:41Z,2560000,,,0,,T. Bradley offensive foul TURNOVER (2 TO),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,1201.0,2.0,,,,,,,,,,,,
258,PT04M41.00S,2021-11-15T03:23:47.0Z,2,REGULAR,substitution,out,[],202339,,,1610612746,30,42,2021-11-15T03:23:55Z,2570000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M41.00S,2021-11-15T03:23:47.0Z,2,REGULAR,substitution,out,[],1628972,,,1610612746,30,42,2021-11-15T03:23:55Z,2580000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M41.00S,2021-11-15T03:23:47.0Z,2,REGULAR,substitution,in,[],201587,,,1610612746,30,42,2021-11-15T03:23:55Z,2590000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M41.00S,2021-11-15T03:23:47.0Z,2,REGULAR,substitution,in,[],201942,,,1610612746,30,42,2021-11-15T03:23:55Z,2600000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M28.00S,2021-11-15T03:24:16.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,28.695795006570307,78.18627450980392,1610612746,33,42,2021-11-15T03:24:20Z,2610000,-141.0,217.0,1,left,P. George 25' 3PT  (11 PTS) (R. Jackson 1 AST),"[202331, 202704]",1610612746.0,LAC,,,,George,P. George,,,,,25.89,Made,,,,,11.0,,,,,,,R. Jackson,202704.0,1.0,,,,,
264,PT04M14.00S,2021-11-15T03:24:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.47897503285151,46.32352941176471,1610612741,33,42,2021-11-15T03:24:35Z,2630000,-18.0,9.0,1,right,MISS Z. LaVine cutting Layup - blocked,"[203897, 1627826]",1610612741.0,CHI,cutting,,,LaVine,Z. LaVine,,,,,2.04,Missed,,,,,,,,,,,,,,,Zubac,1627826.0,,,
265,PT04M14.00S,2021-11-15T03:24:30.6Z,2,REGULAR,block,,[],1627826,,,1610612741,33,42,2021-11-15T03:24:33Z,2640000,,,0,,I. Zubac BLOCK (4 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
