actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
38,PT08M54.00S,2025-04-11T23:45:36.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,4,7,2025-04-11T23:48:07Z,380000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,
39,PT08M44.00S,2025-04-11T23:45:45.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,27.414586070959263,78.67647058823529,1610612738,4,7,2025-04-11T23:46:26Z,390000,False,-143.0,205.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2025-04-11T23:45:47.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,4,7,2025-04-11T23:45:51Z,400000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,,39.0,3.0,3.0,0.0,,,,,,,,,,,,
41,PT08M32.00S,2025-04-11T23:45:57.3Z,1,REGULAR,3pt,Jump Shot,[],1642354,76.5604467805519,92.15686274509804,1610612766,4,10,2025-04-11T23:46:01Z,410000,False,211.0,168.0,1,right,K. Simpson 26' 3PT  (5 PTS) (N. Smith Jr. 2 AST),"[1642354, 1641733]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,26.94,Made,,,,,,,5.0,N. Smith Jr.,1641733.0,2.0,,,,,,,,
43,PT08M15.00S,2025-04-11T23:46:20.0Z,1,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,4,10,2025-04-11T23:46:27Z,430000,False,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1627519.0,1.0,,,,,,
44,PT08M03.00S,2025-04-11T23:46:38.7Z,1,REGULAR,turnover,bad pass,[],1631109,,,1610612766,4,10,2025-04-11T23:46:49Z,440000,False,,,0,,M. Williams bad pass TURNOVER (2 TO),"[1631109, 201950]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,,,,,Holiday,201950.0
45,PT08M03.00S,2025-04-11T23:46:38.7Z,1,REGULAR,steal,,[],201950,,,1610612738,4,10,2025-04-11T23:46:40Z,450000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
47,PT07M53.00S,2025-04-11T23:46:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,11.957950065703022,2.9641544117647056,1610612738,7,10,2025-04-11T23:47:04Z,470000,False,235.0,60.0,1,left,D. White 24' 3PT  (7 PTS) (J. Holiday 2 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,24.27,Made,,,,,,,7.0,J. Holiday,201950.0,2.0,,,,,,,,
49,PT07M39.00S,2025-04-11T23:47:13.0Z,1,REGULAR,3pt,Jump Shot,[],1641733,72.7496714848883,16.911764705882355,1610612766,7,10,2025-04-11T23:47:19Z,490000,False,-165.0,204.0,1,right,MISS N. Smith Jr. 26' step back 3PT,[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
50,PT07M38.00S,2025-04-11T23:47:14.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,7,10,2025-04-11T23:47:19Z,500000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,
51,PT07M21.00S,2025-04-11T23:47:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.806176084099869,48.77450980392157,1610612738,7,10,2025-04-11T23:47:42Z,510000,False,6.0,40.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1631109]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,4.02,Missed,Williams,1631109.0,,,,,,,,,,,,,,,,
52,PT07M21.00S,2025-04-11T23:47:34.2Z,1,REGULAR,block,,[],1631109,,,1610612738,7,10,2025-04-11T23:47:36Z,520000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2025-04-11T23:47:35.2Z,1,REGULAR,rebound,defensive,[],1641733,,,1610612766,7,10,2025-04-11T23:47:42Z,530000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:2),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,
54,PT07M13.00S,2025-04-11T23:47:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631109,92.85479632063075,46.32352941176471,1610612766,7,10,2025-04-11T23:47:47Z,540000,False,-18.0,15.0,1,right,MISS M. Williams cutting Layup,[1631109],1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
55,PT07M12.00S,2025-04-11T23:47:41.9Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,7,10,2025-04-11T23:47:47Z,550000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,
56,PT07M05.00S,2025-04-11T23:47:48.0Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,7,10,2025-04-11T23:47:50Z,560000,False,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1631109]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,,,,,Williams,1631109.0
57,PT07M05.00S,2025-04-11T23:47:48.0Z,1,REGULAR,steal,,[],1631109,,,1610612766,7,10,2025-04-11T23:47:49Z,570000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2025-04-11T23:48:08.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629006,93.38042049934296,76.9607843137255,1610612766,7,10,2025-04-11T23:48:17Z,580000,False,135.0,10.0,1,right,MISS J. Okogie 13' Jump Shot,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,13.51,Missed,,,,,,,,,,,,,,,,,,
59,PT06M44.00S,2025-04-11T23:48:09.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,7,10,2025-04-11T23:48:47Z,590000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:3),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Right,,,,,58.0,3.0,3.0,0.0,,,,,,,,,,,,
60,PT06M36.00S,2025-04-11T23:48:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,7.703679369250986,44.11764705882353,1610612738,9,10,2025-04-12T00:32:14Z,600000,False,29.0,20.0,1,left,A. Horford Layup (2 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,,,2.0,D. White,1628401.0,1.0,,,,,,,,
62,PT06M36.00S,2025-04-11T23:48:22.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,9,10,2025-04-11T23:48:22Z,620000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M36.00S,2025-04-11T23:51:01.2Z,1,REGULAR,substitution,out,[],1629006,,,1610612766,9,10,2025-04-11T23:51:19Z,630000,False,,,0,,SUB out: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M36.00S,2025-04-11T23:51:01.2Z,1,REGULAR,substitution,in,[],1642275,,,1610612766,9,10,2025-04-11T23:51:19Z,640000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M25.00S,2025-04-11T23:51:30.1Z,1,REGULAR,3pt,Jump Shot,[],1641733,65.52233902759527,46.568627450980394,1610612766,9,13,2025-04-11T23:51:48Z,650000,False,-17.0,272.0,1,right,N. Smith Jr. 27' 3PT  (3 PTS) (M. Williams 1 AST),"[1641733, 1631109]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Center,27.21,Made,,,,,,,3.0,M. Williams,1631109.0,1.0,,,,,,,,
67,PT06M10.00S,2025-04-11T23:51:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.307490144546649,46.0171568627451,1610612738,11,13,2025-04-11T23:51:49Z,670000,False,20.0,7.0,1,left,D. White cutting Layup (9 PTS) (K. Porziņģis 1 AST),"[1628401, 204001]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,9.0,K. Porziņģis,204001.0,1.0,,,,,,,,
69,PT06M00.00S,2025-04-11T23:51:54.2Z,1,REGULAR,3pt,Jump Shot,[],1642354,71.17279894875165,79.90196078431373,1610612766,11,13,2025-04-11T23:52:03Z,690000,False,150.0,218.0,1,right,MISS K. Simpson 26' pullup 3PT,[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
70,PT05M59.00S,2025-04-11T23:51:55.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,11,13,2025-04-11T23:52:03Z,700000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,
71,PT05M47.00S,2025-04-11T23:52:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,12.434296977660972,45.588235294117645,1610612738,11,13,2025-04-12T00:32:45Z,710000,False,22.0,64.0,1,left,MISS K. Porziņģis 6' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2025-04-11T23:52:12.6Z,1,REGULAR,rebound,defensive,[],1641733,,,1610612766,11,13,2025-04-11T23:52:20Z,720000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:3),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,
73,PT05M30.00S,2025-04-11T23:52:25.0Z,1,REGULAR,3pt,Jump Shot,[],1641733,68.67608409986859,68.38235294117648,1610612766,11,16,2025-04-11T23:52:29Z,730000,False,92.0,242.0,1,right,N. Smith Jr. 25' 3PT step back (6 PTS),[1641733],1610612766.0,CHA,step back,,,Smith Jr.,N. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.88,Made,,,,,,,6.0,,,,,,,,,,,
74,PT05M12.00S,2025-04-11T23:52:42.3Z,1,REGULAR,3pt,Jump Shot,[],204001,29.25427069645204,20.588235294117645,1610612738,14,16,2025-04-11T23:52:46Z,740000,False,147.0,222.0,1,left,K. Porziņģis 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,26.67,Made,,,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,
76,PT04M59.00S,2025-04-11T23:52:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,89.17542706964521,41.17647058823529,1610612766,14,16,2025-04-11T23:53:01Z,760000,False,-44.0,49.0,1,right,MISS N. Smith Jr. 6' driving floating Shot,[1641733],1610612766.0,CHA,driving floating,,,Smith Jr.,N. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.61,Missed,,,,,,,,,,,,,,,,,,
77,PT04M58.00S,2025-04-11T23:52:56.3Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,14,16,2025-04-11T23:53:01Z,770000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,
78,PT04M48.00S,2025-04-11T23:53:07.0Z,1,REGULAR,3pt,Jump Shot,[],204001,38.4526938239159,25.49019607843137,1610612738,14,16,2025-04-11T23:53:14Z,780000,False,123.0,309.0,1,left,MISS K. Porziņģis 33' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,33.24,Missed,,,,,,,,,,,,,,,,,,
79,PT04M46.00S,2025-04-11T23:53:09.0Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,14,16,2025-04-11T23:53:14Z,790000,False,,,0,,M. Williams REBOUND (Off:0 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,78.0,4.0,4.0,0.0,,,,,,,,,,,,
80,PT04M43.00S,2025-04-11T23:53:12.2Z,1,REGULAR,turnover,bad pass,[],1631109,,,1610612766,14,16,2025-04-11T23:53:16Z,800000,False,,,0,,M. Williams bad pass TURNOVER (3 TO),"[1631109, 1628401]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,,,,,White,1628401.0
81,PT04M43.00S,2025-04-11T23:53:12.2Z,1,REGULAR,steal,,[],1628401,,,1610612738,14,16,2025-04-11T23:53:14Z,810000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M40.00S,2025-04-11T23:53:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,6.83311432325887,46.44607843137255,1610612738,16,16,2025-04-11T23:53:32Z,820000,False,18.0,12.0,1,left,J. Tatum cutting Layup (2 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,,2.0,D. White,1628401.0,2.0,,,,,,,,
