actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
343,PT09M45.00S,2024-11-17T02:26:04.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630558,9.017739816031538,47.30392156862745,1610612761,58,62,2024-11-17T02:27:59Z,3330000,False,13.0,32.0,1,left,D. Mitchell running reverse Layup (7 PTS) (R. Barrett 6 AST),"[1630558, 1629628]",1610612761.0,TOR,running reverse,,,,,,,Mitchell,D. Mitchell,Restricted Area,0-8 Center,3.5,Made,7.0,,,,,,,,,,,,R. Barrett,1629628.0,6.0,,,
345,PT09M33.00S,2024-11-17T02:26:16.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,71.43561103810775,15.441176470588236,1610612738,58,62,2024-11-17T02:28:10Z,3350000,False,-173.0,216.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Left Center,27.66,Missed,,,,,,,,,,,,,,,,,,
346,PT09M29.00S,2024-11-17T02:26:20.7Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,58,62,2024-11-17T02:27:56Z,3360000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:4),[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Above the Break 3,24+ Left Center,,,,,,,345.0,4.0,4.0,0.0,,,,,,,,,,
347,PT09M28.00S,2024-11-17T02:26:22.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.521024967148489,53.92156862745098,1610612761,58,64,2024-11-17T02:26:30Z,3370000,False,-20.0,9.0,1,left,R. Barrett running Layup (11 PTS) (G. Dick 4 AST),"[1629628, 1641711]",1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,Restricted Area,0-8 Center,2.15,Made,11.0,,,,,,,,,,,,G. Dick,1641711.0,4.0,,,
372,PT09M28.00S,2024-11-17T02:27:25.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,64,2024-11-17T02:31:55Z,3385000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M28.00S,2024-11-17T02:28:27.8Z,3,REGULAR,substitution,out,[],1629674,,,1610612738,58,64,2024-11-17T02:29:10Z,3390000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,
350,PT09M28.00S,2024-11-17T02:28:27.8Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,58,64,2024-11-17T02:29:10Z,3400000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,
351,PT09M14.00S,2024-11-17T02:29:32.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,66.04796320630749,32.84313725490196,1610612738,58,64,2024-11-17T02:29:38Z,3410000,False,-86.0,267.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,Above the Break 3,24+ Center,28.01,Missed,,,,,,,,,,,,,,,,,,
352,PT09M10.00S,2024-11-17T02:29:36.7Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612761,58,64,2024-11-17T02:29:38Z,3420000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,Above the Break 3,24+ Center,,,,,,,351.0,2.0,2.0,0.0,,,,,,,,,,
353,PT09M00.00S,2024-11-17T02:29:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,11.777266754270697,56.86274509803921,1610612761,58,64,2024-11-17T02:29:53Z,3430000,False,-34.0,58.0,1,left,MISS O. Agbaji 6' driving floating Shot,[1630534],1610612761.0,TOR,driving floating,,,,,,,Agbaji,O. Agbaji,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
354,PT08M58.00S,2024-11-17T02:29:48.4Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,58,64,2024-11-17T02:29:53Z,3440000,False,,,0,,L. Kornet REBOUND (Off:2 Def:2),[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,In The Paint (Non-RA),0-8 Center,,,,,,,353.0,4.0,2.0,2.0,,,,,,,,,,
355,PT08M52.00S,2024-11-17T02:29:54.8Z,3,REGULAR,3pt,Jump Shot,[],201143,68.67608409986859,24.264705882352942,1610612738,61,64,2024-11-17T02:29:59Z,3450000,False,-129.0,242.0,1,right,A. Horford 27' 3PT  (9 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,,,,,,,,Horford,A. Horford,Above the Break 3,24+ Left Center,27.4,Made,9.0,,,,,,,,,,,,D. White,1628401.0,2.0,,,
357,PT08M32.00S,2024-11-17T02:30:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,18.084756898817346,37.254901960784316,1610612761,61,66,2024-11-17T02:30:59Z,3470000,False,64.0,117.0,1,left,J. Pöltl 13' floating Jump Shot (22 PTS) (R. Barrett 7 AST),"[1627751, 1629628]",1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,13.37,Made,22.0,,,,,,,,,,,,R. Barrett,1629628.0,7.0,,,
359,PT08M18.00S,2024-11-17T02:30:30.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,84.57621550591328,39.705882352941174,1610612738,61,66,2024-11-17T02:31:16Z,3490000,False,-51.0,92.0,1,right,MISS L. Kornet 10' turnaround Hook,[1628436],1610612738.0,BOS,turnaround,,,,,,,Kornet,L. Kornet,In The Paint (Non-RA),8-16 Center,10.59,Missed,,,,,,,,,,,,,,,,,,
360,PT08M17.00S,2024-11-17T02:30:31.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,61,66,2024-11-17T02:31:04Z,3500000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,359.0,,,,,,,,,,,,,
362,PT08M05.00S,2024-11-17T02:30:48.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,18.74178712220762,43.13725490196079,1610612761,61,68,2024-11-17T02:32:06Z,3520000,False,34.0,124.0,1,left,J. Pöltl 12' floating Jump Shot (24 PTS) (D. Mitchell 5 AST),"[1627751, 1630558]",1610612761.0,TOR,floating,,,,,,,Pöltl,J. Pöltl,In The Paint (Non-RA),8-16 Center,12.84,Made,24.0,,,,,,,,,,,,D. Mitchell,1630558.0,5.0,,,
364,PT08M01.00S,2024-11-17T02:30:59.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,61,68,2024-11-17T02:31:11Z,3540000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,1628481.0,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M51.00S,2024-11-17T02:31:09.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.06636005256242,46.07843137254902,1610612738,63,68,2024-11-17T02:31:16Z,3550000,False,-20.0,22.0,1,right,J. Brown driving finger roll Layup (15 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,,,,,Brown,J. Brown,Restricted Area,0-8 Center,2.95,Made,15.0,,,,,,,,,,,,,,,,,
366,PT07M30.00S,2024-11-17T02:31:29.8Z,3,REGULAR,3pt,Jump Shot,[],1630534,9.017739816031538,4.901960784313726,1610612761,63,68,2024-11-17T02:31:34Z,3560000,False,225.0,32.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Right Corner 3,24+ Right,22.78,Missed,,,,,,,,,,,,,,,,,,
367,PT07M28.00S,2024-11-17T02:31:31.7Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,63,68,2024-11-17T02:31:31Z,3570000,False,,,0,,J. Pöltl REBOUND (Off:4 Def:4),[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,Right Corner 3,24+ Right,,,,,,,366.0,8.0,4.0,4.0,,,,,,,,,,
368,PT07M26.00S,2024-11-17T02:31:33.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,29.911300919842315,73.52941176470588,1610612761,63,68,2024-11-17T02:31:37Z,3580000,False,-118.0,229.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
369,PT07M23.00S,2024-11-17T02:31:36.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,68,2024-11-17T02:31:37Z,3590000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Left Center,,,,,,,368.0,7.0,7.0,0.0,,,,,,,,,,
370,PT07M16.00S,2024-11-17T02:31:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.46057818659659,48.529411764705884,1610612738,65,68,2024-11-17T02:33:06Z,3600000,False,-7.0,18.0,1,right,D. White driving Layup (12 PTS) (L. Kornet 2 AST),"[1628401, 1628436]",1610612738.0,BOS,driving,,,,,,,White,D. White,Restricted Area,0-8 Center,1.98,Made,12.0,,,,,,,,,,,,L. Kornet,1628436.0,2.0,,,
373,PT07M02.00S,2024-11-17T02:31:57.8Z,3,REGULAR,3pt,Jump Shot,[],1630534,31.35676741130092,69.36274509803921,1610612761,65,68,2024-11-17T02:33:21Z,3620000,False,-97.0,242.0,1,left,MISS O. Agbaji 26' pullup 3PT,[1630534],1610612761.0,TOR,pullup,,,,,,,Agbaji,O. Agbaji,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
374,PT07M01.00S,2024-11-17T02:31:58.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,68,2024-11-17T02:32:43Z,3630000,False,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,Above the Break 3,24+ Left Center,,,,,,,373.0,8.0,8.0,0.0,,,,,,,,,,
375,PT06M54.00S,2024-11-17T02:32:06.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,72.88107752956637,83.57843137254902,1610612738,65,68,2024-11-17T02:33:57Z,3640000,False,168.0,202.0,1,right,MISS D. White 26' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,,,,,White,D. White,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
376,PT06M51.00S,2024-11-17T02:32:09.3Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,65,68,2024-11-17T02:33:57Z,3650000,False,,,0,,L. Kornet REBOUND (Off:3 Def:2),[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,Above the Break 3,24+ Right Center,,,,,,,375.0,5.0,2.0,3.0,,,,,,,,,,
377,PT06M42.00S,2024-11-17T02:32:18.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201143,95.0886990801577,95.83333333333334,1610612738,65,68,2024-11-17T02:32:22Z,3660000,False,229.0,-6.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
378,PT06M39.00S,2024-11-17T02:32:21.6Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,65,68,2024-11-17T02:32:22Z,3670000,False,,,0,,R. Barrett REBOUND (Off:0 Def:6),[1629628],1610612761.0,TOR,,,,,,,,Barrett,R. Barrett,Right Corner 3,24+ Right,,,,,,,377.0,6.0,6.0,0.0,,,,,,,,,,
414,PT06M35.00S,2024-11-17T02:32:43.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,13.797634691195796,53.232230392156865,1610612761,65,68,2024-11-17T04:21:04Z,3675000,False,-16.0,77.0,1,left,MISS R. Barrett 7' running Layup - blocked,"[1629628, 1628401]",1610612761.0,TOR,running,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),0-8 Center,7.89,Missed,,,,,,,,,,,,,,,,White,1628401.0,
415,PT06M35.00S,2024-11-17T02:32:43.5Z,3,REGULAR,block,,[],1628401,,,1610612761,65,68,2024-11-17T02:40:49Z,3677500,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,,,,,White,D. White,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
416,PT06M34.00S,2024-11-17T02:32:44.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,65,68,2024-11-17T02:51:57Z,3678750,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,414.0,,,,,,,,,,,,,
379,PT06M34.00S,2024-11-17T02:33:08.4Z,3,REGULAR,jumpball,recovered,[],1627751,,,1610612761,65,68,2024-11-17T03:01:18Z,3680000,False,,,0,,Jump Ball R. Barrett vs. D. White: Tip to J. Pöltl,"[1627751, 1629628, 1628401]",1610612761.0,TOR,heldball,J. Pöltl,Barrett,1629628.0,White,1628401.0,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,1627751.0
383,PT06M29.00S,2024-11-17T02:33:28.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,65,68,2024-11-17T02:33:28Z,3720000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M29.00S,2024-11-17T02:35:46.6Z,3,REGULAR,substitution,out,[],1641711,,,1610612761,65,68,2024-11-17T02:36:09Z,3730000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,
385,PT06M29.00S,2024-11-17T02:35:46.6Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,65,68,2024-11-17T02:36:09Z,3740000,False,,,0,,SUB out: J. Pöltl,[1627751],1610612761.0,TOR,,,,,,,,Pöltl,J. Pöltl,,,,,,,,,,,,,,,,,,,,,,
386,PT06M29.00S,2024-11-17T02:35:46.6Z,3,REGULAR,substitution,in,[],1628981,,,1610612761,65,68,2024-11-17T02:36:09Z,3750000,False,,,0,,SUB in: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
387,PT06M29.00S,2024-11-17T02:35:46.6Z,3,REGULAR,substitution,in,[],1642419,,,1610612761,65,68,2024-11-17T02:36:09Z,3760000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,
388,PT06M17.00S,2024-11-17T02:36:36.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,16.245072273324574,53.92156862745098,1610612761,65,70,2024-11-17T02:40:49Z,3770000,False,-20.0,100.0,1,left,R. Barrett 10' driving floating Jump Shot (13 PTS),[1629628],1610612761.0,TOR,driving floating,,,,,,,Barrett,R. Barrett,In The Paint (Non-RA),8-16 Center,10.21,Made,13.0,,,,,,,,,,,,,,,,,
389,PT05M56.00S,2024-11-17T02:36:57.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,89.04402102496715,46.81372549019608,1610612738,65,70,2024-11-17T02:37:06Z,3780000,False,-16.0,50.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,,,,,Tatum,J. Tatum,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
390,PT05M55.00S,2024-11-17T02:36:58.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,65,70,2024-11-17T02:37:06Z,3790000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,389.0,,,,,,,,,,,,,
392,PT05M55.00S,2024-11-17T02:37:05.7Z,3,REGULAR,substitution,out,[],1628401,,,1610612761,65,70,2024-11-17T02:37:10Z,3810000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,
393,PT05M55.00S,2024-11-17T02:37:05.7Z,3,REGULAR,substitution,out,[],201143,,,1610612761,65,70,2024-11-17T02:37:10Z,3820000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,
394,PT05M55.00S,2024-11-17T02:37:05.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612761,65,70,2024-11-17T02:37:10Z,3830000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,
395,PT05M55.00S,2024-11-17T02:37:05.7Z,3,REGULAR,substitution,in,[],1630573,,,1610612761,65,70,2024-11-17T02:37:10Z,3840000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,
396,PT05M42.00S,2024-11-17T02:37:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,6.652431011826544,53.67647058823529,1610612761,65,72,2024-11-17T02:37:34Z,3850000,False,-18.0,10.0,1,left,B. Fernando alley-oop Layup (4 PTS) (R. Barrett 8 AST),"[1628981, 1629628]",1610612761.0,TOR,alley-oop,,,,,,,Fernando,B. Fernando,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,,,R. Barrett,1629628.0,8.0,,,
398,PT05M19.00S,2024-11-17T02:37:52.2Z,3,REGULAR,3pt,Jump Shot,[],1630202,67.09921156373193,73.0392156862745,1610612738,68,72,2024-11-17T02:38:05Z,3870000,False,115.0,257.0,1,right,P. Pritchard 28' 3PT step back (3 PTS),[1630202],1610612738.0,BOS,step back,,,,,,,Pritchard,P. Pritchard,Above the Break 3,24+ Right Center,28.15,Made,3.0,,,,,,,,,,,,,,,,,
399,PT04M58.00S,2024-11-17T02:38:13.1Z,3,REGULAR,3pt,Jump Shot,[],1630534,4.812746386333772,97.79411764705883,1610612761,68,72,2024-11-17T02:38:18Z,3880000,False,-239.0,-7.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
400,PT04M55.00S,2024-11-17T02:38:16.1Z,3,REGULAR,rebound,offensive,[],1628981,,,1610612761,68,72,2024-11-17T02:38:18Z,3890000,False,,,0,,B. Fernando REBOUND (Off:1 Def:1),[1628981],1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,Left Corner 3,24+ Left,,,,,,,399.0,2.0,1.0,1.0,,,,,,,,,,
401,PT04M54.00S,2024-11-17T02:38:17.7Z,3,REGULAR,turnover,bad pass,[],1628981,,,1610612761,68,72,2024-11-17T02:38:24Z,3900000,False,,,0,,B. Fernando bad pass TURNOVER (2 TO),"[1628981, 1628436]",1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,Right Corner 3,24+ Right,,,,2.0,Kornet,1628436.0,,,,,,,,,,,,,,
402,PT04M54.00S,2024-11-17T02:38:17.7Z,3,REGULAR,steal,,[],1628436,,,1610612738,68,72,2024-11-17T02:38:19Z,3910000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,,,,,Kornet,L. Kornet,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
403,PT04M48.00S,2024-11-17T02:38:23.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,67.23061760840999,75.49019607843137,1610612738,71,72,2024-11-17T02:38:27Z,3920000,False,127.0,256.0,1,right,P. Pritchard 28' 3PT  (6 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,,,,,Pritchard,P. Pritchard,Above the Break 3,24+ Right Center,28.55,Made,6.0,,,,,,,,,,,,J. Tatum,1628369.0,3.0,,,
405,PT04M35.00S,2024-11-17T02:38:40.1Z,3,REGULAR,foul,personal,[],1630202,,,1610612761,71,72,2024-11-17T02:38:49Z,3940000,False,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1628981]",1610612738.0,BOS,,,,,,,1628481.0,Pritchard,P. Pritchard,Mid-Range,16-24 Center,,,,,,,,,,,1.0,0.0,Fernando,1628981.0,,,,,,
407,PT04M35.00S,2024-11-17T02:38:53.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612761,71,72,2024-11-17T02:38:56Z,3960000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,
408,PT04M35.00S,2024-11-17T02:38:53.8Z,3,REGULAR,substitution,in,[],1641775,,,1610612761,71,72,2024-11-17T02:38:56Z,3970000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,
409,PT04M30.00S,2024-11-17T02:39:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630534,10.463206307490145,4.166666666666666,1610612761,71,72,2024-11-17T02:39:15Z,3980000,False,229.0,46.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,,,,,Agbaji,O. Agbaji,Right Corner 3,24+ Right,23.38,Missed,,,,,,,,,,,,,,,,,,
410,PT04M27.00S,2024-11-17T02:39:14.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,72,2024-11-17T02:39:15Z,3990000,False,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,,,,,Tatum,J. Tatum,Right Corner 3,24+ Right,,,,,,,409.0,9.0,9.0,0.0,,,,,,,,,,
411,PT04M22.00S,2024-11-17T02:39:18.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628436,92.9862023653088,53.431372549019606,1610612738,73,72,2024-11-17T02:39:24Z,4000000,False,17.0,13.0,1,right,L. Kornet running alley-oop Layup (2 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,running alley-oop,,,,,,,Kornet,L. Kornet,Restricted Area,0-8 Center,2.18,Made,2.0,,,,,,,,,,,,P. Pritchard,1630202.0,1.0,,,
413,PT04M22.00S,2024-11-17T02:39:26.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612761,73,72,2024-11-17T02:39:26Z,4020000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M22.00S,2024-11-17T02:40:44.8Z,3,REGULAR,substitution,out,[],1628981,,,1610612761,73,72,2024-11-17T02:40:58Z,4030000,False,,,0,,SUB out: B. Fernando,[1628981],1610612761.0,TOR,,,,,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,
418,PT04M22.00S,2024-11-17T02:40:44.8Z,3,REGULAR,substitution,out,[],1630558,,,1610612761,73,72,2024-11-17T02:40:58Z,4040000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,
419,PT04M22.00S,2024-11-17T02:40:44.8Z,3,REGULAR,substitution,out,[],1642419,,,1610612761,73,72,2024-11-17T02:40:58Z,4050000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,
420,PT04M22.00S,2024-11-17T02:40:44.8Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,73,72,2024-11-17T02:40:58Z,4060000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,
421,PT04M22.00S,2024-11-17T02:40:44.8Z,3,REGULAR,substitution,in,[],1642367,,,1610612761,73,72,2024-11-17T02:40:58Z,4070000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,
422,PT04M22.00S,2024-11-17T02:40:44.8Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,73,72,2024-11-17T02:40:58Z,4080000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,
423,PT04M06.00S,2024-11-17T02:41:15.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642367,6.389618922470433,43.872549019607845,1610612761,73,74,2024-11-17T02:41:21Z,4090000,False,31.0,8.0,1,left,J. Mogbo cutting DUNK (3 PTS) (R. Barrett 9 AST),"[1642367, 1629628]",1610612761.0,TOR,cutting,,,,,,,Mogbo,J. Mogbo,Restricted Area,0-8 Center,3.15,Made,3.0,,,,,,,,,,,,R. Barrett,1629628.0,9.0,,,
425,PT03M47.00S,2024-11-17T02:41:33.4Z,3,REGULAR,3pt,Jump Shot,[],1641775,93.51182654402102,95.34313725490196,1610612738,73,74,2024-11-17T02:41:38Z,4110000,False,227.0,8.0,1,right,MISS J. Walsh 3PT,[1641775],1610612738.0,BOS,,,,,,,,Walsh,J. Walsh,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
426,PT03M45.00S,2024-11-17T02:41:35.4Z,3,REGULAR,rebound,offensive,[],1641775,,,1610612738,73,74,2024-11-17T02:41:38Z,4120000,False,,,0,,J. Walsh REBOUND (Off:1 Def:0),[1641775],1610612738.0,BOS,,,,,,,,Walsh,J. Walsh,Right Corner 3,24+ Right,,,,,,,425.0,1.0,0.0,1.0,,,,,,,,,,
427,PT03M43.00S,2024-11-17T02:41:38.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,84.97043363994744,96.32352941176471,1610612738,76,74,2024-11-17T02:41:42Z,4130000,False,232.0,89.0,1,right,S. Hauser 24' 3PT  (8 PTS) (J. Walsh 1 AST),"[1630573, 1641775]",1610612738.0,BOS,,,,,,,,Hauser,S. Hauser,Right Corner 3,24+ Right,24.8,Made,8.0,,,,,,,,,,,,J. Walsh,1641775.0,1.0,,,
429,PT03M25.00S,2024-11-17T02:41:56.6Z,3,REGULAR,foul,personal,['2freethrow'],1641775,,,1610612761,76,74,2024-11-17T02:42:09Z,4150000,False,,,0,,J. Walsh shooting personal FOUL (1 PF) (Barrett 2 FT),"[1641775, 1629628]",1610612738.0,BOS,shooting,,,,,,203593.0,Walsh,J. Walsh,Mid-Range,8-16 Right,,,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,,,
