actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M38.00S,2024-11-20T00:07:35.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,0,2,2024-11-20T00:07:45Z,170000,False,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,
18,PT10M35.00S,2024-11-20T00:07:39.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,91.40932982917214,51.71568627450981,1610612739,0,2,2024-11-20T00:07:53Z,180000,False,9.0,28.0,1,right,MISS J. Allen putback Layup,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
19,PT10M34.00S,2024-11-20T00:07:40.1Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,2,2024-11-20T00:07:53Z,190000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT10M22.00S,2024-11-20T00:07:50.4Z,1,REGULAR,3pt,Jump Shot,[],201950,7.835085413929041,3.9215686274509802,1610612738,3,2,2024-11-20T00:07:55Z,200000,False,230.0,21.0,1,left,J. Holiday 3PT  (3 PTS) (D. White 1 AST),"[201950, 1628401]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.14,Made,3.0,,,,,,,,D. White,1628401.0,1.0,,,,,,,
22,PT10M09.00S,2024-11-20T00:08:03.2Z,1,REGULAR,2pt,Jump Shot,[],1629636,72.22404730617609,62.00980392156863,1610612739,3,2,2024-11-20T00:08:09Z,220000,False,60.0,209.0,1,right,MISS D. Garland 21' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Center,21.71,Missed,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2024-11-20T00:08:06.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,3,2,2024-11-20T00:08:06Z,230000,False,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Center,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,
24,PT10M02.00S,2024-11-20T00:08:11.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629636,90.3580814717477,73.52941176470588,1610612739,3,2,2024-11-20T00:08:18Z,240000,False,118.0,38.0,1,right,MISS D. Garland 12' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,12.36,Missed,,,,,,,,,,,,,,,,,,
25,PT10M00.00S,2024-11-20T00:08:13.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,2,2024-11-20T00:08:18Z,250000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M58.00S,2024-11-20T00:08:18.2Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,3,2,2024-11-20T00:08:25Z,260000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,204058.0,,,,,,
27,PT09M52.00S,2024-11-20T00:08:39.2Z,1,REGULAR,foul,personal,[],1628369,,,1610612739,3,2,2024-11-20T00:08:51Z,270000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1628386]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Allen,1628386.0,,
29,PT09M46.00S,2024-11-20T00:09:15.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,87.99277266754271,57.84313725490197,1610612739,3,2,2024-11-20T00:11:16Z,290000,False,39.0,60.0,1,right,MISS D. Garland 7' driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,,,,,,,,,,,,,,,,,,
30,PT09M44.00S,2024-11-20T00:09:17.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,2,2024-11-20T00:09:23Z,300000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,
31,PT09M28.00S,2024-11-20T00:09:32.8Z,1,REGULAR,2pt,Jump Shot,[],1627759,11.514454664914586,74.01960784313727,1610612738,3,2,2024-11-20T00:09:39Z,310000,False,-120.0,56.0,1,left,MISS J. Brown 13' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,13.24,Missed,,,,,,,,,,,,,,,,,,
32,PT09M27.00S,2024-11-20T00:09:33.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,3,2,2024-11-20T00:09:39Z,320000,False,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,31.0,3.0,2.0,1.0,,,,,,,,,,,,,
33,PT09M20.00S,2024-11-20T00:09:42.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,65.39093298291722,60.78431372549019,1610612739,3,2,2024-11-20T00:11:54Z,330000,False,54.0,273.0,1,right,MISS D. Mitchell 27' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
34,PT09M18.00S,2024-11-20T00:09:44.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,2,2024-11-20T00:11:54Z,340000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,
35,PT09M12.00S,2024-11-20T00:09:50.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,11.251642575558476,59.55882352941176,1610612738,3,2,2024-11-20T00:12:39Z,350000,False,-48.0,53.0,1,left,MISS J. Tatum 7' running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
36,PT09M10.00S,2024-11-20T00:09:52.6Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,3,2,2024-11-20T00:12:39Z,360000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,,,
37,PT09M06.00S,2024-11-20T00:09:56.2Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,3,2,2024-11-20T00:12:51Z,370000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1628369]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,
38,PT09M06.00S,2024-11-20T00:09:56.2Z,1,REGULAR,steal,,[],1628369,,,1610612738,3,2,2024-11-20T00:09:57Z,380000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
39,PT09M01.00S,2024-11-20T00:10:01.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,7.966491458607096,62.99019607843137,1610612738,3,2,2024-11-20T00:13:47Z,390000,False,-65.0,22.0,1,left,MISS J. Brown 6' running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,,
40,PT08M58.00S,2024-11-20T00:10:04.7Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,3,2,2024-11-20T00:13:47Z,400000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,
41,PT08M51.00S,2024-11-20T00:10:09.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.64323258869908,49.50980392156863,1610612739,3,4,2024-11-20T00:10:16Z,410000,False,-2.0,7.0,1,right,J. Allen cutting DUNK (2 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,,,,E. Mobley,1630596.0,1.0,,,,,,,
43,PT08M39.00S,2024-11-20T00:10:22.1Z,1,REGULAR,3pt,Jump Shot,[],201143,33.459264126149804,42.15686274509804,1610612738,6,4,2024-11-20T00:10:29Z,430000,False,39.0,262.0,1,left,A. Horford 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,26.49,Made,3.0,,,,,,,,J. Tatum,1628369.0,1.0,,,,,,,
45,PT08M23.00S,2024-11-20T00:10:37.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.59592641261499,75.73529411764706,1610612739,6,4,2024-11-20T00:10:43Z,450000,False,129.0,233.0,1,right,MISS D. Mitchell 26' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
46,PT08M22.00S,2024-11-20T00:10:38.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,6,4,2024-11-20T00:10:43Z,460000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,
47,PT08M06.00S,2024-11-20T00:10:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,43.872549019607845,1610612738,8,4,2024-11-20T00:11:02Z,470000,False,31.0,32.0,1,left,J. Tatum driving Layup (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,2.0,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2024-11-20T00:11:00.2Z,1,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612738,8,4,2024-11-20T00:11:10Z,480000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Tatum 1 FT),"[1628378, 1628369]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Tatum,1628369.0,,
50,PT08M06.00S,2024-11-20T00:11:27.0Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,9,4,2024-11-20T00:11:27Z,500000,False,,,0,,J. Tatum Free Throw 1 of 1 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
51,PT07M56.00S,2024-11-20T00:11:40.0Z,1,REGULAR,3pt,Jump Shot,[],1630596,66.04796320630749,41.66666666666667,1610612739,9,4,2024-11-20T00:11:46Z,510000,False,-42.0,267.0,1,right,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,26.98,Missed,,,,,,,,,,,,,,,,,,
52,PT07M55.00S,2024-11-20T00:11:41.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,9,4,2024-11-20T00:11:46Z,520000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,
53,PT07M43.00S,2024-11-20T00:11:53.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,22.946780551905388,89.70588235294117,1610612738,12,4,2024-11-20T00:11:57Z,530000,False,-199.0,163.0,1,left,J. Brown 25' 3PT  (3 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.7,Made,3.0,,,,,,,,J. Tatum,1628369.0,2.0,,,,,,,
55,PT07M41.00S,2024-11-20T00:11:58.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,12,4,2024-11-20T00:11:58Z,550000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M22.00S,2024-11-20T00:15:52.4Z,1,REGULAR,turnover,out-of-bounds,[],1630596,,,1610612739,12,4,2024-11-20T00:16:03Z,560000,False,,,0,,E. Mobley step out-of-bounds TURNOVER (2 TO),[1630596],1610612739.0,CLE,step,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,1628487.0,,,,,,
57,PT07M11.00S,2024-11-20T00:16:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,6.915243101182654,46.568627450980394,1610612738,12,4,2024-11-20T00:16:42Z,570000,False,17.0,13.0,1,left,MISS D. White cutting Layup - blocked,"[1628401, 1629636]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,2.13,Missed,,,,,,,,,,,,,,,,,Garland,1629636.0
58,PT07M11.00S,2024-11-20T00:16:09.6Z,1,REGULAR,block,,[],1629636,,,1610612738,12,4,2024-11-20T00:16:11Z,580000,False,,,0,,D. Garland BLOCK (1 BLK),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M09.00S,2024-11-20T00:16:11.6Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,12,4,2024-11-20T00:16:42Z,590000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,57.0,3.0,2.0,1.0,,,,,,,,,,,,,
60,PT07M04.00S,2024-11-20T00:16:17.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201950,8.754927726675426,5.392156862745098,1610612738,12,4,2024-11-20T00:17:00Z,600000,False,223.0,30.0,1,left,MISS J. Holiday pullup 3PT - blocked,"[201950, 1630241]",1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,22.5,Missed,,,,,,,,,,,,,,,,,Merrill,1630241.0
61,PT07M04.00S,2024-11-20T00:16:17.3Z,1,REGULAR,block,,[],1630241,,,1610612738,12,4,2024-11-20T00:16:19Z,610000,False,,,0,,S. Merrill BLOCK (1 BLK),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2024-11-20T00:16:19.3Z,1,REGULAR,rebound,offensive,[],201950,,,1610612738,12,4,2024-11-20T00:17:00Z,620000,False,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,
63,PT07M00.00S,2024-11-20T00:16:20.8Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612738,12,4,2024-11-20T00:17:20Z,630000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630596]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Mobley,1630596.0,,,,,,,,,,
64,PT07M00.00S,2024-11-20T00:16:20.8Z,1,REGULAR,steal,,[],1630596,,,1610612739,12,4,2024-11-20T00:16:22Z,640000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2024-11-20T00:16:28.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,95.22010512483574,50.49019607843137,1610612739,12,6,2024-11-20T00:16:31Z,650000,False,2.0,-8.0,1,right,J. Allen alley-oop DUNK (4 PTS) (E. Mobley 2 AST),"[1628386, 1630596]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.8,Made,4.0,,,,,,,,E. Mobley,1630596.0,2.0,,,,,,,
67,PT06M38.00S,2024-11-20T00:16:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.490144546649145,41.44454656862745,1610612738,12,6,2024-11-20T00:16:56Z,670000,False,43.0,18.0,1,left,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,,,,,,,,,
69,PT06M37.00S,2024-11-20T00:16:48.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,12,6,2024-11-20T00:16:56Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,67.0,,,,,,,,,,,,,,,,
71,PT06M32.00S,2024-11-20T00:17:04.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.276609724047304,61.274509803921575,1610612738,12,6,2024-11-20T00:17:12Z,710000,False,-56.0,251.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
72,PT06M31.00S,2024-11-20T00:17:05.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,12,6,2024-11-20T00:17:12Z,720000,False,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,71.0,4.0,3.0,1.0,,,,,,,,,,,,,
73,PT06M17.00S,2024-11-20T00:17:22.0Z,1,REGULAR,2pt,Jump Shot,[],1628378,75.1149802890933,28.676470588235293,1610612739,12,6,2024-11-20T00:18:44Z,730000,False,-107.0,181.0,1,right,MISS D. Mitchell 21' step back Shot,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,21.04,Missed,,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2024-11-20T00:17:24.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,6,2024-11-20T00:18:44Z,740000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT06M07.00S,2024-11-20T00:17:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,34.37910643889619,46.07843137254902,1610612738,15,6,2024-11-20T00:17:34Z,750000,False,20.0,271.0,1,left,J. Tatum 27' 3PT  (6 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.14,Made,6.0,,,,,,,,J. Brown,1627759.0,1.0,,,,,,,
77,PT05M55.00S,2024-11-20T00:17:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,83.39356110381078,50.73529411764706,1610612739,15,8,2024-11-20T00:17:46Z,770000,False,4.0,104.0,1,right,D. Garland 10' driving floating Jump Shot (2 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,10.37,Made,2.0,,,,,,,,,,,,,,,,,
78,PT05M36.00S,2024-11-20T00:17:59.7Z,1,REGULAR,3pt,Jump Shot,[],201143,26.888961892247043,18.627450980392158,1610612738,18,8,2024-11-20T00:18:04Z,780000,False,157.0,200.0,1,left,A. Horford 25' 3PT  (6 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.44,Made,6.0,,,,,,,,J. Tatum,1628369.0,3.0,,,,,,,
80,PT05M19.00S,2024-11-20T00:18:17.8Z,1,REGULAR,2pt,Jump Shot,[],1629636,88.51839684625493,77.20588235294117,1610612739,18,8,2024-11-20T00:19:31Z,800000,False,136.0,55.0,1,right,MISS D. Garland 14' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,Mid-Range,8-16 Right,14.69,Missed,,,,,,,,,,,,,,,,,,
81,PT05M17.00S,2024-11-20T00:18:19.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,18,8,2024-11-20T00:19:31Z,810000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,
82,PT05M13.00S,2024-11-20T00:18:25.0Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,18,8,2024-11-20T00:19:51Z,820000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,1146.0,,,,,,
83,PT05M13.00S,2024-11-20T00:18:29.7Z,1,REGULAR,substitution,out,[],1628401,,,1610612739,18,8,2024-11-20T00:18:49Z,830000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
