actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-12T23:43:34.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-12T23:43:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-03-12T23:43:37.0Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2025-03-12T23:43:37Z,40000,False,,,0,,Jump Ball C. Holmgren vs. A. Horford: Tip to C. Wallace,"[1641717, 1631096, 201143]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Holmgren,1631096.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-03-12T23:43:52.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,70.77858081471747,78.18627450980392,1610612760,0,3,2025-03-12T23:43:57Z,70000,False,141.0,222.0,1,right,L. Dort 26' 3PT  (3 PTS) (C. Wallace 1 AST),"[1629652, 1641717]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,26.31,Made,3.0,C. Wallace,1641717.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2025-03-12T23:44:15.5Z,1,REGULAR,2pt,Jump Shot,[],1627759,24.52365308804205,54.65686274509803,1610612738,0,3,2025-03-12T23:44:21Z,90000,False,-23.0,178.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,17.95,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-03-12T23:44:18.5Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,0,3,2025-03-12T23:44:21Z,100000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M11.00S,2025-03-12T23:44:22.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,27.020367936925098,18.137254901960784,1610612738,0,3,2025-03-12T23:44:29Z,110000,False,159.0,201.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2025-03-12T23:44:23.6Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,3,2025-03-12T23:44:29Z,120000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M02.00S,2025-03-12T23:44:31.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629652,93.64323258869908,53.92156862745098,1610612760,0,5,2025-03-12T23:44:52Z,130000,False,20.0,7.0,1,right,L. Dort running Layup (5 PTS),[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.09,Made,5.0,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2025-03-12T23:44:43.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,31.35676741130092,65.68627450980392,1610612738,0,5,2025-03-12T23:44:48Z,140000,False,-78.0,242.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2025-03-12T23:44:44.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,0,5,2025-03-12T23:44:48Z,150000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M39.00S,2025-03-12T23:44:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.59198423127464,43.627450980392155,1610612760,0,5,2025-03-12T23:45:03Z,160000,False,-32.0,17.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2025-03-12T23:44:56.1Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,0,5,2025-03-12T23:45:03Z,170000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M37.00S,2025-03-12T23:44:58.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628983,90.67017082785807,52.251838235294116,1610612760,0,7,2025-03-12T23:45:56Z,180000,False,11.0,35.0,1,right,S. Gilgeous-Alexander tip Layup (2 PTS),[1628983],1610612760.0,OKC,tip,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2025-03-12T23:45:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.83311432325887,44.037224264705884,1610612738,0,7,2025-03-12T23:47:44Z,190000,False,30.0,12.0,1,left,MISS J. Brown driving reverse Layup - blocked,"[1627759, 1631096]",1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,Holmgren,1631096.0,,,,,,,,
33,PT10M22.00S,2025-03-12T23:45:11.7Z,1,REGULAR,block,,[],1631096,,,1610612738,0,7,2025-03-12T23:47:44Z,195000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
