actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT04M35.00S,2025-02-07T00:49:44.7Z,1,REGULAR,steal,,[],202681,,,1610612742,18,19,2025-02-07T00:49:46Z,860000,False,,,0,,K. Irving STEAL (2 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M26.00S,2025-02-07T00:49:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,8.492115637319317,41.42156862745098,1610612742,18,21,2025-02-07T00:50:04Z,870000,False,43.0,27.0,1,left,S. Dinwiddie driving finger roll Layup (2 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,,5.08,,,,,,,,
90,PT04M03.00S,2025-02-07T00:50:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.10183968462549,46.07843137254902,1610612738,18,21,2025-02-07T00:50:23Z,880000,False,-20.0,88.0,1,right,MISS J. Brown 8' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,8.97,,,,,,,,
91,PT04M02.00S,2025-02-07T00:50:16.7Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,18,21,2025-02-07T00:50:23Z,890000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,
92,PT03M56.00S,2025-02-07T00:50:23.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203915,21.76412614980289,50.49019607843137,1610612742,18,23,2025-02-07T00:52:23Z,900000,False,-2.0,152.0,1,left,S. Dinwiddie 15' running pullup Jump Shot (4 PTS),[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Center,,,,,,Made,4.0,,,,,15.21,,,,,,,,
93,PT03M56.00S,2025-02-07T00:50:28.6Z,1,REGULAR,foul,personal,['1freethrow'],1630202,,,1610612742,18,23,2025-02-07T00:50:33Z,910000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1630202, 203915]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,1151.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,
95,PT03M56.00S,2025-02-07T00:50:35.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,18,23,2025-02-07T00:51:47Z,930000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M56.00S,2025-02-07T00:50:35.5Z,1,REGULAR,substitution,in,[],1641765,,,1610612742,18,23,2025-02-07T00:51:47Z,940000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M56.00S,2025-02-07T00:51:01.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203915,,,1610612742,18,24,2025-02-07T00:51:01Z,950000,False,,,0,,S. Dinwiddie Free Throw 1 of 1 (5 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
98,PT03M40.00S,2025-02-07T00:51:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,71.04139290407359,78.43137254901961,1610612738,21,24,2025-02-07T00:52:53Z,960000,False,142.0,220.0,1,right,D. White 26' 3PT pullup (8 PTS) (K. Porziņģis 1 AST),"[1628401, 204001]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,,,,,26.17,K. Porziņģis,204001.0,1.0,,,,,
100,PT03M15.00S,2025-02-07T00:51:44.3Z,1,REGULAR,3pt,Jump Shot,[],1630230,32.013797634691194,31.862745098039213,1610612742,21,24,2025-02-07T00:51:51Z,980000,False,91.0,248.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.44,,,,,,,,
101,PT03M14.00S,2025-02-07T00:51:45.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,21,24,2025-02-07T00:51:51Z,990000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,,,,,,100.0,3.0,2.0,1.0,,,,,,,,,
102,PT03M05.00S,2025-02-07T00:51:54.1Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,21,24,2025-02-07T00:51:57Z,1000000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 202681]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Irving,202681.0,,
103,PT03M05.00S,2025-02-07T00:51:54.1Z,1,REGULAR,steal,,[],202681,,,1610612742,21,24,2025-02-07T00:51:55Z,1010000,False,,,0,,K. Irving STEAL (3 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
104,PT03M02.00S,2025-02-07T00:51:57.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202681,28.597240473061763,77.94117647058823,1610612742,21,24,2025-02-07T00:52:06Z,1020000,False,-140.0,216.0,1,left,MISS K. Irving 25' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.75,,,,,,,,
105,PT03M00.00S,2025-02-07T00:51:59.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,21,24,2025-02-07T00:52:06Z,1030000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:3),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,,104.0,4.0,3.0,1.0,,,,,,,,,
106,PT02M47.00S,2025-02-07T00:52:11.7Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,21,24,2025-02-07T00:52:15Z,1040000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1630230]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2.0,Marshall,1630230.0,,
107,PT02M47.00S,2025-02-07T00:52:11.7Z,1,REGULAR,steal,,[],1630230,,,1610612742,21,24,2025-02-07T00:55:42Z,1050000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
108,PT02M41.00S,2025-02-07T00:52:17.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203915,33.327858081471746,38.48039215686275,1610612742,21,27,2025-02-07T00:54:54Z,1060000,False,58.0,261.0,1,left,S. Dinwiddie 26' 3PT running pullup (8 PTS),[203915],1610612742.0,DAL,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,,,,26.71,,,,,,,,
109,PT02M12.00S,2025-02-07T00:52:47.1Z,1,REGULAR,2pt,Jump Shot,[],204001,78.0059132720105,34.31372549019608,1610612738,21,27,2025-02-07T00:55:22Z,1070000,False,-78.0,154.0,1,right,MISS K. Porziņģis 17' fadeaway Shot,[204001],1610612738.0,BOS,fadeaway,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,17.3,,,,,,,,
110,PT02M11.00S,2025-02-07T00:52:48.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,21,27,2025-02-07T00:52:54Z,1080000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT02M03.00S,2025-02-07T00:52:56.3Z,1,REGULAR,3pt,Jump Shot,[],203915,27.020367936925098,80.88235294117648,1610612742,21,27,2025-02-07T00:55:43Z,1090000,False,-154.0,201.0,1,left,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.39,,,,,,,,
112,PT02M02.00S,2025-02-07T00:52:57.3Z,1,REGULAR,rebound,offensive,[],1641765,,,1610612742,21,27,2025-02-07T00:53:04Z,1100000,False,,,0,,O. Prosper REBOUND (Off:1 Def:0),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,
113,PT02M00.00S,2025-02-07T00:53:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641765,8.754927726675426,52.20588235294118,1610612742,21,27,2025-02-07T00:56:49Z,1110000,False,-11.0,30.0,1,left,MISS O. Prosper putback Layup - blocked,"[1641765, 204001]",1610612742.0,DAL,putback,,,Prosper,O. Prosper,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.18,,,,,,,Porziņģis,204001.0
114,PT02M00.00S,2025-02-07T00:53:00.1Z,1,REGULAR,block,,[],204001,,,1610612742,21,27,2025-02-07T00:53:02Z,1120000,False,,,0,,K. Porziņģis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT01M59.00S,2025-02-07T00:53:01.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,21,27,2025-02-07T00:53:14Z,1130000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,
117,PT01M56.00S,2025-02-07T00:53:14.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,21,27,2025-02-07T00:53:14Z,1150000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,21,27,2025-02-07T00:56:15Z,1160000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,out,[],204001,,,1610612738,21,27,2025-02-07T00:56:15Z,1170000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,21,27,2025-02-07T00:56:15Z,1180000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,out,[],202681,,,1610612738,21,27,2025-02-07T00:56:15Z,1190000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,21,27,2025-02-07T00:56:15Z,1200000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,21,27,2025-02-07T00:56:15Z,1210000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,in,[],201143,,,1610612738,21,27,2025-02-07T00:56:15Z,1220000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2025-02-07T00:55:57.7Z,1,REGULAR,substitution,in,[],203957,,,1610612738,21,27,2025-02-07T00:56:15Z,1230000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M54.00S,2025-02-07T00:56:36.5Z,1,REGULAR,3pt,Jump Shot,[],1630202,85.3646517739816,94.6078431372549,1610612738,21,27,2025-02-07T00:56:43Z,1240000,False,223.0,85.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.87,,,,,,,,
127,PT01M52.00S,2025-02-07T00:56:38.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,21,27,2025-02-07T00:56:43Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,126.0,,,,,,,,,,,,
129,PT01M51.00S,2025-02-07T00:56:55.1Z,1,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,21,27,2025-02-07T00:57:02Z,1270000,False,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,1146.0,,,,,,,,,,,,,,,1.0,,,,
130,PT01M42.00S,2025-02-07T00:57:15.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631108,20.318659658344284,66.66666666666666,1610612742,21,27,2025-02-07T00:57:23Z,1280000,False,-83.0,138.0,1,left,MISS M. Christie 16' driving floating Shot,[1631108],1610612742.0,DAL,driving floating,,,Christie,M. Christie,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,,,,16.16,,,,,,,,
131,PT01M41.00S,2025-02-07T00:57:16.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,21,27,2025-02-07T00:57:23Z,1290000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,
132,PT01M32.00S,2025-02-07T00:57:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.3580814717477,49.26470588235294,1610612738,23,27,2025-02-07T00:57:30Z,1300000,False,-4.0,38.0,1,right,J. Tatum driving finger roll Layup (3 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,3.83,,,,,,,,
133,PT01M28.00S,2025-02-07T00:57:31.4Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612742,23,27,2025-02-07T00:57:57Z,1310000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612742.0,DAL,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,1146.0,,,,,,,,,,,,,,,1.0,,,,
134,PT01M08.00S,2025-02-07T00:57:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,91.27792378449409,42.64705882352941,1610612738,23,27,2025-02-07T00:58:16Z,1320000,False,-37.0,29.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,4.72,,,,,,,,
135,PT01M07.00S,2025-02-07T00:57:54.1Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,23,27,2025-02-07T00:58:16Z,1330000,False,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,
136,PT01M06.00S,2025-02-07T00:57:56.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,90.09526938239159,46.07843137254902,1610612738,23,27,2025-02-07T00:58:27Z,1340000,False,-20.0,41.0,1,right,MISS J. Tatum putback Layup,[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,4.51,,,,,,,,
137,PT01M04.00S,2025-02-07T00:57:58.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,23,27,2025-02-07T00:58:27Z,1350000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,136.0,,,,,,,,,,,,
139,PT00M50.10S,2025-02-07T00:58:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630230,14.273981603153747,69.36274509803921,1610612742,23,29,2025-02-07T00:58:30Z,1370000,False,-97.0,82.0,1,left,N. Marshall 12' driving floating bank Jump Shot (2 PTS) (S. Dinwiddie 1 AST),"[1630230, 203915]",1610612742.0,DAL,driving floating bank,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,,,,,12.67,S. Dinwiddie,203915.0,1.0,,,,,
140,PT00M30.70S,2025-02-07T00:58:42.9Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,23,29,2025-02-07T00:58:49Z,1380000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1641765]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Prosper,1641765.0,,
141,PT00M30.70S,2025-02-07T00:58:42.9Z,1,REGULAR,steal,,[],1641765,,,1610612742,23,29,2025-02-07T00:58:44Z,1390000,False,,,0,,O. Prosper STEAL (1 STL),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M20.00S,2025-02-07T00:58:53.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203957,9.806176084099869,98.2843137254902,1610612742,23,32,2025-02-07T00:58:57Z,1400000,False,-241.0,40.0,1,left,D. Exum 24' 3PT  (6 PTS) (N. Marshall 1 AST),"[203957, 1630230]",1610612742.0,DAL,,,,Exum,D. Exum,,,,,Left Corner 3,24+ Left,,,,,,Made,6.0,,,,,24.46,N. Marshall,1630230.0,1.0,,,,,
144,PT00M00.00S,2025-02-07T00:59:24.5Z,1,REGULAR,3pt,Jump Shot,[],1630202,79.188567674113,93.87254901960785,1610612738,23,32,2025-02-07T01:01:42Z,1420000,False,219.0,143.0,1,right,MISS P. Pritchard 26' fadeaway bank 3PT,[1630202],1610612738.0,BOS,fadeaway bank,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.19,,,,,,,,
145,PT00M00.00S,2025-02-07T00:59:24.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,23,32,2025-02-07T01:01:42Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,144.0,,,,,,,,,,,,
146,PT00M00.00S,2025-02-07T00:59:28.5Z,1,REGULAR,period,end,[],0,,,1610612738,23,32,2025-02-07T00:59:28Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-02-07T01:02:33.5Z,2,REGULAR,substitution,out,['startperiod'],1641765,,,1610612738,23,32,2025-02-07T01:02:49Z,1450000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-02-07T01:02:33.5Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612738,23,32,2025-02-07T01:02:49Z,1460000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-02-07T01:02:33.5Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612738,23,32,2025-02-07T01:02:49Z,1470000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-02-07T01:02:33.5Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612738,23,32,2025-02-07T01:02:49Z,1480000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-02-07T01:03:02.2Z,2,REGULAR,period,start,[],0,,,1610612742,23,32,2025-02-07T01:03:02Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M47.00S,2025-02-07T01:03:14.3Z,2,REGULAR,2pt,Jump Shot,[],202691,21.76412614980289,60.5392156862745,1610612742,23,34,2025-02-07T01:03:35Z,1500000,False,-53.0,152.0,1,left,K. Thompson 16' pullup Jump Shot (12 PTS),[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,Made,12.0,,,,,16.1,,,,,,,,
154,PT11M30.00S,2025-02-07T01:03:31.6Z,2,REGULAR,3pt,Jump Shot,[],1630573,68.54467805519053,67.64705882352942,1610612738,23,34,2025-02-07T01:03:56Z,1510000,False,88.0,243.0,1,right,MISS S. Hauser 25' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.87,,,,,,,,
155,PT11M29.00S,2025-02-07T01:03:32.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,23,34,2025-02-07T01:03:40Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,154.0,,,,,,,,,,,,
157,PT11M20.00S,2025-02-07T01:03:51.1Z,2,REGULAR,2pt,Jump Shot,[],202691,25.706307490144546,37.745098039215684,1610612742,23,36,2025-02-07T01:03:56Z,1540000,False,61.0,189.0,1,left,K. Thompson 19' pullup Jump Shot (14 PTS) (M. Christie 2 AST),"[202691, 1631108]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,,,Made,14.0,,,,,19.88,M. Christie,1631108.0,2.0,,,,,
159,PT11M04.00S,2025-02-07T01:04:07.3Z,2,REGULAR,3pt,Jump Shot,[],201143,83.13074901445466,97.54901960784314,1610612738,23,36,2025-02-07T01:04:39Z,1560000,False,238.0,106.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.03,,,,,,,,
160,PT11M03.00S,2025-02-07T01:04:08.3Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,23,36,2025-02-07T01:04:36Z,1570000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,159.0,3.0,3.0,0.0,,,,,,,,,
161,PT10M53.00S,2025-02-07T01:04:17.9Z,2,REGULAR,2pt,Jump Shot,[],202691,26.728810775295663,72.57199754901961,1610612742,23,38,2025-02-07T01:04:30Z,1580000,False,-113.0,199.0,1,left,K. Thompson 22' turnaround Jump Shot (16 PTS) (D. Exum 2 AST),"[202691, 203957]",1610612742.0,DAL,turnaround,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,Made,16.0,,,,,22.86,D. Exum,203957.0,2.0,,,,,
163,PT10M33.00S,2025-02-07T01:04:38.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.64323258869908,48.77450980392157,1610612738,25,38,2025-02-07T01:04:41Z,1600000,False,-6.0,7.0,1,right,J. Tatum cutting DUNK (5 PTS) (L. Kornet 2 AST),"[1628369, 1628436]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,0.95,L. Kornet,1628436.0,2.0,,,,,
165,PT10M21.00S,2025-02-07T01:04:53.4Z,2,REGULAR,foul,personal,[],1630573,,,1610612742,25,38,2025-02-07T01:04:59Z,1620000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 202691]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,1151.0,1.0,0.0,Thompson,202691.0,,,,,,,,,,,,,,,
167,PT10M15.00S,2025-02-07T01:05:14.2Z,2,REGULAR,2pt,Jump Shot,[],202691,25.443495400788436,67.8921568627451,1610612742,25,40,2025-02-07T01:05:23Z,1640000,False,-89.0,187.0,1,left,K. Thompson 20' pullup Jump Shot (18 PTS) (D. Gafford 3 AST),"[202691, 1629655]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,Made,18.0,,,,,20.7,D. Gafford,1629655.0,3.0,,,,,
169,PT09M55.00S,2025-02-07T01:05:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,91.40932982917214,47.794117647058826,1610612738,25,40,2025-02-07T01:05:39Z,1660000,False,-11.0,28.0,1,right,MISS L. Kornet alley-oop Layup,[1628436],1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.04,,,,,,,,
170,PT09M53.00S,2025-02-07T01:05:36.0Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,25,40,2025-02-07T01:05:36Z,1670000,False,,,0,,D. Gafford REBOUND (Off:0 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,169.0,4.0,4.0,0.0,,,,,,,,,
