actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M03.00S,2025-03-02T18:13:31.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,94.56307490144546,96.81372549019608,1610612738,5,6,2025-03-02T18:13:39Z,190000,False,234.0,-1.0,1,right,MISS D. White fadeaway 3PT,[1628401],1610612738.0,BOS,fadeaway,,,White,D. White,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
21,PT10M02.00S,2025-03-02T18:13:32.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,6,2025-03-02T18:13:39Z,200000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT09M46.00S,2025-03-02T18:13:48.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.777266754270697,43.38235294117647,1610612743,5,6,2025-03-02T18:13:54Z,210000,False,33.0,58.0,1,left,MISS N. Jokić 6' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
23,PT09M45.00S,2025-03-02T18:13:49.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,6,2025-03-02T18:13:54Z,220000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT09M34.00S,2025-03-02T18:13:59.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,91.14651773981603,2.941176470588235,1610612738,8,6,2025-03-02T18:14:03Z,230000,False,-235.0,31.0,1,right,J. Brown 3PT  (3 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.73,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
27,PT09M18.00S,2025-03-02T18:14:31.9Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612743,8,6,2025-03-02T18:14:35Z,260000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),"[1629008, 1627759]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,
28,PT09M18.00S,2025-03-02T18:14:31.9Z,1,REGULAR,steal,,[],1627759,,,1610612738,8,6,2025-03-02T18:14:33Z,270000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
29,PT09M14.00S,2025-03-02T18:14:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201143,93.64323258869908,52.20588235294118,1610612738,10,6,2025-03-02T18:14:38Z,280000,False,11.0,7.0,1,right,A. Horford running Layup (4 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.32,Made,4.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
31,PT09M05.00S,2025-03-02T18:14:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.044678055190539,46.35033700980392,1610612743,10,8,2025-03-02T18:14:49Z,300000,False,18.0,4.0,1,left,N. Jokić cutting Layup (5 PTS) (R. Westbrook 1 AST),"[203999, 201566]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,1.87,Made,5.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
33,PT08M41.00S,2025-03-02T18:15:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612738,10,8,2025-03-02T18:15:26Z,320000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Brown 2 FT),"[1627750, 1627759]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1151.0,,,,1.0,0.0,Brown,1627759.0
35,PT08M41.00S,2025-03-02T18:15:43.1Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,11,8,2025-03-02T18:15:43Z,340000,False,,,0,,J. Brown Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
36,PT08M41.00S,2025-03-02T18:16:03.4Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,12,8,2025-03-02T18:16:03Z,350000,False,,,0,,J. Brown Free Throw 2 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
37,PT08M21.00S,2025-03-02T18:16:24.6Z,1,REGULAR,3pt,Jump Shot,[],201566,31.488173455978973,71.81372549019608,1610612743,12,8,2025-03-02T18:16:45Z,360000,False,-109.0,243.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
38,PT08M19.00S,2025-03-02T18:16:26.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,12,8,2025-03-02T18:16:45Z,370000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,
39,PT08M18.00S,2025-03-02T18:16:29.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,7.5722733245729295,46.32352941176471,1610612743,12,10,2025-03-02T18:16:50Z,380000,False,18.0,19.0,1,left,N. Jokić putback Layup (7 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,2.62,Made,7.0,,,,,,,,,,,,,,,,,
40,PT08M09.00S,2025-03-02T18:16:35.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,73.53810775295663,86.51960784313727,1610612738,15,10,2025-03-02T18:16:58Z,390000,False,183.0,196.0,1,right,J. Brown 26' 3PT pullup (8 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.8,Made,8.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
41,PT07M57.00S,2025-03-02T18:16:48.4Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,15,10,2025-03-02T18:16:55Z,400000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1628401]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,White,1628401.0,,,,
42,PT07M57.00S,2025-03-02T18:16:48.4Z,1,REGULAR,steal,,[],1628401,,,1610612738,15,10,2025-03-02T18:16:50Z,410000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M53.00S,2025-03-02T18:16:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,70.64717477003943,22.30392156862745,1610612738,15,10,2025-03-02T18:21:45Z,415000,False,-138.0,223.0,1,right,MISS J. Tatum 26' 3PT - blocked,"[1628369, 201566]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,Westbrook,201566.0,,,,,,,,,,,,
49,PT07M53.00S,2025-03-02T18:16:50.8Z,1,REGULAR,block,,[],201566,,,1610612738,15,10,2025-03-02T18:21:02Z,417500,False,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
50,PT07M52.00S,2025-03-02T18:16:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,15,10,2025-03-02T18:21:45Z,418750,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,48.0,,,,,,,,,,,
45,PT07M52.00S,2025-03-02T18:17:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,10,2025-03-02T18:17:19Z,440000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M40.00S,2025-03-02T18:21:25.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628401,69.99014454664915,78.43137254901961,1610612738,15,10,2025-03-02T18:21:57Z,460000,False,142.0,230.0,1,right,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2025-03-02T18:21:28.2Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,15,10,2025-03-02T18:21:32Z,470000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,52.0,1.0,0.0,1.0,,,,,,,,
54,PT07M32.00S,2025-03-02T18:21:33.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627759,92.85479632063075,95.58823529411765,1610612738,15,10,2025-03-02T18:21:40Z,480000,False,228.0,15.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,22.84,Missed,,,,,,,,,,,,,,,,,,
55,PT07M30.00S,2025-03-02T18:21:35.7Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,15,10,2025-03-02T18:21:40Z,490000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT07M21.00S,2025-03-02T18:21:45.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612743,15,10,2025-03-02T18:21:53Z,500000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1627759]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,
57,PT07M21.00S,2025-03-02T18:21:45.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,15,10,2025-03-02T18:21:47Z,510000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
58,PT07M17.00S,2025-03-02T18:21:48.5Z,1,REGULAR,turnover,bad pass,[],201143,,,1610612738,15,10,2025-03-02T18:21:55Z,520000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1631128]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Braun,1631128.0,,,,
59,PT07M17.00S,2025-03-02T18:21:48.5Z,1,REGULAR,steal,,[],1631128,,,1610612743,15,10,2025-03-02T18:21:50Z,530000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
60,PT07M08.00S,2025-03-02T18:21:58.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201566,19.053876478318003,83.3563112745098,1610612743,15,12,2025-03-02T18:23:43Z,540000,False,-167.0,127.0,1,left,R. Westbrook 20' pullup bank Jump Shot (5 PTS),[201566],1610612743.0,DEN,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,20.94,Made,5.0,,,,,,,,,,,,,,,,,
61,PT06M55.00S,2025-03-02T18:22:11.3Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,15,12,2025-03-02T18:22:15Z,550000,False,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 203999]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,2.0,Jokić,203999.0,,,,
62,PT06M55.00S,2025-03-02T18:22:11.3Z,1,REGULAR,steal,,[],203999,,,1610612743,15,12,2025-03-02T18:22:13Z,560000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2025-03-02T18:22:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612743,15,12,2025-03-02T18:22:32Z,570000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1628369, 1629008]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1151.0,,,,1.0,0.0,Porter Jr.,1629008.0
65,PT06M48.00S,2025-03-02T18:22:45.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629008,,,1610612743,15,12,2025-03-02T18:22:45Z,590000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 2,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2025-03-02T18:22:45.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,15,12,2025-03-02T18:22:45Z,600000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,
67,PT06M48.00S,2025-03-02T18:23:01.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629008,,,1610612743,15,13,2025-03-02T18:23:01Z,610000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (1 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2025-03-02T18:23:18.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,91.40932982917214,45.34313725490196,1610612738,15,13,2025-03-02T18:23:24Z,620000,False,-23.0,28.0,1,right,MISS L. Kornet Hook,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
69,PT06M32.00S,2025-03-02T18:23:19.0Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,15,13,2025-03-02T18:23:24Z,630000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,
70,PT06M24.00S,2025-03-02T18:23:29.7Z,1,REGULAR,turnover,traveling,[],1627750,,,1610612743,15,13,2025-03-02T18:23:34Z,640000,False,,,0,,J. Murray traveling TURNOVER (2 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,2.0,,,,,,
71,PT06M24.00S,2025-03-02T18:23:36.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,15,13,2025-03-02T18:23:42Z,650000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2025-03-02T18:23:36.1Z,1,REGULAR,substitution,out,[],1628436,,,1610612738,15,13,2025-03-02T18:23:42Z,660000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M24.00S,2025-03-02T18:23:36.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,15,13,2025-03-02T18:23:42Z,670000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M24.00S,2025-03-02T18:23:36.1Z,1,REGULAR,substitution,in,[],1629674,,,1610612738,15,13,2025-03-02T18:23:42Z,680000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M03.00S,2025-03-02T18:24:13.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201143,86.5473061760841,51.225490196078425,1610612738,15,13,2025-03-02T18:26:05Z,690000,False,6.0,74.0,1,right,MISS A. Horford 7' driving floating Shot,[201143],1610612738.0,BOS,driving floating,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2025-03-02T18:24:14.7Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,15,13,2025-03-02T18:24:20Z,700000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
77,PT05M48.00S,2025-03-02T18:24:28.8Z,1,REGULAR,3pt,Jump Shot,[],201566,32.53942181340342,67.64705882352942,1610612743,15,13,2025-03-02T18:27:00Z,710000,False,-88.0,253.0,1,left,MISS R. Westbrook 26' step back 3PT,[201566],1610612743.0,DEN,step back,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.83,Missed,,,,,,,,,,,,,,,,,,
78,PT05M47.00S,2025-03-02T18:24:29.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,15,13,2025-03-02T18:24:34Z,720000,False,,,0,,N. Jokić REBOUND (Off:2 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,77.0,3.0,1.0,2.0,,,,,,,,
79,PT05M43.00S,2025-03-02T18:24:34.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,31.225361366622867,25.98039215686275,1610612743,15,13,2025-03-02T18:24:43Z,730000,False,120.0,241.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
80,PT05M42.00S,2025-03-02T18:24:35.0Z,1,REGULAR,rebound,offensive,[],201566,,,1610612743,15,13,2025-03-02T18:24:43Z,740000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,,
81,PT05M32.00S,2025-03-02T18:24:44.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631128,27.283180026281208,84.55882352941177,1610612743,15,13,2025-03-02T18:24:53Z,750000,False,-173.0,204.0,1,left,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,26.73,Missed,,,,,,,,,,,,,,,,,,
82,PT05M31.00S,2025-03-02T18:24:45.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,15,13,2025-03-02T18:24:53Z,760000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,81.0,,,,,,,,,,,
84,PT05M31.00S,2025-03-02T18:24:53.8Z,1,REGULAR,foul,personal,[],1629674,,,1610612743,15,13,2025-03-02T18:25:04Z,780000,False,,,0,,N. Queta loose ball personal FOUL (1 PF),"[1629674, 203999]",1610612738.0,BOS,loose ball,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628172.0,,,,1.0,0.0,Jokić,203999.0
86,PT05M31.00S,2025-03-02T18:25:05.0Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,15,13,2025-03-02T18:25:10Z,800000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M31.00S,2025-03-02T18:25:05.0Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,15,13,2025-03-02T18:25:10Z,810000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M20.00S,2025-03-02T18:25:19.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201566,18.347568988173457,47.549019607843135,1610612743,15,13,2025-03-02T18:25:26Z,820000,False,12.0,120.0,1,left,MISS R. Westbrook 12' step back Shot,[201566],1610612743.0,DEN,step back,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,12.06,Missed,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2025-03-02T18:25:21.8Z,1,REGULAR,rebound,defensive,[],1629674,,,1610612738,15,13,2025-03-02T18:25:26Z,830000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,
