actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-01-11T00:40:23.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-11T00:40:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-11T00:40:26.2Z,1,REGULAR,jumpball,recovered,[],1628370,,,1610612758,0,0,2025-01-11T00:40:26Z,40000,False,,,0,,Jump Ball D. Sabonis vs. K. Porziņģis: Tip to M. Monk,"[1628370, 1627734, 204001]",1610612758.0,SAC,startperiod,M. Monk,1628370.0,Monk,M. Monk,Sabonis,1627734.0,Porziņģis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-01-11T00:40:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,19.92444152431012,63.23529411764706,1610612758,0,0,2025-01-11T00:40:48Z,70000,False,-66.0,135.0,1,left,MISS M. Monk 15' pullup Shot,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,15.02,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-01-11T00:40:41.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,0,0,2025-01-11T00:40:48Z,80000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2025-01-11T00:40:55.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,89.56964520367937,45.83333333333333,1610612738,2,0,2025-01-11T00:41:25Z,90000,False,-21.0,46.0,1,right,J. Brown Hook (2 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,
11,PT11M12.00S,2025-01-11T00:41:09.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,9.674770039421814,4.901960784313726,1610612758,2,3,2025-01-11T00:41:14Z,110000,False,225.0,38.0,1,left,M. Monk 3PT  (3 PTS) (K. Ellis 1 AST),"[1628370, 1631165]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,22.87,Made,,,,,3.0,K. Ellis,1631165.0,1.0,,,,,,,,,,
13,PT10M58.00S,2025-01-11T00:41:24.2Z,1,REGULAR,3pt,Jump Shot,[],204001,68.15045992115637,21.323529411764707,1610612738,5,3,2025-01-11T00:41:28Z,130000,False,-143.0,247.0,1,right,K. Porziņģis 28' 3PT  (3 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,28.55,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
15,PT10M41.00S,2025-01-11T00:41:41.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.427726675427067,51.9607843137255,1610612758,5,5,2025-01-11T00:41:45Z,150000,False,-10.0,111.0,1,left,D. DeRozan 11' fadeaway Jump Shot (2 PTS),[201942],1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,11.17,Made,,,,,2.0,,,,,,,,,,,,,
17,PT10M29.00S,2025-01-11T00:41:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,48.529411764705884,1610612738,7,5,2025-01-11T00:43:19Z,170000,False,-7.0,13.0,1,right,J. Brown Layup (4 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,4.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
19,PT10M16.00S,2025-01-11T00:42:06.3Z,1,REGULAR,3pt,Jump Shot,[],1628370,32.933639947437584,49.01960784313725,1610612758,7,5,2025-01-11T00:42:12Z,190000,False,5.0,257.0,1,left,MISS M. Monk 25' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
