actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-01-19T00:11:22.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-19T00:11:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-01-19T00:11:23.8Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2025-01-19T00:11:23Z,40000,False,,,0,,Jump Ball L. Kornet vs. C. Capela: Tip to D. White,"[1628401, 1628436, 203991]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Kornet,1628436.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-01-19T00:11:37.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,92.9862023653088,43.872549019607845,1610612738,0,0,2025-01-19T00:11:43Z,70000,False,-31.0,13.0,1,right,MISS L. Kornet turnaround Hook,[1628436],1610612738.0,BOS,turnaround,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-01-19T00:11:39.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2025-01-19T00:11:43Z,80000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M37.00S,2025-01-19T00:11:45.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,33.85348226018397,37.00980392156863,1610612737,0,0,2025-01-19T00:12:31Z,90000,False,65.0,266.0,1,left,MISS T. Young 27' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2025-01-19T00:11:47.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2025-01-19T00:11:57Z,100000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M28.00S,2025-01-19T00:11:53.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,72.48685939553219,18.137254901960784,1610612738,0,0,2025-01-19T00:11:59Z,110000,False,-159.0,206.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2025-01-19T00:11:55.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,0,2025-01-19T00:11:59Z,120000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M14.00S,2025-01-19T00:12:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,7.046649145860711,57.35294117647059,1610612737,0,0,2025-01-19T00:12:20Z,130000,False,-37.0,14.0,1,left,MISS J. Johnson driving Layup - blocked,"[1630552, 1628436]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,Kornet,1628436.0,,,,,,,,,,,,
14,PT11M14.00S,2025-01-19T00:12:08.1Z,1,REGULAR,block,,[],1628436,,,1610612737,0,0,2025-01-19T00:12:11Z,140000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M11.00S,2025-01-19T00:12:11.1Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,0,0,2025-01-19T00:12:13Z,150000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT11M07.00S,2025-01-19T00:12:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,68.80749014454665,31.127450980392158,1610612738,3,0,2025-01-19T00:15:26Z,160000,False,-94.0,241.0,1,right,J. Brown 25' 3PT running (3 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,
18,PT10M48.00S,2025-01-19T00:12:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.726018396846255,35.049019607843135,1610612737,3,0,2025-01-19T00:12:47Z,180000,False,75.0,48.0,1,left,MISS T. Young 8' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,8.9,Missed,,,,,,,,,,,,,,,,,,
19,PT10M47.00S,2025-01-19T00:12:34.0Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,3,0,2025-01-19T00:12:47Z,190000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Right,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M46.00S,2025-01-19T00:12:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,7.703679369250986,53.431372549019606,1610612737,3,2,2025-01-19T00:12:51Z,210000,False,-17.0,20.0,1,left,D. Daniels putback Layup (2 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,2.0,,,,,,,,,,,
22,PT10M36.00S,2025-01-19T00:12:45.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,28.921568627450984,1610612738,3,2,2025-01-19T00:13:04Z,220000,False,-105.0,233.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
23,PT10M35.00S,2025-01-19T00:12:46.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,3,2,2025-01-19T00:13:04Z,230000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M20.00S,2025-01-19T00:13:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,11.957950065703022,59.33670343137255,1610612737,3,4,2025-01-19T00:18:11Z,250000,False,-47.0,60.0,1,left,J. Johnson 7' floating Jump Shot (2 PTS) (V. Krejčí 1 AST),"[1630552, 1630249]",1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,,,,,,,2.0,V. Krejčí,1630249.0,1.0,,,,,,,,
27,PT09M59.00S,2025-01-19T00:13:32.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,81.02825229960578,93.38235294117648,1610612738,3,4,2025-01-19T00:13:40Z,270000,False,217.0,126.0,1,right,MISS J. Brown 25' 3PT - blocked,"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,Young,1629027.0,,,,,,,,,,,,
28,PT09M59.00S,2025-01-19T00:13:32.4Z,1,REGULAR,block,,[],1629027,,,1610612738,3,4,2025-01-19T00:13:36Z,280000,False,,,0,,T. Young BLOCK (1 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
29,PT09M56.00S,2025-01-19T00:13:35.4Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,3,4,2025-01-19T00:13:40Z,290000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT09M53.00S,2025-01-19T00:13:39.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,67.7562417871222,51.470588235294116,1610612738,6,4,2025-01-19T00:13:46Z,300000,False,7.0,251.0,1,right,J. Holiday 25' 3PT  (3 PTS) (J. Brown 1 AST),"[201950, 1627759]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.07,Made,,,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,
32,PT09M37.00S,2025-01-19T00:13:54.6Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,6,4,2025-01-19T00:13:59Z,320000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1628436]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Kornet,1628436.0,,,,,
33,PT09M37.00S,2025-01-19T00:13:54.6Z,1,REGULAR,steal,,[],1628436,,,1610612738,6,4,2025-01-19T00:13:56Z,330000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M33.00S,2025-01-19T00:13:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,92.06636005256242,44.6078431372549,1610612738,6,4,2025-01-19T00:20:36Z,340000,False,-27.0,22.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 1630249]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,Krejčí,1630249.0,,,,,,,,,,,,
35,PT09M33.00S,2025-01-19T00:13:59.2Z,1,REGULAR,block,,[],1630249,,,1610612738,6,4,2025-01-19T00:14:01Z,350000,False,,,0,,V. Krejčí BLOCK (1 BLK),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M29.00S,2025-01-19T00:14:03.2Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,6,4,2025-01-19T00:14:05Z,360000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
37,PT09M27.00S,2025-01-19T00:14:04.5Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,6,4,2025-01-19T00:21:22Z,370000,False,,,0,,D. Daniels bad pass TURNOVER (2 TO),"[1630700, 1628436]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Kornet,1628436.0,,,,,
38,PT09M27.00S,2025-01-19T00:14:04.5Z,1,REGULAR,steal,,[],1628436,,,1610612738,6,4,2025-01-19T00:14:06Z,380000,False,,,0,,L. Kornet STEAL (2 STL),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
39,PT09M25.00S,2025-01-19T00:14:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612738,6,4,2025-01-19T00:14:27Z,390000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Brown 2 FT),"[1630700, 1627759]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Brown,1627759.0
41,PT09M25.00S,2025-01-19T00:14:59.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,7,4,2025-01-19T00:22:01Z,410000,False,,,0,,J. Brown Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
42,PT09M25.00S,2025-01-19T00:14:59.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,8,4,2025-01-19T00:22:01Z,420000,False,,,0,,J. Brown Free Throw 2 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
43,PT09M16.00S,2025-01-19T00:15:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,20.18725361366623,37.5,1610612737,8,6,2025-01-19T00:15:35Z,430000,False,62.0,137.0,1,left,D. Daniels 15' driving floating Jump Shot (4 PTS) (T. Young 1 AST),"[1630700, 1629027]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,15.09,Made,,,,,,,4.0,T. Young,1629027.0,1.0,,,,,,,,
44,PT09M07.00S,2025-01-19T00:15:38.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.77463863337714,50.245098039215684,1610612738,10,6,2025-01-19T00:15:42Z,440000,False,1.0,6.0,1,right,J. Brown driving DUNK (7 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,7.0,D. White,1628401.0,2.0,,,,,,,,
47,PT08M54.00S,2025-01-19T00:15:58.1Z,1,REGULAR,violation,kicked ball,[],201950,,,1610612737,10,6,2025-01-19T00:16:16Z,460000,False,,,0,,J. Holiday kicked ball VIOLATION,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,1627963.0,,,,
48,PT08M44.00S,2025-01-19T00:16:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630552,31.882391590013142,35.294117647058826,1610612737,10,6,2025-01-19T00:16:27Z,470000,False,74.0,247.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
49,PT08M38.00S,2025-01-19T00:16:26.8Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,10,6,2025-01-19T00:16:27Z,480000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT08M31.00S,2025-01-19T00:16:32.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,67.36202365308804,33.088235294117645,1610612738,10,6,2025-01-19T00:16:38Z,490000,False,-85.0,254.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.8,Missed,,,,,,,,,,,,,,,,,,
51,PT08M28.00S,2025-01-19T00:16:35.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,10,6,2025-01-19T00:16:38Z,500000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,,,
52,PT08M25.00S,2025-01-19T00:16:39.3Z,1,REGULAR,turnover,lost ball,[],1630552,,,1610612737,10,6,2025-01-19T00:16:42Z,510000,False,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[1630552, 1628369]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,
53,PT08M25.00S,2025-01-19T00:16:39.3Z,1,REGULAR,steal,,[],1628369,,,1610612738,10,6,2025-01-19T00:17:36Z,520000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
54,PT08M23.00S,2025-01-19T00:16:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628436,93.38042049934296,51.9607843137255,1610612738,12,6,2025-01-19T00:24:55Z,530000,False,10.0,10.0,1,right,L. Kornet cutting Layup (2 PTS) (J. Tatum 1 AST),"[1628436, 1628369]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,
56,PT08M09.00S,2025-01-19T00:16:55.3Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,12,6,2025-01-19T00:17:00Z,550000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1627759]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,
57,PT08M09.00S,2025-01-19T00:16:55.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,12,6,2025-01-19T00:16:57Z,560000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
58,PT08M07.00S,2025-01-19T00:16:58.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,94.03745072273325,50.98039215686274,1610612738,14,6,2025-01-19T00:17:21Z,570000,False,5.0,4.0,1,right,J. Brown running Layup (9 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,9.0,,,,,,,,,,,
59,PT08M07.00S,2025-01-19T00:17:04.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,14,6,2025-01-19T00:17:04Z,580000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
