actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-28T00:40:36.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-28T00:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-28T00:40:39.7Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2024-12-28T00:40:39Z,40000,False,,,0,,Jump Ball M. Turner vs. A. Horford: Tip to T. Haliburton,"[1630169, 1626167, 201143]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Turner,1626167.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
58,PT11M48.00S,2024-12-28T00:40:43.5Z,1,REGULAR,turnover,lost ball,[],1631097,,,1610612754,0,0,2024-12-28T00:47:47Z,65000,False,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 1628369]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,
59,PT11M48.00S,2024-12-28T00:40:43.5Z,1,REGULAR,steal,,[],1628369,,,1610612738,0,0,2024-12-28T00:47:47Z,67500,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2024-12-28T00:40:51.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,30.56833114323259,77.69607843137256,1610612738,0,0,2024-12-28T00:47:52Z,90000,False,-138.0,235.0,1,left,MISS S. Hauser 27' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,27.26,Missed,,,,,,,,,,,,,,,
10,PT11M39.00S,2024-12-28T00:40:55.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2024-12-28T00:41:03Z,100000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M25.00S,2024-12-28T00:41:09.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,88.12417871222075,97.05882352941177,1610612754,0,0,2024-12-28T00:43:53Z,110000,False,235.0,59.0,1,right,MISS M. Turner 24' step back 3PT,[1626167],1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,24.26,Missed,,,,,,,,,,,,,,,
12,PT11M23.00S,2024-12-28T00:41:11.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2024-12-28T00:41:16Z,120000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M13.00S,2024-12-28T00:41:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,9.806176084099869,47.30392156862745,1610612738,0,0,2024-12-28T00:41:28Z,130000,False,13.0,40.0,1,left,MISS A. Horford turnaround Hook,[201143],1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,4.19,Missed,,,,,,,,,,,,,,,
14,PT11M11.00S,2024-12-28T00:41:24.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2024-12-28T00:41:28Z,140000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,,
