actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
168,PT12M00.00S,2025-02-13T00:41:25.8Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612759,37,19,2025-02-13T00:41:40Z,1580000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-02-13T00:41:25.8Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612759,37,19,2025-02-13T00:41:40Z,1590000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-02-13T00:41:25.8Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612759,37,19,2025-02-13T00:41:40Z,1600000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-02-13T00:41:25.8Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612759,37,19,2025-02-13T00:41:40Z,1610000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-02-13T00:41:47.3Z,2,REGULAR,period,start,[],0,,,1610612759,37,19,2025-02-13T00:41:47Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M50.00S,2025-02-13T00:41:56.4Z,2,REGULAR,3pt,Jump Shot,[],1642264,67.49342969776609,62.00980392156863,1610612759,37,19,2025-02-13T00:42:02Z,1630000,False,60.0,253.0,1,right,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
174,PT11M49.00S,2025-02-13T00:41:57.4Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,37,19,2025-02-13T00:42:02Z,1640000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,173.0,,,,,,,2.0,2.0,0.0,,,,,,,,
175,PT11M44.00S,2025-02-13T00:42:02.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204001,7.835085413929041,47.05882352941176,1610612738,39,19,2025-02-13T00:42:06Z,1650000,False,15.0,21.0,1,left,K. Porziņģis running Layup (8 PTS) (D. White 4 AST),"[204001, 1628401]",1610612738.0,BOS,running,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,2.57,Made,,8.0,D. White,1628401.0,4.0,,,,,,,,,,,,,
177,PT11M29.00S,2025-02-13T00:42:17.2Z,2,REGULAR,3pt,Jump Shot,[],1641705,66.3107752956636,59.31372549019608,1610612759,39,19,2025-02-13T00:42:24Z,1670000,False,47.0,264.0,1,right,MISS V. Wembanyama 26' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.83,Missed,,,,,,,,,,,,,,,,,,
178,PT11M27.00S,2025-02-13T00:42:19.2Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,39,19,2025-02-13T00:42:24Z,1680000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,177.0,,,,,,,3.0,2.0,1.0,,,,,,,,
179,PT11M14.00S,2025-02-13T00:42:32.7Z,2,REGULAR,turnover,lost ball,[],204001,,,1610612738,39,19,2025-02-13T00:42:38Z,1690000,False,,,0,,K. Porziņģis lost ball TURNOVER (3 TO),"[204001, 101108]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,3.0,Paul,101108.0
180,PT11M14.00S,2025-02-13T00:42:32.7Z,2,REGULAR,steal,,[],101108,,,1610612759,39,19,2025-02-13T00:42:34Z,1700000,False,,,0,,C. Paul STEAL (2 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
181,PT11M10.00S,2025-02-13T00:42:36.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642264,94.69448094612353,49.01960784313725,1610612759,39,21,2025-02-13T00:42:42Z,1710000,False,-5.0,-3.0,1,right,S. Castle running DUNK (4 PTS) (C. Paul 3 AST),"[1642264, 101108]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.55,Made,,4.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,
183,PT10M51.00S,2025-02-13T00:42:56.1Z,2,REGULAR,turnover,out-of-bounds,[],204001,,,1610612738,39,21,2025-02-13T00:43:01Z,1730000,False,,,0,,K. Porziņģis bad pass out-of-bounds TURNOVER (4 TO),[204001],1610612738.0,BOS,bad pass,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2002.0,,,,,4.0,,
184,PT10M37.00S,2025-02-13T00:43:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,90.88370565045992,41.17647058823529,1610612759,39,21,2025-02-13T00:43:22Z,1740000,False,-44.0,33.0,1,right,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
185,PT10M36.00S,2025-02-13T00:43:17.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,39,21,2025-02-13T00:43:22Z,1750000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,184.0,,,,,,,4.0,4.0,0.0,,,,,,,,
186,PT10M31.00S,2025-02-13T00:43:23.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,28.728646517739815,24.264705882352942,1610612738,39,21,2025-02-13T00:44:33Z,1760000,False,129.0,218.0,1,left,MISS P. Pritchard 25' running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
187,PT10M29.00S,2025-02-13T00:43:25.4Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,39,21,2025-02-13T00:43:29Z,1770000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,186.0,,,,,,,1.0,1.0,0.0,,,,,,,,
188,PT10M23.00S,2025-02-13T00:43:31.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],101108,89.70105124835742,4.166666666666666,1610612759,39,21,2025-02-13T00:45:01Z,1780000,False,-229.0,44.0,1,right,MISS C. Paul running 3PT - blocked,"[101108, 201143]",1610612759.0,SAS,running,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,Horford,201143.0,,,,,,,,,,,
189,PT10M23.00S,2025-02-13T00:43:31.5Z,2,REGULAR,block,,[],201143,,,1610612759,39,21,2025-02-13T00:43:34Z,1790000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
190,PT10M21.00S,2025-02-13T00:43:33.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,39,21,2025-02-13T00:43:40Z,1800000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,188.0,,,,,,,2.0,1.0,1.0,,,,,,,,
191,PT10M14.00S,2025-02-13T00:43:39.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628401,10.988830486202366,55.63725490196079,1610612738,41,21,2025-02-13T00:43:55Z,1810000,False,-28.0,51.0,1,left,D. White driving floating bank Jump Shot (10 PTS),[1628401],1610612738.0,BOS,driving floating bank,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.81,Made,,10.0,,,,,,,,,,,,,,,,
192,PT10M02.00S,2025-02-13T00:43:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,92.85479632063075,45.83333333333333,1610612759,41,23,2025-02-13T00:45:38Z,1820000,False,-21.0,15.0,1,right,V. Wembanyama driving Layup (6 PTS),[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.55,Made,,6.0,,,,,,,,,,,,,,,,
193,PT09M48.00S,2025-02-13T00:44:08.3Z,2,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612738,41,23,2025-02-13T00:44:23Z,1830000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Porziņģis 2 FT),"[1629640, 204001]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,2.0,0.0,Porziņģis,204001.0,,,
195,PT09M48.00S,2025-02-13T00:44:40.7Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,42,23,2025-02-13T00:44:40Z,1850000,False,,,0,,K. Porziņģis Free Throw 1 of 2 (9 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
196,PT09M48.00S,2025-02-13T00:44:41.4Z,2,REGULAR,substitution,out,[],1642264,,,1610612738,42,23,2025-02-13T00:44:45Z,1860000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M48.00S,2025-02-13T00:44:41.4Z,2,REGULAR,substitution,in,[],1630577,,,1610612738,42,23,2025-02-13T00:44:45Z,1870000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M48.00S,2025-02-13T00:45:01.7Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,43,23,2025-02-13T00:45:01Z,1880000,False,,,0,,K. Porziņģis Free Throw 2 of 2 (10 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
199,PT09M24.00S,2025-02-13T00:45:26.9Z,2,REGULAR,2pt,Jump Shot,[],1630170,76.82325886990802,31.372549019607842,1610612759,43,23,2025-02-13T00:46:17Z,1890000,False,-93.0,165.0,1,right,MISS D. Vassell 18' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,18.98,Missed,,,,,,,,,,,,,,,,,,
200,PT09M21.00S,2025-02-13T00:45:29.9Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,43,23,2025-02-13T00:45:35Z,1900000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,199.0,,,,,,,1.0,0.0,1.0,,,,,,,,
201,PT09M13.00S,2025-02-13T00:45:37.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,91.93495400788436,40.44117647058824,1610612759,43,23,2025-02-13T00:45:42Z,1910000,False,-48.0,23.0,1,right,MISS V. Wembanyama alley-oop Layup,[1641705],1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,5.32,Missed,,,,,,,,,,,,,,,,,,
202,PT09M11.00S,2025-02-13T00:45:39.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,23,2025-02-13T00:45:39Z,1920000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,201.0,,,,,,,2.0,1.0,1.0,,,,,,,,
203,PT09M07.00S,2025-02-13T00:45:43.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,28.203022339027594,79.41176470588235,1610612738,43,23,2025-02-13T00:45:49Z,1930000,False,-147.0,213.0,1,left,MISS D. White 25' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
204,PT09M06.00S,2025-02-13T00:45:44.1Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,43,23,2025-02-13T00:45:49Z,1940000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,203.0,,,,,,,4.0,4.0,0.0,,,,,,,,
205,PT08M57.00S,2025-02-13T00:45:54.2Z,2,REGULAR,3pt,Jump Shot,[],1630577,79.45137976346912,8.57843137254902,1610612759,43,23,2025-02-13T00:46:02Z,1950000,False,-207.0,141.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
206,PT08M55.00S,2025-02-13T00:45:56.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,43,23,2025-02-13T00:47:19Z,1960000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,205.0,,,,,,,5.0,5.0,0.0,,,,,,,,
207,PT08M40.00S,2025-02-13T00:46:11.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,11.12023653088042,35.78431372549019,1610612738,43,23,2025-02-13T00:49:36Z,1970000,False,71.0,52.0,1,left,MISS K. Porziņģis 8' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Right,8.81,Missed,,,,,,,,,,,,,,,,,,
208,PT08M40.00S,2025-02-13T00:46:11.4Z,2,REGULAR,rebound,defensive,[],101108,,,1610612759,43,23,2025-02-13T00:48:11Z,1980000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,,,207.0,,,,,,,1.0,1.0,0.0,,,,,,,,
209,PT08M34.00S,2025-02-13T00:46:16.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630170,91.80354796320631,50.245098039215684,1610612759,43,23,2025-02-13T00:46:24Z,1990000,False,1.0,25.0,1,right,MISS D. Vassell running Layup,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
210,PT08M33.00S,2025-02-13T00:46:17.9Z,2,REGULAR,rebound,offensive,[],1630577,,,1610612759,43,23,2025-02-13T00:48:32Z,2000000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,209.0,,,,,,,1.0,0.0,1.0,,,,,,,,
211,PT08M33.00S,2025-02-13T00:46:20.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630577,94.40999984741211,50.0,1610612759,43,23,2025-02-13T00:49:19Z,2010000,False,0.0,0.0,1,right,MISS J. Champagnie tip Layup - blocked,"[1630577, 201143]",1610612759.0,SAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,Horford,201143.0,,,,,,,,,,,
216,PT08M33.00S,2025-02-13T00:46:20.6Z,2,REGULAR,block,,[],201143,,,1610612759,43,23,2025-02-13T00:48:36Z,2015000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT08M32.00S,2025-02-13T00:46:21.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,23,2025-02-13T00:46:34Z,2020000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,211.0,,,,,,,3.0,2.0,1.0,,,,,,,,
213,PT08M26.00S,2025-02-13T00:46:24.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204001,29.122864651773984,25.245098039215684,1610612738,46,23,2025-02-13T00:50:00Z,2030000,False,124.0,221.0,1,left,K. Porziņģis 25' 3PT running (13 PTS) (P. Pritchard 1 AST),"[204001, 1630202]",1610612738.0,BOS,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,25.36,Made,,13.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,
215,PT08M26.00S,2025-02-13T00:46:29.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,46,23,2025-02-13T00:46:29Z,2050000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M26.00S,2025-02-13T00:49:23.1Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,46,23,2025-02-13T00:49:57Z,2060000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M26.00S,2025-02-13T00:49:23.1Z,2,REGULAR,substitution,in,[],1628368,,,1610612759,46,23,2025-02-13T00:49:57Z,2080000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M26.00S,2025-02-13T00:49:23.1Z,2,REGULAR,substitution,in,[],203084,,,1610612759,46,23,2025-02-13T00:49:57Z,2090000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M26.00S,2025-02-13T00:49:23.1Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,46,23,2025-02-13T00:53:39Z,2095000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M12.00S,2025-02-13T00:50:15.1Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612759,46,23,2025-02-13T00:50:21Z,2100000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[201143, 1641705]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2002.0,1.0,0.0,Wembanyama,1641705.0,,,
223,PT08M12.00S,2025-02-13T00:50:46.0Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,46,24,2025-02-13T00:50:46Z,2120000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
224,PT08M12.00S,2025-02-13T00:51:05.8Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,46,25,2025-02-13T00:51:05Z,2130000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (8 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
225,PT08M01.00S,2025-02-13T00:51:18.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,32.933639947437584,37.00980392156863,1610612738,46,25,2025-02-13T00:51:37Z,2140000,False,65.0,257.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
226,PT07M59.00S,2025-02-13T00:51:20.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,46,25,2025-02-13T00:51:33Z,2150000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,225.0,,,,,,,5.0,5.0,0.0,,,,,,,,
227,PT07M47.00S,2025-02-13T00:51:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,93.38042049934296,55.63725490196079,1610612759,46,27,2025-02-13T00:51:37Z,2160000,False,28.0,10.0,1,right,H. Barnes driving Layup (2 PTS),[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.98,Made,,2.0,,,,,,,,,,,,,,,,
228,PT07M29.00S,2025-02-13T00:51:52.0Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,46,27,2025-02-13T00:52:14Z,2170000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1630577]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Champagnie,1630577.0
229,PT07M29.00S,2025-02-13T00:51:52.0Z,2,REGULAR,steal,,[],1630577,,,1610612759,46,27,2025-02-13T00:52:50Z,2180000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
230,PT07M22.00S,2025-02-13T00:51:58.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628368,92.19776609724047,50.245098039215684,1610612759,46,29,2025-02-13T00:53:27Z,2190000,False,1.0,21.0,1,right,D. Fox running finger roll Layup (8 PTS),[1628368],1610612759.0,SAS,running finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.08,Made,,8.0,,,,,,,,,,,,,,,,
232,PT07M00.00S,2025-02-13T00:52:26.5Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,46,29,2025-02-13T00:52:30Z,2210000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M00.00S,2025-02-13T00:52:26.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,46,29,2025-02-13T00:52:30Z,2220000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M57.00S,2025-02-13T00:52:47.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,30.699737187910642,23.774509803921568,1610612738,46,29,2025-02-13T00:52:57Z,2230000,False,131.0,236.0,1,left,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
235,PT06M55.00S,2025-02-13T00:52:49.2Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,46,29,2025-02-13T00:52:57Z,2240000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,234.0,,,,,,,3.0,1.0,2.0,,,,,,,,
236,PT06M48.00S,2025-02-13T00:52:56.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201143,30.17411300919842,75.49019607843137,1610612738,46,29,2025-02-13T00:53:06Z,2250000,False,-127.0,231.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
237,PT06M46.00S,2025-02-13T00:52:58.2Z,2,REGULAR,rebound,defensive,[],101108,,,1610612759,46,29,2025-02-13T00:53:06Z,2260000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,236.0,,,,,,,2.0,2.0,0.0,,,,,,,,
238,PT06M36.00S,2025-02-13T00:53:12.1Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,46,29,2025-02-13T00:53:17Z,2270000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (1 TO),[1628368],1610612759.0,SAS,lost ball,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202041.0,,,,,1.0,,
239,PT06M25.00S,2025-02-13T00:53:25.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,12.302890932982917,4.901960784313726,1610612738,49,29,2025-02-13T00:53:42Z,2280000,False,225.0,63.0,1,left,D. White 3PT  (13 PTS) (P. Pritchard 2 AST),"[1628401, 1630202]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.42,Made,,13.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,
242,PT06M06.00S,2025-02-13T00:53:44.6Z,2,REGULAR,3pt,Jump Shot,[],203084,78.9257555847569,90.44117647058823,1610612759,49,29,2025-02-13T00:53:51Z,2300000,False,202.0,146.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,,,
243,PT06M05.00S,2025-02-13T00:53:45.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,49,29,2025-02-13T00:53:51Z,2310000,False,,,0,,D. White REBOUND (Off:0 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,242.0,,,,,,,6.0,6.0,0.0,,,,,,,,
244,PT05M56.00S,2025-02-13T00:53:55.6Z,2,REGULAR,turnover,lost ball,[],1630202,,,1610612738,49,29,2025-02-13T00:54:00Z,2320000,False,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 101108]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Paul,101108.0
245,PT05M56.00S,2025-02-13T00:53:55.6Z,2,REGULAR,steal,,[],101108,,,1610612759,49,29,2025-02-13T00:53:57Z,2330000,False,,,0,,C. Paul STEAL (3 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
