actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
78,PT06M23.00S,2025-02-13T00:24:27.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,16,12,2025-02-13T00:24:39Z,760000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M23.00S,2025-02-13T00:24:27.7Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,16,12,2025-02-13T00:24:39Z,770000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M23.00S,2025-02-13T00:24:27.7Z,1,REGULAR,substitution,in,[],1631110,,,1610612738,16,12,2025-02-13T00:24:39Z,780000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M23.00S,2025-02-13T00:24:27.7Z,1,REGULAR,substitution,in,[],1630577,,,1610612738,16,12,2025-02-13T00:24:39Z,790000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M21.00S,2025-02-13T00:24:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630202,10.85742444152431,96.32352941176471,1610612738,16,12,2025-02-13T00:24:57Z,800000,False,-232.0,50.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
83,PT06M20.00S,2025-02-13T00:24:52.8Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,16,12,2025-02-13T00:24:57Z,810000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,82.0,,,,,,,1.0,1.0,0.0,,,,,,,,
84,PT06M05.00S,2025-02-13T00:25:08.5Z,1,REGULAR,3pt,Jump Shot,[],203084,69.85873850197109,77.20588235294117,1610612759,16,12,2025-02-13T00:25:15Z,820000,False,136.0,231.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
85,PT06M04.00S,2025-02-13T00:25:09.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,16,12,2025-02-13T00:25:15Z,830000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,84.0,,,,,,,,,,,,,,,,,
86,PT06M04.00S,2025-02-13T00:25:14.5Z,1,REGULAR,foul,personal,[],1631110,,,1610612738,16,12,2025-02-13T00:25:27Z,840000,False,,,0,,J. Sochan loose ball personal FOUL (1 PF),"[1631110, 1628369]",1610612759.0,SAS,loose ball,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202041.0,1.0,0.0,Tatum,1628369.0,,,
88,PT05M53.00S,2025-02-13T00:25:40.4Z,1,REGULAR,foul,offensive,[],204001,,,1610612738,16,12,2025-02-13T00:25:53Z,860000,False,,,0,,K. Porziņģis offensive FOUL (1 PF),"[204001, 1631110]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2002.0,1.0,0.0,Sochan,1631110.0,,,
90,PT05M53.00S,2025-02-13T00:25:40.4Z,1,REGULAR,turnover,offensive foul,[],204001,,,1610612738,16,12,2025-02-13T00:25:53Z,880000,False,,,0,,K. Porziņģis offensive foul TURNOVER (2 TO),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2002.0,,,,,2.0,,
91,PT05M38.00S,2025-02-13T00:26:10.1Z,1,REGULAR,foul,personal,[],204001,,,1610612759,16,12,2025-02-13T00:26:25Z,890000,False,,,0,,K. Porziņģis personal FOUL (2 PF),"[204001, 203084]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1627963.0,2.0,0.0,Barnes,203084.0,,,
93,PT05M29.00S,2025-02-13T00:26:42.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630577,73.27529566360053,84.06862745098039,1610612759,16,15,2025-02-13T00:26:47Z,910000,False,170.0,199.0,1,right,J. Champagnie 26' 3PT  (3 PTS) (D. Fox 1 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.17,Made,,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,
95,PT05M14.00S,2025-02-13T00:26:57.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,30.699737187910642,31.127450980392158,1610612738,19,15,2025-02-13T00:27:01Z,930000,False,94.0,236.0,1,left,D. White 25' 3PT step back (3 PTS),[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.43,Made,,3.0,,,,,,,,,,,,,,,,
96,PT05M00.00S,2025-02-13T00:27:11.6Z,1,REGULAR,3pt,Jump Shot,[],101108,67.62483574244416,57.107843137254896,1610612759,19,15,2025-02-13T00:27:23Z,940000,False,36.0,252.0,1,right,MISS C. Paul 25' pullup 3PT,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
97,PT04M59.00S,2025-02-13T00:27:12.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,19,15,2025-02-13T00:27:17Z,950000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,96.0,,,,,,,3.0,3.0,0.0,,,,,,,,
98,PT04M50.00S,2025-02-13T00:27:22.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,27.677398160315374,22.54901960784314,1610612738,22,15,2025-02-13T00:27:37Z,960000,False,137.0,208.0,1,left,D. White 24' 3PT  (6 PTS) (L. Kornet 1 AST),"[1628401, 1628436]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,24.9,Made,,6.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,,
100,PT04M33.00S,2025-02-13T00:27:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,92.55913272010513,51.470588235294116,1610612759,22,15,2025-02-13T00:28:19Z,980000,False,7.0,17.0,1,right,MISS J. Sochan driving Layup,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
101,PT04M32.00S,2025-02-13T00:27:41.1Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,22,15,2025-02-13T00:27:47Z,990000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,100.0,,,,,,,3.0,3.0,0.0,,,,,,,,
102,PT04M15.00S,2025-02-13T00:27:56.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,51.71568627450981,1610612738,22,15,2025-02-13T00:28:02Z,1000000,False,-9.0,257.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
103,PT04M14.00S,2025-02-13T00:27:57.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,22,15,2025-02-13T00:28:02Z,1010000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,102.0,,,,,,,,,,,,,,,,,
105,PT04M14.00S,2025-02-13T00:28:02.2Z,1,REGULAR,substitution,out,[],204001,,,1610612759,22,15,2025-02-13T00:28:15Z,1030000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M14.00S,2025-02-13T00:28:02.2Z,1,REGULAR,substitution,out,[],101108,,,1610612759,22,15,2025-02-13T00:28:15Z,1040000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2025-02-13T00:28:02.2Z,1,REGULAR,substitution,out,[],203084,,,1610612759,22,15,2025-02-13T00:28:15Z,1050000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M14.00S,2025-02-13T00:28:02.2Z,1,REGULAR,substitution,in,[],1628470,,,1610612759,22,15,2025-02-13T00:28:15Z,1060000,False,,,0,,SUB in: T. Craig,[1628470],1610612738.0,BOS,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M14.00S,2025-02-13T00:28:02.2Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,22,15,2025-02-13T00:28:15Z,1070000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M14.00S,2025-02-13T00:28:02.2Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,22,15,2025-02-13T00:28:15Z,1080000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M06.00S,2025-02-13T00:28:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,66.44218134034165,42.8921568627451,1610612759,22,15,2025-02-13T00:29:12Z,1090000,False,-36.0,263.0,1,right,MISS D. Fox 26' pullup 3PT,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
112,PT04M05.00S,2025-02-13T00:28:35.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,22,15,2025-02-13T00:28:42Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,111.0,,,,,,,,,,,,,,,,,
113,PT04M05.00S,2025-02-13T00:28:41.7Z,1,REGULAR,foul,personal,[],1630202,,,1610612759,22,15,2025-02-13T00:28:56Z,1110000,False,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 1629640]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,202041.0,1.0,0.0,Johnson,1629640.0,,,
115,PT03M53.00S,2025-02-13T00:29:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642264,66.44218134034165,69.36274509803921,1610612759,22,15,2025-02-13T00:29:15Z,1130000,False,97.0,263.0,1,right,MISS S. Castle 28' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,28.02,Missed,,,,,,,,,,,,,,,,,,
116,PT03M52.00S,2025-02-13T00:29:10.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,15,2025-02-13T00:29:15Z,1140000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,115.0,,,,,,,4.0,4.0,0.0,,,,,,,,
117,PT03M42.00S,2025-02-13T00:29:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,31.35676741130092,34.31372549019608,1610612738,22,15,2025-02-13T00:29:55Z,1150000,False,78.0,242.0,1,left,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
118,PT03M40.00S,2025-02-13T00:29:23.2Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,22,15,2025-02-13T00:29:29Z,1160000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,117.0,,,,,,,1.0,1.0,0.0,,,,,,,,
119,PT03M32.00S,2025-02-13T00:29:32.5Z,1,REGULAR,turnover,out-of-bounds,[],1631110,,,1610612759,22,15,2025-02-13T00:29:38Z,1170000,False,,,0,,J. Sochan lost ball out-of-bounds TURNOVER (1 TO),[1631110],1610612759.0,SAS,lost ball,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,,,,,1.0,,
120,PT03M17.00S,2025-02-13T00:29:51.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628401,11.251642575558476,63.48039215686274,1610612738,24,15,2025-02-13T00:30:21Z,1180000,False,-67.0,53.0,1,left,D. White 8' driving floating Jump Shot (8 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,8.59,Made,,8.0,,,,,,,,,,,,,,,,
121,PT03M02.00S,2025-02-13T00:30:05.8Z,1,REGULAR,3pt,Jump Shot,[],1629640,74.32654402102497,85.04901960784314,1610612759,24,15,2025-02-13T00:30:12Z,1190000,False,175.0,189.0,1,right,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
122,PT03M01.00S,2025-02-13T00:30:06.8Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,24,15,2025-02-13T00:30:12Z,1200000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,121.0,,,,,,,1.0,1.0,0.0,,,,,,,,
123,PT02M48.00S,2025-02-13T00:30:20.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,8.754927726675426,78.67647058823529,1610612738,26,15,2025-02-13T00:31:12Z,1210000,False,-143.0,30.0,1,left,J. Tatum 14' fadeaway Jump Shot (9 PTS) (D. White 3 AST),"[1628369, 1628401]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,14.65,Made,,9.0,D. White,1628401.0,3.0,,,,,,,,,,,,,
125,PT02M47.00S,2025-02-13T00:30:27.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,26,15,2025-02-13T00:30:27Z,1230000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M47.00S,2025-02-13T00:33:21.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612759,26,15,2025-02-13T00:33:36Z,1240000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M47.00S,2025-02-13T00:33:21.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612759,26,15,2025-02-13T00:33:36Z,1250000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M47.00S,2025-02-13T00:33:21.2Z,1,REGULAR,substitution,in,[],1630573,,,1610612759,26,15,2025-02-13T00:33:36Z,1260000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M47.00S,2025-02-13T00:33:21.2Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,26,15,2025-02-13T00:33:36Z,1270000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M47.00S,2025-02-13T00:33:21.2Z,1,REGULAR,substitution,out,[],1628470,,,1610612759,26,15,2025-02-13T00:37:13Z,1275000,False,,,0,,SUB out: T. Craig,[1628470],1610612738.0,BOS,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M47.00S,2025-02-13T00:33:21.2Z,1,REGULAR,substitution,in,[],201143,,,1610612759,26,15,2025-02-13T00:37:13Z,1277500,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M37.00S,2025-02-13T00:34:05.4Z,1,REGULAR,2pt,Jump Shot,[],1642264,91.67214191852825,75.49019607843137,1610612759,26,17,2025-02-13T00:34:23Z,1280000,False,127.0,26.0,1,right,S. Castle 13' driving floating Jump Shot (2 PTS) (K. Johnson 1 AST),"[1642264, 1629640]",1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,13.01,Made,,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,
131,PT02M21.00S,2025-02-13T00:34:20.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,31.882391590013142,32.1078431372549,1610612738,26,17,2025-02-13T00:34:27Z,1290000,False,89.0,247.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
132,PT02M20.00S,2025-02-13T00:34:21.7Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,26,17,2025-02-13T00:34:27Z,1300000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,131.0,,,,,,,2.0,1.0,1.0,,,,,,,,
133,PT02M18.00S,2025-02-13T00:34:24.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,18.610381077529567,92.15686274509804,1610612738,26,17,2025-02-13T00:34:31Z,1310000,False,-211.0,122.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,24.38,Missed,,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2025-02-13T00:34:25.4Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,26,17,2025-02-13T00:34:31Z,1320000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,133.0,,,,,,,1.0,0.0,1.0,,,,,,,,
135,PT02M04.00S,2025-02-13T00:34:38.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,12.565703022339028,40.68627450980392,1610612738,28,17,2025-02-13T00:34:42Z,1330000,False,47.0,66.0,1,left,J. Tatum 8' driving floating Jump Shot (11 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,8.05,Made,,11.0,,,,,,,,,,,,,,,,
136,PT01M53.00S,2025-02-13T00:34:49.0Z,1,REGULAR,3pt,Jump Shot,[],1641705,67.7562417871222,69.85294117647058,1610612759,28,17,2025-02-13T00:34:56Z,1340000,False,99.0,251.0,1,right,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
137,PT01M51.00S,2025-02-13T00:34:51.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,17,2025-02-13T00:34:56Z,1350000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,136.0,,,,,,,5.0,5.0,0.0,,,,,,,,
138,PT01M44.00S,2025-02-13T00:34:57.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,29.6484888304862,24.264705882352942,1610612738,31,17,2025-02-13T00:35:03Z,1360000,False,129.0,226.0,1,left,S. Hauser 26' 3PT running pullup (3 PTS) (J. Tatum 2 AST),"[1630573, 1628369]",1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.03,Made,,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,
140,PT01M28.00S,2025-02-13T00:35:16.0Z,1,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,31,17,2025-02-13T00:35:50Z,1380000,False,,,0,,S. Castle bad pass out-of-bounds TURNOVER (1 TO),[1642264],1610612759.0,SAS,bad pass,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2002.0,,,,,1.0,,
163,PT01M28.00S,2025-02-13T00:35:33.9Z,1,REGULAR,substitution,out,[],1631110,,,1610612738,31,17,2025-02-13T00:38:09Z,1395000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M28.00S,2025-02-13T00:35:33.9Z,1,REGULAR,substitution,in,[],1630170,,,1610612738,31,17,2025-02-13T00:38:09Z,1402500,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M13.00S,2025-02-13T00:35:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,25.443495400788436,85.04901960784314,1610612738,31,17,2025-02-13T00:36:10Z,1410000,False,-175.0,187.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
144,PT01M10.00S,2025-02-13T00:35:54.9Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,31,17,2025-02-13T00:36:10Z,1420000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,143.0,,,,,,,1.0,0.0,1.0,,,,,,,,
146,PT01M03.00S,2025-02-13T00:36:19.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,30.436925098554536,69.11764705882352,1610612738,31,17,2025-02-13T00:36:27Z,1440000,False,-96.0,234.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
147,PT01M00.00S,2025-02-13T00:36:22.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,31,17,2025-02-13T00:36:22Z,1450000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,146.0,,,,,,,3.0,3.0,0.0,,,,,,,,
150,PT00M52.00S,2025-02-13T00:36:30.6Z,1,REGULAR,2pt,Layup,[],1630577,90.48948751642575,67.15686274509804,1610612759,31,19,2025-02-13T00:36:36Z,1460000,False,86.0,37.0,1,right,J. Champagnie 9' driving Layup (5 PTS) (V. Wembanyama 2 AST),"[1630577, 1641705]",1610612759.0,SAS,driving,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,9.34,Made,,5.0,V. Wembanyama,1641705.0,2.0,,,,,,,,,,,,,
152,PT00M35.60S,2025-02-13T00:36:50.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,29.122864651773984,24.754901960784316,1610612738,34,19,2025-02-13T00:36:54Z,1470000,False,126.0,221.0,1,left,J. Tatum 25' 3PT pullup (14 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.48,Made,,14.0,,,,,,,,,,,,,,,,
155,PT00M13.70S,2025-02-13T00:37:16.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,81.15965834428384,94.6078431372549,1610612759,34,19,2025-02-13T00:37:23Z,1480000,False,223.0,125.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
156,PT00M12.00S,2025-02-13T00:37:18.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,19,2025-02-13T00:37:23Z,1490000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,155.0,,,,,,,6.0,6.0,0.0,,,,,,,,
157,PT00M05.20S,2025-02-13T00:37:26.3Z,1,REGULAR,foul,personal,[],1629640,,,1610612738,34,19,2025-02-13T00:37:32Z,1500000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1628369]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2002.0,1.0,0.0,Tatum,1628369.0,,,
159,PT00M05.20S,2025-02-13T00:37:47.9Z,1,REGULAR,substitution,out,[],1628436,,,1610612738,34,19,2025-02-13T00:37:54Z,1520000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M05.20S,2025-02-13T00:37:47.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,34,19,2025-02-13T00:37:54Z,1530000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2025-02-13T00:38:04.7Z,1,REGULAR,3pt,Jump Shot,[],201143,30.042706964520367,71.56862745098039,1610612738,37,19,2025-02-13T00:38:13Z,1540000,False,-108.0,230.0,1,left,A. Horford 25' 3PT  (6 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,25.39,Made,,6.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,
166,PT00M00.00S,2025-02-13T00:38:20.1Z,1,REGULAR,period,end,[],0,,,1610612759,37,19,2025-02-13T00:38:20Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
