actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
346,PT11M03.00S,2024-10-29T00:52:27.7Z,3,REGULAR,3pt,Jump Shot,[],201950,27.020367936925098,19.852941176470587,1610612738,56,58,2024-10-29T00:53:02Z,3420000,False,151.0,201.0,1,left,J. Holiday 25' 3PT pullup (8 PTS),[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.16,Made,,,,,,,8.0,,,,,,,,,,,
347,PT10M48.00S,2024-10-29T00:52:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,44.6078431372549,1610612749,56,58,2024-10-29T00:55:42Z,3430000,False,-27.0,11.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 201143]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,Horford,201143.0,,,,,,,,,,,,
352,PT10M48.00S,2024-10-29T00:52:44.0Z,3,REGULAR,block,,[],201143,,,1610612749,56,58,2024-10-29T00:55:28Z,3432500,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT10M48.00S,2024-10-29T00:52:44.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,56,58,2024-10-29T00:56:15Z,3435000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,347.0,,,,,,,,,,,,,,,,,
349,PT10M48.00S,2024-10-29T00:53:31.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,56,58,2024-10-29T00:55:28Z,3450000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT10M31.00S,2024-10-29T00:56:40.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,21.369908015768726,32.1078431372549,1610612738,58,58,2024-10-29T00:57:26Z,3470000,False,89.0,148.0,1,left,J. Brown 17' pullup Jump Shot (11 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,17.33,Made,,,,,,,11.0,,,,,,,,,A. Horford,201143.0,1.0
354,PT10M17.00S,2024-10-29T00:56:50.4Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612749,58,58,2024-10-29T00:56:54Z,3480000,False,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1628369]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,
356,PT10M17.00S,2024-10-29T00:56:50.4Z,3,REGULAR,steal,,[],1628369,,,1610612738,58,58,2024-10-29T00:56:52Z,3490000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
357,PT10M13.00S,2024-10-29T00:56:54.5Z,3,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,58,58,2024-10-29T00:57:06Z,3500000,False,,,0,,B. Lopez shooting personal FOUL (2 PF) (Brown 2 FT),"[201572, 1627759]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1155.0,2.0,0.0,Brown,1627759.0,,,
359,PT10M13.00S,2024-10-29T00:57:29.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,59,58,2024-10-29T00:57:29Z,3520000,False,,,0,,J. Brown Free Throw 1 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
360,PT10M13.00S,2024-10-29T00:57:45.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,60,58,2024-10-29T00:57:45Z,3530000,False,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
361,PT09M57.00S,2024-10-29T00:58:02.6Z,3,REGULAR,2pt,Jump Shot,[],1629018,77.7431011826544,40.68627450980392,1610612749,60,58,2024-10-29T00:58:09Z,3540000,False,-47.0,157.0,1,right,MISS G. Trent Jr. 16' pullup Shot,[1629018],1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,16.35,Missed,,,,,,,,,,,,,,,,,,
362,PT09M54.00S,2024-10-29T00:58:05.6Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,60,58,2024-10-29T00:58:09Z,3550000,False,,,0,,B. Lopez REBOUND (Off:4 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Center,,,361.0,6.0,2.0,4.0,,,,,,,,,,,,,,
363,PT09M54.00S,2024-10-29T00:58:09.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,93.9060446780552,52.94117647058824,1610612749,60,60,2024-10-29T00:58:19Z,3560000,False,15.0,5.0,1,right,B. Lopez putback DUNK (12 PTS),[201572],1610612749.0,MIL,putback,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,12.0,,,,,,,,,,,
364,PT09M54.00S,2024-10-29T00:58:13.0Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612749,60,60,2024-10-29T00:58:19Z,3570000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Lopez 1 FT),"[1628369, 201572]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,2.0,0.0,Lopez,201572.0,,,
366,PT09M54.00S,2024-10-29T00:58:30.9Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],201572,,,1610612749,60,61,2024-10-29T00:58:30Z,3590000,False,,,0,,B. Lopez Free Throw 1 of 1 (13 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
367,PT09M42.00S,2024-10-29T00:58:44.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,67.64705882352942,1610612738,63,61,2024-10-29T00:58:50Z,3600000,False,-88.0,256.0,1,left,J. Tatum 27' 3PT  (11 PTS) (D. White 6 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.06,Made,,,,,,,11.0,,,,,,,,,D. White,1628401.0,6.0
369,PT09M21.00S,2024-10-29T00:59:05.3Z,3,REGULAR,2pt,Jump Shot,[],201572,82.07950065703022,32.35294117647059,1610612749,63,61,2024-10-29T01:00:49Z,3620000,False,-88.0,116.0,1,right,MISS B. Lopez 14' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,14.57,Missed,,,,,,,,,,,,,,,,,,
370,PT09M18.00S,2024-10-29T00:59:08.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,61,2024-10-29T00:59:12Z,3630000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,369.0,4.0,4.0,0.0,,,,,,,,,,,,,,
371,PT09M10.00S,2024-10-29T00:59:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.806176084099869,41.911764705882355,1610612738,63,61,2024-10-29T00:59:24Z,3640000,False,40.0,40.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,,,,
372,PT09M08.00S,2024-10-29T00:59:18.3Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612749,63,61,2024-10-29T00:59:24Z,3650000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,371.0,3.0,3.0,0.0,,,,,,,,,,,,,,
373,PT09M02.00S,2024-10-29T00:59:24.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201572,70.38436268068331,77.94117647058823,1610612749,63,61,2024-10-29T01:00:56Z,3660000,False,140.0,226.0,1,right,MISS B. Lopez 26' running 3PT,[201572],1610612749.0,MIL,running,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
374,PT08M59.00S,2024-10-29T00:59:27.8Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,63,61,2024-10-29T00:59:28Z,3670000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,373.0,2.0,2.0,0.0,,,,,,,,,,,,,,
375,PT08M51.00S,2024-10-29T00:59:34.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.530223390275953,52.69607843137255,1610612738,65,61,2024-10-29T01:01:21Z,3680000,False,-13.0,131.0,1,left,J. Brown 13' pullup Jump Shot (15 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,13.18,Made,,,,,,,15.0,,,,,,,,,,,
376,PT08M51.00S,2024-10-29T00:59:39.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,65,61,2024-10-29T00:59:39Z,3690000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT08M37.00S,2024-10-29T01:02:45.6Z,3,REGULAR,2pt,Jump Shot,[],203507,76.2976346911958,41.42156862745098,1610612749,65,61,2024-10-29T01:03:11Z,3700000,False,-43.0,170.0,1,right,MISS G. Antetokounmpo 17' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,17.56,Missed,,,,,,,,,,,,,,,,,,
378,PT08M33.00S,2024-10-29T01:02:49.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,61,2024-10-29T01:02:52Z,3710000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,377.0,5.0,4.0,1.0,,,,,,,,,,,,,,
379,PT08M27.00S,2024-10-29T01:02:54.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,6.389618922470433,44.36274509803921,1610612738,67,61,2024-10-29T01:03:39Z,3720000,False,28.0,8.0,1,left,J. Brown running Layup (17 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,17.0,,,,,,,,,,,
380,PT08M10.00S,2024-10-29T01:03:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.03745072273325,48.529411764705884,1610612749,67,63,2024-10-29T01:03:16Z,3730000,False,-7.0,4.0,1,right,G. Antetokounmpo driving Layup (17 PTS) (G. Trent Jr. 1 AST),"[203507, 1629018]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,17.0,,,,,,,,,G. Trent Jr.,1629018.0,1.0
381,PT07M59.00S,2024-10-29T01:03:25.6Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,67,63,2024-10-29T01:03:34Z,3740000,False,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 203081]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1155.0,3.0,0.0,Lillard,203081.0,,,
383,PT07M59.00S,2024-10-29T01:03:25.6Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,67,63,2024-10-29T01:03:25Z,3760000,False,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,,,1155.0,,,,,,,
384,PT07M59.00S,2024-10-29T01:03:46.8Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,67,63,2024-10-29T01:03:52Z,3770000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,
385,PT07M50.00S,2024-10-29T01:03:58.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,94.1688567674113,50.0,1610612749,67,65,2024-10-29T01:04:11Z,3780000,False,0.0,2.0,1,right,D. Lillard driving reverse Layup (18 PTS),[203081],1610612749.0,MIL,driving reverse,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.23,Made,,,,,,,18.0,,,,,,,,,,,
386,PT07M35.00S,2024-10-29T01:04:12.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.933639947437584,47.30392156862745,1610612738,67,65,2024-10-29T01:04:19Z,3790000,False,13.0,257.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.75,Missed,,,,,,,,,,,,,,,,,,
387,PT07M33.00S,2024-10-29T01:04:14.4Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,67,65,2024-10-29T01:04:19Z,3800000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,386.0,8.0,8.0,0.0,,,,,,,,,,,,,,
388,PT07M26.00S,2024-10-29T01:04:22.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.59198423127464,45.34313725490196,1610612749,67,67,2024-10-29T01:04:26Z,3810000,False,-23.0,17.0,1,right,G. Antetokounmpo driving Layup (19 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,,,19.0,,,,,,,,,,,
390,PT07M13.00S,2024-10-29T01:04:34.1Z,3,REGULAR,3pt,Jump Shot,[],201143,31.225361366622867,27.696078431372552,1610612738,70,67,2024-10-29T01:04:46Z,3820000,False,112.0,241.0,1,left,A. Horford 26' 3PT  (8 PTS) (J. Holiday 3 AST),"[201143, 201950]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.55,Made,,,,,,,8.0,,,,,,,,,J. Holiday,201950.0,3.0
392,PT06M59.00S,2024-10-29T01:04:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.9862023653088,46.81372549019608,1610612749,70,69,2024-10-29T01:05:19Z,3840000,False,-16.0,13.0,1,right,G. Antetokounmpo driving Layup (21 PTS) (D. Lillard 5 AST),"[203507, 203081]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,21.0,,,,,,,,,D. Lillard,203081.0,5.0
394,PT06M59.00S,2024-10-29T01:04:54.7Z,3,REGULAR,foul,personal,['1freethrow'],201143,,,1610612749,70,69,2024-10-29T01:05:12Z,3860000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,2.0,0.0,Antetokounmpo,203507.0,,,
396,PT06M59.00S,2024-10-29T01:05:26.8Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612749,70,69,2024-10-29T01:05:33Z,3880000,False,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,1155.0,3.0,1.0,,,,,
397,PT06M59.00S,2024-10-29T01:05:42.5Z,3,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,70,70,2024-10-29T01:05:42Z,3890000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (19 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
398,PT06M59.00S,2024-10-29T01:06:13.0Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,70,71,2024-10-29T01:06:13Z,3900000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (22 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
399,PT06M38.00S,2024-10-29T01:07:28.1Z,3,REGULAR,jumpball,recovered,[],1628401,,,1610612738,70,71,2024-10-29T01:07:28Z,3910000,False,,,0,,Jump Ball A. Horford vs. G. Antetokounmpo: Tip to D. White,"[1628401, 201143, 203507]",1610612738.0,BOS,heldball,D. White,1628401.0,White,D. White,Horford,201143.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,,,,,,,
402,PT06M38.00S,2024-10-29T01:07:29.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,28.465834428383708,80.3921568627451,1610612738,70,71,2024-10-29T01:07:34Z,3940000,False,-152.0,215.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
403,PT06M38.00S,2024-10-29T01:07:29.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,70,71,2024-10-29T01:07:34Z,3950000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,402.0,,,,,,,,,,,,,,,,,
405,PT06M38.00S,2024-10-29T01:07:34.4Z,3,REGULAR,substitution,out,[],201143,,,1610612749,70,71,2024-10-29T01:07:39Z,3970000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M38.00S,2024-10-29T01:07:34.4Z,3,REGULAR,substitution,in,[],1630214,,,1610612749,70,71,2024-10-29T01:07:39Z,3980000,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M30.00S,2024-10-29T01:07:55.4Z,3,REGULAR,foul,personal,['2freethrow'],1630214,,,1610612749,70,71,2024-10-29T01:08:30Z,3990000,False,,,0,,X. Tillman shooting personal FOUL (2 PF) (Lillard 2 FT),"[1630214, 203081]",1610612738.0,BOS,shooting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,2.0,0.0,Lillard,203081.0,,,
409,PT06M30.00S,2024-10-29T01:08:24.8Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,70,72,2024-10-29T01:08:24Z,4010000,False,,,0,,D. Lillard Free Throw 1 of 2 (20 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
410,PT06M30.00S,2024-10-29T01:08:27.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612749,70,72,2024-10-29T01:08:34Z,4020000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M30.00S,2024-10-29T01:08:27.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612749,70,72,2024-10-29T01:08:34Z,4030000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M30.00S,2024-10-29T01:08:46.8Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,70,73,2024-10-29T01:08:46Z,4040000,False,,,0,,D. Lillard Free Throw 2 of 2 (21 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
413,PT06M13.00S,2024-10-29T01:09:05.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.732588699080158,57.107843137254896,1610612738,72,73,2024-10-29T01:09:11Z,4050000,False,-36.0,1.0,1,left,J. Holiday driving Layup (10 PTS) (P. Pritchard 3 AST),"[201950, 1630202]",1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,,,10.0,,,,,,,,,P. Pritchard,1630202.0,3.0
415,PT05M49.00S,2024-10-29T01:09:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.51182654402102,47.549019607843135,1610612749,72,75,2024-10-29T01:09:36Z,4070000,False,-12.0,8.0,1,right,G. Antetokounmpo driving Layup (24 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,24.0,,,,,,,,,,,
416,PT05M28.00S,2024-10-29T01:09:51.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.61957950065703,37.99019607843137,1610612738,72,75,2024-10-29T01:09:57Z,4080000,False,60.0,245.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
417,PT05M28.00S,2024-10-29T01:09:51.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,72,75,2024-10-29T01:09:57Z,4090000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,416.0,,,,,,,,,,,,,,,,,
419,PT05M28.00S,2024-10-29T01:09:57.5Z,3,REGULAR,substitution,out,[],201572,,,1610612749,72,75,2024-10-29T01:10:01Z,4110000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M28.00S,2024-10-29T01:09:57.5Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,72,75,2024-10-29T01:10:01Z,4120000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M11.00S,2024-10-29T01:10:24.7Z,3,REGULAR,3pt,Jump Shot,[],203081,63.02562417871223,22.30392156862745,1610612749,72,75,2024-10-29T01:10:32Z,4130000,False,-138.0,295.0,1,right,MISS D. Lillard 32' 3PT - blocked,"[203081, 1628369]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,32.6,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
422,PT05M11.00S,2024-10-29T01:10:24.7Z,3,REGULAR,block,,[],1628369,,,1610612749,72,75,2024-10-29T01:10:27Z,4140000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
423,PT05M07.00S,2024-10-29T01:10:28.7Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612738,72,75,2024-10-29T01:10:32Z,4150000,False,,,0,,X. Tillman REBOUND (Off:0 Def:3),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Left Center,,,421.0,3.0,3.0,0.0,,,,,,,,,,,,,,
424,PT05M03.00S,2024-10-29T01:10:33.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,32.802233902759525,61.51960784313726,1610612738,75,75,2024-10-29T01:10:55Z,4160000,False,-58.0,256.0,1,left,J. Holiday 26' 3PT running pullup (13 PTS),[201950],1610612738.0,BOS,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.22,Made,,,,,,,13.0,,,,,,,,,,,
425,PT04M41.00S,2024-10-29T01:10:54.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,91.14651773981603,36.029411764705884,1610612749,75,75,2024-10-29T01:11:32Z,4170000,False,-70.0,31.0,1,right,MISS T. Prince 7' turnaround bank Shot,[1627752],1610612749.0,MIL,turnaround bank,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
426,PT04M39.00S,2024-10-29T01:10:56.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,75,2024-10-29T01:10:59Z,4180000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,425.0,6.0,5.0,1.0,,,,,,,,,,,,,,
427,PT04M31.00S,2024-10-29T01:11:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.674770039421814,41.66666666666667,1610612738,77,75,2024-10-29T01:11:08Z,4190000,False,42.0,38.0,1,left,J. Brown driving Layup (19 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.67,Made,,,,,,,19.0,,,,,,,,,,,
428,PT04M14.00S,2024-10-29T01:11:20.6Z,3,REGULAR,3pt,Jump Shot,[],203081,80.89684625492772,94.6078431372549,1610612749,77,75,2024-10-29T01:11:25Z,4200000,False,223.0,127.0,1,right,MISS D. Lillard 25' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
429,PT04M12.00S,2024-10-29T01:11:22.6Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,77,75,2024-10-29T01:11:25Z,4210000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,428.0,3.0,2.0,1.0,,,,,,,,,,,,,,
430,PT04M04.00S,2024-10-29T01:11:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.623521681997373,43.627450980392155,1610612738,79,75,2024-10-29T01:12:51Z,4220000,False,32.0,29.0,1,left,J. Brown driving floating bank Jump Shot (21 PTS),[1627759],1610612738.0,BOS,driving floating bank,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.28,Made,,,,,,,21.0,,,,,,,,,,,
