actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
85,PT05M33.00S,2024-12-05T00:57:35.6Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,26,7,2024-12-05T00:57:41Z,840000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,
86,PT05M17.00S,2024-12-05T00:57:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,91.40932982917214,94.11764705882352,1610612738,26,7,2024-12-05T00:57:58Z,850000,False,221.0,28.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.24,Missed,,,,,,,,,,,,,,,,,,
87,PT05M16.00S,2024-12-05T00:57:52.4Z,1,REGULAR,rebound,defensive,[],1641842,,,1610612765,26,7,2024-12-05T00:57:58Z,860000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,,,,,86.0,2.0,2.0,0.0,,,,,,,,,,,,
88,PT05M04.00S,2024-12-05T00:58:04.0Z,1,REGULAR,3pt,Jump Shot,[],1631204,34.90473061760841,50.49019607843137,1610612765,26,10,2024-12-05T00:58:08Z,870000,False,-2.0,276.0,1,left,M. Sasser 27' 3PT  (3 PTS) (R. Holland II 1 AST),"[1631204, 1641842]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,27.56,Made,,,,,,,,,3.0,R. Holland II,1641842.0,1.0,,,,,,
90,PT04M59.00S,2024-12-05T00:58:12.7Z,1,REGULAR,turnover,bad pass,[],201143,,,1610612738,26,10,2024-12-05T00:59:10Z,890000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1631204]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,1.0,,,,,,,,,Sasser,1631204.0
91,PT04M59.00S,2024-12-05T00:58:12.7Z,1,REGULAR,steal,,[],1631204,,,1610612765,26,10,2024-12-05T00:58:15Z,900000,False,,,0,,M. Sasser STEAL (1 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
92,PT04M57.00S,2024-12-05T00:58:16.3Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,26,10,2024-12-05T00:59:17Z,910000,False,,,0,,M. Sasser bad pass TURNOVER (1 TO),"[1631204, 1628401]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,,,,,,,,,White,1628401.0
93,PT04M57.00S,2024-12-05T00:58:16.3Z,1,REGULAR,steal,,[],1628401,,,1610612738,26,10,2024-12-05T00:58:18Z,920000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
94,PT04M52.00S,2024-12-05T00:58:20.1Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,26,10,2024-12-05T01:02:02Z,930000,False,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1631204]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,1.0,,,,,,,,,Sasser,1631204.0
95,PT04M52.00S,2024-12-05T00:58:20.1Z,1,REGULAR,steal,,[],1631204,,,1610612765,26,10,2024-12-05T00:59:30Z,940000,False,,,0,,M. Sasser STEAL (2 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2024-12-05T00:58:24.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630595,6.258212877792378,50.73529411764706,1610612765,26,12,2024-12-05T00:59:46Z,950000,False,-4.0,6.0,1,left,C. Cunningham running DUNK (7 PTS),[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,7.0,,,,,,,,,
97,PT04M43.00S,2024-12-05T00:58:32.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612738,26,12,2024-12-05T00:58:32Z,960000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,26,12,2024-12-05T00:59:54Z,970000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,26,12,2024-12-05T00:59:54Z,980000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,out,[],201143,,,1610612738,26,12,2024-12-05T00:59:54Z,990000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,out,[],1630595,,,1610612738,26,12,2024-12-05T00:59:54Z,1000000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,26,12,2024-12-05T00:59:54Z,1010000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,in,[],1641809,,,1610612738,26,12,2024-12-05T00:59:54Z,1020000,False,,,0,,SUB in: D. Peterson,[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,in,[],1628436,,,1610612738,26,12,2024-12-05T00:59:54Z,1030000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M43.00S,2024-12-05T00:59:28.2Z,1,REGULAR,substitution,in,[],1631323,,,1610612738,26,12,2024-12-05T00:59:54Z,1040000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M24.00S,2024-12-05T01:00:22.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,90.62089356110381,2.941176470588235,1610612738,26,12,2024-12-05T01:00:34Z,1050000,False,-235.0,36.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2024-12-05T01:00:23.6Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612765,26,12,2024-12-05T01:00:34Z,1060000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,
108,PT04M16.00S,2024-12-05T01:00:30.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630191,9.674770039421814,50.49019607843137,1610612765,26,12,2024-12-05T01:03:33Z,1070000,False,-2.0,38.0,1,left,MISS I. Stewart running Layup,[1630191],1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
109,PT04M14.00S,2024-12-05T01:00:32.9Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,26,12,2024-12-05T01:00:43Z,1080000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,
111,PT03M52.00S,2024-12-05T01:00:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,92.72339027595268,39.46078431372549,1610612738,26,12,2024-12-05T01:04:16Z,1090000,False,-53.0,16.0,1,right,MISS L. Kornet Layup,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
112,PT03M51.00S,2024-12-05T01:00:56.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,12,2024-12-05T01:01:02Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,111.0,,,,,,,,,,,,,,,
114,PT03M51.00S,2024-12-05T01:01:04.9Z,1,REGULAR,substitution,out,[],204001,,,1610612738,26,12,2024-12-05T01:01:08Z,1120000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M51.00S,2024-12-05T01:01:04.9Z,1,REGULAR,substitution,in,[],1630214,,,1610612738,26,12,2024-12-05T01:01:08Z,1130000,False,,,0,,SUB in: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M44.00S,2024-12-05T01:01:26.9Z,1,REGULAR,turnover,bad pass,[],1630202,,,1610612738,26,12,2024-12-05T01:01:30Z,1140000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1630191]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,,,,Stewart,1630191.0
117,PT03M44.00S,2024-12-05T01:01:26.9Z,1,REGULAR,steal,,[],1630191,,,1610612765,26,12,2024-12-05T01:02:23Z,1150000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2024-12-05T01:01:33.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631323,6.915243101182654,49.26470588235294,1610612765,26,14,2024-12-05T01:05:20Z,1160000,False,4.0,13.0,1,left,S. Fontecchio driving DUNK (2 PTS) (M. Sasser 1 AST),"[1631323, 1631204]",1610612765.0,DET,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,,2.0,M. Sasser,1631204.0,1.0,,,,,,
120,PT03M21.00S,2024-12-05T01:01:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,45.09803921568628,1610612738,28,14,2024-12-05T01:01:58Z,1180000,False,-25.0,13.0,1,right,J. Brown driving reverse Layup (10 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,,,10.0,,,,,,,,,
121,PT03M21.00S,2024-12-05T01:01:55.9Z,1,REGULAR,foul,personal,['1freethrow'],1631204,,,1610612738,28,14,2024-12-05T01:02:06Z,1190000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Brown 1 FT),"[1631204, 1627759]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,,,1627526.0,,,,,,1.0,0.0,Brown,1627759.0,,
123,PT03M21.00S,2024-12-05T01:02:23.5Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,29,14,2024-12-05T01:02:23Z,1210000,False,,,0,,J. Brown Free Throw 1 of 1 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
124,PT03M09.00S,2024-12-05T01:02:37.8Z,1,REGULAR,3pt,Jump Shot,[],1627736,32.14520367936925,68.13725490196079,1610612765,29,17,2024-12-05T01:06:26Z,1220000,False,-91.0,250.0,1,left,M. Beasley 26' 3PT  (3 PTS) (M. Sasser 2 AST),"[1627736, 1631204]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.57,Made,,,,,,,,,3.0,M. Sasser,1631204.0,2.0,,,,,,
126,PT02M46.00S,2024-12-05T01:03:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,70.25295663600527,23.03921568627451,1610612738,32,17,2024-12-05T01:03:04Z,1240000,False,-135.0,227.0,1,right,P. Pritchard 26' 3PT  (3 PTS) (J. Brown 3 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,,,,,3.0,J. Brown,1627759.0,3.0,,,,,,
128,PT02M29.00S,2024-12-05T01:03:17.0Z,1,REGULAR,3pt,Jump Shot,[],1631323,30.305519053876477,78.92156862745098,1610612765,32,17,2024-12-05T01:03:23Z,1260000,False,-145.0,232.0,1,left,MISS S. Fontecchio 27' 3PT,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
129,PT02M27.00S,2024-12-05T01:03:19.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,32,17,2024-12-05T01:03:23Z,1270000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,128.0,,,,,,,,,,,,,,,
131,PT02M19.00S,2024-12-05T01:03:38.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612738,32,17,2024-12-05T01:03:48Z,1290000,False,,,0,,R. Holland II personal FOUL (1 PF) (Brown 2 FT),"[1641842, 1627759]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,,,,200834.0,,,,,,1.0,0.0,Brown,1627759.0,,
133,PT02M19.00S,2024-12-05T01:04:14.2Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,32,17,2024-12-05T01:04:14Z,1310000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M19.00S,2024-12-05T01:04:14.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,17,2024-12-05T01:04:14Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,
135,PT02M19.00S,2024-12-05T01:04:34.9Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,33,17,2024-12-05T01:04:34Z,1330000,False,,,0,,J. Brown Free Throw 2 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
136,PT02M06.00S,2024-12-05T01:04:53.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,27.677398160315374,17.15686274509804,1610612765,33,20,2024-12-05T01:04:58Z,1340000,False,164.0,208.0,1,left,M. Beasley 26' 3PT pullup (6 PTS),[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.48,Made,,,,,,,,,6.0,,,,,,,,,
137,PT01M58.00S,2024-12-05T01:05:01.8Z,1,REGULAR,turnover,lost ball,[],1630202,,,1610612738,33,20,2024-12-05T01:05:05Z,1350000,False,,,0,,P. Pritchard lost ball TURNOVER (2 TO),"[1630202, 1631204]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2.0,,,,,,,,,Sasser,1631204.0
138,PT01M58.00S,2024-12-05T01:05:01.8Z,1,REGULAR,steal,,[],1631204,,,1610612765,33,20,2024-12-05T01:05:03Z,1360000,False,,,0,,M. Sasser STEAL (3 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
139,PT01M54.00S,2024-12-05T01:05:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631204,5.995400788436268,50.49019607843137,1610612765,33,22,2024-12-05T01:05:08Z,1370000,False,-2.0,4.0,1,left,M. Sasser driving Layup (5 PTS),[1631204],1610612765.0,DET,driving,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,,,,5.0,,,,,,,,,
140,PT01M33.00S,2024-12-05T01:05:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.75229960578186,43.38235294117647,1610612738,33,22,2024-12-05T01:08:32Z,1380000,False,-33.0,34.0,1,right,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,,,,,,,,,,,,,
141,PT01M32.00S,2024-12-05T01:05:27.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,22,2024-12-05T01:05:39Z,1390000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,
142,PT01M26.00S,2024-12-05T01:05:34.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,30.17411300919842,77.94117647058823,1610612765,33,22,2024-12-05T01:09:02Z,1400000,False,-140.0,231.0,1,left,MISS M. Beasley 27' pullup 3PT,[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,27.0,Missed,,,,,,,,,,,,,,,,,,
143,PT01M24.00S,2024-12-05T01:05:36.1Z,1,REGULAR,rebound,defensive,[],1641809,,,1610612738,33,22,2024-12-05T01:05:47Z,1410000,False,,,0,,D. Peterson REBOUND (Off:0 Def:1),[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,Above the Break 3,24+ Left Center,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,
144,PT01M21.00S,2024-12-05T01:05:42.7Z,1,REGULAR,turnover,traveling,[],1630202,,,1610612738,33,22,2024-12-05T01:05:51Z,1420000,False,,,0,,P. Pritchard traveling TURNOVER (3 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right,,,,,,,,,200834.0,3.0,,,,,,,,,,
145,PT01M21.00S,2024-12-05T01:05:53.1Z,1,REGULAR,substitution,out,[],1641809,,,1610612765,33,22,2024-12-05T01:06:13Z,1430000,False,,,0,,SUB out: D. Peterson,[1641809],1610612738.0,BOS,,,,Peterson,D. Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M21.00S,2024-12-05T01:05:53.1Z,1,REGULAR,substitution,in,[],1641775,,,1610612765,33,22,2024-12-05T01:06:13Z,1440000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M06.00S,2024-12-05T01:06:26.3Z,1,REGULAR,turnover,bad pass,[],1631323,,,1610612765,33,22,2024-12-05T01:06:35Z,1450000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1627759]",1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Right,,,,,,,,,,1.0,,,,,,,,,Brown,1627759.0
148,PT01M06.00S,2024-12-05T01:06:26.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,33,22,2024-12-05T01:06:28Z,1460000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
149,PT01M01.00S,2024-12-05T01:06:31.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1630202,70.00657030223391,50.9689031862745,1610612738,35,22,2024-12-05T01:11:27Z,1470000,False,5.0,229.0,1,right,P. Pritchard 22' running pullup Jump Shot (5 PTS),[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Center,22.95,Made,,,,,,,,,5.0,,,,,,,,,
151,PT00M49.60S,2024-12-05T01:07:12.8Z,1,REGULAR,turnover,out-of-bounds,[],1641842,,,1610612765,35,22,2024-12-05T01:07:19Z,1490000,False,,,0,,R. Holland II bad pass out-of-bounds TURNOVER (1 TO),[1641842],1610612765.0,DET,bad pass,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1627526.0,1.0,,,,,,,,,,
152,PT00M42.60S,2024-12-05T01:07:30.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612738,35,22,2024-12-05T01:07:37Z,1500000,False,,,0,,R. Holland II personal FOUL (2 PF) (Brown 2 FT),"[1641842, 1627759]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,,,,200834.0,,,,,,2.0,0.0,Brown,1627759.0,,
154,PT00M42.60S,2024-12-05T01:08:00.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,36,22,2024-12-05T01:08:00Z,1520000,False,,,0,,J. Brown Free Throw 1 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
155,PT00M42.60S,2024-12-05T01:08:27.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,37,22,2024-12-05T01:08:27Z,1530000,False,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
156,PT00M30.00S,2024-12-05T01:08:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,10.33180026281209,34.068627450980394,1610612765,37,24,2024-12-05T01:08:46Z,1540000,False,80.0,45.0,1,left,M. Sasser 9' driving floating Jump Shot (7 PTS),[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Right,9.13,Made,,,,,,,,,7.0,,,,,,,,,
157,PT00M12.50S,2024-12-05T01:09:03.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.51182654402102,50.73529411764706,1610612738,39,24,2024-12-05T01:09:10Z,1550000,False,4.0,8.0,1,right,J. Brown driving DUNK (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,,,,16.0,,,,,,,,,
158,PT00M07.30S,2024-12-05T01:09:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,6.044678055190539,56.15425857843137,1610612765,39,24,2024-12-05T01:14:13Z,1560000,False,-31.0,4.0,1,left,MISS R. Holland II cutting Layup - blocked,"[1641842, 1628436]",1610612765.0,DET,cutting,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,3.11,Missed,Kornet,1628436.0,,,,,,,,,,,,,,,,
163,PT00M07.30S,2024-12-05T01:09:17.0Z,1,REGULAR,block,,[],1628436,,,1610612765,39,24,2024-12-05T01:09:49Z,1565000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT00M06.90S,2024-12-05T01:09:17.4Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612738,39,24,2024-12-05T01:14:13Z,1570000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,
160,PT00M01.30S,2024-12-05T01:09:20.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,67.62483574244416,15.931372549019606,1610612738,39,24,2024-12-05T01:13:36Z,1580000,False,-170.0,252.0,1,right,MISS P. Pritchard 30' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,30.4,Missed,,,,,,,,,,,,,,,,,,
161,PT00M00.10S,2024-12-05T01:09:21.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,39,24,2024-12-05T01:14:32Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,160.0,,,,,,,,,,,,,,,
162,PT00M00.00S,2024-12-05T01:09:26.9Z,1,REGULAR,period,end,[],0,,,1610612738,39,24,2024-12-05T01:09:26Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-12-05T01:11:47.8Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,39,24,2024-12-05T01:12:04Z,1610000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-12-05T01:11:47.8Z,2,REGULAR,substitution,out,['startperiod'],1630214,,,1610612738,39,24,2024-12-05T01:12:04Z,1620000,False,,,0,,SUB out: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-12-05T01:11:47.8Z,2,REGULAR,substitution,out,['startperiod'],1641775,,,1610612738,39,24,2024-12-05T01:12:04Z,1630000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-12-05T01:11:47.8Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,39,24,2024-12-05T01:12:04Z,1640000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
