actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
168,PT09M44.00S,2025-02-23T18:41:55.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630540,20.844283837056505,5.147058823529411,1610612752,40,26,2025-02-23T18:45:05Z,1670000,False,224.0,143.0,1,left,MISS M. McBride 26' running 3PT,[1630540],1610612752.0,NYK,running,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.62,,,,,,,,,,,,
169,PT09M42.00S,2025-02-23T18:41:57.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,40,26,2025-02-23T18:45:05Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,168.0,,,,,,,,,,,
171,PT09M31.00S,2025-02-23T18:42:26.5Z,2,REGULAR,2pt,Layup,['2ndchance'],1626157,9.411957950065702,70.09803921568627,1610612752,40,26,2025-02-23T18:42:36Z,1700000,False,-100.0,36.0,1,left,MISS K. Towns 10' driving Layup - blocked,"[1626157, 201950]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,Missed,,10.68,,,,,,,,Holiday,201950.0,,,
172,PT09M31.00S,2025-02-23T18:42:26.5Z,2,REGULAR,block,,[],201950,,,1610612752,40,26,2025-02-23T18:42:29Z,1710000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
173,PT09M29.00S,2025-02-23T18:42:28.5Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,40,26,2025-02-23T18:42:36Z,1720000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,171.0,,,,1.0,1.0,0.0,,,,,
174,PT09M24.00S,2025-02-23T18:42:33.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,87.46714848883047,96.32352941176471,1610612738,40,26,2025-02-23T18:46:17Z,1730000,False,232.0,65.0,1,right,MISS P. Pritchard 24' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.06,,,,,,,,,,,,
175,PT09M22.00S,2025-02-23T18:42:35.4Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,40,26,2025-02-23T18:42:41Z,1740000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Right Corner 3,24+ Right,,,,,,,,,174.0,,,,6.0,6.0,0.0,,,,,
176,PT09M13.00S,2025-02-23T18:42:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,8.409986859395532,39.728860294117645,1610612752,40,26,2025-02-23T18:46:48Z,1750000,False,51.0,27.0,1,left,MISS C. Payne driving finger roll Layup,[1626166],1610612752.0,NYK,driving finger roll,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.79,,,,,,,,,,,,
177,PT09M12.00S,2025-02-23T18:42:47.0Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,40,26,2025-02-23T18:42:53Z,1760000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,176.0,,,,5.0,5.0,0.0,,,,,
178,PT09M05.00S,2025-02-23T18:42:56.3Z,2,REGULAR,foul,personal,[],1626166,,,1610612738,40,26,2025-02-23T18:43:03Z,1770000,False,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1627759]",1610612752.0,NYK,,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,201246.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
180,PT08M56.00S,2025-02-23T18:43:25.6Z,2,REGULAR,3pt,Jump Shot,[],1627759,66.44218134034165,25.245098039215684,1610612738,40,26,2025-02-23T18:43:31Z,1790000,False,-124.0,263.0,1,right,MISS J. Brown 29' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,29.06,,,,,,,,,,,,
181,PT08M54.00S,2025-02-23T18:43:27.6Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,40,26,2025-02-23T18:48:25Z,1800000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,,,180.0,,,,1.0,1.0,0.0,,,,,
182,PT08M46.00S,2025-02-23T18:43:34.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,19.136005256241788,5.637254901960785,1610612752,40,29,2025-02-23T18:43:41Z,1810000,False,222.0,127.0,1,left,L. Shamet 25' 3PT running (3 PTS) (M. McBride 1 AST),"[1629013, 1630540]",1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.58,,M. McBride,1630540.0,1.0,,,,,,,,
184,PT08M45.00S,2025-02-23T18:43:41.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,40,29,2025-02-23T18:43:41Z,1830000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M23.00S,2025-02-23T18:47:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,87.46714848883047,48.28431372549019,1610612738,42,29,2025-02-23T18:47:30Z,1840000,False,-9.0,65.0,1,right,K. Porziņģis 6' driving Layup (9 PTS) (D. White 4 AST),"[204001, 1628401]",1610612738.0,BOS,driving,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,6.59,,D. White,1628401.0,4.0,,,,,,,,
187,PT08M23.00S,2025-02-23T18:47:31.2Z,2,REGULAR,foul,personal,['1freethrow'],1626166,,,1610612738,42,29,2025-02-23T18:47:48Z,1860000,False,,,0,,C. Payne shooting personal FOUL (2 PF) (Porziņģis 1 FT),"[1626166, 204001]",1610612752.0,NYK,shooting,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1146.0,2.0,0.0,Porziņģis,204001.0,,,,,,,,,,,,,,,
189,PT08M23.00S,2025-02-23T18:47:51.8Z,2,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,43,29,2025-02-23T18:47:51Z,1880000,False,,,0,,K. Porziņģis Free Throw 1 of 1 (10 PTS),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
190,PT08M12.00S,2025-02-23T18:48:03.8Z,2,REGULAR,3pt,Jump Shot,[],1629013,32.670827858081466,32.59803921568628,1610612752,43,32,2025-02-23T18:49:13Z,1890000,False,87.0,255.0,1,left,L. Shamet 26' 3PT  (6 PTS) (P. Achiuwa 2 AST),"[1629013, 1630173]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,26.91,,P. Achiuwa,1630173.0,2.0,,,,,,,,
192,PT07M47.00S,2025-02-23T18:48:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,88.12417871222075,41.42156862745098,1610612738,43,32,2025-02-23T18:48:37Z,1910000,False,-43.0,59.0,1,right,MISS J. Holiday 7' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.3,,,,,,,,,,,,
193,PT07M46.00S,2025-02-23T18:48:31.1Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,43,32,2025-02-23T18:48:37Z,1920000,False,,,0,,M. McBride REBOUND (Off:0 Def:2),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,192.0,,,,2.0,2.0,0.0,,,,,
194,PT07M29.00S,2025-02-23T18:48:47.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,7.440867279894875,59.80392156862745,1610612752,43,32,2025-02-23T18:48:53Z,1930000,False,-49.0,17.0,1,left,MISS M. McBride driving floating Shot - blocked,"[1630540, 1630202]",1610612752.0,NYK,driving floating,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.2,,,,,,,,Pritchard,1630202.0,,,
195,PT07M29.00S,2025-02-23T18:48:47.6Z,2,REGULAR,block,,[],1630202,,,1610612752,43,32,2025-02-23T18:48:50Z,1940000,False,,,0,,P. Pritchard BLOCK (1 BLK),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT07M28.00S,2025-02-23T18:48:48.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,43,32,2025-02-23T18:48:53Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,194.0,,,,,,,,,,,
198,PT07M28.00S,2025-02-23T18:49:02.6Z,2,REGULAR,substitution,out,[],201950,,,1610612752,43,32,2025-02-23T18:49:08Z,1970000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M28.00S,2025-02-23T18:49:02.6Z,2,REGULAR,substitution,in,[],201143,,,1610612752,43,32,2025-02-23T18:49:08Z,1980000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M26.00S,2025-02-23T18:49:22.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,8.229303547963205,96.56862745098039,1610612752,43,32,2025-02-23T18:49:29Z,1990000,False,-233.0,25.0,1,left,MISS L. Shamet fadeaway 3PT,[1629013],1610612752.0,NYK,fadeaway,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.41,,,,,,,,,,,,
201,PT07M25.00S,2025-02-23T18:49:23.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,43,32,2025-02-23T18:49:29Z,2000000,False,,,0,,D. White REBOUND (Off:0 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,,,200.0,,,,6.0,6.0,0.0,,,,,
202,PT07M07.00S,2025-02-23T18:49:41.3Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,43,32,2025-02-23T18:49:46Z,2010000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1629013]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Shamet,1629013.0
203,PT07M07.00S,2025-02-23T18:49:41.3Z,2,REGULAR,steal,,[],1629013,,,1610612752,43,32,2025-02-23T18:49:43Z,2020000,False,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
204,PT07M01.00S,2025-02-23T18:49:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629013,8.229303547963205,54.65686274509803,1610612752,43,32,2025-02-23T18:49:52Z,2030000,False,-23.0,25.0,1,left,MISS L. Shamet running Layup - blocked,"[1629013, 204001]",1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.41,,,,,,,,Porziņģis,204001.0,,,
205,PT07M01.00S,2025-02-23T18:49:45.6Z,2,REGULAR,block,,[],204001,,,1610612752,43,32,2025-02-23T18:49:48Z,2040000,False,,,0,,K. Porziņģis BLOCK (2 BLK),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT07M00.00S,2025-02-23T18:49:46.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,43,32,2025-02-23T18:49:52Z,2050000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,204.0,,,,4.0,4.0,0.0,,,,,
207,PT06M46.00S,2025-02-23T18:50:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.81011826544021,57.35294117647059,1610612738,45,32,2025-02-23T18:50:04Z,2060000,False,37.0,71.0,1,right,J. Brown 8' turnaround Jump Shot (6 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,6.0,8.04,,,,,,,,,,,,
208,PT06M31.00S,2025-02-23T18:50:20.2Z,2,REGULAR,foul,offensive,[],1630173,,,1610612752,45,32,2025-02-23T18:50:34Z,2070000,False,,,0,,P. Achiuwa offensive FOUL (1 PF),"[1630173, 1628401]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,1146.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
210,PT06M31.00S,2025-02-23T18:50:20.2Z,2,REGULAR,turnover,offensive foul,[],1630173,,,1610612752,45,32,2025-02-23T18:50:20Z,2090000,False,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,1146.0,,,,,,,,,,,,,,,,,1.0,,
211,PT06M31.00S,2025-02-23T18:50:33.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,45,32,2025-02-23T18:50:39Z,2100000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M31.00S,2025-02-23T18:50:33.4Z,2,REGULAR,substitution,out,[],1629013,,,1610612738,45,32,2025-02-23T18:50:39Z,2110000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M31.00S,2025-02-23T18:50:33.4Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,45,32,2025-02-23T18:50:39Z,2120000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M31.00S,2025-02-23T18:50:33.4Z,2,REGULAR,substitution,in,[],1628969,,,1610612738,45,32,2025-02-23T18:50:39Z,2130000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M16.00S,2025-02-23T18:50:55.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],204001,64.47109067017082,47.549019607843135,1610612738,48,32,2025-02-23T18:50:59Z,2140000,False,-12.0,281.0,1,right,K. Porziņģis 28' 3PT  (13 PTS) (D. White 5 AST),"[204001, 1628401]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,,,,Made,13.0,28.18,,D. White,1628401.0,5.0,,,,,,,,
217,PT06M07.00S,2025-02-23T18:51:12.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,48,32,2025-02-23T18:51:12Z,2160000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M07.00S,2025-02-23T18:53:45.7Z,2,REGULAR,substitution,out,[],1626166,,,1610612752,48,32,2025-02-23T18:54:16Z,2170000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M07.00S,2025-02-23T18:53:45.7Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,48,32,2025-02-23T18:54:16Z,2180000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M07.00S,2025-02-23T18:53:45.7Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,48,32,2025-02-23T18:54:16Z,2190000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M07.00S,2025-02-23T18:53:45.7Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,48,32,2025-02-23T18:54:16Z,2200000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M50.00S,2025-02-23T18:54:59.0Z,2,REGULAR,2pt,Jump Shot,[],1628973,15.982260183968464,31.862745098039213,1610612752,48,32,2025-02-23T18:55:16Z,2210000,False,91.0,98.0,1,left,MISS J. Brunson 13' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,Missed,,13.33,,,,,,,,,,,,
223,PT05M49.00S,2025-02-23T18:55:00.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,32,2025-02-23T18:55:16Z,2220000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,222.0,,,,,,,,,,,
225,PT05M28.00S,2025-02-23T18:55:28.6Z,2,REGULAR,turnover,out-of-bounds,[],204001,,,1610612738,48,32,2025-02-23T18:55:35Z,2240000,False,,,0,,K. Porziņģis lost ball out-of-bounds TURNOVER (1 TO),[204001],1610612738.0,BOS,lost ball,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,8-16 Center,201246.0,,,,,,,,,,,,,,,,,1.0,,
226,PT05M05.00S,2025-02-23T18:55:54.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,3.4986859395532193,97.54901960784314,1610612752,48,32,2025-02-23T18:56:04Z,2250000,False,-238.0,-20.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.85,,,,,,,,,,,,
227,PT05M04.00S,2025-02-23T18:55:55.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,32,2025-02-23T18:56:04Z,2260000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,,,,226.0,,,,6.0,6.0,0.0,,,,,
228,PT04M53.00S,2025-02-23T18:56:08.3Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,48,32,2025-02-23T18:57:06Z,2270000,False,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1628973]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,1146.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
230,PT04M53.00S,2025-02-23T18:56:08.3Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,48,32,2025-02-23T18:56:43Z,2290000,False,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,,,,,,2.0,,
231,PT04M53.00S,2025-02-23T18:56:17.9Z,2,REGULAR,substitution,out,[],1630173,,,1610612752,48,32,2025-02-23T18:56:20Z,2300000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M53.00S,2025-02-23T18:56:17.9Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,48,32,2025-02-23T18:56:20Z,2310000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT04M41.00S,2025-02-23T18:56:40.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,6.783837056504599,52.450980392156865,1610612752,48,34,2025-02-23T18:56:47Z,2320000,False,-12.0,11.0,1,left,K. Towns driving Layup (2 PTS),[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.67,,,,,,,,,,,,
234,PT04M41.00S,2025-02-23T18:56:45.6Z,2,REGULAR,foul,personal,['1freethrow'],201143,,,1610612752,48,34,2025-02-23T18:56:54Z,2330000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Towns 1 FT),"[201143, 1626157]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
236,PT04M41.00S,2025-02-23T18:57:20.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626157,,,1610612752,48,35,2025-02-23T18:57:20Z,2350000,False,,,0,,K. Towns Free Throw 1 of 1 (3 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
237,PT04M20.00S,2025-02-23T18:57:41.9Z,2,REGULAR,3pt,Jump Shot,[],204001,67.09921156373193,72.05882352941177,1610612738,48,35,2025-02-23T18:58:24Z,2360000,False,110.0,257.0,1,right,MISS K. Porziņģis 27' step back 3PT,[204001],1610612738.0,BOS,step back,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.95,,,,,,,,,,,,
238,PT04M18.00S,2025-02-23T18:57:43.9Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,48,35,2025-02-23T18:57:52Z,2370000,False,,,0,,D. White REBOUND (Off:1 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,237.0,,,,7.0,6.0,1.0,,,,,
239,PT04M16.00S,2025-02-23T18:57:48.1Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,48,35,2025-02-23T18:57:58Z,2380000,False,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1628969]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Bridges,1628969.0
240,PT04M16.00S,2025-02-23T18:57:48.1Z,2,REGULAR,steal,,[],1628969,,,1610612752,48,35,2025-02-23T18:57:50Z,2390000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
241,PT04M11.00S,2025-02-23T18:57:52.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628384,11.251642575558476,4.411764705882353,1610612752,48,35,2025-02-23T18:59:15Z,2400000,False,228.0,53.0,1,left,MISS O. Anunoby running 3PT,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.4,,,,,,,,,,,,
242,PT04M10.00S,2025-02-23T18:57:53.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,35,2025-02-23T18:58:03Z,2410000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,241.0,,,,,,,,,,,
244,PT03M57.00S,2025-02-23T18:58:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.32917214191852,45.34313725490196,1610612738,50,35,2025-02-23T18:58:25Z,2430000,False,-23.0,20.0,1,right,D. White driving Layup (4 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,3.04,,,,,,,,,,,,
245,PT03M39.00S,2025-02-23T18:58:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,13.748357424441524,52.450980392156865,1610612752,50,35,2025-02-23T18:58:46Z,2440000,False,-12.0,77.0,1,left,MISS K. Towns 7' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.77,,,,,,,,,,,,
246,PT03M38.00S,2025-02-23T18:58:40.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,50,35,2025-02-23T18:58:46Z,2450000,False,,,0,,D. White REBOUND (Off:1 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,245.0,,,,8.0,7.0,1.0,,,,,
247,PT03M31.00S,2025-02-23T18:58:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,91.14651773981603,53.67647058823529,1610612738,50,35,2025-02-23T18:58:55Z,2460000,False,18.0,31.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.58,,,,,,,,,,,,
248,PT03M30.00S,2025-02-23T18:58:46.9Z,2,REGULAR,rebound,offensive,[],204001,,,1610612738,50,35,2025-02-23T18:58:55Z,2470000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:0),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,247.0,,,,1.0,0.0,1.0,,,,,
249,PT03M30.00S,2025-02-23T18:58:50.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612738,50,35,2025-02-23T19:02:38Z,2480000,False,0.0,0.0,1,right,MISS K. Porziņģis tip DUNK,[204001],1610612738.0,BOS,tip,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,,
250,PT03M29.00S,2025-02-23T18:58:51.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,50,35,2025-02-23T18:59:03Z,2490000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,249.0,,,,1.0,1.0,0.0,,,,,
